evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,feedbackWeight,feedbackGamma,feedbackDecay,logmse
115,0.01,0.05249608822378072,0.02488731235086385,999.9965050363869,0.09988345209834423,9.906061402966996,8.745880424709078,24.484755063329565
115,0.01,0.05248360748503256,0.024959561363935533,1000.0,0.09797068292909918,9.630827324299716,8.584833230541825,24.484755316349883
115,0.01,0.052496888730551215,0.024874422558034306,999.9855272889735,0.1,9.931363196195822,8.785395822417517,24.484755535200744
115,0.01,0.05248691801474888,0.024961403448042173,999.996603906984,0.09799845746809352,9.643334364477745,8.569656463803994,24.484755695552835
115,0.01,0.05249493569644446,0.024880397544814872,999.9965718637485,0.09982732512816772,9.80278456611785,8.69447108226711,24.48475577966151
115,0.009997928622990484,0.05247018936397906,0.025010771979488533,999.9921183727548,0.09737816837140033,9.326789779452508,8.581201629557043,24.48475704586835
115,0.00999979633344827,0.052490615955167214,0.024974138177232555,999.994005663458,0.09776155190516041,9.687020075802852,8.491908685765491,24.484757075710867
115,0.009998317510272478,0.05248028333445532,0.024985191126108964,999.9984619257232,0.1,9.557216437283177,8.178034270546394,24.484757929909183
115,0.01,0.05247815693115749,0.02500098808368234,999.992427969367,0.09804750650535485,8.919030118029083,8.46184782728874,24.484758038618036
115,0.009998399618700745,0.05248243789649048,0.0250252276343381,999.9982286840219,0.09993586267465548,9.485326871718213,8.195769523601752,24.484758376791618
115,0.009999811613962328,0.052490796916471266,0.025016906971878274,999.9966987178923,0.09800008767278971,9.656470954561003,8.533651982612085,24.484758420363228
115,0.009998385501715019,0.0524839842015538,0.024958961790049545,999.9998937522888,0.09991505390004451,9.545730134732306,8.17906728510712,24.48475860856951
115,0.009998290888217323,0.05247748817056801,0.024969520570017147,999.9989891198655,0.09995093274920187,9.537993116845534,8.16826626406592,24.484758698463217
115,0.01,0.05247658862884805,0.024990421411640002,999.9920051909171,0.09772467539665314,8.907279181315525,8.35567254899533,24.48475915202882
115,0.009998259264982106,0.052481823310434134,0.024950352308206133,999.9978798108181,0.09988347641454934,9.558823872650104,8.16796999356671,24.484759182908867
115,0.00999823634273106,0.05247437052747714,0.025016123253042838,999.9926002927236,0.09987986183679584,9.31391082359316,8.086852296001702,24.484759259813487
115,0.009998665060357969,0.05249352913054214,0.024970521146380598,999.9974113851825,0.09661531348372297,9.582390607472837,8.441468328487606,24.484759391831396
115,0.009998779556941596,0.052492304730572155,0.024962915668605635,999.9996925577007,0.09993118674248244,9.54672554964049,8.176757832823863,24.484759394248833
115,0.009998477397287528,0.052492215972870605,0.02496147569600726,999.999079645127,0.1,9.57073290555275,8.174981498496813,24.484759407939023
115,0.009999457545953293,0.05249259307481024,0.025005074835468395,999.9999116879503,0.09801151714708338,9.73454203689001,8.342591497389204,24.484759510029175
115,0.009997988567901631,0.05249211792392173,0.0249508501459815,999.9996651417421,0.09991000648788312,9.572483663251129,8.17651907359907,24.484759558892893
115,0.009999491083262452,0.052496853411403074,0.024987436745383083,999.997329521273,0.09771689146282324,9.542660936138958,8.634492436976888,24.48475959060728
