"lonmin";"latmin";"moran";"distance";"entropy";"slope";"rsquaredslope";"pop";"max";"meanBetweenness";"alphaBetweenness";"meanCloseness";"alphaCloseness";"meanLinkLength";"networkPerf";"meanPathLength";"diameter";"components";"clustCoef";"vcount";"ecount";"networkDensity";"rows"
4.543628963;49.862813839;0.0372308065003502;0.805221746061335;0.79401105939354;-1.15368618971003;0.874192571742339;6956.64535314745;76.6;0.0393800722105476;-1.34528666883662;0.0399218776512373;-0.223153308366837;0.341617149357326;533.114767971667;4.85373702885226;21.8605552;7;0.0994899829588082;273;389;0.010477267830209;782
0.110628963000003;46.947563839;0.0517775035741223;0.92481762526192;0.858192057830321;-0.805362020627961;0.916747637208221;1957.43937805203;32.04;0.0396904880092925;-0.974997850925823;0.137664925322773;-0.16916482151194;0.47684156371308;1182.47339401344;7.52404167047776;20.6026739;1;0.0657200150964986;365;474;0.00713533042300166;9288
1.826628963;45.781463839;0.0369974148707821;0.906688258282357;0.826177130065467;-0.751309041893644;0.710409275552721;871.750018654544;31.2604181356797;0.0541786906203382;-1.09651508157294;0.0515817227043817;-0.20699837676734;0.598799352765957;304.31944622591;7.92682685070171;22.2012717;4;0.0466442245311647;209;235;0.0108115568641884;12141
1.040128963;46.005713839;0.0446358441151091;1.00763188292882;0.853366946194458;-0.858635363684336;0.948913235780038;4383.14322338641;53.68;0.0402724706765575;-0.896190965106982;0.0641751894470018;-0.157833843171382;0.574106170402299;648.775644770769;7.43268472430888;19.2193427;4;0.0534880867543563;281;348;0.00884595831215048;11583
-0.747371037000001;45.960863839;0.0549130977548243;0.858382570573982;0.884636981532829;-0.52927337448354;0.747325695104562;3588.66969120742;59.36;0.0299759689533224;-0.982306941769233;0.113777482747859;-0.109362897630537;0.417825095443038;2768.76919788021;6.8855071163892;19.6488627;2;0.0762630282128085;552;790;0.00519477103553486;11670
0.897128963;47.485763839;0.127530009446686;0.60660710331481;0.802049626831748;-1.27931414424241;0.90083439067588;17764.3279753719;105.24;0.0489131461280123;-0.913427265290002;0.14127888207869;-0.160792779740281;0.63877170777027;498.824739475654;7.27033141622091;18.4462928;1;0.0539750312306892;235;296;0.0107655937443171;7824
-1.033371037;43.090463839;0.081775348085984;0.881745076610805;0.783647103218253;-0.385232588087945;0.957931131331065;367.016111794942;4.35549600978657;0.0483347672664248;-1.25607174787919;0.0308987873878808;-0.283740680572549;0.58456325;88.2660324503644;7.20117635630213;20.9334742;10;0.0583153371466201;135;148;0.0163626312880044;18610
4.543628963;47.889413839;0.122171774720831;0.391683485288512;0.716733233166415;-1.21679401898547;0.831706104867;7124.34886850474;80.72;0.0745952195623774;-0.925450962474972;0.135620800231426;-0.165933458654909;0.568299063793103;159.468169539888;7.58260858409184;22.4816795;1;0.0908297793404324;131;174;0.0204345273047563;6549
1.826628963;44.122013839;0.0528158515620025;0.728192866310141;0.823442089437976;-0.718706377708821;0.795051002245029;2241.56847550555;68.48;0.0497143832266202;-1.08630191533509;0.101742707437889;-0.160785479258887;0.536360942897727;607.55590413876;7.99961775559821;20.0356579;2;0.100106817768562;274;352;0.0094115130611481;16199
4.257628963;45.198413839;0.0621995573477032;0.86898997415209;0.80669435212049;-0.731705426171049;0.846979660267646;4475.72235631263;79.8788191093548;0.0313147768293865;-1.29215102419671;0.0271621732799982;-0.166960484083564;0.35524443884058;2382.5439082725;7.46885779930793;21.6111775;9;0.0495292204140574;566;690;0.00431533193658338;13568
-0.0323710369999976;46.992413839;0.0490818496312271;0.928110592567532;0.938322777842708;-0.694917435283143;0.929998156908317;2196.79895073928;22.76;0.0283691978329683;-1.01434292715262;0.118541580742397;-0.159246329067876;0.328435445062429;3462.45285721358;6.70349910406569;20.8011657;2;0.0801218395432872;620;881;0.00459117202563969;9172
1.755128963;43.897763839;0.0725031829259192;0.769157722909377;0.848097401989309;-1.00195617110503;0.882744256925232;4771.58697577834;58.4126931444445;0.0402005576278791;-1.03137744904636;0.115330632082879;-0.159593805294677;0.504959811016949;991.440023465026;6.92960176889749;21.5426037;2;0.0716672463264972;340;472;0.0081901787263578;16825
-1.462371037;47.440913839;0.0700062141334228;0.819739189739933;0.830377884884641;-0.910946929690918;0.852915569194978;8587.79070303752;79.36;0.0310564248204908;-1.09989037099113;0.0780989297497582;-0.12816545032977;0.378720193351425;2764.52543223163;6.85027001873338;19.0206545;4;0.0591218826361926;560;737;0.00470866342959366;7923
2.684628963;50.714963839;0.0639585180974691;0.805869953738674;0.799608722779304;-0.989713935862661;0.768089890213325;22428.6723655117;162.8;0.0244659413925641;-1.00970036953449;0.0696737968011031;-0.113040329327376;0.34665579416826;5323.97362804268;6.34967567498591;17.2191329;5;0.0703385176272808;752;1046;0.00370428081706661;106
-0.246871036999999;45.467513839;0.0499919699704856;0.990343202670194;0.925897485333475;-0.399925837166296;0.814967810848209;3590.8635611779;55.64;0.0300456603646071;-0.968735113314673;0.0907258337043152;-0.119268155494255;0.38971237574124;2552.79894746089;7.11126517070542;20.2591347;3;0.0739856956910986;545;742;0.00500539665407447;12867
6.474128963;45.646913839;0.0607087128416363;1.0671462736467;0.795518972471661;-0.303499513265604;0.541582422248958;129.254266538643;2.64;0.0896625758136621;-1.17525606544165;0.170108109723401;-0.19804749954377;0.45364544729064;234.215763818423;6.15400929423673;19.4568804;1;0.0597578767951873;175;203;0.0133333333333333;12532
3.828628963;48.876113839;0.0398411170841588;0.958493486273945;0.925661442110602;-0.753349613457346;0.952990677975835;1371.43792298853;16.68;0.0663805157220434;-1.02558138430432;0.111524187659363;-0.180779653593899;0.661624320238095;164.128698219042;7.13640054664811;21.430494;2;0.099766886500696;136;168;0.0183006535947712;2979
5.830628963;46.185113839;0.0415228251283451;0.960970066482755;0.751066484873336;-1.20388570839033;0.938260869162881;6966.74989854995;143.173383458062;0.0283790283790284;-1.3557528783539;0.0158255795202804;-0.302084147091174;0.461660375813953;177.012357330867;3.1716423132746;18.5360774;6;0.0504843632359007;189;215;0.0121017674209164;11215
6.045128963;46.992413839;0.0910905097230978;0.583924019344423;0.792770425542728;-0.934412324427287;0.862401252301218;2290.19731232438;33;0.0431091271330054;-1.20834600399304;0.0493547764440731;-0.183503939408067;0.438864804113111;699.913890355713;5.64141643591239;19.6571113;4;0.0784209611372735;291;389;0.00921910178931153;9255
5.830628963;48.248213839;0.105922729268507;0.668410675204761;0.782344874758176;-1.24833080483459;0.874188410692279;11541.9685841469;71.64;0.0391204045301123;-1.19270078111471;0.0910066221031173;-0.14723113391407;0.359045392598425;2043.48300845691;7.1571500294651;23.4008053;3;0.0827737969154205;481;635;0.005500693000693;5244
5.044128963;44.166863839;0.0475745884999052;0.795597888441377;0.805712245970645;-0.771921254272599;0.888995876894911;7945.27011563796;129.8;0.0348213959713877;-1.24174032390903;0.096347897822435;-0.14324375612455;0.352747734867503;2447.56302060575;6.59071197383023;24.3753453;3;0.0715908361795036;528;717;0.00515352768673452;16126
2.112628963;43.090463839;0.10967392186648;0.489499866025888;0.768229283140955;-1.01520069632263;0.912080496651067;11595.7524980377;134.84;0.0363582539251797;-1.07486203495619;0.0545895368930721;-0.155650558692323;0.418410622410546;1360.78972350159;8.21670557204761;21.4708813;5;0.100087771339461;412;531;0.0062717029267947;18654
0.253628962999997;43.852913839;0.0537673597315353;0.930546453175399;0.95858612968254;-0.396788301477434;0.72435893688415;1936.73719035118;42.9567901133186;0.0472398416425226;-0.967106211198239;0.0553432550493338;-0.201858462691172;0.801160450622407;269.475318379426;7.61280468330829;19.8525587;6;0.0743383208730136;183;241;0.0144718669308833;16928
2.613128963;45.108713839;0.05084121455014;0.731994589039412;0.726439325990973;-0.978723945863283;0.781828512802976;998.605099192388;28.3886473645072;0.0669794189421103;-1.08478985770628;0.0513600854079365;-0.231615774098268;0.538002418918919;152.177124184574;9.09125941725067;22.1743519;5;0.0355489122700642;164;185;0.0138410893311387;13763
5.759128963;47.306363839;0.0546614440377429;0.991401787207152;0.886213206665538;-0.759391333281252;0.96394032059329;7106.90011489327;60.8;0.0497686586137818;-1.09815642499913;0.0558318972295937;-0.181824039932837;0.510645876325088;397.827045154913;7.52451584324386;20.646248;6;0.0760061814631526;219;283;0.0118553893846089;8409
2.112628963;44.929313839;0.0699554407522013;0.786381934635317;0.832449792002275;-0.807450505604879;0.934092283025004;1856.10150196272;40.4;0.0482711374788237;-1.02787665490895;0.0556583567205236;-0.198149500517227;0.510892884294872;514.114443843941;7.76550308607946;24.473192;5;0.0767114238555133;262;312;0.00912520838817233;14185
1.969628963;42.866213839;0.0537933903745367;0.781563528900403;0.87926101725356;-0.5833571189569;0.804806645071464;827.733463598842;15.7614077215761;0.0621340467984763;-1.02481258419693;0.0682898619347076;-0.240998475671755;0.578141393989071;173.653581491901;6.40015338252427;19.416352;4;0.104235944840278;150;183;0.0163758389261745;18919
6.259628963;43.180163839;0.101361508049266;0.743009473108608;0.775062209943772;-0.906784663766995;0.525892461150416;10139.070407257;67.84;0.0448988092581612;-1.28347163737132;0.0395556886371752;-0.301845728732284;0.549241513333333;57.202288753659;3.16898377791723;36.7885295;3;0.10712594299358;99;135;0.0278293135435993;18539
4.972628963;43.583813839;0.143693780104521;0.824385555583673;0.753382345681255;-1.64650818798073;0.738385332829642;37091.7041785965;168.48;0.0205240102977129;-1.25518033993917;0.0731960104055391;-0.11176376317967;0.23155074203513;10350.1520200042;5.75269356773722;18.3619964;3;0.121958440807521;1088;1651;0.00279202067211429;17706
1.683628963;42.776513839;0.0527264682252415;0.786533347392603;0.687450534513022;-0.977767979326916;0.914209792266068;1961.87775170756;46.92;0.0475083302480563;-1.09689426072929;0.0412530500681468;-0.333888441751387;0.459746917045455;28.3137635689992;2.45996269342934;15.0153857;7;0.113550188191197;75;88;0.0317117117117117;18987
-0.103871036999998;42.955913839;0.0761846070974947;0.642091633258442;0.642829337766878;-1.12146545300707;0.943170439823504;2335.9306072015;72.84;0.0391230902304865;-1.3087565074677;0.0342336090391198;-0.198797993974873;0.285536509960937;940.636730930416;4.84639847361668;21.9667236;6;0.0824006531623421;375;512;0.00730124777183601;18796
4.043128963;44.929313839;0.0308709607181921;0.927250136552113;0.833553278576486;-1.11022411416119;0.891881070384771;1002.64588661473;26.8439808847439;0.0519100294985251;-1.01346173799521;0.0474140831693756;-0.194698712610034;0.558492104044118;355.784789612884;8.56763362725845;23.2495386;6;0.0658240365427823;226;272;0.0106981317600787;14212
2.398628963;49.279763839;0.12724902817171;0.672575252882336;0.790321990945117;-1.82514495985925;0.835188607109029;76890.700128385;716.71280186494;0.0208932497767456;-1.41664746604278;0.0143473339159618;-0.166774800449309;0.21007835026738;9094.67018548393;6.3399278059227;16.0410179;8;0.107646405828935;1068;1496;0.00262558399938222;1846
-1.033371037;46.633613839;0.0547507413752475;0.936566403954576;0.876434766578366;-0.820433048605931;0.948808772321038;2873.0985261954;45.88;0.0351187777795147;-1.11312346217617;0.0815422417154664;-0.119283867750794;0.413799624190801;1608.64545900048;7.27749904755661;19.9115857;3;0.100881081777679;426;587;0.00648439657553162;10066
-1.676871037;47.037263839;0.0656522823642453;0.870240062475777;0.859610393574428;-0.803264775670132;0.864076975881965;6919.29403606858;71.04;0.0303120976804307;-1.34350068433758;0.0452167725925981;-0.124931382413605;0.295970968954248;3764.17950638235;6.84325812667875;21.9687537;5;0.0785647882981017;679;918;0.00398816583471268;9036
-4.536871037;48.472463839;0.246996234999169;0.633139893422653;0.875918559585641;-1.69629599549501;0.707090453531321;146082.691153299;228;0.0210621013930481;-1.09168728269086;0.0336363629082283;-0.112891036595952;0.261841722954545;9104.14388759047;6.24073259716535;17.11338;6;0.0595614850735794;1023;1320;0.00252509311280853;4270
6.545628963;49.145213839;0.0719335242108036;0.885355998377551;0.786200310205622;-1.35237452401548;0.874317177835663;16345.7484310292;114.72;0.0415600855575619;-1.22165420516771;0.152452567987021;-0.168061368755799;0.280130111660777;1583.90699330413;6.81893650191658;22.0263171;1;0.0878463573215465;434;566;0.00602377582188355;2244
