"lonmin";"latmin";"moran";"distance";"entropy";"slope";"rsquaredslope";"pop";"max";"meanBetweenness";"alphaBetweenness";"meanCloseness";"alphaCloseness";"meanLinkLength";"networkPerf";"meanPathLength";"diameter";"components";"clustCoef";"vcount";"ecount";"networkDensity";"rows"
5.330128963;46.499063839;0.079810381827483;0.84263222348209;0.795454312362001;-1.03461864624076;0.922047913706927;5383.96788834443;57.4;0.0324084057890159;-1.15838159625712;0.0706276165025863;-0.134702081187972;0.366551759407407;2338.74663295713;6.12844656144071;18.6491932;5;0.0786429810532029;513;675;0.00513980263157895;10480
2.184128963;42.462563839;0.0832762537265263;0.563390966437722;0.54701566767805;-0.250881201698722;0.474379084570881;165.405285013785;5.08;0.0488160221908361;-1.44599608198777;0.0365918077184829;-0.289269792261827;0.420260923255814;21.7116577392262;4.48636980953789;13.7424223;3;0.182021324670034;69;86;0.0366581415174766;19155
-0.389871036999999;48.158513839;0.0350593645943951;0.898489740205587;0.838784151912089;-0.792671370002901;0.756150435821631;3418.81637116908;89.7200610827751;0.0438714761196307;-1.00854718732051;0.054312342175427;-0.174638181519118;0.638129354285714;511.510066141382;8.09120236381505;19.3739017;4;0.0261461359873344;257;280;0.00851167315175097;5492
3.828628963;46.588763839;0.0499424648859712;0.979714265128375;0.943753203945451;-0.562146556139805;0.920399946793193;1623.94491978986;15.0356935067449;0.0498881214660299;-1.41546273051843;0.0458237251398799;-0.175588369603231;0.486467695767196;727.262905607835;9.4965511950708;28.7294097;4;0.0535033352453422;321;378;0.00735981308411215;10243
0.0391289630000027;47.799713839;0.0475380158156569;0.876443745842947;0.842087357729972;-0.960998530437704;0.902103546997481;3521.97101230827;68.08;0.0280809885052281;-1.03747380204547;0.0288520045831703;-0.176959342052269;0.400903488396947;2003.39716618144;6.190599367839;17.4309646;6;0.0629592631059718;490;655;0.00546721756187137;6799
-0.175371036999998;43.449263839;0.0353351192325251;0.972484812011341;0.943031952579567;-0.488896379249208;0.807400915046227;2074.62220337775;26.72;0.0390953427449269;-0.827201581943823;0.0710879442187225;-0.150597885588838;0.564740239912281;942.193671703382;8.10314340782195;21.7052999;4;0.0885615568572312;345;456;0.0076845298281092;17964
1.612128963;46.319663839;0.0766856668865469;0.840367477716734;0.903104704155653;-0.545454314467599;0.795853657958961;2840.50204302623;32.08;0.0298974129089937;-1.08188742000517;0.0685323030806241;-0.117893848935525;0.38631568562341;3063.47104036829;7.61029052076448;19.7320534;4;0.0718295198552163;620;786;0.00409609672208036;10843
-3.178371037;48.113663839;0.0514820857876639;0.892363665707228;0.907184822179558;-0.529308282837563;0.748916875824838;2952.61292633135;41.04;0.0357075668302673;-0.999646270372513;0.0856894222168162;-0.109042148473089;0.400166658910891;2138.25515164892;7.71851181771642;19.1464683;2;0.03612819866144;501;606;0.00483832335329341;5616
4.114628963;48.786413839;0.176429956879771;0.835658917280178;0.979064791350821;-0.110523910152999;0.511528082634811;808.874765830304;1.6;0.0823162316231623;-1.40885138662425;0.0580629611026261;-0.25700006389187;0.498280563709677;79.5991081645612;6.34403975613846;19.6237054;3;0.0755270573385932;101;124;0.0245544554455446;3261
-0.389871036999999;49.279763839;0.140331080470813;0.750880412880187;0.819721312840869;-1.71445803619806;0.850690158745866;74130.2694749385;275.48;0.0321553740816429;-1.48504385812307;0.143547833389406;-0.114745179197549;0.160285011755233;6285.54672377125;5.06163130962964;13.7968856;2;0.134745216313846;781;1242;0.00407761252831675;1807
2.827628963;42.686813839;0.0686945713812783;0.900752476204124;0.811797896404259;-1.42305966847164;0.875436870219036;43887.5783162349;317.461031805675;0.013373855532363;-1.31154578496354;0.0827573596894803;-0.106792123418267;0.178615460449268;47420.0829756406;6.24442670616856;20.8363783;4;0.16466453607003;2337;3962;0.00145148621637622;19046
-0.246871036999999;47.889413839;0.053725207566788;0.838008483563093;0.847484133941365;-0.879335005409743;0.84935592788589;3378.11707328211;52.6;0.0301035777887501;-1.11337057424743;0.0270121355645305;-0.18626233722743;0.446841438490566;1615.57960775995;7.35435730806361;17.9663917;12;0.0289803519585905;461;530;0.00499858530604546;6484
3.614128963;46.992413839;0.0724077283782263;0.93023165239151;0.963912179620803;-1.68323578910464;0.850209052296498;603.030548997993;7.29153776880262;0.05460890974077;-0.885801738776895;0.0955311899621518;-0.187873053597575;0.65653411888412;295.42139111992;6.56088622609232;20.517158;3;0.0804889593253384;184;233;0.0138393917795201;9221
