"lonmin";"latmin";"moran";"distance";"entropy";"slope";"rsquaredslope";"pop";"max";"meanBetweenness";"alphaBetweenness";"meanCloseness";"alphaCloseness";"meanLinkLength";"networkPerf";"meanPathLength";"diameter";"components";"clustCoef";"vcount";"ecount";"networkDensity"
"1";-0.000911037000002036;48.911096839;0.0679080383260001;0.717107126237716;0.828286054664557;-1.04942137679343;0.823826784118778;2498.22605156214;62.2;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"2";0.0705889629999983;48.911096839;0.145015192702274;0.940686114208992;0.990505548089489;-0.0783269640003002;0.364900934130207;1409.21589175631;1.48;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"3";0.142088962999999;48.911096839;0.151230407079352;0.913870819374249;0.989771724482019;-0.124709841644323;0.743671380311947;1471.31449901392;1.48;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"4";0.213588962999999;48.911096839;0.0764658508931935;0.853332706036789;0.894597895154705;-1.11859167044539;0.819812734111212;1839.17486489798;28.32;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"5";0.285088962999999;48.911096839;0.0749223108821154;0.790177355344121;0.895413939231149;-0.886818650146062;0.632393426759144;1814.39366993148;28.32;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"6";0.356588963;48.911096839;0.145246199087833;0.901611689617185;0.990777532624336;-0.021752192841907;0.191767994526698;1537.67779443847;1.24;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"7";0.428088963;48.911096839;0.0496296122563763;0.814063045504577;0.900711910662892;-0.473010738071308;0.586656011593059;2177.36925709695;48.9471621715688;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"8";0.499588963;48.911096839;0.0508580535322623;0.888203967195589;0.873933033584708;-0.819855566477944;0.775950869133319;2276.57502620073;48.9471621715688;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"9";0.571088963000001;48.911096839;0.0347094329382663;0.993687430999396;0.855566232688464;-0.97751186493395;0.888553173486762;2360.11985544362;92.56;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"10";0.642588963000001;48.911096839;0.0445024555765631;0.947923430082115;0.785752070895802;-1.17903520273096;0.889884137709519;3387.27919648557;92.56;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"11";0.714088963000001;48.911096839;0.0455492471840245;0.98164198687264;0.812666476026525;-0.67772609956491;0.791330942685386;2949.00731994873;92.56;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"12";0.785588963000002;48.911096839;0.0974470575361668;0.740022139789017;0.778008255008231;-0.79095704045455;0.838739761876128;4704.71411398704;63.12;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"13";0.857088963000002;48.911096839;0.0851631016748243;0.647591252328638;0.792973502135455;-1.01650624730907;0.897398710882676;5389.31600755005;63.12;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"14";0.928588963000002;48.911096839;0.0423531123446846;0.96469832557884;0.856308626180188;-0.771358514340174;0.857746400099775;3646.87233647795;80.2;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"15";1.000088963;48.911096839;0.0629931816828368;0.651199230671846;0.829577343389926;-0.852834173984668;0.862574661758846;4595.25188624499;80.2;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"16";1.071588963;48.911096839;0.0407091262287175;0.879268995926075;0.850945372752112;-0.906101552346089;0.897362619298533;4266.13932716338;80.2;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"17";1.143088963;48.911096839;0.0831975186910599;0.95090095179312;0.805450230415051;-1.10640898809874;0.908353794023265;5503.59627366194;85.04;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"18";1.214588963;48.911096839;0.0734355220915567;0.922876660960735;0.783865600706866;-1.21694909937868;0.905486316948557;6751.29117947442;85.04;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"19";1.286088963;48.911096839;0.0744697136921383;0.802923595124805;0.805673169304268;-1.31475096580982;0.826259614036541;11812.1853267528;78.1610497304951;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"20";1.357588963;48.911096839;0.0624786324855113;0.769985086264453;0.826095795477111;-1.35301363677759;0.811139627258324;17180.1734737308;68.16;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"21";1.429088963;48.911096839;0.0768102831581607;0.786839417920038;0.808733715231067;-1.27700750917841;0.882544138961308;10425.2068284005;68.16;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"22";1.500588963;48.911096839;0.040303837018666;0.973398478445305;0.854514202920459;-1.02774621299047;0.940462920029219;5476.68752962878;55.56;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"23";1.572088963;48.911096839;0.0590329056700646;0.904051094569899;0.81670019669151;-1.20295124893886;0.888343232290309;9652.47949740047;76.44;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"24";1.643588963;48.911096839;0.0526413070889155;0.902838999754669;0.82777629824494;-1.23291316027174;0.865893297735637;10317.1341626268;76.44;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"25";1.715088963;48.911096839;0.0418376637118055;0.984021918857419;0.830927450369136;-1.11008886672096;0.879083700240911;10161.9975329561;93.92;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"26";1.786588963;48.911096839;0.0519704834560131;0.831177271135767;0.801179881261678;-1.24717540680821;0.866069359735029;18998.9307531679;122.36;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"27";1.858088963;48.911096839;0.101586277423927;0.884047073622905;0.778350934079334;-1.57260202370306;0.865087974638766;39175.4414203273;225.72;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"28";1.929588963;48.911096839;0.0991469742479853;0.967405079960532;0.813001532828185;-1.74534597787667;0.799273108812804;63914.3330273273;283.012609970202;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"29";2.001088963;48.911096839;0.176626641702046;0.822379561787578;0.893859875658886;-1.52889431322707;0.555757734984568;184488.323393047;364.12;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"30";2.072588963;48.911096839;0.13078068899067;0.878401074531139;0.935210322991649;-1.2157899425469;0.457048675104346;385174.11310212;616.36;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"31";2.144088963;48.911096839;0.14540335827347;0.880222982343186;0.929213499330978;-1.52174908551914;0.512559604632154;865037.746551466;1474.28;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"32";2.215588963;48.911096839;0.144590908038654;0.88579347698303;0.960969235737955;-1.18528621894629;0.343804981532991;1762735.46613887;1629.08;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"33";2.287088963;48.911096839;0.117753059282307;0.850627618728036;0.966614304070909;-1.00076853031127;0.293070732899476;2113364.20181002;1629.52;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"34";2.358588963;48.911096839;0.21629405687089;0.805832017668269;0.942110753767079;-1.36240051645098;0.445284334360881;1351434.9925972;1629.52;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"35";2.430088963;48.911096839;0.08924851119759;0.892204430420356;0.96927503049617;-0.870379738545943;0.327684766969607;654262.579915614;1562.76;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
"36";2.501588963;48.911096839;0.148302236215366;0.888607821320207;0.95594996829083;-0.95817412436979;0.308832453605257;419468.464854931;415.28;0;0;0;0;0;NA;NA;NA;0;0;0;0;0
