"lonmin";"latmin";"moran";"distance";"entropy";"slope";"rsquaredslope";"pop";"max";"meanBetweenness";"alphaBetweenness";"meanCloseness";"alphaCloseness";"meanLinkLength";"networkPerf";"meanPathLength";"diameter";"components";"clustCoef";"vcount";"ecount";"networkDensity"
"1";0.499588963;47.610446839;0.056261546979596;0.799564681470921;0.84572787614261;-1.31428808847354;0.86973391902036;3066.76309267004;51.44;0.0419399578523666;-0.874298400822138;0.0661189136941088;-0.176908288580667;0.539850332371795;619.548965930665;7.01795637158965;19.771836;5;0.0284902460716573;275;312;0.00828135368281354
"2";0.571088963000001;47.610446839;0.0531797734572167;0.856923491104074;0.860168459627688;-1.18029023906371;0.801405530908107;2390.25825933805;30.8;0.03966518341654;-0.799462665828334;0.050905450687854;-0.187332307426828;0.608998468120805;577.040109935314;7.19171719320951;18.4094909;7;0.0287384379701169;272;298;0.0080855220316909
"3";0.642588963000001;47.610446839;0.0426807286915512;0.897962494820215;0.81005566707835;-1.12147349274304;0.926556635952289;2577.10034333638;57.72;0.0387981180583911;-0.937428529685192;0.0391228376332012;-0.210489430070092;0.701724578210117;386.045363148336;7.37007897088727;20.93908;5;0.0382078025439377;228;257;0.00993121570445939
"4";0.714088963000001;47.610446839;0.0335303244241582;0.844457745751238;0.851892758529174;-0.966158879744778;0.942882352501392;2439.91146630035;57.72;0.0496403295045829;-0.85862317786788;0.0562588670003811;-0.195170968793732;0.83952559468599;228.181598304486;7.23056136492584;18.210531;6;0.0880016066497182;170;207;0.0144100243647755
"5";0.785588963000002;47.610446839;0.127695633391875;0.584747189316589;0.750360825940901;-1.48312011369824;0.843722899817181;8661.1313591538;95.6;0.0578882116869878;-0.966286315783498;0.133066384966579;-0.187640455740032;0.697030481454545;408.28279538816;7.81420032403245;19.8848556;1;0.0938831174009867;215;275;0.0119539230602043
"6";0.857088963000002;47.610446839;0.12014103768528;0.547901736738299;0.751994928592065;-1.33507665177298;0.857986635591324;8663.9167165032;95.6;0.0457763238313991;-0.85668628123807;0.0917272076089818;-0.15495748312122;0.64024394205298;494.926186663564;6.95691634866701;20.4492164;3;0.0604577281224796;238;302;0.0107080807006347
"7";0.928588963000002;47.610446839;0.0319274838259101;0.913993287486459;0.937717533753854;-0.403651947290655;0.80770647449301;1890.49498360989;33.88;0.0555195697280445;-1.06380998845584;0.159526384116933;-0.207521842085534;0.592462468051118;546.765393634912;6.64647877464479;21.9058204;1;0.0522542862154438;243;313;0.0106451722613339
"8";1.000088963;47.610446839;0.0625322002121139;0.991113235235099;0.869922384704676;-0.810830299339224;0.887421421925144;1877.61836566474;33.8;0.0559855636493386;-1.07841199697515;0.0804124217079377;-0.174207350992106;0.588434167790262;410.013364852347;6.4081901164664;19.9220146;4;0.048296493563392;214;267;0.0117151507173884
"9";1.071588963;47.610446839;0.05925923284655;0.866264473620807;0.836998395707332;-0.898123144088853;0.965152936639627;3163.94469186925;58.0897053989223;0.0519987003674477;-0.984264819004218;0.064812652409754;-0.185256010352053;0.720518739837398;363.724403772765;7.20451043271502;19.8668776;5;0.0875328779529612;199;246;0.0124866758032587
"10";1.143088963;47.610446839;0.0403764718149291;0.943125692920106;0.754979250688446;-1.12166268320625;0.951255276846861;7047.92373228185;129.8;0.0436312131345591;-0.909236291355828;0.0785925636462541;-0.134335429010919;0.494342319854722;881.492494669308;6.67581685505868;17.6039826;4;0.107116653593457;316;413;0.00829817158931083
"11";1.214588963;47.610446839;0.201225540984842;0.569127246241884;0.81657154778987;-1.63573606483382;0.689866212310627;53060.089099049;129.8;0.0411076725371151;-1.09509197861673;0.157108901737682;-0.181413253820137;0.375596324207012;1941.62077881341;6.65495883005072;21.3188913;1;0.0947807075858789;464;599;0.00557645043568928
"12";1.286088963;47.610446839;0.196606958254937;0.626195111844757;0.841876493227286;-1.57720330228759;0.713030839287744;59128.8792527389;129.8;0.0239326848045353;-1.20236373706404;0.0135620212728316;-0.234719808078325;0.311456683452211;1961.82077443188;5.87255954560308;17.960871;2;0.0962370309914071;521;701;0.00517495939760815
"13";1.357588963;47.610446839;0.0737825569141795;0.825950872297883;0.807892554365787;-1.22282574760816;0.900173395150192;15927.4400543315;103.04;0.0175349773208496;-1.20184758261275;0.00499686273486565;-0.205282884009768;0.358195253314121;1322.78323462259;5.7899098497853;18.214615;4;0.0850502440017153;498;694;0.00560794485790243
"14";1.429088963;47.610446839;0.0605634852640045;0.787958971018775;0.775506640570594;-0.93136226564971;0.920383247005398;6618.60146367048;103.04;0.0446714486747536;-1.27673162520638;0.104042619350985;-0.166804135117951;0.385367969746377;1243.75517920688;7.85708300816818;24.3961931;2;0.0871479343226641;395;552;0.00709374799203238
"15";1.500588963;47.610446839;0.0829037982674095;0.51705889991699;0.742876413815375;-0.819906986963641;0.909917917615633;2140.29723635863;54;0.0489841810139279;-1.15396075170139;0.121275695366779;-0.200467505301046;0.44617336214511;477.700523809441;6.56050421782715;23.255435;2;0.095209925027443;234;317;0.0116283335167455
"16";1.572088963;47.610446839;0.0764490124534209;0.673543360541934;0.790356343333644;-0.844823165634372;0.853545565556999;1617.30532596462;31.36;0.0698298265864739;-1.09915754905455;0.0842092202314978;-0.237843193497836;0.917732033587786;109.449847926073;8.03280143492579;22.9632073;3;0.0543524987993471;115;131;0.0199847444698703
"17";1.643588963;47.610446839;0.0737860721000031;0.848186616858613;0.82673137330445;-0.888022949587131;0.850604685856538;1985.18339746389;31.36;0.0836127919127117;-0.812397604160481;0.160275886151839;-0.230308724165567;1.1336641371134;95.3119124347095;6.62844186663223;20.8892061;1;0.0370256516656604;88;97;0.0253396029258098
"18";1.715088963;47.610446839;0.0476829706680411;0.859886538658981;0.82460640927348;-0.917368949583293;0.857061599490117;2038.66921875106;36.4587583726386;0.0665876242095754;-0.898185339638717;0.0902146306843245;-0.205191073938166;1.01929171195652;63.5603372950241;7.01818869455023;22.115286;3;0.0400414865131165;82;92;0.0277024992472147
"19";1.786588963;47.610446839;0.0489228025273599;0.947261928571527;0.769964934036345;-1.12515779568638;0.846421411566773;1984.88268755522;36.4587583726386;0.0716087021981331;-0.986983144941449;0.084008764060036;-0.262223125874871;1.01852393168317;55.4717259267625;6.94273656650959;23.029228;3;0.0647416586025366;82;101;0.0304125263474857
"20";1.858088963;47.610446839;0.0390330224577921;1.00557085809036;0.805959173982129;-0.883830828014805;0.877425825309183;1567.04285674354;31.44;0.0662213408482065;-1.04569561134973;0.0644589478417692;-0.308631950285399;1.09971630875;29.6691982627614;6.95331184228245;20.014581;4;0.115955370078642;67;80;0.0361827227498869
"21";1.929588963;47.610446839;0.106764727988461;0.783307787480838;0.751701215580759;-1.31030171902185;0.826032444761545;6231.97691911184;52.12;0.0723080378740756;-1.08181750059231;0.0791020864079405;-0.271443113105714;0.838805948461538;90.7689224269879;5.4894411429705;26.3590236;3;0.117049731699318;106;130;0.0233602875112309
