evolution$generation,gravityDecay,gravityGamma,networkGamma,networkThreshold,networkSpeed,synthRankSize,rhoPopClosenessPos,rhoPopClosenessNeg,rhoPopAccessibilityPos,rhoPopAccessibilityNeg,rhoClosenessAccessibilityPos,rhoClosenessAccessibilityNeg,evolution$samples
14001,0.0024041285237962127,0.1569684876662429,3.033260109709145,23.789881327861842,1.0,0.7600810113875456,1.9984135175646133E-4,-0.015838534200247428,0.014463066623715659,0.0,0.011253563354971253,-5.204973033105498E-4,1
14001,0.0014423213193036734,0.1,4.952073309446243,30.0,18.57624928110897,0.7243733286675377,0.001980599735984091,0.3237491543396908,0.010458881460987945,2.3754377028339935E-4,0.2089600110593933,0.001323929000771536,1
14001,0.0031716480518441275,0.4397824800726027,4.369676980624756,16.962657633844916,3.1624693860094095,0.5289338666022634,0.0,0.07756121398117043,0.012654797125966732,0.0,0.008444493868446756,0.0,1
14001,0.0022050047993965056,0.641015327504991,3.638844655723806,7.590368905252479,1.3227379104472465,1.4024001744157824,0.0,0.0021982780059998114,0.0,0.0,-0.05496110387221115,0.0,1
14001,0.006358924120756657,0.1,4.314228612779291,17.26879284250805,1.0053060385762762,0.9849411525496299,0.0,0.1951450069648173,0.006169819723130243,0.0,0.1571483341003713,0.0,1
14001,0.00961713930967247,0.1,1.7052848627414439,29.315578927707516,1.0,0.5430837542136843,1.212494254844796E-4,-0.026728181157498497,0.012370086192617147,0.0,0.021381416415509603,3.826526122976514E-4,1
14001,3.519382062972816E-4,0.1,2.9217325329747816,15.430092203850723,178.91293743280485,1.3911878724311522,0.0030361603029680564,0.28817882722495886,0.0,0.0,0.17003090811574373,0.0,1
14001,0.0043488604039454565,0.48654597018880663,4.753970003493847,29.55624571808442,2.384648987722735,1.259624157338708,0.0,0.13271773821256666,8.020293222005259E-4,9.428607510779674E-4,0.01511099026058163,0.0,1
14001,0.006427351904376032,0.42127689496182985,5.0,1.0,11.608339689354578,1.379787386699342,0.01599757088853554,0.16612479008310363,0.0,2.905682243634078E-4,0.0,0.0,1
14001,0.002275591016968039,0.1,4.284781374574938,15.549734127356833,38.02976127206794,0.5440285525400117,0.005166424701215339,0.18211519804249798,0.01203096454767838,2.191028898741454E-4,0.07887162180043507,0.0054118414228080565,1
14001,0.006207036911186081,0.10003329335804774,2.573049679782113,27.337302853701246,1.0,0.611190940446894,9.641564802409172E-5,-0.030877420614744598,0.009788790728372465,0.0,-0.01769142791236135,2.4773874232326704E-4,1
14001,1.9302982240397993E-4,0.1,4.011565036995736,28.593813204867214,1.0,0.880679787395837,0.001076792866792845,-0.023487408418153867,0.0,0.0,-0.0184073323387652,0.0012680675888225865,1
14001,4.035803921087331E-4,0.44417125476358643,3.8682899742318457,10.549593834471471,90.13239143844963,0.6621133784772935,0.0031760375528201833,0.003334220451566016,1.4509330210932259E-4,0.0,-0.0191215573051935,-0.01832710833510983,2
14001,0.01,0.7950870366686156,4.5282667107345045,1.0512059985276943,1.0,0.5,0.001416817911602602,0.007558265071957917,0.0,0.0,-0.036336977303706594,-0.036978993572842525,1
14001,0.006915557931892971,0.6809517748307338,4.873506058587767,26.74730363564407,71.44142578206318,1.1453583789280186,0.03056674589916583,-2.9783261051797866E-4,0.0011683998573073229,8.46969827404398E-4,-0.0015680080367734758,-0.0021598456303947647,1
14001,0.005189214316471787,0.3468343339055394,3.9609985142150625,19.234780324659088,101.45354141781799,1.4376858375190813,0.0,0.17506891647140366,0.0,0.009980542220376865,0.0,0.0,1
14001,0.00803182776776355,2.9009321414478686,1.8910229437768538,16.44321970305902,197.487804737243,1.4915644380478175,0.03717122117352184,0.012879975873386476,0.0,0.02009162136162833,0.0,0.0,1
14001,0.0035633193887465706,0.4760572954531991,3.601554190360896,8.177447139661336,1.027211669338957,1.5,0.0,0.06988383052727967,0.0,0.0,0.06170481798343574,0.0,1
