evolution$generation,gravityDecay,gravityGamma,networkGamma,networkThreshold,networkSpeed,synthRankSize,rhoPopClosenessPos,rhoPopClosenessNeg,rhoPopAccessibilityPos,rhoPopAccessibilityNeg,rhoClosenessAccessibilityPos,rhoClosenessAccessibilityNeg,evolution$samples
1,0.007825902537096573,0.9229460297520743,4.776805234289836,25.61398463509472,153.7126687025367,1.3088203303637074,0.0,0.0,7.475494428174079E-4,8.915938728935036E-4,-0.015111585577004741,-0.010368357397144434,2
1,0.008652816829758686,0.5254758988393566,4.561758925762637,25.613984635094717,159.13611290605098,1.3088203303637074,0.0,-1.8036863664473452E-4,3.9840927019690886E-4,0.0,-9.91627720028582E-4,0.0,1
1,0.007613214035434834,0.8554070146383256,4.768300586816383,26.615857274329297,153.1493991047785,1.3105429712755816,0.0,0.0,0.0012252319820771351,0.0016774837863651193,-0.020370406501763295,-0.012008488957885546,1
1,0.006708029306657721,1.1157038060024378,4.689948503515584,24.48436504854905,160.42470728123834,1.3402662933783125,0.0,0.001029304211402208,0.04395336689593177,0.0,0.0,0.0,1
1,0.006898900816567473,0.1,3.5195303705989534,25.60542605284033,189.2202917271213,1.3706097116474518,0.0,-1.0936001992103289E-4,0.0,0.0,-5.409960504081952E-4,0.0,1
1,0.008652816829758684,0.1,3.520762824292602,25.613984635094717,200.0,1.3088203303637074,0.03564752008581064,0.19767037801887843,0.0017943487003398428,7.713645547859915E-4,0.0813222274260042,0.015407372191171761,2
1,0.007270988727727233,0.9593145828446874,4.7523106724783,25.61398463509472,155.74771205223274,1.3088203303637074,0.0037272612212813547,0.0,0.0011766109601739627,4.0897775805776027E-4,0.0,0.0,2
1,0.009164344095134376,0.9885046841074294,4.555706074587797,25.613984635094717,159.63884203412775,1.308295425142476,0.0,0.0,9.56045406154904E-4,7.677467038258445E-4,-0.02543128348429744,-0.022156388035712585,1
1,0.0048986190607070755,1.0874844190463269,5.0,25.574454577450993,158.6560876730008,1.309487817358125,0.0,0.006526695480984349,0.0,0.0,0.0,0.0,1
1,0.0076716257005933096,1.3416521126643186,4.735494103882197,26.76466747639766,149.91790370831905,1.3088203303637076,0.0,0.010517159031332723,0.5442614913224089,0.0,0.0,0.0,1
1,0.008337314648043114,0.41972380818858523,4.642344494262119,25.61398463509472,157.69416318764968,1.3136198326546193,0.0,-7.01528507287962E-5,2.5068067674932637E-4,0.0,-3.768520524857332E-4,0.012294506304616221,1
1,0.008652816829758684,0.5254758988393567,4.5617589257626365,25.613984635094717,159.136112906051,1.3088203303637074,-0.0012404588468532388,-1.7215451610694623E-4,1.1070434739524071E-4,6.987676131720022E-5,-8.528546353026413E-4,-4.696220251227236E-4,2
1,0.008652816829758686,0.18253442520973617,3.6282080507790386,25.613984635094717,200.0,1.3728069618268952,6.412709860733647E-4,0.26829252740600135,0.004897933521131104,1.389805724336668E-4,0.1399147161411748,0.0,1
1,0.00690125083679228,0.1,3.596964727767676,25.613984635094717,191.0609134522763,1.368894623470763,-5.6099690593901935E-8,0.025969211013567004,0.0016415458064268362,0.0,0.009636643802995275,1.0700649553662105E-4,2
1,0.0076347689907198925,0.8618192304159451,4.743109903458318,26.594023573948327,153.45184158182462,1.3088203303637074,-0.012137188198382708,0.0,0.00148343720209132,0.00139774969898665,-0.008762831666840195,-0.007787100396109185,1
1,0.008652816829758686,0.5405392102314255,4.5617589257626365,25.613984635094717,148.79159680233255,1.3088203303637074,0.0,-1.2487054849216305E-4,3.6137947090475464E-4,2.401711535239548E-4,-5.958205889357187E-4,0.00783104602519223,2
1,0.006648893968298962,1.1171935341534198,5.0,24.472453479133474,160.33353230359756,1.3442055072868775,0.0,0.0021698760774822683,0.09904818157831552,0.0,0.0,0.0,1
1,0.005546594896752954,0.1,3.592780691060186,25.613984635094717,192.34172891144388,1.3639120954898365,0.0,0.02529052862999812,0.003952885818445606,0.0,0.0,0.0,1
1,0.005740159297022523,0.5774001594273568,4.746831998249896,25.583616737602757,156.63426462021403,1.3095276202994475,0.0,-8.513842072243086E-5,6.2947825148163E-4,5.117407445746069E-4,-4.468241439809003E-4,0.01471044438358306,1
1,0.0092475992265811,0.9817659770084133,4.552814107807177,25.613984635094717,159.00280550975833,1.3088203303637074,0.021749293172165875,0.02017883274098637,0.0,0.0,0.0,0.002507431994883874,1
1,1.0E-4,0.9465987602212782,4.4600148844090945,26.012068365155102,136.57738881727389,1.3069637663917217,0.0,0.0039277592356037755,0.0,0.0025575181489042725,0.0,0.0,1
1,0.0068011711334895536,0.26733047216424033,3.231786967777783,25.553300373186286,200.0,1.3638001074200472,8.222515326947725E-5,0.015553871803663282,0.0,0.0,0.007572837455651998,-0.0023844451526706034,2
1,0.005667129123943506,0.5545997739964419,4.750975198144642,25.613984635094717,155.85484998916385,1.3088203303637074,-0.023533144973565033,-2.9438555528640657E-4,4.830486099820508E-4,1.8729799744765518E-4,-0.0013520726668374144,0.0,1
1,1.3490459398168478E-4,0.4761880266724142,4.4496066650636745,25.613984635094713,142.8815714258221,1.3088203303637074,0.0,0.0043904230490244885,0.017638995957423798,0.0,0.0,0.0,1
1,0.007818728329822663,0.9184644037844147,4.777149856298099,25.61398463509472,153.71640497356077,1.2545683140530999,-0.010035769654440987,0.0,4.412282415467983E-4,6.565531834631377E-4,-0.01712972989070513,-0.020687062427040194,1
1,0.00761385150753827,1.3198077764136713,4.264233363729986,25.613984635094717,157.33861805039157,1.3088203303637074,0.0,0.008560800375614727,0.2415667094187888,0.0,0.0,0.0,2
1,0.008654929886672259,0.44548987209228474,4.561169899760768,25.613984635094717,148.48178830330312,1.3088203303637074,0.0,-1.1787259842797795E-4,2.2720680444052177E-4,0.0,-6.279208718321257E-4,0.008031802373721437,2
1,1.0E-4,0.4816080667375796,4.449463944214599,25.034274811900747,141.74104327898044,1.3088203303637074,0.0,0.0039042742842087703,0.026769123445400556,0.0,0.0,0.0,2
1,0.006900067411868492,0.1,3.5963503382128432,25.613984635094717,191.34783630954152,1.3714761678842795,-5.597956634953243E-5,0.008698124641306676,0.004840836213162919,0.0,-2.8084871923130666E-4,-5.214421159030567E-5,2
