evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,feedbackWeight,feedbackGamma,feedbackDecay,logmse,mselog
81,0.012220108940683648,9.924737377305218E-5,5.174787748474401,998.3332331575201,4.737376227941314,60.03509254488796,465.5446807070077,24.475916417041798,2.024172246397395
81,0.012212209316105888,1.0068410891162436E-4,5.229541768861015,999.9017195023633,4.081414627112197,89.98348619199557,602.3554718248826,24.479629186576393,2.0241653284652372
81,0.012219404903985672,9.751185110560141E-5,5.1780565553088636,996.1703532535986,3.970203797604918,71.41557830323535,606.2062385322239,24.470800064643743,2.0241869182636743
81,0.012219819283254973,9.845955293939471E-5,5.19237032871006,998.0255146749295,3.572254420264969,90.65752275833721,740.1231036070762,24.47350965496578,2.024178272506655
81,0.01222058186193513,9.68735509401634E-5,5.239408609808003,999.6235858117619,5.093888007237395,10.29840876563516,525.7515698264157,24.469253976219328,2.024192031047803
81,0.012381135402770386,8.035245990583491E-5,5.150512912063737,1000.0,5.548390287814736,57.97433169602495,873.474779548756,24.454958159626088,2.0251820538435177
81,0.01221868691081266,9.67317068051588E-5,5.260182306894957,1000.0,5.529035209879824,85.97228694572807,856.0534382671053,24.46872322264415,2.0241939526700636
81,0.012218243191871028,9.490764387707026E-5,5.316272812228468,1000.0,6.787987225636849,92.44681125311563,784.9944531303107,24.46454491854105,2.024214861227407
81,0.01221475640836656,1.0192051501221588E-4,5.22898832843119,1000.0,3.018703973489515,94.60944700740122,545.4578639208099,24.484344688827193,2.0241585114478333
81,0.01222030914724656,9.671950888802481E-5,5.261531252095618,999.4054537857106,8.350463694969825,11.73004567224524,741.8428809773098,24.468845278363624,2.0241938077738775
81,0.012214999106453654,9.629197453058487E-5,5.2221198160603475,994.6585171182882,3.5286405258172366,12.369410234545587,754.6454336948501,24.467317594991812,2.024201096422571
81,0.012219005819328492,9.210426561928289E-5,5.162584395637622,999.9567424076696,5.872371647737451,0.0,922.0701095995053,24.45974798257549,2.0242546424917243
81,0.012214921456888829,9.837741769132979E-5,5.171009320894632,998.2526690612641,0.11654321633552818,54.65463296491505,373.5228651279896,24.472732066624022,2.024180299328642
81,0.012345427509556542,8.116752100308658E-5,5.23253874731757,996.144137753349,5.333557904439046,0.0,791.6978639628288,24.455138257391653,2.0248668235390284
81,0.012215019419934081,1.0009260227183939E-4,5.217216546110467,999.4725746363157,4.785483594820682,97.19032500990488,545.5303552677964,24.478013041358327,2.024167604380021
81,0.012220601688797378,9.725930503043658E-5,5.2421703120127,999.6287526392787,5.5465268692518865,11.287146658925309,499.2347693231014,24.47026031115826,2.024188386974405
81,0.012221512041158558,9.161627282009536E-5,5.243454899227446,999.9907507240192,6.820500695181983,55.69874710459727,705.6749193055246,24.45922912954838,2.024259674984675
81,0.01233675999501127,8.187025536394402E-5,5.361073310745195,997.6687043935452,5.429787643498412,25.539755043889155,793.8638377736147,24.455183886997126,2.024789020805827
81,0.012217707866603367,9.622779205208817E-5,5.2615646291276414,1000.0,5.050022164471404,37.67126974958901,975.8004943573783,24.467407139732202,2.0241994983850757
81,0.012214684824823439,9.875360063323042E-5,5.158313797278614,998.3143176759957,5.4888346385706175,45.05197969854533,930.6101196672329,24.473794063086878,2.0241773344563083
81,0.012220416546092879,9.527078361690539E-5,5.272111247823635,999.3987005203071,6.402827071069286,88.92245315614366,840.4766379101299,24.46546659875113,2.0242094184033106
81,0.012231315488787965,8.657451334614794E-5,5.191892341494588,1000.0,4.45529788825826,72.53105361300736,581.1998336369896,24.455888915096743,2.0243539337904926
81,0.012215296306569205,9.703034097267166E-5,5.187998583774956,1000.0,6.819289697869414,62.2237669795981,941.6297171536416,24.46913589429921,2.0241921623022394
81,0.012219958922466677,9.565228618005177E-5,5.171469274419373,995.9520713290086,3.3773193953837475,33.84426034857444,711.9874915303566,24.466249212438168,2.0242061466996164
81,0.01221917337875963,9.711208836247154E-5,5.157049876523509,996.2346803955901,3.246967019935162,58.04632983229743,848.069598915042,24.46971333415926,2.0241909323851623
81,0.012389138445778596,7.947322156525485E-5,5.118544005653399,991.3819152461036,8.254383938085006,85.80971730473404,843.6243619274545,24.45492803997447,2.0252804198114434
81,0.01221463661144083,9.770730958862987E-5,5.176911594083206,1000.0,5.9746994201408175,60.93400217025534,629.7268216650914,24.47084048498003,2.024185995569846
81,0.012213448030654215,9.580712970976298E-5,5.248084770161481,1000.0,6.939774210544576,67.76399414686037,870.1444781130289,24.466074795298347,2.024206443213834
81,0.012294956099728999,8.348080627392335E-5,5.327169684921877,998.8666310740902,5.0E-5,50.76690227864705,338.9027808603693,24.455424029513665,2.02453707133296
81,0.012215748646273634,9.676276229047954E-5,5.187775056523417,1000.0,7.084819239271077,59.18125578802573,911.9710974939719,24.468506474919458,2.0241946682493257
81,0.012217120718221461,9.56166657519211E-5,5.196632857817789,999.685267735474,4.526591213075214,78.5861827214655,629.8362631278145,24.465937620519806,2.024206618079095
81,0.012218356764089396,9.601631256657821E-5,5.203561260264488,999.8712494116178,5.960097977751021,8.309254922631132,721.3787791316053,24.466949858102566,2.0242014718041514
81,0.012216946698402639,9.509118105964837E-5,5.289198834111509,999.9280679494507,3.7418399144669925,33.268133584896695,748.8946176025809,24.46481890847993,2.024212977083382
81,0.012222231775647288,9.149275792033027E-5,5.197677652104603,999.8905846953246,9.157424435148933,0.0,486.077612715452,24.45909593424837,2.024262116264241
81,0.012220555194730266,9.533284089400032E-5,5.146165869103434,999.510865313291,6.225752465962319,54.4469699559931,483.8697938538719,24.465579373909154,2.0242094070348324
81,0.012219574282245505,9.758341529145188E-5,5.190774002101967,997.8021258950366,4.252203936091704,69.09493497364785,754.6764911374087,24.471012323022734,2.0241858340316647
81,0.012218022564153079,9.404996842659066E-5,5.333938329568432,999.5337091586997,6.41815882112671,37.769801746993124,457.55178416078735,24.46286199973782,2.0242260923283855
81,0.012215501841204509,9.672005676934829E-5,5.183270734101941,1000.0,10.0,63.48493173878423,1000.0,24.468376945786588,2.0241952660028826
81,0.012372888382493376,8.065581294696904E-5,5.234806583958912,990.6295199896118,10.0,87.76180044545472,951.5630603283374,24.455007122000072,2.025097704069904
81,0.012220787399889787,9.059828431318934E-5,5.293393899929251,999.9999999999999,2.258262214134916,95.94725940087218,561.0599594723586,24.458041168635408,2.0242766920076254
