stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
large network	large networks	large networks|&|large network	2	6,29455750551	26,9583777004	230,10100922	4,0	24,0	 
network security	network security	network security	2	6,29455750551	26,9583777004	301,269805169	4,0	18,0	 
flow traffic	traffic flows	traffic flows	2	4,72091812914	21,5769067865	275,672012998	3,0	22,0	 
result simulation	simulation results	simulation results	2	4,72091812914	21,5769067865	230,632784533	3,0	28,0	 
network system	network system	network system|&|network systems|&|system network	2	23,6045906457	81,9522405804	491,410041274	16,0	58,0	 
communication network	communication network	communication network|&|network communication	2	6,29455750551	28,7692090487	331,794569352	3,0	9,0	 
analysis network	network analysis	network analysis	2	9,44183625827	38,330681677	231,9617149	5,0	36,0	 
design system	system design	system design	2	6,29455750551	28,7692090487	358,026818161	4,0	14,0	 
different size	different sizes	different sizes	2	4,72091812914	23,4910743661	571,391339828	2,0	10,0	 
access point	access point	access point	2	4,72091812914	23,4910743661	448,977319217	2,0	3,0	 
flow link	link flows	link flows|&|link and flow|&|link flow	2	7,86819688189	33,6979721255	250,568500826	4,0	33,0	 
network planning transportation	transportation network planning	transportation network planning	3	7,94284723159	37,6758488622	293,550875677	2,0	9,0	 
freight transportation	freight transportation	freight transportation	2	18,8836725165	65,5617924643	266,727939734	11,0	72,0	 
city growth	city growth	city growth	2	23,6045906457	84,7324609221	855,664071471	10,0	22,0	 
choice route	route choice	route choice	2	9,44183625827	40,4375665506	211,62001936	5,0	53,0	 
area network	area network	area network	2	18,8836725165	86,3076271462	310,225083905	3,0	13,0	 
congestion traffic	traffic congestion	traffic congestion	2	4,72091812914	21,5769067865	286,575935062	3,0	15,0	 
network wireless	wireless networks	wireless networks	2	6,29455750551	31,3214324882	327,969760112	2,0	12,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	37,6758488622	521,452104317	2,0	11,0	 
cost travel	travel cost	travel cost|&|cost of travel	2	6,29455750551	26,9583777004	326,275987348	4,0	21,0	 
air network transportation	air transportation network	air transportation network|&|air transportation networks	3	5,95713542369	25,841476088	358,162315226	3,0	17,0	 
length path	path length	path length	2	7,86819688189	35,9615113109	344,327079803	3,0	17,0	 
different mode	different modes	different modes	2	4,72091812914	21,5769067865	219,448670508	3,0	23,0	 
different strategy	different strategies	different strategies	2	4,72091812914	21,5769067865	247,067378562	3,0	12,0	 
level low	lower level	lower level	2	7,86819688189	31,9422347308	236,276480007	5,0	47,0	 
system transportation	transportation system	transportation system|&|transportation systems	2	99,1392807119	221,587653171	339,511842759	46,0	278,0	 
network sensor wireless	wireless sensor network	wireless sensor network|&|wireless sensor networks	3	29,7856771185	103,970039948	550,859491868	7,0	39,0	 
network service	service network	service network|&|network service	2	7,86819688189	33,6979721255	282,46476536	4,0	16,0	 
log n	log n	log n|&|n log	2	4,72091812914	23,4910743661	577,466734559	2,0	7,0	 
city dynamics growth	city growth dynamics	city growth dynamics	3	3,9714236158	18,8379244311	715,659364871	2,0	9,0	 
city size	city size	city size	2	7,86819688189	33,6979721255	788,200452058	4,0	16,0	 
network performance transportation	transportation network performance	transportation network performance|&|performance of a transportation network|&|performance of the transportation network	3	7,94284723159	32,170286698	527,9275482	4,0	22,0	 
mode transportation	transportation mode	transportation mode|&|transportation modes	2	7,86819688189	31,9422347308	213,134640598	5,0	40,0	 
public transport	public transport	public transport	2	4,72091812914	23,4910743661	499,915637611	2,0	16,0	 
network system transportation	transportation network system	transportation network system|&|transportation network systems	3	7,94284723159	32,170286698	393,866894341	6,0	30,0	 
air transportation	air transportation	air transportation	2	7,86819688189	33,6979721255	458,394789475	6,0	35,0	 
chain network	chain network	chain network	2	4,72091812914	23,4910743661	506,357643643	2,0	11,0	 
analysis method	analysis method	analysis method	2	4,72091812914	23,4910743661	388,679398015	2,0	15,0	 
planning process	planning process	planning process	2	4,72091812914	23,4910743661	248,850358713	2,0	10,0	 
area infrastructure network	area network infrastructure	area network infrastructure	3	3,9714236158	21,5907055132	324,127795311	1,0	6,0	 
growth population	population growth	population growth	2	4,72091812914	23,4910743661	207,75476758	2,0	3,0	 
network public transportation	public transportation network	public transportation network|&|public transportation networks	3	13,8999826553	50,6620437514	495,399394502	7,0	32,0	 
air system transportation	air transportation system	air transportation system|&|air transportation as a system	3	7,94284723159	37,6758488622	353,618946629	2,0	18,0	 
network performance	network performance	network performance	2	12,589115011	46,8716878844	214,589703213	7,0	61,0	 
algorithm routing	routing algorithm	routing algorithm	2	4,72091812914	21,5769067865	266,857552398	3,0	8,0	 
constraint equilibrium	equilibrium constraints	equilibrium constraints	2	6,29455750551	31,3214324882	219,62836892	2,0	17,0	 
mean transport	means of transport	means of transport|&|transport means	3	6,29455750551	28,7692090487	231,498292915	3,0	11,0	 
network structure	network structure	network structure	2	6,29455750551	26,9583777004	207,7568723	4,0	27,0	 
hub transportation	transportation hub	transportation hub	2	4,72091812914	23,4910743661	244,805736762	2,0	10,0	 
control system	control system	control system	2	4,72091812914	26,763365457	580,538715224	1,0	6,0	 
ITS zone	zone ITS	zone ITS	2	4,72091812914	26,763365457	246,185172806	1,0	6,0	 
passenger transportation	passenger transportation	passenger transportation	2	7,86819688189	39,1517906102	296,847554583	2,0	6,0	 
chain supply	supply chain	supply chain	2	4,72091812914	21,5769067865	252,88086357	3,0	14,0	 
network sensor	sensor network	sensor network|&|sensor networks	2	7,86819688189	31,9422347308	573,395011108	10,0	48,0	 
component network	network components	network components|&|network component|&|components of the network	2	7,86819688189	33,6979721255	414,541889897	4,0	17,0	 
network transport	transport network	transport network	2	6,29455750551	28,7692090487	316,514256737	3,0	21,0	 
freight network transportation	freight transportation network	freight transportation network	3	9,92855903949	43,0691268134	239,08024179	4,0	34,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	31,3214324882	348,258310053	2,0	12,0	 
provider service	service providers	service providers|&|service provider	2	7,86819688189	33,6979721255	358,31119427	4,0	25,0	 
freight traffic	freight traffic	freight traffic	2	4,72091812914	23,4910743661	273,338457838	2,0	17,0	 
growth rapid	rapid growth	rapid growth	2	4,72091812914	21,5769067865	374,52802171	3,0	17,0	 
equilibrium network transportation	transportation network equilibrium	transportation network equilibrium|&|equilibrium of the transportation network	3	11,9142708474	48,255430047	370,514683523	4,0	16,0	 
growth practice principle smart	smart growth principles into practice	smart growth principles into practice	5	3,9714236158	18,8379244311	360,985432393	2,0	18,0	 
design engineering network	engineering design network	engineering design network	3	3,9714236158	18,8379244311	703,015433703	2,0	3,0	 
network route	route network	route network|&|network route	2	4,72091812914	23,4910743661	250,580828951	2,0	22,0	 
Euclidean plane	Euclidean plane	Euclidean plane	2	6,29455750551	28,7692090487	623,082324896	3,0	10,0	 
public system transportation	public transportation system	public transportation system	3	5,95713542369	25,841476088	410,741781308	3,0	18,0	 
intelligent system transportation	intelligent transportation system	intelligent transportation system|&|intelligent transportation systems	3	27,7999653106	84,4735331901	411,203720988	11,0	48,0	 
service transportation	transportation services	transportation services|&|transportation service	2	9,44183625827	38,330681677	221,464603894	5,0	30,0	 
application transportation	transportation applications	transportation applications	2	4,72091812914	21,5769067865	244,838339148	3,0	12,0	 
model network	network model	network model|&|network models	2	7,86819688189	31,9422347308	279,199747086	5,0	26,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	37,6758488622	369,892286355	2,0	13,0	 
network neural wavelet	wavelet neural network	wavelet neural network	3	5,95713542369	28,2568866466	313,060669425	2,0	8,0	 
quality service	service quality	service quality|&|quality of service	2	6,29455750551	28,7692090487	226,092052407	3,0	14,0	 
industry transportation	transportation industry	transportation industry	2	4,72091812914	23,4910743661	241,431790164	2,0	17,0	 
network technology	network technology	network technology	2	4,72091812914	21,5769067865	223,729427238	3,0	23,0	 
private sector	private sector	private sector	2	4,72091812914	23,4910743661	231,604049084	2,0	10,0	 
choice model route	route choice model	route choice model	3	3,9714236158	18,8379244311	274,082012744	2,0	23,0	 
mode other transport	other modes of transport	other modes of transport	4	3,9714236158	18,8379244311	445,007187888	2,0	13,0	 
agent-based approach model	agent-based modeling approach	agent-based modeling approach	3	3,9714236158	21,5907055132	326,999380015	1,0	9,0	 
growth urban	urban growth	urban growth	2	7,86819688189	39,1517906102	349,945327971	2,0	16,0	 
design system transportation	design of a transportation system	design of a transportation system|&|transportation system design	5	3,9714236158	18,8379244311	377,733814548	2,0	8,0	 
activity centre	activity centres	activity centres	2	4,72091812914	23,4910743661	499,915637611	2,0	16,0	 
freight network	freight network	freight network	2	9,44183625827	40,4375665506	239,58199982	4,0	32,0	 
choice model	choice models	choice models|&|choice model	2	4,72091812914	23,4910743661	291,200701165	3,0	29,0	 
development sustainable	sustainable development	sustainable development	2	4,72091812914	23,4910743661	253,917705917	2,0	13,0	 
choice realistic route traveler	realistic traveler route choices	realistic traveler route choices	4	3,9714236158	21,5907055132	229,009236958	1,0	13,0	 
analysis performance	performance analysis	performance analysis	2	4,72091812914	23,4910743661	392,368612372	2,0	8,0	 
