stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
economic growth	economic growth	economic growth	2	6,29455750551	28,7692090487	235,540111264	3,0	27,0	 
growth rate	growth rates	growth rates|&|growth rate	2	6,29455750551	31,3214324882	787,249683385	2,0	9,0	 
population urban	urban population	urban population	2	4,72091812914	23,4910743661	551,556629093	2,0	6,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	180,968528284	265,011973969	239,298220693	100,0	591,0	 
degree distribution	degree distribution	degree distribution	2	6,29455750551	28,7692090487	418,349737495	3,0	17,0	 
freight railway transportation	railway freight transportation	railway freight transportation	3	5,95713542369	32,3860582698	232,790804011	1,0	5,0	 
network road	road network	road network|&|road networks	2	18,8836725165	67,7859687376	206,934451831	10,0	67,0	 
city network transportation	city transportation network	city transportation network|&|transportation network of the city	3	7,94284723159	37,6758488622	455,761270645	2,0	11,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	60,2967775388	557,601344369	3,0	14,0	 
demand traffic	traffic demand	traffic demand	2	11,0154756347	44,7191286231	230,787818813	5,0	44,0	 
public transportation	public transportation	public transportation	2	18,8836725165	73,2184627827	613,743980599	6,0	21,0	 
first stage	first stage	first stage	2	4,72091812914	23,4910743661	288,743774756	2,0	15,0	 
