stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
air network transportation	air transportation network	air transportation network|&|air transportation networks	3	5,95713542369	26,1718070186	348,718430255	3,0	17,0	 
length path	path length	path length	2	7,86819688189	36,3978130924	321,975508815	3,0	18,0	 
different mode	different modes	different modes	2	4,72091812914	21,8386878554	229,128525542	3,0	23,0	 
different strategy	different strategies	different strategies	2	4,72091812914	21,8386878554	318,95132397	3,0	12,0	 
level low	lower level	lower level	2	7,86819688189	32,3785365122	249,492635939	5,0	47,0	 
system transportation	transportation system	transportation system|&|transportation systems	2	102,286559465	224,845555899	260,930845366	49,0	304,0	 
network sensor wireless	wireless sensor network	wireless sensor network|&|wireless sensor networks	3	57,585642429	153,10601838	666,599729382	17,0	87,0	 
chain supply	supply chain	supply chain	2	4,72091812914	21,8386878554	208,883235502	3,0	16,0	 
log n	log n	log n|&|n log	2	4,72091812914	23,752855435	606,122298192	2,0	7,0	 
city dynamics growth	city growth dynamics	city growth dynamics	3	3,9714236158	19,0581450514	761,760275344	2,0	9,0	 
network performance transportation	transportation network performance	transportation network performance|&|performance of a transportation network|&|performance of the transportation network	3	7,94284723159	32,6107279387	623,633287445	4,0	21,0	 
mode transportation	transportation mode	transportation mode|&|transportation modes	2	7,86819688189	32,3785365122	233,542496356	5,0	41,0	 
monitor system	monitoring system	monitoring system|&|monitoring systems|&|system monitoring	2	9,44183625827	43,6773757108	229,987570028	5,0	31,0	 
public transport	public transport	public transport	2	4,72091812914	23,752855435	525,438219747	2,0	16,0	 
network system transportation	transportation network system	transportation network system|&|transportation network systems	3	7,94284723159	32,6107279387	428,519280027	6,0	29,0	 
air transportation	air transportation	air transportation	2	7,86819688189	34,1342739069	463,425175893	6,0	34,0	 
chain network	chain network	chain network	2	4,72091812914	23,752855435	448,965350818	2,0	12,0	 
city size	city size	city size	2	7,86819688189	34,1342739069	820,38164283	4,0	16,0	 
planning process	planning process	planning process	2	4,72091812914	23,752855435	259,546976878	2,0	10,0	 
area infrastructure network	area network infrastructure	area network infrastructure	3	3,9714236158	21,8109261335	318,434407271	1,0	6,0	 
growth population	population growth	population growth	2	4,72091812914	23,752855435	218,087877067	2,0	3,0	 
network public transportation	public transportation network	public transportation network|&|public transportation networks	3	13,8999826553	51,4328159227	533,679461492	7,0	32,0	 
air system transportation	air transportation system	air transportation system|&|air transportation as a system	3	7,94284723159	38,1162901029	296,970778271	2,0	18,0	 
network performance	network performance	network performance	2	12,589115011	47,5697707348	213,307915691	7,0	62,0	 
constraint equilibrium	equilibrium constraints	equilibrium constraints	2	6,29455750551	31,6704739133	207,61750211	2,0	17,0	 
mean transport	means of transport	means of transport|&|transport means	3	6,29455750551	29,1182504739	238,076244931	3,0	11,0	 
network structure	network structure	network structure	2	6,29455750551	27,3074191255	258,273532768	4,0	28,0	 
ITS zone	zone ITS	zone ITS	2	4,72091812914	27,0251465259	253,495661586	1,0	6,0	 
network sensor	sensor network	sensor network|&|sensor networks|&|network sensor	2	22,0309512693	75,3892104769	719,699173161	21,0	102,0	 
provider service	service providers	service providers|&|service provider	2	7,86819688189	34,1342739069	317,665843344	4,0	24,0	 
traffic volume	traffic volume	traffic volume	2	4,72091812914	23,752855435	234,679401303	2,0	13,0	 
network transport	transport network	transport network	2	6,29455750551	29,1182504739	333,657873231	3,0	21,0	 
freight network transportation	freight transportation network	freight transportation network	3	13,8999826553	57,0687738927	271,367931661	4,0	33,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	31,6704739133	357,525776188	2,0	12,0	 
component network	network components	network components|&|network component|&|components of the network	2	7,86819688189	34,1342739069	476,197164109	4,0	16,0	 
freight traffic	freight traffic	freight traffic	2	4,72091812914	23,752855435	269,166621291	2,0	16,0	 
consumption energy	energy consumption	energy consumption	2	6,29455750551	29,1182504739	279,885433657	3,0	18,0	 
growth rapid	rapid growth	rapid growth	2	4,72091812914	21,8386878554	390,842118811	3,0	17,0	 
equilibrium network transportation	transportation network equilibrium	transportation network equilibrium|&|equilibrium of the transportation network	3	11,9142708474	48,916091908	396,115630913	4,0	16,0	 
growth practice principle smart	smart growth principles into practice	smart growth principles into practice	5	3,9714236158	19,0581450514	379,351269861	2,0	18,0	 
light traffic	traffic light	traffic light	2	6,29455750551	31,6704739133	209,022747397	2,0	16,0	 
design engineering network	engineering design network	engineering design network	3	3,9714236158	19,0581450514	737,714259137	2,0	3,0	 
Euclidean plane	Euclidean plane	Euclidean plane	2	6,29455750551	29,1182504739	651,59904322	3,0	10,0	 
public system transportation	public transportation system	public transportation system	3	5,95713542369	26,1718070186	427,741263314	3,0	19,0	 
intelligent system transportation	intelligent transportation system	intelligent transportation system|&|intelligent transportation systems	3	29,7856771185	89,5673188615	277,094739562	12,0	55,0	 
cost system	system cost	system cost	2	6,29455750551	27,3074191255	244,100843317	4,0	33,0	 
economic growth	economic growth	economic growth	2	6,29455750551	29,1182504739	254,948964809	3,0	27,0	 
node sensor	sensor node	sensor node|&|sensor nodes|&|Sensor nodes	2	14,1627543874	53,5159920766	332,574261637	7,0	31,0	 
analysis method	analysis method	analysis method	2	4,72091812914	23,752855435	383,900605167	2,0	15,0	 
model network	network model	network model|&|network models	2	7,86819688189	32,3785365122	292,502269691	5,0	26,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	38,1162901029	379,342685883	2,0	13,0	 
quality service	service quality	service quality|&|quality of service	2	6,29455750551	29,1182504739	299,470741479	3,0	14,0	 
industry transportation	transportation industry	transportation industry	2	4,72091812914	23,752855435	275,840832535	2,0	16,0	 
private sector	private sector	private sector	2	4,72091812914	23,752855435	276,131868152	2,0	9,0	 
choice model route	route choice model	route choice model	3	3,9714236158	19,0581450514	279,326053657	2,0	23,0	 
mode other transport	other modes of transport	other modes of transport	4	3,9714236158	19,0581450514	575,573282624	2,0	12,0	 
growth urban	urban growth	urban growth	2	7,86819688189	39,5880923917	354,739211913	2,0	16,0	 
design system transportation	design of a transportation system	design of a transportation system|&|transportation system design	5	3,9714236158	19,0581450514	334,989986163	2,0	8,0	 
activity centre	activity centres	activity centres	2	4,72091812914	23,752855435	525,438219747	2,0	16,0	 
maritime network transportation worldwide	worldwide maritime transportation network	worldwide maritime transportation network	4	3,9714236158	21,8109261335	241,249941621	1,0	6,0	 
freight network	freight network	freight network	2	9,44183625827	40,9611286883	291,078921383	4,0	31,0	 
connectivity pair vertices	connectivity between each pair of vertices	connectivity between each pair of vertices	6	3,9714236158	19,0581450514	207,298932223	2,0	8,0	 
development sustainable	sustainable development	sustainable development	2	4,72091812914	23,752855435	297,982412397	2,0	14,0	 
choice realistic route traveler	realistic traveler route choices	realistic traveler route choices	4	3,9714236158	21,8109261335	239,839722099	1,0	13,0	 
analysis performance	performance analysis	performance analysis	2	4,72091812914	23,752855435	408,183197905	2,0	8,0	 
growth rate	growth rates	growth rates|&|growth rate	2	6,29455750551	31,6704739133	836,974300546	2,0	9,0	 
population urban	urban population	urban population	2	4,72091812914	23,752855435	582,930086404	2,0	6,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	184,115807036	277,102648075	259,259837707	101,0	600,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	13,8999826553	51,4328159227	210,046124399	6,0	38,0	 
degree distribution	degree distribution	degree distribution	2	6,29455750551	29,1182504739	421,064448658	3,0	18,0	 
freight railway transportation	railway freight transportation	railway freight transportation	3	5,95713542369	32,7163892003	246,961920471	1,0	5,0	 
network road	road network	road network|&|road networks	2	18,8836725165	68,8330930131	225,312522052	10,0	67,0	 
city network transportation	city transportation network	city transportation network|&|transportation network of the city	3	7,94284723159	38,1162901029	478,927461385	2,0	11,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	61,06754971	678,891312147	3,0	13,0	 
demand traffic	traffic demand	traffic demand	2	11,0154756347	45,3299511171	238,313457826	5,0	45,0	 
public transportation	public transportation	public transportation	2	18,8836725165	74,2655870582	424,764941277	6,0	22,0	 
first stage	first stage	first stage	2	4,72091812914	23,752855435	303,702161195	2,0	15,0	 
