stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
large network	large networks	large networks|&|large network	2	6,29455750551	28,6437319867	237,333352123	4,0	22,0	 
network security	network security	network security|&|security of the network	2	9,44183625827	39,1372628209	323,87614508	6,0	26,0	 
flow traffic	traffic flows	traffic flows	2	4,72091812914	22,8409225013	235,371291091	3,0	22,0	 
energy level	energy level	energy level|&|level energy	2	4,72091812914	24,7550900809	256,787079452	2,0	13,0	 
path planning	path planning	path planning	2	7,86819688189	41,2584834682	227,664781428	2,0	9,0	 
data network	network data	network data	2	6,29455750551	30,4545633351	458,653236003	3,0	9,0	 
network system	network system	network system|&|network systems|&|system network	2	23,6045906457	88,2723191541	452,040320043	17,0	64,0	 
container transportation	container transportation	container transportation	2	4,72091812914	24,7550900809	232,301751692	2,0	10,0	 
analysis network	network analysis	network analysis	2	9,44183625827	40,8587131065	272,812194535	5,0	32,0	 
different size	different sizes	different sizes	2	4,72091812914	24,7550900809	624,09800803	2,0	10,0	 
efficiency energy	energy efficiency	energy efficiency	2	4,72091812914	22,8409225013	214,513502983	3,0	22,0	 
flow link	link flows	link flows|&|link and flow|&|link flow	2	7,86819688189	35,8046649834	292,998467454	4,0	32,0	 
network planning transportation	transportation network planning	transportation network planning	3	7,94284723159	39,8025291913	403,278556388	2,0	9,0	 
freight transportation	freight transportation	freight transportation	2	18,8836725165	70,6178553233	388,858439168	11,0	63,0	 
city growth	city growth	city growth	2	29,8991481512	111,811604262	659,96062538	10,0	20,0	 
choice route	route choice	route choice	2	9,44183625827	42,9655979801	244,681724894	5,0	51,0	 
freight rail	rail freight	rail freight	2	6,29455750551	33,0067867745	236,722800182	2,0	9,0	 
area network	area network	area network	2	20,4573118929	93,0921289568	419,897731546	4,0	14,0	 
network public transportation	public transportation network	public transportation network|&|public transportation networks	3	13,8999826553	54,3837343274	556,559212099	7,0	30,0	 
network wireless	wireless networks	wireless networks|&|wireless network	2	15,7363937638	68,0978551774	295,500553484	6,0	30,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	29,8518968935	249,865331581	3,0	21,0	 
cost travel	travel cost	travel cost|&|cost of travel	2	6,29455750551	28,6437319867	228,324162831	4,0	19,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	39,8025291913	503,249334453	2,0	8,0	 
length path	path length	path length	2	7,86819688189	38,0682041688	567,988271619	3,0	14,0	 
different mode	different modes	different modes	2	4,72091812914	22,8409225013	237,083842923	3,0	22,0	 
different strategy	different strategies	different strategies	2	4,72091812914	22,8409225013	204,652612655	3,0	13,0	 
network sensor transportation	transportation sensor network	transportation sensor network	3	5,95713542369	29,8518968935	265,178590177	2,0	9,0	 
log n	log n	log n|&|n log	2	4,72091812914	24,7550900809	811,897107753	2,0	6,0	 
network performance transportation	transportation network performance	transportation network performance|&|performance of a transportation network|&|performance of the transportation network	3	7,94284723159	34,2969670271	423,333630187	4,0	21,0	 
mode transportation	transportation mode	transportation mode|&|transportation modes	2	7,86819688189	34,0489275887	251,242053332	5,0	37,0	 
monitor system	monitoring system	monitoring system|&|monitoring systems|&|system monitoring	2	11,0154756347	50,1265309767	218,142230285	6,0	40,0	 
network system transportation	transportation network system	transportation network system|&|transportation network systems	3	7,94284723159	34,2969670271	388,551454516	6,0	28,0	 
air transportation	air transportation	air transportation	2	9,44183625827	42,9655979801	316,341830671	6,0	32,0	 
balancing load	load balancing	load balancing|&|Load balancing	2	9,44183625827	49,5101801618	259,088462365	2,0	10,0	 
chain network	chain network	chain network	2	4,72091812914	24,7550900809	481,607952508	2,0	12,0	 
layer network	network layer	network layer	2	4,72091812914	22,8409225013	447,169702117	3,0	10,0	 
city size	city size	city size	2	7,86819688189	35,8046649834	943,50446764	4,0	15,0	 
growth population	population growth	population growth	2	4,72091812914	24,7550900809	239,915244861	2,0	3,0	 
air system transportation	air transportation system	air transportation system|&|air transportation as a system	3	7,94284723159	39,8025291913	288,95012153	2,0	16,0	 
algorithm routing	routing algorithm	routing algorithm	2	4,72091812914	22,8409225013	302,824347391	3,0	12,0	 
design network problem	network design problem	network design problem|&|network design problems	3	41,6999479659	122,250674168	246,777075141	23,0	216,0	 
design network	network design	network design|&|design network|&|design of a network	2	61,3719356788	171,924605892	299,889980302	44,0	306,0	 
model programming	programming model	programming model|&|programming models	2	14,1627543874	56,5226960142	211,424714754	9,0	91,0	 
mean transport	means of transport	means of transport|&|transport means	3	6,29455750551	30,4545633351	297,664095823	3,0	10,0	 
network structure	network structure	network structure	2	6,29455750551	28,6437319867	296,458572952	4,0	26,0	 
freight network transportation	freight transportation network	freight transportation network	3	9,92855903949	45,7274772248	319,795870906	4,0	31,0	 
efficient energy	energy efficient	energy efficient	2	7,86819688189	34,0489275887	212,667418879	5,0	41,0	 
network sensor	sensor network	sensor network|&|sensor networks|&|network sensor|&|Sensor network	2	67,6664931843	178,708073965	553,495729852	57,0	346,0	 
delivery packet ratio	packet delivery ratio	packet delivery ratio	3	5,95713542369	33,9810685166	263,463558705	1,0	7,0	 
component network	network components	network components|&|network component|&|components of the network	2	7,86819688189	35,8046649834	267,580317998	4,0	16,0	 
agency transportation	transportation agencies	transportation agencies	2	4,72091812914	22,8409225013	263,122482401	3,0	24,0	 
sensor wireless	wireless sensor	wireless sensor|&|wireless sensors|&|sensor wireless	2	11,0154756347	43,9620969	486,048872736	44,0	286,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	33,0067867745	371,797266599	2,0	11,0	 
provider service	service providers	service providers|&|service provider	2	7,86819688189	35,8046649834	272,355645647	4,0	23,0	 
freight traffic	freight traffic	freight traffic	2	4,72091812914	24,7550900809	211,046055103	2,0	16,0	 
lifetime network	network lifetime	network lifetime	2	14,1627543874	58,7058942313	263,211087173	6,0	39,0	 
consumption energy	energy consumption	energy consumption	2	31,4727875276	101,619319218	265,471139361	16,0	96,0	 
growth rapid	rapid growth	rapid growth	2	4,72091812914	22,8409225013	273,95112405	3,0	17,0	 
equilibrium network transportation	transportation network equilibrium	transportation network equilibrium|&|equilibrium of the transportation network	3	11,9142708474	51,4454505406	283,737760691	4,0	16,0	 
network sensor wireless	wireless sensor network	wireless sensor network|&|wireless sensor networks|&|sensor wireless network|&|sensor wireless networks	3	113,18557305	236,936488636	466,731294912	41,0	274,0	 
length link	link lengths	link lengths	2	6,29455750551	33,0067867745	626,732351182	2,0	5,0	 
design solution	design solutions	design solutions	2	6,29455750551	33,0067867745	232,913471257	2,0	12,0	 
design network transportation	transportation network design	transportation network design	3	21,8428298869	74,3022767412	202,849830124	15,0	141,0	 
Euclidean plane	Euclidean plane	Euclidean plane	2	6,29455750551	30,4545633351	1109,23377935	3,0	9,0	 
model optimization	optimization model	optimization model|&|optimization models	2	20,4573118929	72,3974935954	257,358247574	11,0	82,0	 
public system transportation	public transportation system	public transportation system	3	5,95713542369	27,4364863349	366,769528933	3,0	18,0	 
intelligent system transportation	intelligent transportation system	intelligent transportation system|&|intelligent transportation systems	3	35,7428125422	109,559079679	293,60748146	14,0	94,0	 
economic growth	economic growth	economic growth	2	6,29455750551	30,4545633351	282,639668872	3,0	25,0	 
node sensor	sensor nodes	sensor nodes|&|sensor node|&|Sensor nodes	2	59,7982963024	175,873808706	326,883386458	24,0	129,0	 
analysis method	analysis method	analysis method	2	4,72091812914	24,7550900809	256,285370237	2,0	14,0	 
model network	network model	network model|&|network models	2	7,86819688189	34,0489275887	311,468291372	5,0	25,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	39,8025291913	514,241958706	2,0	12,0	 
important part	important part	important part	2	4,72091812914	22,8409225013	278,643836121	3,0	20,0	 
quality service	quality of service	quality of service|&|service quality	3	11,0154756347	45,6601399577	325,817340225	6,0	19,0	 
industry transportation	transportation industry	transportation industry	2	4,72091812914	24,7550900809	253,82954921	2,0	16,0	 
communication system	communication system	communication system	2	4,72091812914	24,7550900809	221,671726135	2,0	13,0	 
private sector	private sector	private sector	2	4,72091812914	24,7550900809	291,611430398	2,0	9,0	 
consumption power	power consumption	power consumption	2	4,72091812914	22,8409225013	237,47954205	5,0	46,0	 
growth urban	urban growth	urban growth	2	7,86819688189	41,2584834682	326,375593164	2,0	16,0	 
communication wireless	wireless communications	wireless communications|&|wireless communication	2	6,29455750551	28,6437319867	317,708832707	4,0	24,0	 
activity centre	activity centres	activity centres	2	4,72091812914	24,7550900809	291,892910706	2,0	16,0	 
freight network	freight network	freight network	2	9,44183625827	42,9655979801	347,781786299	4,0	28,0	 
choice model	choice models	choice models|&|choice model	2	4,72091812914	24,7550900809	279,247576893	3,0	28,0	 
development sustainable	sustainable development	sustainable development	2	4,72091812914	24,7550900809	332,482316921	2,0	13,0	 
analysis performance	performance analysis	performance analysis	2	6,29455750551	30,4545633351	603,585718178	3,0	10,0	 
network node	network nodes	network nodes|&|network node|&|nodes of the network	2	9,44183625827	39,1372628209	232,76054588	6,0	36,0	 
growth rate	growth rates	growth rates|&|growth rate	2	6,29455750551	33,0067867745	700,309238413	2,0	9,0	 
constraint equilibrium	equilibrium constraints	equilibrium constraints	2	6,29455750551	33,0067867745	268,864039627	2,0	15,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	191,984003918	324,137040455	283,937458927	101,0	549,0	 
base station	base station	base station	2	7,86819688189	38,0682041688	223,717900985	3,0	15,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	13,8999826553	54,3837343274	228,021941215	6,0	37,0	 
degree distribution	degree distribution	degree distribution	2	6,29455750551	30,4545633351	436,227384715	3,0	13,0	 
freight railway transportation	railway freight transportation	railway freight transportation	3	5,95713542369	33,9810685166	270,790111268	1,0	5,0	 
chain supply	supply chain	supply chain	2	4,72091812914	22,8409225013	241,851016506	3,0	16,0	 
optimization problem	optimization problem	optimization problem	2	7,86819688189	34,0489275887	219,946010182	5,0	37,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	64,0184681147	338,353658969	3,0	13,0	 
capacity network	network capacity	network capacity	2	14,1627543874	64,4483969701	202,799967088	4,0	47,0	 
demand traffic	traffic demand	traffic demand	2	11,0154756347	47,6684986242	266,476281041	5,0	43,0	 
public transportation	public transportation	public transportation	2	18,8836725165	78,2745256417	503,07663953	6,0	23,0	 
first stage	first stage	first stage	2	4,72091812914	24,7550900809	274,891800235	2,0	14,0	 
