stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
equilibrium network transportation	transportation network equilibrium	transportation network equilibrium|&|equilibrium of the transportation network	3	11,9142708474	52,2193765105	330,91706311	4,0	15,0	 
length link	link lengths	link lengths	2	6,29455750551	33,4156679881	647,186019476	2,0	5,0	 
design solution	design solutions	design solutions	2	6,29455750551	33,4156679881	252,059739667	2,0	12,0	 
energy node	node energy	node energy|&|energy of the nodes|&|nodes energy	2	6,29455750551	30,8634445486	201,838977406	4,0	35,0	 
design network transportation	transportation network design	transportation network design	3	21,8428298869	75,7211410194	255,837464328	15,0	136,0	 
Euclidean plane	Euclidean plane	Euclidean plane	2	6,29455750551	30,8634445486	1187,18119602	3,0	9,0	 
model optimization	optimization model	optimization model|&|optimization models	2	20,4573118929	73,7263575394	288,911669935	11,0	81,0	 
public system transportation	public transportation system	public transportation system	3	5,95713542369	27,8234493198	368,687081282	3,0	17,0	 
intelligent system transportation	intelligent transportation system	intelligent transportation system|&|intelligent transportation systems	3	35,7428125422	111,880857589	268,165271321	14,0	96,0	 
economic growth	economic growth	economic growth	2	6,29455750551	30,8634445486	310,245647661	3,0	25,0	 
node sensor	sensor nodes	sensor nodes|&|sensor node|&|Sensor nodes	2	69,2401325607	195,517082036	356,673785344	30,0	158,0	 
analysis method	analysis method	analysis method	2	4,72091812914	25,061750991	256,148746118	2,0	15,0	 
model network	network model	network model|&|network models	2	7,86819688189	34,5600291056	297,63887484	5,0	22,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	40,3184798379	556,071325612	2,0	12,0	 
quality service	quality of service	quality of service|&|service quality	3	11,0154756347	46,3756820814	281,058983472	6,0	19,0	 
industry transportation	transportation industry	transportation industry	2	4,72091812914	25,061750991	245,881893797	2,0	18,0	 
consumption power	power consumption	power consumption	2	6,29455750551	29,0526132002	225,967643145	7,0	61,0	 
data fusion	data fusion	data fusion	2	9,44183625827	46,2951668229	195,18070953	3,0	19,0	 
growth urban	urban growth	urban growth	2	7,86819688189	41,7695849851	295,266542865	2,0	16,0	 
communication wireless	wireless communication	wireless communication|&|wireless communications	2	9,44183625827	39,7505846412	282,727069747	6,0	31,0	 
comprehensive system transportation	comprehensive transportation system	comprehensive transportation system	3	5,95713542369	34,3680315016	205,376354908	1,0	12,0	 
freight network	freight network	freight network	2	9,44183625827	43,5789198004	341,901801795	4,0	29,0	 
development sustainable	sustainable development	sustainable development	2	4,72091812914	25,061750991	354,552764485	2,0	14,0	 
analysis performance	performance analysis	performance analysis	2	6,29455750551	30,8634445486	650,329688938	3,0	10,0	 
network node	network nodes	network nodes|&|network node|&|nodes of the network	2	7,86819688189	34,5600291056	272,165583123	9,0	64,0	 
equilibrium user	user equilibrium	user equilibrium	2	12,589115011	55,296046569	203,096939085	7,0	84,0	 
growth rate	growth rates	growth rates|&|growth rate	2	6,29455750551	33,4156679881	792,915929869	2,0	9,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	191,984003918	336,607917468	351,483546777	101,0	532,0	 
base station	base station	base station	2	11,0154756347	50,8420731004	248,281247239	4,0	19,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	13,8999826553	55,2866479589	206,656526926	6,0	38,0	 
degree distribution	degree distribution	degree distribution	2	6,29455750551	30,8634445486	413,63298674	3,0	13,0	 
optimization problem	optimization problem	optimization problem|&|optimization problems	2	14,1627543874	57,4426787447	237,211258053	7,0	48,0	 
design network problem transportation	transportation network design problem	transportation network design problem|&|transportation network design problems	4	27,7999653106	106,287912366	214,701971145	7,0	71,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	64,9213817463	366,130002654	3,0	13,0	 
capacity network	network capacity	network capacity	2	14,1627543874	65,3683797005	198,922091419	4,0	44,0	 
demand traffic	traffic demand	traffic demand	2	11,0154756347	48,3840407479	276,367971482	5,0	40,0	 
public transportation	public transportation	public transportation	2	18,8836725165	79,5011692823	583,293640986	6,0	22,0	 
