stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
large network	large networks	large networks|&|large network	2	6,29455750551	29,0526132002	255,643461065	4,0	23,0	 
network security	network security	network security|&|security of the network	2	9,44183625827	39,7505846412	228,041432872	7,0	33,0	 
optimal solution	optimal solution	optimal solution|&|optimal solutions	2	18,8836725165	68,0550992672	201,736843564	11,0	84,0	 
network security sensor	sensor network security	sensor network security|&|security sensor network	3	5,95713542369	30,2388598784	393,457375686	2,0	9,0	 
analysis system transportation	transportation system analysis	transportation system analysis	3	5,95713542369	30,2388598784	200,568742111	2,0	5,0	 
path planning	path planning	path planning	2	7,86819688189	41,7695849851	372,326380896	2,0	7,0	 
data network	network data	network data	2	6,29455750551	30,8634445486	358,469705339	3,0	10,0	 
network system	network system	network system|&|network systems|&|system network	2	23,6045906457	89,8056237049	447,489124377	17,0	64,0	 
container transportation	container transportation	container transportation	2	4,72091812914	25,061750991	249,100242329	2,0	10,0	 
analysis network	network analysis	network analysis	2	9,44183625827	41,4720349268	304,661902009	5,0	32,0	 
different size	different sizes	different sizes	2	4,72091812914	25,061750991	588,430093737	2,0	10,0	 
flow link	link flows	link flows|&|link and flow|&|link flow	2	7,86819688189	36,3157665003	306,851522158	4,0	32,0	 
network planning transportation	transportation network planning	transportation network planning	3	7,94284723159	40,3184798379	324,497713607	2,0	9,0	 
freight transportation	freight transportation	freight transportation	2	20,4573118929	75,6761476142	421,841908501	11,0	60,0	 
city growth	city growth	city growth	2	29,8991481512	113,753790026	645,14212504	10,0	17,0	 
choice route	route choice	route choice	2	9,44183625827	43,5789198004	227,048441299	5,0	51,0	 
freight rail	rail freight	rail freight	2	6,29455750551	33,4156679881	276,952769314	2,0	7,0	 
area network	area network	area network	2	20,4573118929	94,4209929008	315,478638804	4,0	13,0	 
network public transportation	public transportation network	public transportation network|&|public transportation networks	3	13,8999826553	55,2866479589	514,872439383	7,0	31,0	 
algorithm genetic	genetic algorithm	genetic algorithm	2	11,0154756347	44,6776390237	219,568170459	7,0	62,0	 
network wireless	wireless networks	wireless networks|&|wireless network	2	15,7363937638	69,1200582113	254,767546306	6,0	30,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	40,3184798379	539,870096863	2,0	8,0	 
cost travel	travel cost	travel cost|&|cost of travel	2	6,29455750551	29,0526132002	254,352615785	4,0	18,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	30,2388598784	260,010436288	3,0	21,0	 
length path	path length	path length	2	7,86819688189	38,5793056857	636,346882289	3,0	13,0	 
time travel	travel time	travel time|&|travel times	2	22,0309512693	86,4134544435	213,466936865	15,0	127,0	 
different strategy	different strategies	different strategies	2	4,72091812914	23,1475834114	298,846454499	3,0	10,0	 
network sensor wireless	wireless sensor network	wireless sensor network|&|wireless sensor networks|&|sensor wireless network|&|sensor wireless networks	3	150,9140974	280,277377166	381,067842225	56,0	387,0	 
network service	service network	service network|&|network service	2	7,86819688189	36,3157665003	202,958095786	4,0	15,0	 
area research	research area	research area|&|area of research	2	6,29455750551	30,8634445486	214,288305784	3,0	9,0	 
log n	log n	log n|&|n log	2	4,72091812914	25,061750991	866,376640066	2,0	6,0	 
network performance transportation	transportation network performance	transportation network performance|&|performance of a transportation network|&|performance of the transportation network	3	7,94284723159	34,8129176737	435,106890277	4,0	21,0	 
mode transportation	transportation mode	transportation mode|&|transportation modes	2	7,86819688189	34,5600291056	270,325818398	5,0	36,0	 
monitor system	monitoring system	monitoring system|&|monitoring systems|&|system monitoring	2	11,0154756347	50,8420731004	215,395267131	6,0	37,0	 
network system transportation	transportation network system	transportation network system|&|transportation network systems	3	7,94284723159	34,8129176737	375,47693562	6,0	29,0	 
level upper	upper level	upper level	2	6,29455750551	29,0526132002	201,906855308	4,0	39,0	 
air transportation	air transportation	air transportation	2	9,44183625827	43,5789198004	318,373673531	6,0	33,0	 
layer network	network layer	network layer	2	6,29455750551	29,0526132002	325,735736141	4,0	17,0	 
city size	city size	city size	2	7,86819688189	36,3157665003	913,833933841	4,0	15,0	 
growth population	population growth	population growth	2	4,72091812914	25,061750991	255,87054464	2,0	3,0	 
air system transportation	air transportation system	air transportation system|&|air transportation as a system	3	7,94284723159	40,3184798379	334,711900396	2,0	16,0	 
network performance	network performance	network performance	2	15,7363937638	59,8704158033	223,30279603	9,0	78,0	 
algorithm routing	routing algorithm	routing algorithm	2	4,72091812914	23,1475834114	344,103565608	3,0	9,0	 
constraint equilibrium	equilibrium constraints	equilibrium constraints	2	6,29455750551	33,4156679881	255,034990481	2,0	16,0	 
design network	network design	network design|&|design network|&|design of a network	2	61,3719356788	175,911197724	346,514393537	44,0	285,0	 
model programming	programming model	programming model|&|programming models	2	14,1627543874	57,4426787447	234,588858013	9,0	89,0	 
mean transport	means of transport	means of transport|&|transport means	3	6,29455750551	30,8634445486	323,353622984	3,0	10,0	 
network structure	network structure	network structure	2	6,29455750551	29,0526132002	246,213264644	4,0	22,0	 
hub transportation	transportation hub	transportation hub	2	4,72091812914	25,061750991	210,021858034	2,0	9,0	 
capacity reliability	capacity reliability	capacity reliability	2	9,44183625827	50,1235019821	207,010804477	2,0	21,0	 
design network problem	network design problem	network design problem|&|network design problems	3	41,6999479659	124,959415063	326,006030249	23,0	203,0	 
network node sensor wireless	wireless sensor network node	wireless sensor network node|&|node in wireless sensor network	4	5,95713542369	30,2388598784	260,931599866	2,0	15,0	 
network sensor	sensor network	sensor network|&|sensor networks|&|network sensor|&|Sensor network|&|network and sensors|&|sensors network	2	91,27108383	225,936733193	448,359041759	74,0	468,0	 
system time total travel	total system travel time	total system travel time|&|total travel time of the system	4	7,94284723159	37,0979324264	226,415987024	3,0	22,0	 
component network	network components	network components|&|network component|&|components of the network	2	7,86819688189	36,3157665003	297,965032346	4,0	17,0	 
network traffic	network traffic	network traffic|&|traffic network	2	7,86819688189	34,5600291056	243,465178959	6,0	35,0	 
network theory	network theory	network theory	2	7,86819688189	38,5793056857	215,920374323	3,0	18,0	 
freight network transportation	freight transportation network	freight transportation network	3	9,92855903949	46,372415533	314,202799149	4,0	30,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	33,4156679881	413,729691089	2,0	10,0	 
provider service	service providers	service providers|&|service provider	2	7,86819688189	36,3157665003	258,459997243	4,0	24,0	 
sensor wireless	wireless sensor	wireless sensor|&|wireless sensors|&|sensor wireless	2	11,0154756347	44,6776390237	394,229503017	59,0	399,0	 
lifetime network	network lifetime	network lifetime	2	14,1627543874	59,6258769617	222,858531541	6,0	41,0	 
consumption energy	energy consumption	energy consumption	2	37,7673450331	115,4686938	249,192964495	20,0	141,0	 
