"x";"y";"moran";"distance";"entropy";"slope"
"1";1;35001;0.00482740355727963;0.000153540257249187;0.134875241252192;-1.91104789423398
"2";1001;34001;0.00731163430726509;0.00015411355424906;0.0962780236495063;-1.67611431423748
"3";1001;35001;0.0204963900188475;0.000792359438454838;0.376529197845355;-1.84711442156319
"4";2001;32001;0.0107004784481213;0.000195423126949243;0.169503602390985;-2.84791987033416
"5";2001;33001;0.0101300664191608;0.00120979765033572;0.434611331090099;-2.2896268553968
"6";2001;34001;0.0152860437378447;0.00075630108609337;0.402969131449267;-1.87260285475364
"7";2001;35001;0.0072561603434881;0.000504037804869165;0.355538162073894;-1.58230240226431
"8";2001;36001;0.00983256642970171;0.000295912129120976;0.214901745843389;-0.806554616879109
"9";3001;31001;0.00695665306681608;9.67778940600576e-05;0.126704786538706;-1.92362856919289
"10";3001;32001;0.0280326960407508;0.00217362605802092;0.471213206644527;-2.08151646594701
"11";3001;33001;0.0102811948704296;0.00120601479625421;0.458685399272296;-2.18382772767743
"12";3001;34001;0.0136495008636392;0.00224236890204772;0.503945941840761;-1.7706801399489
"13";3001;35001;0.021314447602325;0.00237030447623576;0.514981432377504;-1.81947977639067
"14";3001;36001;0.0120026439789167;0.000771932596924313;0.496097554158769;-1.33681034744108
"15";4001;31001;0.0126575032599184;0.000373798977878288;0.213483671727206;-1.76430033488585
"16";4001;32001;0.0123088560255791;0.000436542096149217;0.318278277463398;-2.49353238147996
"17";4001;33001;0.0108815611650547;0.00231237328844801;0.64009385583731;-0.964223360029794
"18";4001;34001;0.0417316867125644;0.00474179151527501;0.664966526437598;-1.61931284446342
"19";4001;35001;0.0468637082991248;0.0024334855207854;0.521417958759294;-1.91474296444998
"20";4001;36001;0.0247993287280168;0.00165153969579302;0.555330206212934;-1.42946007317213
"21";5001;30001;0.0110870717850952;0.000359181480004218;0.325963483718249;-2.06216652272731
"22";5001;31001;0.0114200589867057;0.000748390239794938;0.418101268419627;-1.91397479089156
"23";5001;32001;0.0169896911288165;0.000842971540127393;0.49645017963069;-1.18689775215615
"24";5001;33001;0.0341054547440009;0.00631831944705629;0.67881173124834;-1.35231819525845
