evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,feedbackWeight,feedbackGamma,feedbackDecay,logmse
1200,0.012393554463334705,1.6819472185930745E-4,3.0445240994508813,2000.0,0.009999418322493977,1.2867419002969653,1.0000851837614255,31.219042999872944
1200,0.012392625230256528,1.682220536973005E-4,3.0450369369045176,2000.0,0.009999969242521818,1.2797530541955686,1.0,31.21904300635722
1200,0.012393548654514322,1.6819700039912052E-4,3.044407242327334,1999.9997225543477,0.009999157716085868,1.2854718823678701,1.0000829178188426,31.219043008845873
1200,0.012393772574492557,1.6817606487546798E-4,3.0450141606199725,2000.0,0.009999380677463756,1.2864264434722366,1.0000529996627707,31.21904300919368
1200,0.012393965353666938,1.6817272043604515E-4,3.0447400323926788,2000.0,0.01,1.2894681840493765,1.0,31.219043009541533
1200,0.012393471997956537,1.681989319014815E-4,3.045237366239434,2000.0,0.01,1.2825040732241006,1.0005746635764339,31.21904301117332
1200,0.012393651394475777,1.6818344183509263E-4,3.0443675663009313,2000.0,0.009999524522366675,1.2875884672695936,1.0005070009601411,31.219043012871115
1200,0.012394177986484988,1.6816783875542632E-4,3.04419176997905,1999.9990845008128,0.009999634680032043,1.2854675640198565,1.0005061016794825,31.21904301408699
1200,0.012393160734831432,1.6821464149105453E-4,3.043362952803418,1999.992972042547,0.01,1.2874362709903084,1.0006355733254249,31.219043014859064
1200,0.012393243470974641,1.682036166742076E-4,3.0443404007602206,1999.9710421441496,0.009999710098355387,1.2835033040598935,1.0000598345021507,31.219043015177775
1200,0.012392847518403348,1.6821743243357145E-4,3.0442686439994584,2000.0,0.009998782059376175,1.2821615653697307,1.0000360285814096,31.219043015667157
1200,0.012393539003974755,1.681920272887228E-4,3.045078886910131,1999.9816671690726,0.009999934655039927,1.2825301413622863,1.00051750228204,31.219043017105776
1200,0.012393698373773963,1.6818114069236118E-4,3.0446934176635656,1999.992597449276,0.009999006143227782,1.285404384217881,1.000117324865998,31.219043017210893
1200,0.012393974631570003,1.6817734213027023E-4,3.0445834751078538,2000.0,0.01,1.2815467758813146,1.0004850470308784,31.21904301737292
1200,0.012394170412430152,1.6816473472095302E-4,3.0450273203114193,1999.985941712582,0.01,1.282419455166563,1.0,31.219043018731195
1200,0.012393644349896073,1.681733240708774E-4,3.0444554384166307,1999.9981086787004,0.01,1.2841936312791473,1.0001770942818307,31.219043022166932
1200,0.012392590801458566,1.6823060440290512E-4,3.0454885849143714,2000.0,0.00999996983714199,1.2794110978641515,1.0,31.219043022542397
1200,0.012394456539627773,1.6814749509746563E-4,3.0441818002233294,1999.996652966607,0.00999990827016058,1.283123921530567,1.0000829287686817,31.219043023420646
1200,0.01239380339514735,1.681754429491413E-4,3.0441766880645624,1999.9932469087819,0.009999750023629144,1.2800226203193492,1.000172808231231,31.219043024163526
1200,0.012393355698107986,1.6819857900565824E-4,3.0441164752664602,1999.9718886794576,0.01,1.2811375082391725,1.0002643291795688,31.219043024627567
1200,0.012394255329614174,1.6817065686127258E-4,3.044271399135452,1999.999027291147,0.009999824756181544,1.287560796877461,1.0004844711224692,31.219043024751006
1200,0.012393991920464881,1.6818181263668873E-4,3.044892556517294,1999.9990061302374,0.00999992220997383,1.2828320929508146,1.0000042603767207,31.219043025694592
1200,0.012394152680840362,1.6816822750916147E-4,3.043988199128608,1999.9928105291262,0.009999555695641442,1.2868114671768311,1.0006576245270955,31.2190430260466
1200,0.012393867811028263,1.681794777607174E-4,3.044484613713807,1999.9788412536234,0.009999640705305813,1.2861360627698966,1.000693487747079,31.219043026624725
1200,0.012393268470379555,1.681919419508314E-4,3.044894538445135,1999.997303200982,0.00999903311622959,1.2809413972955253,1.0000631330336012,31.21904302723816
1200,0.012393692853090853,1.681925014240956E-4,3.0436863232937967,1999.9995446999617,0.01,1.2908476329377094,1.0006176727722258,31.219043028944043
1200,0.012394017054008808,1.6818537121288422E-4,3.04373862413647,1999.9991103267523,0.009999988000401059,1.287419520380294,1.0004111769660304,31.219043029035443
1200,0.012393698448261497,1.68189655015693E-4,3.0450561551353936,1999.9858142308765,0.009999461771872753,1.2824555803942927,1.0000129462896123,31.21904302967698
