4378721,4726250,5160008,5674419
541471,580056,647847,797174
591828,669617,706246,755741
331980,321694,349554,368806
140674,154168,186844,222626
140866,167442,172215,185318
332381,356654,358498,381892
222516,243258,250010,257493
116417,115301,128743,144835
61104,60254,74119,122789
211967,195153,208975,223660
67513,80755,89788,98272
203863,219780,228960,240077
104742,91473,125959,136003
124410,126326,138004,147780
93335,60932,72568,80053
80229,87831,93684,97425
194872,221396,255411,250073
72581,74096,75121,78118
69338,73496,76304,81073
66760,67626,70811,72819
18791,26434,28837,31260
63161,86018,118228,111864
44829,45180,48477,54191
175449,215402,215788,239726
69712,72862,77640,83877
116852,115927,123761,131114
81908,85955,89653,89326
108873,74766,98069,103838
84241,75133,69404,75615
40514,52399,51089,55712
61744,66401,67458,71810
78283,78912,80629,87398
39599,38890,41320,42785
49432,50404,60128,59039
85173,84009,93440,87418
36346,51292,66756,71538
87100,87866,90012,90228
74136,78055,79654,83555
37295,52514,49880,50053
13064,13707,18352,21550
49379,50490,52072,54039
20738,19527,26002,72447
60350,61931,68841,73288
35619,34097,36271,36091
30311,30707,34316,37427
55607,55672,51132,52069
33190,37262,38707,41611
18338,18535,20959,22734
33863,34893,39531,46449
