8495499,8673262,9318821,9644507
1064776,1104923,1230936,1349772
1163757,1204189,1262223,1348832
932232,932933,959234,1000900
435514,447848,516740,888784
507412,538030,650336,761090
609216,637349,696364,753931
451035,463060,496078,544932
375866,408768,437553,519640
209784,201966,199562,518727
363703,371888,388483,427245
387353,390849,404733,419334
385957,377421,380161,389862
350068,349059,338392,357395
277837,304639,329447,331363
180083,185130,193117,322526
244337,261079,282152,297631
334093,316503,313338,291960
209289,219048,248303,287981
226593,231543,245065,272263
207212,219148,243153,263292
144776,258035,261535,259198
251131,254343,254416,258541
160333,172405,181136,253580
263730,254024,253627,248547
206931,214472,230451,236953
217979,220122,223856,234445
186220,194040,208282,226843
196562,198775,206437,215581
190449,200426,201480,210055
178973,181879,191490,199490
188527,187216,189107,194825
185053,193389,190879,191173
124895,129833,144674,181413
120903,126694,164378,178965
165828,170454,170065,173299
117262,137540,157873,162678
150980,152962,156120,160815
130079,131319,138527,148889
119274,130072,131511,136886
103388,112382,126729,136815
125857,120408,122623,134376
141735,137891,132413,130480
126266,124877,122763,128945
96835,101868,107625,119371
104075,105802,107965,117448
105671,103730,115488,116174
99580,101222,100264,116157
86774,95283,103283,113457
132041,127872,117510,113059
