2602,2857,0.0012
328,533,0.0012
2601,533,0.0012
234,533,0.0012
2602,2601,0.00272727272727273
4227900,2601,0.0012
4221800,2602,0.0012
6925200,2602,0.0012
MARSEILLE,4221800,0.0012
SAINT-ETIENNE,4221800,0.0012
MONTPELLIER,4221800,0.0012
AVIGNON,4221800,0.0012
PERPIGNAN,4221800,0.0012
NIMES,4221800,0.0012
PARIS,4227900,0.0012
LILLE,4227900,0.0012
TOULOUSE,4227900,0.0012
BORDEAUX,4227900,0.0012
NANTES,4227900,0.0012
DOUAI,4227900,0.0012
ROUEN,4227900,0.0012
TOURS,4227900,0.0012
RENNES,4227900,0.0012
ORLEANS,4227900,0.0012
BETHUNE,4227900,0.0012
CLERMONT-FERRAND,4227900,0.0012
HAVRE,4227900,0.0012
ANGERS,4227900,0.0012
BREST,4227900,0.0012
CAEN,4227900,0.0012
MANS,4227900,0.0012
DUNKERQUE,4227900,0.0012
PAU,4227900,0.0012
BAYONNE,4227900,0.0012
LIMOGES,4227900,0.0012
AMIENS,4227900,0.0012
SAINT-NAZAIRE,4227900,0.0012
POITIERS,4227900,0.0012
LORIENT,4227900,0.0012
ROCHELLE,4227900,0.0012
LYON,6925200,0.0012
NICE,6925200,0.0012
TOULON,6925200,0.0012
STRASBOURG,6925200,0.0012
GRENOBLE,6925200,0.0012
VALENCIENNES,6925200,0.0012
NANCY,6925200,0.0012
METZ,6925200,0.0012
DIJON,6925200,0.0012
MULHOUSE,6925200,0.0012
REIMS,6925200,0.0012
ANNECY,6925200,0.0012
BESANCON,6925200,0.0012
THIONVILLE,6925200,0.0012
TROYES,6925200,0.0012
VALENCE,6925200,0.0012
CHAMBERY,6925200,0.0012
MONTBELIARD,6925200,0.0012
