stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
flow traffic	traffic flow	traffic flow	2	7,86819688189	30,2978618076	303,748960144	4,0	12,0	 
environment urban	urban environments	urban environments|&|urban environment	2	12,589115011	39,7504693165	409,369583238	6,0	11,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	3,14727875276	13,3952564428	398,351240876	2,0	5,0	 
logistic park urban	urban logistics park	urban logistics park	3	11,9142708474	56,1960405745	409,00243309	1,0	1,0	 
forecasting method modeling	modeling and forecasting method	modeling and forecasting method	4	7,94284723159	31,9584648855	186,59593674	2,0	15,0	 
assignment flow ratio traffic	traffic flow assignment ratios	traffic flow assignment ratios	4	3,9714236158	18,7320135248	359,368004866	1,0	3,0	 
dynamics urban	urban dynamics	urban dynamics	2	6,29455750551	24,2382894461	82,4760024777	3,0	21,0	 
management practice	management practices	management practices	2	4,72091812914	20,0928846642	108,27970274	2,0	9,0	 
analysis network	network analysis	network analysis	2	3,14727875276	13,3952564428	870,823722628	2,0	3,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	3,9714236158	15,9792324427	129,360040167	2,0	10,0	 
empirical evidence	empirical evidence	empirical evidence	2	3,14727875276	13,3952564428	241,686565867	2,0	4,0	 
loading pollutant	pollutant loadings	pollutant loadings|&|Pollutant loadings	2	6,29455750551	31,1535676734	108,997739761	1,0	5,0	 
dynamics system	system dynamics	system dynamics	2	4,72091812914	20,0928846642	122,07293999	2,0	11,0	 
biodiversity conservation	biodiversity conservation	biodiversity conservation	2	3,14727875276	15,5767838367	141,561601416	1,0	4,0	 
development graphical integrated	integrated development and a graphical	integrated development and a graphical	5	3,9714236158	15,9792324427	93,204379562	2,0	24,0	 
issue special	special issue	special issue	2	3,14727875276	13,3952564428	67,6445550483	2,0	6,0	 
3D visualization	3D visualization	3D visualization	2	3,14727875276	13,3952564428	451,598265153	2,0	4,0	 
analysis modeling	analysis and modeling	analysis and modeling|&|modeling and analysis	3	4,72091812914	20,0928846642	187,314318232	2,0	12,0	 
emulation network	network emulation	network emulation	2	3,14727875276	13,3952564428	93,204379562	2,0	24,0	 
land model use	land use models	land use models|&|models land use	3	3,9714236158	15,9792324427	108,03803335	2,0	13,0	 
development system	system development	system development	2	3,14727875276	13,3952564428	82,9207860787	2,0	13,0	 
algorithm new	new algorithm	new algorithm	2	3,14727875276	15,5767838367	276,245520902	1,0	2,0	 
network space	space network	space network|&|space networks	2	12,589115011	53,5810257711	202,856197146	2,0	11,0	 
logistic system	logistics system	logistics system	2	3,14727875276	13,3952564428	186,59593674	2,0	15,0	 
demand water	water demands	water demands|&|water demand	2	3,14727875276	15,5767838367	156,053381499	1,0	3,0	 
application interface programming	application programming interface	application programming interface|&|application programming interfaces	3	3,9714236158	15,9792324427	237,363364616	2,0	4,0	 
Integrated modeling	Integrated modeling	Integrated modeling	2	3,14727875276	13,3952564428	85,8290217808	2,0	8,0	 
method traditional	traditional methods	traditional methods	2	3,14727875276	13,3952564428	186,59593674	2,0	15,0	 
time travel	travel time	travel time	2	4,72091812914	23,365175755	324,81216545	1,0	2,0	 
characteristic modeling	characteristics modeling	characteristics modeling	2	3,14727875276	15,5767838367	177,376277372	1,0	5,0	 
