stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
aorta human model	model human aorta	model human aorta	3	7,94284723159	38,3223277269	221,733439024	3,0	25,0	 
angle phase	phase angle	phase angle	2	7,86819688189	37,5286543987	220,863600412	4,0	28,0	 
blood flow	blood flow	blood flow	2	42,4882631622	155,976605719	465,003769819	14,0	80,0	 
blood velocity	blood velocity	blood velocity	2	6,29455750551	31,8337548673	606,741039373	3,0	21,0	 
numerical solution	Numerical solutions	Numerical solutions|&|numerical solutions	2	7,86819688189	37,5286543987	276,812314416	4,0	23,0	 
heat transfer	heat transfer	heat transfer|&|Heat transfer	2	140,053904498	314,271889959	225,951582453	70,0	674,0	 
flow velocity	flow velocity	flow velocity|&|flow velocities|&|velocity of flow	2	14,1627543874	56,06657244	384,38181028	16,0	127,0	 
friction velocity	friction velocity	friction velocity	2	9,44183625827	41,2060501192	287,131947475	15,0	179,0	 
drop pressure	pressure drop	pressure drop	2	37,7673450331	132,824009838	241,40997672	15,0	121,0	 
dispersion pollutant	pollutant dispersion	pollutant dispersion|&|dispersion of a pollutant	2	7,86819688189	42,9824728834	1362,73580606	2,0	7,0	 
flow visualization	flow visualization	flow visualization	2	11,0154756347	48,0737251391	585,867147817	7,0	38,0	 
channel flow	channel flow	channel flow|&|channel flows	2	110,154756347	251,67687503	220,236947632	89,0	799,0	 
energy kinetic turbulent	turbulent kinetic energy	turbulent kinetic energy	3	13,8999826553	57,4293397348	304,033992382	7,0	56,0	 
flow laminar	laminar flow	laminar flow	2	23,6045906457	84,7642944949	236,035870647	13,0	80,0	 
tunnel wind	wind tunnel	wind tunnel	2	7,86819688189	35,772917004	258,448911031	5,0	40,0	 
heat-flux surface	surface heat-flux	surface heat-flux|&|Surface heat-flux	2	6,29455750551	34,3859783067	293,655838924	2,0	22,0	 
flow linear shear	linear shear flow	linear shear flow	3	13,8999826553	63,0652977048	253,72781563	4,0	26,0	 
flow near-wall	near-wall flow	near-wall flow	2	6,29455750551	34,3859783067	386,128128709	2,0	17,0	 
channel flow turbulent	turbulent channel flow	turbulent channel flow|&|turbulent flow in a channel|&|Turbulent channel flow|&|Turbulent flow in a channel	3	105,242725819	243,368950425	234,179377713	46,0	435,0	 
