stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network simulation traffic	network traffic simulation	network traffic simulation|&|traffic network simulation	3	5,95713542369	30,549102422	248,622283661	2,0	11,0	 
design network transportation	transportation network design	transportation network design	3	17,8714062711	66,8722775272	292,732934429	16,0	182,0	 
assignment problem traffic	traffic assignment problem	traffic assignment problem	3	23,8285416948	86,3564387268	405,914399253	13,0	111,0	 
model network	network model	network model|&|network models	2	15,7363937638	62,5434340273	307,407587319	14,0	112,0	 
equilibrium model multicriteria network traffic	multicriteria traffic network equilibrium model	multicriteria traffic network equilibrium model	5	7,94284723159	40,7321365627	371,342638398	2,0	26,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	40,7321365627	881,285507528	2,0	11,0	 
quality service	service quality	service quality|&|quality of service	2	9,44183625827	44,0706425981	313,862103246	4,0	14,0	 
design network problem	network design problem	network design problem|&|network design problems	3	75,4570487001	196,371268029	291,392747836	45,0	573,0	 
model network neural	neural network model	neural network model	3	9,92855903949	50,9151707034	457,32084498	2,0	19,0	 
freight transportation	freight transportation	freight transportation	2	6,29455750551	33,7434831866	277,448597787	3,0	15,0	 
prediction traffic	traffic prediction	traffic prediction	2	7,86819688189	38,9890746839	487,674007434	3,0	10,0	 
growth urban	urban growth	urban growth|&|Urban growth	2	39,3409844095	134,34274908	783,496535682	19,0	51,0	 
land use	land use	land use	2	20,4573118929	76,7415470094	220,409680436	11,0	78,0	 
choice model	choice model	choice model|&|choice models	2	12,589115011	53,6564099186	295,041446333	11,0	108,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	33,7434831866	490,026314743	2,0	14,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	9,44183625827	41,9637577245	387,728539945	17,0	142,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	29,7856771185	99,3767430857	235,173468955	12,0	97,0	 
method solution	solution methods	solution methods	2	9,44183625827	41,9637577245	239,5887875	5,0	44,0	 
system traffic	traffic system	traffic system|&|traffic systems	2	12,589115011	51,7157892812	366,130993455	10,0	85,0	 
modeling network traffic	network traffic modeling	network traffic modeling|&|traffic network modeling	3	7,94284723159	35,2265743985	386,501950718	4,0	17,0	 
measurement traffic	traffic measurements	traffic measurements|&|traffic measurement	2	9,44183625827	41,9637577245	438,818210077	5,0	28,0	 
area urban	urban areas	urban areas|&|urban area	2	20,4573118929	73,0117380572	218,328039166	12,0	98,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	65,6452810147	1122,15918886	3,0	16,0	 
guidance system	guidance system	guidance system|&|guidance systems	2	11,0154756347	51,4157496978	250,083414195	6,0	80,0	 
measurement performance	performance measurement	performance measurement	2	11,0154756347	59,0510955765	235,529191123	2,0	28,0	 
efficiency network	network efficiency	network efficiency	2	6,29455750551	29,3804283987	487,416880664	5,0	36,0	 
demand traffic	traffic demand	traffic demand	2	22,0309512693	82,6447429332	310,770433601	11,0	112,0	 
public transportation	public transportation	public transportation	2	7,86819688189	38,9890746839	298,8311157	3,0	11,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	55,5999306211	154,388654776	250,492737405	31,0	373,0	 
series time	time series	time series	2	9,44183625827	41,9637577245	333,442497313	5,0	31,0	 
capacity constraint	capacity constraint	capacity constraint|&|capacity constraints	2	9,44183625827	41,9637577245	207,428032428	7,0	81,0	 
macroscopic model	macroscopic model	macroscopic model|&|macroscopic models	2	7,86819688189	36,7255354984	288,931944105	4,0	39,0	 
