stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
density population size	population size and density	population size and density|&|density and population size|&|population density and the size	4	9,92855903949	36,819780333	288,168901239	4,0	18,0	 
case new	new cases	new cases	2	4,72091812914	21,8777039298	503,567289537	2,0	5,0	 
agricultural production	agricultural production	agricultural production	2	4,72091812914	21,8777039298	231,155831011	2,0	15,0	 
health professional public	public health professionals	public health professionals	3	3,9714236158	20,2334742974	452,477157499	1,0	8,0	 
analysis regression	regression analysis	regression analysis	2	4,72091812914	21,8777039298	222,803089193	2,0	19,0	 
center distance urban	distance from urban center	distance from urban center|&|distance from the urban center	4	3,9714236158	17,4806932153	268,939524917	2,0	8,0	 
density high population	high population density	high population density|&|high density population|&|higher population densities	3	27,7999653106	80,5515530524	246,637603914	9,0	41,0	 
family planning	family planning	family planning	2	15,7363937638	58,5065680071	514,756119447	5,0	25,0	 
period time	time periods	time periods|&|time period	2	7,86819688189	33,2725605837	214,900126205	3,0	34,0	 
density population relationship	relationship between population density	relationship between population density	4	5,95713542369	23,8056292644	244,948862337	3,0	14,0	 
attendant birth traditional	traditional birth attendants	traditional birth attendants	3	3,9714236158	17,4806932153	486,720030243	2,0	10,0	 
branch height live	live branch height	live branch height	3	3,9714236158	20,2334742974	293,926961997	1,0	4,0	 
density function population	population density functions	population density functions|&|population density function|&|population as a function of density	3	17,8714062711	59,0293729237	495,811581708	6,0	23,0	 
cover datum land	land cover data	land cover data	3	7,94284723159	34,9613864306	373,592897243	2,0	16,0	 
population size	population size	population size|&|Population size|&|size of the population	2	33,046426904	93,9326791792	556,312529235	12,0	38,0	 
datum set	data sets	data sets|&|sets of data	2	6,29455750551	24,8072171186	268,238468436	4,0	25,0	 
density population variation	variation in population density	variation in population density|&|variation in the population density	4	3,9714236158	17,4806932153	373,834176515	2,0	10,0	 
annual variability	annual variability	annual variability	2	6,29455750551	33,5333266942	342,059585419	1,0	4,0	 
development process	development process	development process	2	4,72091812914	21,8777039298	249,218270952	2,0	26,0	 
area rural	rural areas	rural areas|&|rural area	2	11,0154756347	40,954597605	381,647678984	5,0	25,0	 
commune datum population	population data per commune	population data per commune	4	3,9714236158	17,4806932153	545,324178564	2,0	13,0	 
curvature propagation term	propagation and curvature terms	propagation and curvature terms|&|curvature and propagation terms	4	9,92855903949	39,676048774	330,004987074	3,0	30,0	 
density mammal population terrestrial	population density in terrestrial mammals	population density in terrestrial mammals|&|population density of terrestrial mammals	5	5,95713542369	30,3502114461	348,516425351	1,0	7,0	 
association density population	association between population density	association between population density|&|association with population density	4	5,95713542369	26,221039823	334,973238191	2,0	12,0	 
density-dependent habitat selection	density-dependent habitat selection	density-dependent habitat selection	3	3,9714236158	20,2334742974	376,219662395	1,0	5,0	 
