stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
flat plate	flat plate	flat plate	2	31,4727875276	116,832217436	216,399875365	14,0	139,0	 
flow region	flow region	flow region|&|region flow|&|region of the flow	2	20,4573118929	90,1208693938	225,030058255	7,0	68,0	 
boundary flow layer	boundary layer flow	boundary layer flow	3	27,7999653106	112,289495759	383,785386428	11,0	101,0	 
function wall	wall function	wall function	2	9,44183625827	46,8780480498	192,407175598	4,0	42,0	 
flow study	flow studies	flow studies	2	11,0154756347	54,6910560581	228,318078663	4,0	22,0	 
constant flux heat	constant heat flux	constant heat flux	3	7,94284723159	39,873289991	273,935951178	3,0	39,0	 
flow shear	shear flow	shear flow|&|shear flows|&|flow in the shear	2	84,9765263245	253,56380898	256,841511351	33,0	219,0	 
element finite method	finite element method	finite element method	3	13,8999826553	65,7794816669	229,837465737	4,0	32,0	 
force lift	lift force	lift force|&|lift forces	2	25,1782300221	107,555908981	317,094585653	10,0	80,0	 
Les result	LES results	LES results	2	14,1627543874	62,3913711188	200,444315284	7,0	64,0	 
coefficient friction skin	skin friction coefficient	skin friction coefficient	3	7,94284723159	39,873289991	328,814025562	3,0	39,0	 
fraction volume	volume fractions	volume fractions|&|volume fraction	2	12,589115011	55,45899655	195,643119963	7,0	61,0	 
channel flow heat transfer turbulent	turbulent heat transfer in a channel flow	turbulent heat transfer in a channel flow|&|turbulent channel flow with heat transfer|&|turbulent heat transfer in channel flow|&|heat transfer of turbulent channel flow|&|heat transfer in a turbulent channel flow	7	13,8999826553	58,0008319209	310,760168008	10,0	126,0	 
development flow	flow development	flow development|&|development of the flow	2	97,5656413355	259,753305187	391,409905504	40,0	169,0	 
flow pipe turbulent	turbulent pipe flow	turbulent pipe flow	3	17,8714062711	77,3273876102	224,151675589	8,0	91,0	 
present result	present results	present results	2	11,0154756347	48,5266219813	289,673425344	7,0	57,0	 
channel friction half velocity width	friction velocity and the channel half width	friction velocity and the channel half width	7	11,9142708474	51,5515917401	434,424500494	6,0	59,0	 
shear stress wall	wall shear stress	wall shear stress|&|wall shear stresses	3	135,028402937	350,030962813	414,194262163	38,0	380,0	 
level turbulence	turbulence levels	turbulence levels	2	9,44183625827	44,7711631762	235,489539455	5,0	37,0	 
shear wall	wall shear	wall shear	2	11,0154756347	50,224665039	413,761315524	42,0	407,0	 
heat transfer turbulent	turbulent heat transfer	turbulent heat transfer	3	27,7999653106	101,017579819	282,36445931	17,0	201,0	 
entrance flow	entrance flow	entrance flow|&|flows near the entrance|&|entrance flows|&|flow entrance|&|flow near the entrance	2	15,7363937638	69,3237456876	370,353605902	7,0	45,0	 
bulk velocity	bulk velocity	bulk velocity	2	15,7363937638	65,3689628856	197,480795203	9,0	96,0	 
field mean velocity	mean velocity field	mean velocity field	3	9,92855903949	46,9853440478	214,040993836	4,0	32,0	 
ejection event	ejection events	ejection events	2	9,44183625827	44,7711631762	401,514673628	5,0	43,0	 
equation motion	equation of motion	equation of motion|&|equations of motion|&|motion equations	3	9,44183625827	43,0497128906	292,987827988	6,0	44,0	 
combustion model	combustion model	combustion model	2	11,0154756347	57,8600109177	275,242086114	3,0	26,0	 
large-eddy mean simulation	means of large-eddy simulation	means of large-eddy simulation	4	7,94284723159	37,5882752382	328,000217412	4,0	35,0	 
energy equation momentum	momentum and energy equations	momentum and energy equations	4	9,92855903949	44,7698501243	248,217217188	5,0	46,0	 
length scale	length scale	length scale|&|length scales	2	11,0154756347	52,2330237055	230,427212933	5,0	48,0	 
flow rate	flow rate	flow rate|&|flow rates	2	34,6200662803	128,51543918	224,943943547	15,0	84,0	 
flux heat	heat flux	heat flux|&|heat fluxes	2	31,4727875276	108,922651832	235,324550474	32,0	385,0	 
flow phenomenon	flow phenomena	flow phenomena|&|flow phenomenon	2	11,0154756347	52,2330237055	202,380981945	5,0	36,0	 
flow regime	flow regimes	flow regimes|&|flow regime	2	20,4573118929	80,8744687464	198,877276159	11,0	87,0	 
section test	test section	test section	2	9,44183625827	44,7711631762	225,142643129	5,0	55,0	 
eddy simulation	eddy simulation	eddy simulation|&|eddy simulations	2	14,1627543874	64,5745693358	315,117013177	54,0	529,0	 
layer separated shear	separated shear layer	separated shear layer	3	15,8856944632	66,2866650525	188,662398293	7,0	81,0	 
entrance region	entrance region	entrance region	2	28,3255087748	109,515392127	397,707837934	14,0	89,0	 
fluctuation temperature	temperature fluctuations	temperature fluctuations	2	15,7363937638	67,2224431134	188,198827084	11,0	141,0	 
eddy large simulation	large eddy simulation	large eddy simulation|&|Large eddy simulation|&|large eddy simulations	3	133,042691129	304,667187983	326,225604344	49,0	479,0	 
channel flow open	open channel flow	open channel flow|&|flow in an open channel	3	17,8714062711	77,3273876102	214,432497525	6,0	44,0	 
entrance length	entrance length	entrance length	2	29,8991481512	124,201029483	342,699223101	9,0	70,0	 
bed shear stress	bed shear stress	bed shear stress	3	7,94284723159	37,5882752382	202,737619383	4,0	41,0	 
sediment transport	sediment transport	sediment transport	2	15,7363937638	74,6186052936	215,608234118	5,0	40,0	 
Large-eddy flow simulation turbulent	Large-eddy simulation of turbulent flow	Large-eddy simulation of turbulent flow	5	11,9142708474	51,5515917401	323,878587584	6,0	54,0	 
shedding vortex	vortex shedding	vortex shedding	2	12,589115011	55,45899655	198,028816032	7,0	61,0	 
flow pipe	pipe flow	pipe flow|&|pipe flows	2	44,0619025386	157,681457203	266,953729789	21,0	208,0	 
fluctuation temperature velocity	velocity and temperature fluctuations	velocity and temperature fluctuations	4	9,92855903949	46,9853440478	196,412654089	4,0	60,0	 
Direct numerical simulation	Direct numerical simulation	Direct numerical simulation|&|Direct numerical simulations	3	73,4713368922	186,258518804	231,400776156	42,0	388,0	 
flow technique visualization	flow visualization technique	flow visualization technique|&|technique of flow visualization	3	7,94284723159	37,5882752382	596,306090411	4,0	21,0	 
free-stream velocity	free-stream velocity	free-stream velocity	2	9,44183625827	46,8780480498	203,445765922	4,0	35,0	 
blood flow velocity	blood flow velocity	blood flow velocity|&|velocity of blood flow	3	11,9142708474	53,7238201491	511,617962946	5,0	33,0	 
gradient velocity	velocity gradient	velocity gradient|&|velocity gradients	2	18,8836725165	73,0102614177	203,581668867	12,0	105,0	 
cross section	cross section	cross section	2	17,3100331402	71,9058591742	263,608977499	9,0	76,0	 
flow pattern	flow pattern	flow pattern|&|flow patterns|&|pattern of flow	2	47,2091812914	166,082379669	188,187197969	19,0	164,0	 
development length	development length	development length	2	9,44183625827	46,8780480498	311,716983248	4,0	33,0	 
channel wall	channel wall	channel wall|&|channel walls|&|wall of the channel	2	12,589115011	55,45899655	216,963818682	7,0	88,0	 
Large-eddy simulation	Large-eddy simulation	Large-eddy simulation|&|Large-eddy simulations	2	44,0619025386	139,815893126	309,328908265	29,0	256,0	 
motion particle	particle motion	particle motion|&|motion of particles|&|motion of the particles|&|motion of a particle	2	15,7363937638	71,7495214843	361,039794772	6,0	46,0	 
boundary layer	boundary layer	boundary layer|&|boundary layers	2	149,495740756	347,7079304	260,851183025	72,0	622,0	 
channel heat transfer	heat transfer in a channel	heat transfer in a channel	5	13,8999826553	62,677790174	217,02287058	5,0	66,0	 
bubble separation	separation bubble	separation bubble	2	12,589115011	57,3996171874	194,648232676	7,0	85,0	 
shear stress	shear stress	shear stress|&|shear stresses	2	119,596592605	296,602240375	309,41243581	80,0	762,0	 
fluctuation heat-flux	heat-flux fluctuations	heat-flux fluctuations	2	9,44183625827	53,4226302315	452,469309367	2,0	18,0	 
large-eddy simulation	large-eddy simulation	large-eddy simulation|&|large-eddy simulations	2	48,7828206677	149,050378684	256,544486597	29,0	277,0	 
energy equation	energy equations	energy equations|&|energy equation	2	14,1627543874	60,5001988021	219,138864815	13,0	137,0	 
channel flow particle-laden turbulent	turbulent particle-laden channel flow	turbulent particle-laden channel flow|&|particle-laden turbulent channel flow	4	9,92855903949	44,7698501243	190,548493326	5,0	48,0	 
leakage tip vortex	tip leakage vortex	tip leakage vortex	3	7,94284723159	43,0938374024	290,216453454	2,0	14,0	 
structure turbulent	turbulent structures	turbulent structures|&|turbulent structure	2	17,3100331402	70,0820651565	212,44508716	10,0	106,0	 
conditioner flow	flow conditioner	flow conditioner|&|flow conditioners	2	17,3100331402	90,9228742992	208,966718461	3,0	25,0	 
bundle tube	tube bundle	tube bundle	2	9,44183625827	49,5942950723	209,074869757	3,0	34,0	 
heat rate transfer	heat transfer rate	heat transfer rate|&|heat transfer rates|&|rate of heat transfer	3	15,8856944632	66,2866650525	197,027209129	7,0	108,0	 
gradient temperature	temperature gradients	temperature gradients|&|temperature gradient	2	11,0154756347	50,224665039	247,793636588	6,0	61,0	 
layer shear	shear layer	shear layer|&|shear layers	2	50,3564600441	164,171177073	200,29315221	27,0	257,0	 
