stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
family planning service	family planning services	family planning services	3	5,95713542369	27,85148295	375,848995841	2,0	21,0	 
density population size	population size and density	population size and density|&|size population density|&|density and population size|&|population density and the size	4	9,92855903949	39,5371855448	292,9754904	5,0	29,0	 
law power	power law	power law	2	4,72091812914	21,2556319582	236,329605807	3,0	25,0	 
birth rate	birth rates	birth rates|&|birth rate	2	17,3100331402	69,0949087037	262,349433555	5,0	45,0	 
numerous population specialized survey	numerous specialized population surveys	numerous specialized population surveys	4	3,9714236158	18,5676553	708,426068848	2,0	20,0	 
analysis regression	regression analysis	regression analysis	2	6,29455750551	28,3408426109	392,66890103	3,0	21,0	 
spatial variation	spatial variation	spatial variation	2	4,72091812914	23,1697995378	229,540287256	2,0	13,0	 
density maximum population	maximum population density	maximum population density	3	7,94284723159	33,9147631886	446,569816791	3,0	29,0	 
family planning	family planning	family planning	2	18,8836725165	69,0224325131	421,40127788	8,0	65,0	 
density dependence	density dependence	density dependence	2	31,4727875276	110,834782374	397,861599017	8,0	59,0	 
cause major	major causes	major causes	2	4,72091812914	21,2556319582	373,844602897	3,0	18,0	 
health service	health services	health services	2	4,72091812914	21,2556319582	261,194087071	5,0	50,0	 
density population relationship	relationship between population density	relationship between population density|&|population density relationship	4	9,92855903949	37,3216916213	281,786338428	5,0	31,0	 
density function population	population density functions	population density functions|&|population density function|&|population as a function of density	3	17,8714062711	63,9207023049	899,047805362	6,0	22,0	 
cover datum land	land cover data	land cover data	3	7,94284723159	37,1353106	423,946181134	2,0	17,0	 
population size	population size	population size|&|Population size|&|Population Size|&|size of the population|&|size population	2	48,7828206677	137,980238073	433,83161005	20,0	102,0	 
datum set	data sets	data sets|&|sets of data	2	6,29455750551	26,5300112625	310,225289834	4,0	28,0	 
rate strain tangential term	tangential strain rate term	tangential strain rate term	4	9,92855903949	46,41913825	260,084180429	2,0	24,0	 
area rural	rural areas	rural areas|&|rural area	2	12,589115011	47,9555756461	512,582641419	6,0	30,0	 
rate survival	survival rate	survival rate	2	6,29455750551	26,5300112625	289,816504707	4,0	19,0	 
curvature propagation term	propagation and curvature terms	propagation and curvature terms|&|curvature and propagation terms	4	9,92855903949	42,3934539857	382,31477239	3,0	30,0	 
child health	child health	child health	2	6,29455750551	28,3408426109	282,49084851	3,0	22,0	 
density mammal population terrestrial	population density in terrestrial mammals	population density in terrestrial mammals|&|population density of terrestrial mammals	5	5,95713542369	31,9806545732	539,280294866	1,0	7,0	 
energy use	energy use	energy use	2	4,72091812914	23,1697995378	324,585765132	2,0	18,0	 
dynamics population	population dynamics	population dynamics|&|dynamics of this population	2	25,1782300221	88,6678258988	419,692238697	8,0	52,0	 
age child	children under age	children under age	3	4,72091812914	21,2556319582	664,636863143	3,0	24,0	 
control population	population control	population control|&|control population|&|population on the control	2	4,72091812914	23,1697995378	397,682511686	2,0	7,0	 
domestic violence	domestic violence	domestic violence	2	4,72091812914	23,1697995378	359,137878301	2,0	15,0	 
country develop	developed countries	developed countries	2	7,86819688189	31,4067766835	335,670932436	5,0	57,0	 
density estimate	density estimate	density estimate|&|density estimates|&|estimates of the density	2	6,29455750551	26,5300112625	490,387847406	4,0	12,0	 
availability resource	resource availability	resource availability	2	4,72091812914	23,1697995378	229,435806253	2,0	16,0	 
mortality rate	mortality rates	mortality rates|&|mortality rate	2	9,44183625827	39,7950168938	351,804321164	5,0	32,0	 
population total	total population	total population	2	4,72091812914	23,1697995378	233,758359667	2,0	18,0	 
density relationship	density relationship	density relationship|&|density relationships|&|relationships between density	2	9,44183625827	42,5112639163	485,940107198	4,0	29,0	 
pattern similar	similar pattern	similar pattern	2	4,72091812914	23,1697995378	265,923819095	2,0	20,0	 
density grid	density grid	density grid|&|density grids	2	4,72091812914	23,1697995378	275,375987	3,0	21,0	 
annual variability	annual variability	annual variability	2	6,29455750551	35,2561208382	314,884849725	1,0	6,0	 
development urban	urban development	urban development	2	4,72091812914	21,2556319582	337,796338553	3,0	20,0	 
association density population	association between population density	association between population density|&|association with population density	4	5,95713542369	27,85148295	371,46679305	2,0	13,0	 
change climate	climate change	climate change	2	17,3100331402	65,9389165134	243,527978192	6,0	15,0	 
World population	World population	World population	2	6,29455750551	26,5300112625	549,227397129	4,0	31,0	 
patch size	patch size	patch size	2	4,72091812914	23,1697995378	247,423519419	2,0	10,0	 
home range	home range	home range|&|home ranges|&|Home range	2	40,9146237858	149,548603778	516,759179695	9,0	55,0	 
body mass	body mass	body mass	2	20,4573118929	81,6576193771	573,293808039	6,0	34,0	 
growth population	population growth	population growth|&|Population growth	2	45,635541915	123,703194569	399,770717467	28,0	195,0	 
datum population	population data	population data|&|data on population	2	6,29455750551	28,3408426109	452,819232479	4,0	25,0	 
dilatation rate	dilatation rate	dilatation rate	2	4,72091812914	23,1697995378	247,840976535	2,0	23,0	 
area census	census area	census area	2	7,86819688189	38,6163325629	277,823165811	2,0	10,0	 
deer red	red deer	red deer	2	11,0154756347	54,0628655881	289,718496503	2,0	9,0	 
number total	total number	total number	2	6,29455750551	26,5300112625	246,111887088	4,0	27,0	 
growth population rate	population growth rate	population growth rate|&|population growth rates|&|rate of population growth	3	21,8428298869	69,2687974356	337,904513921	9,0	70,0	 
body size	body size	body size|&|body sizes	2	33,046426904	109,002424435	654,743864701	12,0	67,0	 
population world	world population	world population	2	12,589115011	47,9555756461	235,431525252	6,0	23,0	 
characteristic demographic	demographic characteristics	demographic characteristics|&|Demographic characteristics	2	4,72091812914	21,2556319582	400,259457152	3,0	4,0	 
migration net projected	projected net migration	projected net migration	3	3,9714236158	18,5676553	708,426068848	2,0	20,0	 
body weight	body weight	body weight	2	11,0154756347	49,596474569	318,075634995	3,0	17,0	 
change population	population change	population change|&|population changes	2	9,44183625827	39,7950168938	383,067388912	4,0	15,0	 
child woman	women and children	women and children	3	4,72091812914	23,1697995378	293,624689241	2,0	17,0	 
food resource	food resources	food resources	2	6,29455750551	26,5300112625	302,977682277	4,0	32,0	 
health reproductive	reproductive health	reproductive health	2	11,0154756347	43,9694873569	433,15442148	5,0	22,0	 
animal density population	animal population density	animal population density|&|population density animals	3	9,92855903949	37,3216916213	494,955798709	5,0	19,0	 
metabolic rate	metabolic rates	metabolic rates|&|metabolic rate	2	6,29455750551	28,3408426109	432,81171087	3,0	26,0	 
