stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
model turbulence	turbulence models	turbulence models|&|turbulence model	2	50,3564600441	170,652350823	192,702615924	19,0	149,0	 
outer wall	outer wall	outer wall	2	9,44183625827	46,7090621295	290,201518256	4,0	48,0	 
blood flow	blood flow	blood flow	2	45,635541915	171,971907471	535,211135389	15,0	83,0	 
heat transfer	heat transfer	heat transfer|&|Heat transfer	2	158,937577014	361,246505598	237,740146081	83,0	823,0	 
flow velocity	flow velocity	flow velocity|&|flow velocities|&|velocity of flow	2	15,7363937638	63,4293251237	424,094014431	18,0	133,0	 
friction velocity	friction velocity	friction velocity	2	14,1627543874	58,5785877167	330,32388877	18,0	196,0	 
apex divider flow	flow divider apex	flow divider apex	3	7,94284723159	42,9516797424	315,8746583	2,0	28,0	 
drop pressure	pressure drop	pressure drop	2	40,9146237858	145,686223653	200,122199524	17,0	138,0	 
flow visualization	flow visualization	flow visualization|&|flow visualizations	2	14,1627543874	60,2467199217	201,743835894	9,0	57,0	 
channel flow	channel flow	channel flow|&|channel flows|&|flow in a channel|&|flow in the channel	2	149,495740756	322,75213569	279,771126971	118,0	1024,0	 
energy kinetic turbulent	turbulent kinetic energy	turbulent kinetic energy	3	23,8285416948	88,2333782322	215,765320233	12,0	111,0	 
flow laminar	laminar flow	laminar flow	2	23,6045906457	88,9509866227	279,938017621	13,0	80,0	 
equation motion	equation of motion	equation of motion|&|equations of motion|&|motion equations	3	9,44183625827	42,8807269703	289,931551888	6,0	43,0	 
duct heat square transfer	heat transfer in a square duct	heat transfer in a square duct	6	9,92855903949	49,6639154137	214,731432491	3,0	45,0	 
flow linear shear	linear shear flow	linear shear flow	3	13,8999826553	65,5307057618	315,14419549	4,0	28,0	 
blood flow pulsatile	pulsatile blood flow	pulsatile blood flow	3	9,92855903949	49,6639154137	290,399565237	3,0	22,0	 
heat surface transfer	surface heat transfer	surface heat transfer	3	9,92855903949	46,8076469727	213,789284214	4,0	41,0	 
flow heat transfer turbulent	turbulent flow and heat transfer	turbulent flow and heat transfer|&|heat transfer for turbulent flow|&|heat transfer in turbulent flow	5	29,7856771185	107,70003001	191,869125931	12,0	160,0	 
parameter shear	shear parameter	shear parameter	2	18,8836725165	98,8506183041	380,441178713	3,0	27,0	 
channel flow turbulent	turbulent channel flow	turbulent channel flow|&|turbulent flow in a channel	3	140,985538361	314,332685216	289,037339326	59,0	533,0	 
Direct channel flow numerical simulation turbulent	Direct numerical simulation of turbulent channel flow	Direct numerical simulation of turbulent channel flow|&|Direct numerical simulation of the turbulent channel flow|&|Direct numerical simulation of a turbulent channel flow	7	11,9142708474	51,3383552501	208,859506495	6,0	47,0	 
flux heat turbulent	turbulent heat fluxes	turbulent heat fluxes|&|turbulent heat flux	3	23,8285416948	93,0150682659	205,672476753	9,0	125,0	 
distribution velocity	velocity distributions	velocity distributions|&|velocity distribution	2	12,589115011	59,4695696746	199,224113328	5,0	52,0	 
density function probability	probability density functions	probability density functions|&|Probability density functions	3	11,9142708474	51,3383552501	230,224483917	6,0	65,0	 
characteristic flow	flow characteristics	flow characteristics|&|characteristics of the flow	2	9,44183625827	42,8807269703	322,958723562	6,0	48,0	 
diameter pipe	pipe diameter	pipe diameter	2	9,44183625827	42,8807269703	220,509288949	6,0	45,0	 
flat plate	flat plate	flat plate	2	31,4727875276	116,268931035	214,402106619	14,0	140,0	 
boundary flow layer	boundary layer flow	boundary layer flow	3	27,7999653106	111,791943949	380,428704893	11,0	101,0	 
shear wall	wall shear	wall shear	2	11,0154756347	50,0275147987	414,855147773	41,0	392,0	 
flow fluid	fluid flow	fluid flow	2	11,0154756347	48,329471741	202,992295787	7,0	56,0	 
function wall	wall function	wall function	2	7,86819688189	41,1877576267	208,439589843	3,0	33,0	 
flow study	flow studies	flow studies	2	11,0154756347	54,4939058178	197,068960015	4,0	22,0	 
constant flux heat	constant heat flux	constant heat flux	3	7,94284723159	39,7311323309	204,483590027	3,0	39,0	 
flow shear	shear flow	shear flow|&|shear flows|&|flow in the shear	2	84,9765263245	252,042935698	266,207734419	33,0	219,0	 
element finite method	finite element method	finite element method	3	13,8999826553	65,5307057618	268,402610496	4,0	32,0	 
flow thermal	flow and thermal	flow and thermal	3	9,44183625827	42,8807269703	212,612510295	6,0	61,0	 
force lift	lift force	lift force|&|lift forces	2	25,1782300221	107,105279861	315,797891345	10,0	81,0	 
coefficient friction skin	skin friction coefficient	skin friction coefficient	3	7,94284723159	39,7311323309	317,675383979	3,0	39,0	 
fraction volume	volume fractions	volume fractions|&|volume fraction	2	12,589115011	55,2336819897	192,87602785	7,0	62,0	 
channel flow heat transfer turbulent	turbulent heat transfer in a channel flow	turbulent heat transfer in a channel flow|&|turbulent channel flow with heat transfer|&|turbulent heat transfer in channel flow|&|heat transfer of turbulent channel flow|&|heat transfer in a turbulent channel flow	7	13,8999826553	57,7520560159	307,837026509	10,0	126,0	 
agreement reasonable	reasonable agreement	reasonable agreement	2	7,86819688189	37,1684810466	194,389753828	5,0	46,0	 
development flow	flow development	flow development|&|development of the flow	2	94,4183625827	254,527335975	371,142269582	40,0	174,0	 
flow pipe turbulent	turbulent pipe flow	turbulent pipe flow	3	17,8714062711	77,0075328752	232,341167628	8,0	92,0	 
present result	present results	present results	2	11,0154756347	48,329471741	283,659850328	7,0	58,0	 
channel friction half velocity width	friction velocity and the channel half width	friction velocity and the channel half width	7	11,9142708474	51,3383552501	426,121966992	6,0	59,0	 
shear stress wall	wall shear stress	wall shear stress|&|wall shear stresses	3	133,042691129	346,474026404	412,450283413	37,0	366,0	 
flow rate	flow rate	flow rate|&|flow rates	2	34,6200662803	127,895824139	223,364533141	15,0	85,0	 
heat transfer turbulent	turbulent heat transfer	turbulent heat transfer	3	27,7999653106	100,520028009	276,914329211	17,0	201,0	 
entrance flow	entrance flow	entrance flow|&|flows near the entrance|&|entrance flows|&|flow entrance|&|flow near the entrance	2	15,7363937638	69,0421024872	359,182215452	7,0	46,0	 
field mean velocity	mean velocity field	mean velocity field	3	9,92855903949	46,8076469727	248,492302213	4,0	31,0	 
ejection event	ejection events	ejection events	2	9,44183625827	44,6021772559	413,97882013	5,0	43,0	 
depth flow	flow depth	flow depth	2	9,44183625827	46,7090621295	207,787824384	4,0	34,0	 
combustion model	combustion model	combustion model	2	11,0154756347	57,6628606774	250,076819331	3,0	26,0	 
inner wall	inner wall	inner wall	2	15,7363937638	74,3369620932	249,363060789	5,0	56,0	 
large-eddy mean simulation	means of large-eddy simulation	means of large-eddy simulation	4	7,94284723159	37,4461175782	318,009243028	4,0	35,0	 
energy equation momentum	momentum and energy equations	momentum and energy equations	4	9,92855903949	44,5921530492	238,708317122	5,0	46,0	 
length scale	length scale	length scale|&|length scales	2	11,0154756347	52,0358734652	207,690558931	5,0	49,0	 
region separation	separation region	separation region|&|region of separation	2	7,86819688189	37,1684810466	197,405245432	5,0	57,0	 
flux heat	heat flux	heat flux|&|heat fluxes	2	31,4727875276	108,359365431	216,440078282	32,0	387,0	 
field flow heat transfer turbulent	turbulent flow field and the heat transfer	turbulent flow field and the heat transfer|&|turbulent flow field and heat transfer	7	7,94284723159	39,7311323309	198,581378786	3,0	35,0	 
flow phenomenon	flow phenomena	flow phenomena|&|flow phenomenon	2	9,44183625827	46,7090621295	224,134811522	4,0	23,0	 
flow regime	flow regimes	flow regimes|&|flow regime	2	20,4573118929	80,5083325859	197,908829748	11,0	86,0	 
section test	test section	test section	2	9,44183625827	44,6021772559	219,005917399	5,0	55,0	 
eddy simulation	eddy simulation	eddy simulation|&|eddy simulations	2	17,3100331402	73,6348799043	287,360942395	49,0	494,0	 
entrance region	entrance region	entrance region	2	28,3255087748	109,008434366	369,39234739	14,0	91,0	 
eddy large simulation	large eddy simulation	large eddy simulation|&|Large eddy simulation	3	115,171284858	280,692905704	295,771265317	44,0	444,0	 
channel flow open	open channel flow	open channel flow|&|flow in an open channel	3	17,8714062711	77,0075328752	193,801251157	6,0	44,0	 
entrance length	entrance length	entrance length	2	29,8991481512	123,665907402	335,884656195	9,0	71,0	 
bed shear stress	bed shear stress	bed shear stress	3	7,94284723159	37,4461175782	223,708951796	4,0	40,0	 
sediment transport	sediment transport	sediment transport	2	15,7363937638	74,3369620932	227,528204499	5,0	40,0	 
Large-eddy flow simulation turbulent	Large-eddy simulation of turbulent flow	Large-eddy simulation of turbulent flow	5	11,9142708474	51,3383552501	327,937803166	6,0	55,0	 
flow pipe	pipe flow	pipe flow|&|pipe flows	2	44,0619025386	156,892856242	272,539276478	21,0	207,0	 
fluctuation temperature velocity	velocity and temperature fluctuations	velocity and temperature fluctuations	4	9,92855903949	46,8076469727	191,496846727	4,0	60,0	 
Direct numerical simulation	Direct numerical simulation	Direct numerical simulation|&|Direct numerical simulations	3	73,4713368922	184,943560449	228,845319159	42,0	386,0	 
flow technique visualization	flow visualization technique	flow visualization technique|&|technique of flow visualization	3	7,94284723159	37,4461175782	524,547359396	4,0	22,0	 
free-stream velocity	free-stream velocity	free-stream velocity	2	9,44183625827	46,7090621295	240,139484493	4,0	37,0	 
blood flow velocity	blood flow velocity	blood flow velocity|&|velocity of blood flow	3	11,9142708474	53,5105836591	533,36051392	5,0	33,0	 
gradient velocity	velocity gradient	velocity gradient|&|velocity gradients	2	18,8836725165	72,6722895772	203,993334001	12,0	107,0	 
cross section	cross section	cross section	2	17,3100331402	71,5960516537	251,226780991	9,0	77,0	 
flow pattern	flow pattern	flow pattern|&|flow patterns|&|pattern of flow	2	45,635541915	162,496172536	194,125493775	18,0	148,0	 
development length	development length	development length	2	9,44183625827	46,7090621295	306,243963225	4,0	33,0	 
channel wall	channel wall	channel wall|&|channel walls|&|wall of the channel	2	12,589115011	55,2336819897	210,708813844	7,0	88,0	 
Large-eddy simulation	Large-eddy simulation	Large-eddy simulation|&|Large-eddy simulations	2	40,9146237858	130,838081909	317,798211772	28,0	245,0	 
motion particle	particle motion	particle motion|&|motion of particles|&|motion of the particles|&|motion of a particle	2	15,7363937638	71,4678782839	375,686977623	6,0	47,0	 
boundary layer	boundary layer	boundary layer|&|boundary layers	2	149,495740756	345,032319996	268,006020787	71,0	615,0	 
flow region	flow region	flow region|&|region flow|&|region of the flow	2	20,4573118929	89,7547332333	211,434865565	7,0	69,0	 
bubble separation	separation bubble	separation bubble	2	12,589115011	57,1743026271	198,488834895	7,0	84,0	 
shear stress	shear stress	shear stress|&|shear stresses	2	118,022953228	293,072040843	302,53777255	78,0	734,0	 
fluctuation heat-flux	heat-flux fluctuations	heat-flux fluctuations	2	9,44183625827	53,2536443113	442,44811418	2,0	18,0	 
large-eddy simulation	large-eddy simulation	large-eddy simulation|&|large-eddy simulations	2	48,7828206677	148,177284763	258,10729474	29,0	277,0	 
energy equation	energy equations	energy equations|&|energy equation	2	14,1627543874	60,2467199217	210,223115182	13,0	138,0	 
gradient temperature	temperature gradients	temperature gradients|&|temperature gradient	2	11,0154756347	50,0275147987	240,768286621	6,0	61,0	 
shear velocity	shear velocity	shear velocity|&|velocity shear	2	20,4573118929	92,908241769	218,519365389	8,0	78,0	 
leakage tip vortex	tip leakage vortex	tip leakage vortex	3	7,94284723159	42,9516797424	356,370374046	2,0	12,0	 
structure turbulent	turbulent structures	turbulent structures|&|turbulent structure	2	17,3100331402	69,772257636	220,092279704	10,0	106,0	 
conditioner flow	flow conditioner	flow conditioner|&|flow conditioners	2	17,3100331402	90,6130667788	219,920456379	3,0	26,0	 
bundle tube	tube bundle	tube bundle	2	9,44183625827	49,4253091521	235,187871384	3,0	34,0	 
heat rate transfer	heat transfer rate	heat transfer rate|&|heat transfer rates|&|rate of heat transfer	3	15,8856944632	66,0023497325	191,878590249	7,0	109,0	 
boundary flow layer turbulent	turbulent boundary layer flow	turbulent boundary layer flow	4	7,94284723159	39,7311323309	197,395039387	3,0	34,0	 
jet wall	wall jet	wall jet|&|jet wall	2	9,44183625827	46,7090621295	223,237260876	4,0	27,0	 
