stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
complex network	complex networks	complex networks|&|complex network	2	7,86819688189	36,487087042	297,797192339	5,0	22,0	 
large network	large networks	large networks	2	6,29455750551	29,1896696336	207,410421416	4,0	32,0	 
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks	3	33,7571007343	108,901945015	266,0685901	13,0	102,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	100,751628191	2342,17557231	3,0	8,0	 
flow traffic	traffic flow	traffic flow|&|traffic flows|&|Traffic flow|&|flows of traffic	2	53,5037387969	162,001246209	288,080590573	29,0	274,0	 
21st century	21st century	21st century	2	7,86819688189	34,7313496474	791,874389209	5,0	21,0	 
management strategy	management strategy	management strategy|&|management strategies	2	6,29455750551	29,1896696336	332,556315455	4,0	29,0	 
model two-fluid	two-fluid model	two-fluid model	2	6,29455750551	33,5527244214	303,35738106	2,0	27,0	 
result simulation	simulation results	simulation results|&|result of simulation	2	12,589115011	49,6532296916	244,453905023	8,0	79,0	 
layout network	network layout	network layout	2	6,29455750551	33,5527244214	240,363867505	6,0	47,0	 
state steady	steady state	steady state	2	6,29455750551	31,000500982	250,78299804	3,0	19,0	 
path planning	path planning	path planning	2	6,29455750551	33,5527244214	237,85802702	2,0	7,0	 
period time	time periods	time periods|&|time period	2	6,29455750551	31,000500982	292,5577568	4,0	36,0	 
level problem upper	upper level problem	upper level problem	3	13,8999826553	58,1235698721	207,789932615	5,0	76,0	 
Urban growth	Urban growth	Urban growth	2	7,86819688189	36,487087042	543,721588792	4,0	3,0	 
multiple period time	multiple time periods	multiple time periods	3	9,92855903949	46,5885979874	270,78537852	3,0	28,0	 
flow link	link flows	link flows	2	9,44183625827	41,6776195768	201,491463517	5,0	59,0	 
network planning transportation	transportation network planning	transportation network planning	3	7,94284723159	40,4914258014	414,279964526	2,0	7,0	 
choice model route	route choice model	route choice model	3	33,7571007343	125,29128126	311,347470124	8,0	85,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	41,9409055268	2318,52105654	2,0	2,0	 
computational result	computational results	computational results	2	6,29455750551	29,1896696336	241,370671135	4,0	25,0	 
consumer surplus	consumer surplus	consumer surplus	2	6,29455750551	31,000500982	223,285022292	3,0	44,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	31,000500982	1113,32455228	3,0	8,0	 
dynamics traffic	traffic dynamics	traffic dynamics	2	12,589115011	58,3793392672	213,347839471	4,0	44,0	 
flow network	network flow	network flow|&|network flows	2	11,0154756347	44,9174877821	202,52017135	7,0	54,0	 
assignment model	assignment model	assignment model|&|assignment models	2	23,6045906457	87,8325934878	224,843135051	42,0	475,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	40,4914258014	212,015918851	2,0	29,0	 
network topology	network topology	network topology	2	7,86819688189	34,7313496474	223,219412967	5,0	37,0	 
congestion traffic	traffic congestion	traffic congestion	2	23,6045906457	85,5828357091	269,042560744	11,0	110,0	 
development regional	regional development	regional development	2	9,44183625827	50,3290866322	475,861428605	2,0	7,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	40,4914258014	326,053243038	2,0	9,0	 
model network traffic	network traffic model	network traffic model|&|traffic network model|&|network traffic models|&|traffic network models|&|model under a traffic network	3	25,8142535027	90,050695586	463,382384846	12,0	87,0	 
demand model	demand model	demand model	2	6,29455750551	31,000500982	237,380339669	3,0	25,0	 
length path	path length	path length	2	6,29455750551	33,5527244214	557,289136735	2,0	10,0	 
engineering traffic	traffic engineering	traffic engineering	2	9,44183625827	41,6776195768	305,403664935	6,0	57,0	 
control traffic	traffic control	traffic control	2	15,7363937638	60,2130568867	300,210208406	9,0	94,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	29,1896696336	366,898869068	5,0	47,0	 
flow forecasting traffic	traffic flow forecasting	traffic flow forecasting	3	7,94284723159	37,2708783899	309,44356048	3,0	27,0	 
equilibrium network	network equilibrium	network equilibrium|&|equilibrium network	2	7,86819688189	36,487087042	262,497372342	9,0	95,0	 
signal timing	signal timing	signal timing	2	14,1627543874	65,6767566756	210,722844163	4,0	31,0	 
network neural	neural network	neural network	2	12,589115011	53,2748923883	355,892432432	6,0	36,0	 
design network problem transportation	transportation network design problem	transportation network design problem|&|transportation network design problems	4	31,7713889264	114,179075257	266,165735729	10,0	120,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	31,000500982	251,513421529	3,0	28,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	52,4787954557	352,022261819	4,0	32,0	 
management traffic	traffic management	traffic management	2	15,7363937638	64,1678396887	227,623597209	8,0	95,0	 
network road urban	urban road network	urban road network	3	7,94284723159	37,2708783899	253,187444413	3,0	42,0	 
development urban	urban development	urban development	2	11,0154756347	51,0819218588	609,621792005	4,0	17,0	 
network optimization problem	network optimization problems	network optimization problems	3	7,94284723159	40,4914258014	243,586775276	2,0	15,0	 
model traffic	traffic model	traffic model|&|traffic models|&|model of the traffic	2	17,3100331402	68,2731908259	464,820539944	13,0	90,0	 
network performance	network performance	network performance	2	23,6045906457	85,5828357091	248,814202811	11,0	111,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	58,7172677375	440,386875861	2,0	4,0	 
design model network	network design model	network design model|&|network design models	3	7,94284723159	34,9858636372	322,719454866	6,0	62,0	 
design network	network design	network design|&|design network|&|Network design	2	51,9300994205	157,236503674	309,740115331	60,0	651,0	 
measurement traffic	traffic measurements	traffic measurements|&|traffic measurement	2	9,44183625827	41,6776195768	558,624623861	5,0	25,0	 
demand uncertainty	demand uncertainty	demand uncertainty|&|uncertainty demand|&|Demand Uncertainty	2	36,1937056567	122,498466254	206,939379593	16,0	183,0	 
datum traffic	traffic data	traffic data|&|data traffic	2	18,8836725165	74,4798445374	268,665333899	8,0	60,0	 
column generation	column generation	column generation	2	6,29455750551	31,000500982	224,8932397	3,0	30,0	 
network traffic	traffic network	traffic network|&|network traffic|&|traffic networks|&|Network traffic	2	133,759346992	277,194528592	424,518505523	81,0	549,0	 
network transport	transport network	transport network	2	7,86819688189	36,487087042	255,229456331	4,0	28,0	 
article full	Full article	Full article	2	9,44183625827	39,9561692912	1022,36138173	6,0	13,0	 
application system	systems applications	systems applications|&|systems and applications	2	6,29455750551	33,5527244214	237,618116307	2,0	12,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	40,4914258014	838,462052491	2,0	10,0	 
growth management	growth management	growth management	2	11,0154756347	54,2508767185	749,655963533	3,0	11,0	 
model simulation	simulation model	simulation model|&|simulation models	2	9,44183625827	41,6776195768	330,12976106	7,0	61,0	 
network urban	urban network	urban network|&|urban networks|&|network and urban	2	7,86819688189	36,487087042	216,301086726	5,0	36,0	 
network road transportation	road transportation network	road transportation network|&|road network transportation	3	11,9142708474	55,9063175849	204,150832697	3,0	28,0	 
assignment traffic	traffic assignment	traffic assignment	2	62,9455750551	187,518576482	296,720755955	59,0	588,0	 
guidance route	route guidance	route guidance	2	14,1627543874	59,9342539368	280,350707656	7,0	67,0	 
flow network traffic	network traffic flow	network traffic flow	3	7,94284723159	40,4914258014	226,695214323	2,0	16,0	 
choice travel	travel choice	travel choice	2	6,29455750551	31,000500982	237,898616021	3,0	23,0	 
infrastructure transportation	transportation infrastructure	transportation infrastructure	2	7,86819688189	41,9409055268	216,781765716	2,0	25,0	 
macroscopic model	macroscopic model	macroscopic model|&|macroscopic models	2	7,86819688189	36,487087042	327,753903556	4,0	38,0	 
design network transportation	transportation network design	transportation network design	3	17,8714062711	66,3306783142	286,1284961	16,0	183,0	 
assignment problem traffic	traffic assignment problem	traffic assignment problem	3	23,8285416948	85,6343064428	388,02284779	13,0	114,0	 
model network	network model	network model|&|network models	2	15,7363937638	62,0665371145	320,993202175	14,0	112,0	 
equilibrium model multicriteria network traffic	multicriteria traffic network equilibrium model	multicriteria traffic network equilibrium model	5	7,94284723159	40,4914258014	324,565578535	2,0	28,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	40,4914258014	871,661962697	2,0	11,0	 
quality service	service quality	service quality|&|quality of service	2	9,44183625827	43,7845044504	287,598916341	4,0	15,0	 
design network problem	network design problem	network design problem|&|network design problems	3	75,4570487001	194,084515796	288,920506584	45,0	571,0	 
model network neural	neural network model	neural network model	3	9,92855903949	50,6142822517	485,076872479	2,0	19,0	 
freight transportation	freight transportation	freight transportation	2	6,29455750551	33,5527244214	273,033058804	3,0	15,0	 
prediction traffic	traffic prediction	traffic prediction	2	6,29455750551	33,5527244214	519,068782635	2,0	4,0	 
growth urban	urban growth	urban growth	2	31,4727875276	111,371957032	1226,90288584	17,0	56,0	 
land use	land use	land use	2	20,4573118929	76,1215810227	206,034586206	11,0	80,0	 
choice model	choice model	choice model|&|choice models	2	12,589115011	53,2748923883	305,063663731	11,0	105,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	33,5527244214	483,682465395	2,0	14,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	9,44183625827	41,6776195768	369,307275756	17,0	145,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	29,7856771185	98,4740777307	246,765246507	12,0	96,0	 
method solution	solution methods	solution methods	2	9,44183625827	41,6776195768	237,569312639	5,0	44,0	 
system traffic	traffic system	traffic system|&|traffic systems	2	12,589115011	51,3342717509	402,883988823	10,0	84,0	 
modeling network traffic	network traffic modeling	network traffic modeling|&|traffic network modeling	3	7,94284723159	34,9858636372	309,450828556	4,0	16,0	 
network problem	network problem	network problem	2	6,29455750551	33,5527244214	205,903333161	3,0	15,0	 
area urban	urban areas	urban areas|&|urban area	2	20,4573118929	72,3917720706	206,110778599	12,0	101,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	65,2240371823	1234,68689466	3,0	15,0	 
guidance system	guidance system	guidance system|&|guidance systems	2	11,0154756347	51,0819218588	263,636389574	6,0	78,0	 
measurement performance	performance measurement	performance measurement	2	11,0154756347	58,7172677375	243,151366374	2,0	28,0	 
efficiency network	network efficiency	network efficiency	2	6,29455750551	29,1896696336	523,959857943	5,0	36,0	 
public transportation	public transportation	public transportation	2	7,86819688189	38,7506262275	296,593547948	3,0	11,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	55,5999306211	152,703679447	251,025876286	31,0	370,0	 
series time	time series	time series	2	7,86819688189	36,487087042	283,162024883	4,0	26,0	 
