stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
model simulation	simulation model	simulation model|&|simulation models	2	9,44183625827	41,9919003273	339,58223224	7,0	61,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	40,7558112366	836,899502171	2,0	10,0	 
consumption energy	energy consumption	energy consumption	2	11,0154756347	51,4485827344	207,805504383	4,0	29,0	 
assignment traffic	traffic assignment	traffic assignment	2	62,9455750551	189,613781485	298,283834929	59,0	589,0	 
network performance	network performance	network performance|&|performance of a network	2	26,7518693984	93,4153335414	276,058332565	13,0	116,0	 
freight transportation	freight transportation	freight transportation	2	6,29455750551	33,7622449218	266,851207542	3,0	15,0	 
flow network traffic	network traffic flow	network traffic flow|&|traffic flow network	3	11,9142708474	52,8753736087	280,967043958	4,0	34,0	 
choice travel	travel choice	travel choice	2	6,29455750551	31,2100214823	242,064015805	3,0	23,0	 
infrastructure transportation	transportation infrastructure	transportation infrastructure	2	7,86819688189	42,2028061522	235,656186244	2,0	24,0	 
macroscopic model	macroscopic model	macroscopic model|&|macroscopic models	2	7,86819688189	36,7489876675	287,856591147	4,0	39,0	 
design network transportation	transportation network design	transportation network design	3	17,8714062711	66,9255455436	293,834463066	16,0	182,0	 
assignment problem traffic	traffic assignment problem	traffic assignment problem	3	23,8285416948	86,4274627487	414,633768131	13,0	111,0	 
flow model traffic	traffic flow models	traffic flow models|&|traffic flow model|&|model of traffic flow	3	11,9142708474	50,2167809005	209,207852623	5,0	37,0	 
road traffic	road traffic	road traffic	2	7,86819688189	42,2028061522	266,47259585	3,0	25,0	 
control network traffic	network traffic control	network traffic control|&|control for traffic network|&|control traffic network	3	9,92855903949	44,0628113406	283,299135001	4,0	43,0	 
model network	network model	network model|&|network models	2	15,7363937638	62,5903383654	308,888790614	14,0	112,0	 
equilibrium model multicriteria network traffic	multicriteria traffic network equilibrium model	multicriteria traffic network equilibrium model	5	7,94284723159	40,7558112366	373,94435178	2,0	26,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	40,7558112366	887,296977198	2,0	11,0	 
quality service	service quality	service quality|&|quality of service	2	9,44183625827	44,0987852009	315,864043195	4,0	14,0	 
design network problem	network design problem	network design problem|&|network design problems	3	75,4570487001	196,596177431	290,942511178	45,0	573,0	 
model network neural	neural network model	neural network model	3	9,92855903949	50,9447640458	460,290076316	2,0	19,0	 
control signal	signal control	signal control	2	12,589115011	55,9892004365	288,692927608	7,0	66,0	 
prediction traffic	traffic prediction	traffic prediction	2	7,86819688189	39,0125268529	486,324891209	3,0	10,0	 
growth urban	urban growth	urban growth|&|Urban growth	2	39,3409844095	134,460009925	789,064416705	19,0	51,0	 
land use	land use	land use	2	20,4573118929	76,8025226488	222,397661677	11,0	78,0	 
choice model	choice model	choice model|&|choice models	2	12,589115011	53,693933389	299,968802057	11,0	108,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	33,7622449218	493,435491546	2,0	14,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	9,44183625827	41,9919003273	394,833141065	17,0	142,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	29,7856771185	99,465523113	239,715032537	12,0	97,0	 
method solution	solution methods	solution methods	2	9,44183625827	41,9919003273	241,527757395	5,0	44,0	 
system traffic	traffic system	traffic system|&|traffic systems	2	12,589115011	51,7533127516	376,549818084	10,0	85,0	 
modeling network traffic	network traffic modeling	network traffic modeling|&|traffic network modeling	3	7,94284723159	35,2502490725	383,99849638	4,0	17,0	 
measurement traffic	traffic measurements	traffic measurements|&|traffic measurement	2	9,44183625827	41,9919003273	376,354047217	5,0	28,0	 
area urban	urban areas	urban areas|&|urban area	2	20,4573118929	73,0727136967	216,281362667	12,0	98,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	65,6867116941	1129,54153942	3,0	16,0	 
guidance system	guidance system	guidance system|&|guidance systems	2	11,0154756347	51,4485827344	253,618739148	6,0	80,0	 
measurement performance	performance measurement	performance measurement	2	11,0154756347	59,0839286131	235,643538055	2,0	28,0	 
efficiency network	network efficiency	network efficiency	2	6,29455750551	29,399190134	489,884947472	5,0	36,0	 
demand traffic	traffic demand	traffic demand	2	23,6045906457	86,3685375854	309,583403281	12,0	124,0	 
public transportation	public transportation	public transportation	2	7,86819688189	39,0125268529	300,933116817	3,0	11,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	55,5999306211	154,554377494	248,737139503	31,0	373,0	 
series time	time series	time series	2	9,44183625827	41,9919003273	278,647727391	5,0	31,0	 
capacity constraint	capacity constraint	capacity constraint|&|capacity constraints	2	9,44183625827	41,9919003273	209,27236399	7,0	81,0	 
