82;network+transportation;growth+urban;46;17;9;8;19;21;14;8;14;3;9;27;18;9;11;9;6;12;6;3;15;8;3;21;29;20;8;9;6;18;10;2;5;9;7;9;3;22;9;73;20;20;20;8;15;4;20;8;20;9;17;5;3;14;10;16;28;22;12;8;3;8;6;11;14;9;10;17;31;6;9;20;20;22;20;19;5;8;5;6;9;76;4;10;4;26;2;9;8;11;185;59;6;10;23;10;41;10;7;6;29;14
138;network+transportation;system+transportation;53;29;8;3;23;7;26;20;28;9;14;20;11;21;20;28;7;13;64;31;9;5;10;28;4;8;6;47;77;12;20;20;20;11;28;18;10;11;24;28;12;28;27;23;5;9;28;30;28;3;3;22;14;3;31;41;38;11;16;160;11;14;19;8;38;11;17;27;28;7;9;14;50;22;20;5;20;2;6;17;21;5;107;20;8;27;241;7;16;48;16;13;22;91;12;23;43;110;45;40;70;9
219;growth+urban;land+use;22;14;5;32;14;19;7;6;4;20;32;35;11;6;17;14;21;1;27;20;32;25;18;18;19;8;86;20;16;20;15;32;27;24;20;30;39;32;19;32;8;42;54;8;39;27;11;25;7;14;22;13;9;11;15;21;11;7;35;21;43;32;15;32;20;77;19;27;20;26;46;27;7;36;26;30;31;26;12;32;11;16;27;24;126;19;7;20;31;10;30;27;12;17;8;26;29;54;45;9;16;94
293;system+transportation;land+use;90;77;32;19;50;5;6;16;37;10;24;13;9;5;13;21;25;27;27;20;8;71;408;21;16;260;38;20;107;27;8;38;28;7;11;9;56;18;30;18;33;43;127;38;37;14;5;32;22;8;125;35;14;8;25;16;46;16;39;27;16;18;34;78;19;27;21;17;24;41;61;6;27;31;27;28;35;28;22;7;16;21;19;18;30;21;26;23;33;26;23;16;46;30;47;42;4;50;38;17;26;455
362;land+use;system+transportation;121;98;23;15;32;53;22;47;99;25;51;115;22;4;11;24;9;8;20;18;65;425;118;13;45;37;19;7;141;25;34;26;99;99;39;16;67;14;8;52;29;39;35;37;30;25;9;18;113;115;20;6;99;18;32;8;72;39;25;14;17;5;40;34;25;39;130;49;20;16;102;32;23;34;22;102;26;34;20;41;99;49;4;31;100;51;75;19;16;232;65;9;64;9;30;29;24;24;116;47;27;673
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
382;land+use;system+transportation;137;98;24;16;32;67;19;46;99;25;61;113;22;16;11;24;9;20;18;64;420;154;13;44;37;50;7;154;25;34;26;99;99;9;65;14;31;17;8;51;29;34;37;33;9;18;27;113;109;20;5;99;18;32;8;72;14;25;5;39;34;25;43;128;20;16;102;31;64;23;33;22;102;26;42;22;25;46;99;50;4;31;100;49;74;10;49;231;64;23;63;9;29;29;24;44;24;114;46;40;27;729
