stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
density dependence	density dependence	density dependence	2	31,4727875276	104,650184752	255,036650814	8,0	60,0	 
density relation	density in relation	density in relation|&|relation between density|&|density or the relation	3	4,72091812914	20,3279423149	300,369685533	3,0	9,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	32,3539445272	375,630766169	4,0	44,0	 
density gradient population	gradient of population density	gradient of population density|&|population density gradient	4	5,95713542369	26,680868954	315,410673744	2,0	11,0	 
body density population size	population density and body size	population density and body size|&|Population density and body size|&|population density with body size	5	9,92855903949	35,3706682945	363,904920434	5,0	25,0	 
habitat use	habitat use	habitat use	2	4,72091812914	22,2421098945	188,98241243	2,0	10,0	 
distribution population	population distribution	population distribution	2	6,29455750551	29,656146526	227,863765848	2,0	12,0	 
density low population	low population density	low population density	3	5,95713542369	26,680868954	237,030327532	2,0	10,0	 
development economic	economic development	economic development	2	4,72091812914	20,3279423149	362,670095852	3,0	8,0	 
density increase	density increases	density increases|&|density increase|&|increase in density	2	6,29455750551	25,2930917381	353,138862233	6,0	40,0	 
FSD transport	FSD transport	FSD transport	2	9,44183625827	44,4842197889	233,43779573	2,0	23,0	 
temporal variability	temporal variability	temporal variability	2	7,86819688189	37,0701831574	184,130611501	2,0	13,0	 
attention particular	particular attention	particular attention	2	4,72091812914	20,3279423149	239,239440265	3,0	20,0	 
estimate population	population estimates	population estimates|&|estimates of the population|&|estimated population	2	11,0154756347	39,7965195227	378,652707443	6,0	25,0	 
number total	total number	total number	2	6,29455750551	25,2930917381	304,583149155	4,0	27,0	 
rate strain	strain rate	strain rate	2	7,86819688189	31,6163646727	375,630766169	4,0	44,0	 
density population	population density	population density|&|Population density|&|population densities|&|density population|&|density populations|&|density of populations	2	306,859678394	321,537794633	360,520375537	92,0	389,0	 
home range size	home range size	home range size	3	13,8999826553	62,2553608926	497,187822389	3,0	16,0	 
equality gender	gender equality	gender equality	2	4,72091812914	22,2421098945	316,086129466	2,0	15,0	 
bird population	bird population	bird population|&|Bird population	2	6,29455750551	27,1039230865	260,19878844	3,0	15,0	 
density function	density functions	density functions|&|density function|&|function of density	2	6,29455750551	27,1039230865	634,37040159	8,0	24,0	 
land use	land use	land use	2	11,0154756347	47,4318654014	429,161862254	3,0	15,0	 
percentage pregnant teen	percentage of pregnant teens	percentage of pregnant teens	4	7,94284723159	41,0800541028	304,638706454	1,0	6,0	 
density increase population	population density increases	population density increases|&|increases in population density	3	9,92855903949	35,3706682945	189,537336683	5,0	26,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	9,44183625827	44,4842197889	349,018607804	3,0	30,0	 
growth rate	growth rates	growth rates|&|growth rate	2	7,86819688189	29,860627278	232,324232287	8,0	57,0	 
international migration	international migration	international migration	2	4,72091812914	22,2421098945	351,582315586	2,0	17,0	 
age group	age groups	age groups	2	7,86819688189	33,8799038581	349,524251231	3,0	11,0	 
curvature dependence	curvature dependence	curvature dependence	2	4,72091812914	20,3279423149	278,114100631	3,0	29,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	7,94284723159	32,3539445272	275,737545633	3,0	34,0	 
area urban	urban areas	urban areas|&|urban area	2	14,1627543874	48,983755455	281,164635965	8,0	46,0	 
density maximum population	maximum population density	maximum population density	3	5,95713542369	26,680868954	275,019920525	2,0	16,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	22,2421098945	232,174932622	2,0	21,0	 
antibiotic resistance	antibiotic resistance	antibiotic resistance	2	4,72091812914	25,5144009853	354,569489864	1,0	7,0	 
group size	group size	group size|&|size group	2	7,86819688189	37,0701831574	306,519629158	2,0	8,0	 
heat release	heat release	heat release	2	7,86819688189	37,0701831574	279,951888683	2,0	23,0	 
cover land	land cover	land cover	2	9,44183625827	40,6558846297	329,160373405	4,0	23,0	 
capita government	capita government	capita government	2	4,72091812914	25,5144009853	191,297448189	1,0	3,0	 
density grid population	population density grid	population density grid	3	7,94284723159	35,5744919386	545,786395273	2,0	15,0	 
factor important	important factor	important factor	2	4,72091812914	20,3279423149	294,111301104	3,0	19,0	 
natural selection	natural selection	natural selection|&|Natural selection	2	6,29455750551	29,656146526	202,609979724	2,0	15,0	 
series time	time series	time series	2	6,29455750551	25,2930917381	296,520748416	7,0	50,0	 
