stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
case new	new cases	new cases	2	4,72091812914	20,4609347187	447,670643119	2,0	5,0	 
density distribution population	population density distribution	population density distribution	3	3,9714236158	16,2888507496	483,672678444	2,0	6,0	 
initial response specie	initial response of a species	initial response of a species	5	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
change density population	population density changes	population density changes	3	3,9714236158	19,0416318317	139,992460788	1,0	2,0	 
center distance urban	distance from urban center	distance from urban center|&|distance from the urban center	4	3,9714236158	16,2888507496	184,705897898	2,0	7,0	 
density high population	high population density	high population density|&|higher population densities|&|highest population density	3	17,8714062711	50,9111924021	316,232697013	7,0	26,0	 
dependency fragmentation habitat	dependency on habitat fragmentation	dependency on habitat fragmentation	4	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
initial organism response speed	speed of the initial response of organisms	speed of the initial response of organisms	7	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
family planning	family planning	family planning	2	4,72091812914	20,4609347187	563,106855105	2,0	6,0	 
fishery science	fisheries science	fisheries science	2	6,29455750551	31,6443010794	710,356859383	1,0	2,0	 
density population relationship	relationship between population density	relationship between population density	4	5,95713542369	22,0178655659	376,320386456	3,0	10,0	 
attendant birth traditional	traditional birth attendants	traditional birth attendants	3	3,9714236158	16,2888507496	648,426253121	2,0	8,0	 
density function population	population density functions	population density functions|&|population density function|&|population as a function of density	3	17,8714062711	53,6660818282	449,604648511	6,0	20,0	 
cover datum land	land cover data	land cover data	3	7,94284723159	32,5777014993	273,367057097	2,0	15,0	 
population size	population size	population size|&|Population size|&|size of the population	2	18,8836725165	58,1869732367	849,417866923	7,0	15,0	 
datum set	data sets	data sets|&|sets of data	2	6,29455750551	22,9181915037	199,411723672	4,0	23,0	 
density population variation	variation in population density	variation in population density|&|variation in the population density	4	3,9714236158	16,2888507496	279,269835668	2,0	10,0	 
detection probability	detection probability	detection probability	2	7,86819688189	39,5553763492	765,062082857	1,0	3,0	 
commune datum population	population data per commune	population data per commune	4	3,9714236158	16,2888507496	383,857530261	2,0	13,0	 
curvature propagation term	propagation and curvature terms	propagation and curvature terms|&|curvature and propagation terms	4	9,92855903949	36,6964426098	249,787418456	3,0	28,0	 
standing volume	standing volume	standing volume	2	4,72091812914	23,7332258095	475,586007231	1,0	4,0	 
density measure population	measure of population density	measure of population density|&|population density as a measure	4	3,9714236158	16,2888507496	327,748649508	2,0	8,0	 
event fragmentation habitat	habitat fragmentation events	habitat fragmentation events	3	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
air transport	air transport	air transport	2	4,72091812914	23,7332258095	1696,83578311	1,0	2,0	 
band extra guard	extra guard band	extra guard band	3	5,95713542369	28,5624477476	344,088051185	1,0	2,0	 
mortality rate	mortality rates	mortality rates	2	6,29455750551	27,2812462915	742,769302429	2,0	7,0	 
planning transport	transport planning	transport planning	2	4,72091812914	23,7332258095	708,096483228	1,0	4,0	 
fragmentation habitat	habitat fragmentation	habitat fragmentation|&|Habitat fragmentation	2	11,0154756347	43,2757899911	29,9143711037	3,0	72,0	 
FSD equation term transport various	various terms of the FSD transport equation	various terms of the FSD transport equation	7	3,9714236158	16,2888507496	174,744485519	2,0	22,0	 
encounter rate resource	resource encounter rate	resource encounter rate	3	3,9714236158	19,0416318317	409,513538532	1,0	3,0	 
area density low population	areas with low population density	areas with low population density	5	3,9714236158	19,0416318317	367,102491622	1,0	4,0	 
area rural	rural areas	rural areas|&|rural area	2	11,0154756347	37,648802779	397,344899129	5,0	21,0	 
habitat probability	probability from habitat	probability from habitat	3	6,29455750551	27,2812462915	21,3502119621	2,0	68,0	 
behavior matrix movement	movement behavior in matrix	movement behavior in matrix	4	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
rate strain tangential term	tangential strain rate term	tangential strain rate term	4	9,92855903949	40,7221268741	180,058418797	2,0	24,0	 
development urban	urban development	urban development	2	4,72091812914	18,5467671391	409,563735489	3,0	17,0	 
