stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
association density population	association between population density	association between population density|&|association with population density	4	5,95713542369	24,4332761245	469,089835864	2,0	9,0	 
model parameter	model parameters	model parameters	2	4,72091812914	20,4609347187	127,578265862	2,0	13,0	 
density determinant habitat important patch population	important determinant for population density within habitat patches	important determinant for population density within habitat patches	8	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
change climate	climate change	climate change	2	7,86819688189	30,9112785651	1360,0555433	3,0	3,0	 
child mortality rate	child mortality rates	child mortality rates	3	3,9714236158	16,2888507496	742,769302429	2,0	7,0	 
patch size	patch size	patch size	2	4,72091812914	20,4609347187	137,593970343	2,0	7,0	 
body mass	body mass	body mass	2	9,44183625827	34,3772872556	453,712641806	4,0	16,0	 
growth population	population growth	population growth	2	9,44183625827	32,270402382	429,454805636	5,0	15,0	 
habitat matrix	habitat and matrix	habitat and matrix|&|matrix and habitat	3	6,29455750551	27,2812462915	21,3502119621	2,0	68,0	 
behavior habitat movement	Movement behavior in habitat	Movement behavior in habitat	4	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
asymptotic value	asymptotic values	asymptotic values|&|asymptotic value	2	4,72091812914	20,4609347187	174,817184938	2,0	14,0	 
datum population	population data	population data|&|data on population	2	6,29455750551	24,7290228521	378,912600975	4,0	21,0	 
dilatation rate	dilatation rate	dilatation rate	2	4,72091812914	20,4609347187	206,005349139	2,0	22,0	 
distribution individual initial landscape	initial distribution of individuals across the landscape	initial distribution of individuals across the landscape	7	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
context equation transport	transport equation in the context	transport equation in the context	5	5,95713542369	24,4332761245	170,146020256	2,0	20,0	 
density experiment observation population post-fragmentation	observations of population density in post-fragmentation experiments	observations of population density in post-fragmentation experiments	7	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
density low	low densities	low densities	2	4,72091812914	20,4609347187	294,488031287	2,0	5,0	 
direction fragmentation habitat observed relationship	direction of observed relationships between habitat fragmentation	direction of observed relationships between habitat fragmentation	7	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
body size	body size	body size|&|body sizes	2	18,8836725165	58,1869732367	373,582720578	8,0	31,0	 
crown width	crown width	crown width	2	4,72091812914	23,7332258095	475,586007231	1,0	4,0	 
density effect population	effects of population density	effects of population density|&|effect on population density|&|effect of population density	4	11,9142708474	37,9496162944	57,8615772733	5,0	77,0	 
cohort relative size	relative cohort size	relative cohort size	3	3,9714236158	19,0416318317	678,334803201	1,0	1,0	 
traffic volume	traffic volumes	traffic volumes	2	4,72091812914	23,7332258095	708,096483228	1,0	4,0	 
density matrix population	matrix on population density	matrix on population density	4	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
illness mental	mental illness	mental illness	2	4,72091812914	23,7332258095	13,6443368952	1,0	1,0	 
distance fragmentation habitat inter-patch	Habitat fragmentation and inter-patch distance	Habitat fragmentation and inter-patch distance|&|habitat fragmentation and inter-patch distance	5	7,94284723159	32,5777014993	21,3502119621	2,0	68,0	 
density evolution population	population density on the evolution	population density on the evolution|&|evolution of population density	5	3,9714236158	16,2888507496	456,372445944	2,0	5,0	 
density fragmentation habitat population	habitat fragmentation and population density	habitat fragmentation and population density	5	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
animal density population	animal population density	animal population density	3	7,94284723159	27,0721393351	264,123162392	4,0	10,0	 
density model population	population density model	population density model|&|population density models|&|model of population density	3	11,9142708474	40,6082090027	168,761273611	4,0	8,0	 
post-fragmentation scale study time	time scale of post-fragmentation studies	time scale of post-fragmentation studies	5	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
density relation	density in relation	density in relation|&|relation between density|&|density or the relation	3	4,72091812914	18,5467671391	431,796154078	3,0	8,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	29,3571540879	265,546469554	4,0	42,0	 
density gradient population	gradient of population density	gradient of population density|&|population density gradient	4	5,95713542369	24,4332761245	266,639976216	2,0	12,0	 
body density population size	Population density and body size	Population density and body size|&|population density and body size|&|population density with body size	5	9,92855903949	31,6246802454	350,775027015	5,0	24,0	 
density low population	low population density	low population density	3	5,95713542369	24,4332761245	466,632503177	2,0	8,0	 
combustion premixed turbulent	turbulent premixed combustion	turbulent premixed combustion	3	3,9714236158	16,2888507496	206,005349139	2,0	22,0	 
FSD transport	FSD transport	FSD transport	2	9,44183625827	40,9218694373	206,005349139	2,0	22,0	 
movement pace post-fragmentation response	pace of post-fragmentation movement responses	pace of post-fragmentation movement responses	5	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
estimate population	population estimates	population estimates	2	4,72091812914	18,5467671391	1242,48532873	3,0	7,0	 
normal rate strain term	normal strain rate term	normal strain rate term	4	3,9714236158	19,0416318317	156,28189656	1,0	12,0	 
density effect negative population	negative effect on population density	negative effect on population density	5	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
rate strain	strain rate	strain rate	2	7,86819688189	28,6477393796	265,546469554	4,0	42,0	 
density population	population density	population density|&|Population density|&|population densities	2	286,402366501	218,97409469	441,306465602	79,0	262,0	 
home range size	home range size	home range size	3	3,9714236158	19,0416318317	757,970966821	2,0	5,0	 
density function	density functions	density functions|&|density function|&|function of density	2	6,29455750551	24,7290228521	464,263239385	8,0	22,0	 
age wk	wk of age	wk of age	3	4,72091812914	23,7332258095	303,884872378	1,0	4,0	 
density intermediate population	intermediate population densities	intermediate population densities	3	3,9714236158	16,2888507496	423,457402126	2,0	9,0	 
density increase population	increases in population density	increases in population density|&|population density increases	4	7,94284723159	27,0721393351	397,103771806	4,0	15,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	9,44183625827	40,9218694373	249,787418456	3,0	28,0	 
age group	age groups	age groups	2	6,29455750551	27,2812462915	1000,47755629	2,0	6,0	 
curvature dependence	curvature dependence	curvature dependence	2	4,72091812914	18,5467671391	227,274323134	3,0	26,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	5,95713542369	24,4332761245	222,337344088	3,0	30,0	 
experiment factorial simulation	factorial simulation experiment	factorial simulation experiment	3	3,9714236158	16,2888507496	21,3502119621	2,0	68,0	 
area urban	urban areas	urban areas|&|urban area	2	14,1627543874	45,8234281446	296,225005153	6,0	25,0	 
density maximum population	maximum population density	maximum population density	3	5,95713542369	24,4332761245	268,364502563	2,0	16,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	20,4609347187	196,19373367	2,0	18,0	 
antibiotic resistance	antibiotic resistance	antibiotic resistance	2	4,72091812914	23,7332258095	361,59728095	1,0	7,0	 
group size	group size	group size|&|size group	2	7,86819688189	34,1015578644	359,749859111	2,0	7,0	 
heat release	heat release	heat release	2	7,86819688189	34,1015578644	206,005349139	2,0	22,0	 
cover land	land cover	land cover	2	6,29455750551	27,2812462915	261,732895774	3,0	16,0	 
density grid population	population density grid	population density grid	3	7,94284723159	32,5777014993	383,857530261	2,0	13,0	 
factor important	important factor	important factor	2	4,72091812914	18,5467671391	399,639994744	3,0	18,0	 
series time	time series	time series	2	4,72091812914	20,4609347187	228,057084347	2,0	7,0	 
