stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
policy urban	urban policy	urban policy	2	7,86819688189	35,9615113109	4594,55564722	3,0	6,0	 
angle phase	phase angle	phase angle	2	4,72091812914	23,4910743661	622,360292346	2,0	13,0	 
air-water flow	air-water flow	air-water flow	2	4,72091812914	23,4910743661	296,425904737	2,0	17,0	 
blood flow	blood flow	blood flow	2	31,4727875276	105,953664984	533,66407182	11,0	57,0	 
flow urban	urban flow	urban flow|&|Urban flow	2	15,7363937638	61,0153856523	623,569359283	6,0	16,0	 
result simulation	simulation results	simulation results|&|results of the simulation	2	7,86819688189	31,9422347308	273,32087992	5,0	36,0	 
flow mean	mean flow	mean flow	2	4,72091812914	21,5769067865	253,308274755	3,0	24,0	 
heat transfer	heat transfer	heat transfer|&|Heat transfer	2	36,1937056567	115,24782197	292,382992547	12,0	66,0	 
flow velocity	flow velocity	flow velocity|&|velocity of flow|&|flow velocities	2	9,44183625827	36,6092313914	257,879830832	10,0	126,0	 
previous study	previous studies	previous studies	2	4,72091812914	21,5769067865	279,926659425	3,0	25,0	 
coaxial jet	coaxial jet	coaxial jet|&|coaxial jets	2	6,29455750551	31,3214324882	271,145800719	2,0	20,0	 
free surface	free surface	free surface	2	4,72091812914	23,4910743661	238,120588154	2,0	25,0	 
drop pressure	pressure drop	pressure drop	2	17,3100331402	62,1371380095	275,62909716	8,0	57,0	 
entrance region tube	entrance region of a tube	entrance region of a tube|&|entrance region of tubes|&|tube entrance region	5	7,94284723159	34,4553014507	375,714150091	3,0	23,0	 
dispersion pollutant	pollutant dispersion	pollutant dispersion|&|dispersion of a pollutant	2	7,86819688189	39,1517906102	687,018294572	2,0	13,0	 
field force	force field	force field	2	4,72091812914	23,4910743661	286,008933813	2,0	21,0	 
channel flow	channel flow	channel flow|&|channel flows	2	29,8991481512	86,6032735925	347,881042891	22,0	156,0	 
energy kinetic turbulent	turbulent kinetic energy	turbulent kinetic energy	3	5,95713542369	28,2568866466	1710,22123753	2,0	6,0	 
jet wall	wall jet	wall jet|&|jet wall	2	4,72091812914	21,5769067865	297,624661495	3,0	24,0	 
cytometry flow	flow cytometry	flow cytometry	2	4,72091812914	23,4910743661	2165,44754304	2,0	2,0	 
regeneration urban	urban regeneration	urban regeneration	2	4,72091812914	21,5769067865	4634,82036888	3,0	7,0	 
flow linear shear	linear shear flow	linear shear flow	3	13,8999826553	56,2980017215	390,127725892	4,0	25,0	 
gestation week	weeks of gestation	weeks of gestation	3	4,72091812914	23,4910743661	288,36161181	2,0	8,0	 
head nerve optic	optic nerve head	optic nerve head	3	5,95713542369	28,2568866466	552,085936538	2,0	11,0	 
bubble laminar separation	laminar separation bubble	laminar separation bubble	3	5,95713542369	25,841476088	426,474135106	3,0	25,0	 
numerical simulation	Numerical simulations	Numerical simulations|&|numerical simulations|&|numerical simulation	2	9,44183625827	36,6092313914	324,240047638	6,0	35,0	 
roughness surface	surface roughness	surface roughness	2	4,72091812914	23,4910743661	299,215892644	2,0	15,0	 
channel flow turbulent	turbulent channel flow	turbulent channel flow	3	15,8856944632	57,8994785731	248,545713424	6,0	43,0	 
characteristic flow	flow characteristics	flow characteristics|&|characteristics of the flow	2	4,72091812914	21,5769067865	426,808728042	3,0	20,0	 
element finite method	finite element method	finite element method	3	9,92855903949	47,0948110777	326,537570995	2,0	9,0	 
datum experimental	experimental data	experimental data	2	18,8836725165	61,7723927675	285,81742526	11,0	85,0	 
drag force	drag force	drag force	2	4,72091812914	21,5769067865	335,199405985	3,0	27,0	 
side suction	suction side	suction side	2	4,72091812914	23,4910743661	328,173575814	2,0	14,0	 
datum present	present data	present data	2	4,72091812914	23,4910743661	258,224342557	2,0	18,0	 
flow gas	gas flow	gas flow	2	4,72091812914	23,4910743661	281,67166745	2,0	15,0	 
numerical result	numerical results	numerical results	2	11,0154756347	42,7107699566	327,563504917	6,0	39,0	 
boundary flow layer	boundary layer flow	boundary layer flow	3	15,8856944632	64,3405733959	275,444488773	4,0	30,0	 
flow fluid	fluid flow	fluid flow	2	4,72091812914	21,5769067865	282,054216787	3,0	18,0	 
flow uniform	uniform flow	uniform flow	2	14,1627543874	54,913847087	285,768576419	6,0	55,0	 
development sustainable urban	sustainable urban development	sustainable urban development	3	5,95713542369	28,2568866466	1575,77841158	2,0	3,0	 
flow study	flow studies	flow studies	2	9,44183625827	43,1538135731	350,668699757	3,0	7,0	 
boundary condition inlet	inlet boundary conditions	inlet boundary conditions	3	5,95713542369	25,841476088	331,753497045	3,0	19,0	 
flow shear	shear flow	shear flow|&|shear flows|&|flow in the shear	2	62,9455750551	165,205657149	372,479609391	26,0	169,0	 
flow model	flow models	flow models|&|flow model	2	6,29455750551	31,3214324882	446,645957009	2,0	14,0	 
force lift	lift forces	lift forces|&|lift force	2	7,86819688189	33,6979721255	300,869490436	6,0	44,0	 
Les result	LES results	LES results	2	4,72091812914	23,4910743661	291,086785759	2,0	16,0	 
aorta ascending	ascending aorta	ascending aorta	2	4,72091812914	23,4910743661	244,600264096	2,0	19,0	 
corporation development urban	urban development corporations	urban development corporations|&|Urban development corporations	3	11,9142708474	48,255430047	5816,15468813	4,0	8,0	 
development flow	flow development	flow development|&|development of the flow	2	83,4028869481	176,293163974	313,021830341	39,0	214,0	 
approach flow	flow approach	flow approach	2	4,72091812914	23,4910743661	428,413826238	2,0	17,0	 
ratio velocity	velocity ratio	velocity ratio	2	6,29455750551	31,3214324882	249,385408247	2,0	19,0	 
aorta root	root of the aorta	root of the aorta	4	7,86819688189	39,1517906102	282,839522962	2,0	20,0	 
injection vol	injection vol	injection vol	2	4,72091812914	26,763365457	1161,19754887	1,0	3,0	 
device inlet	inlet device	inlet device	2	6,29455750551	35,684487276	393,61844592	1,0	9,0	 
