stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
energy use	energy use	energy use	2	4,72091812914	23,365175755	331,176262973	2,0	18,0	 
association density population	association between population density	association between population density|&|association with population density	4	5,95713542369	28,0980202872	481,021192161	2,0	13,0	 
age child	children under age	children under age	3	4,72091812914	21,4510081754	536,015521779	3,0	24,0	 
control population	population control	population control|&|control population|&|population on the control	2	4,72091812914	23,365175755	265,267528947	2,0	7,0	 
growth rate	growth rate	growth rate|&|growth rates|&|rate of growth	2	15,7363937638	58,1699478185	319,611505941	13,0	104,0	 
high-density population	high-density population	high-density population	2	14,1627543874	54,5361512537	296,865697588	8,0	86,0	 
country develop	developed countries	developed countries	2	7,86819688189	31,7324037123	317,158324504	5,0	60,0	 
home individual range	individual home ranges	individual home ranges	3	3,9714236158	18,7320135248	353,707209348	2,0	17,0	 
body density mass population	population density and body mass	population density and body mass	5	3,9714236158	18,7320135248	354,109212374	2,0	11,0	 
density relationship	density relationship	density relationship|&|density relationships|&|relationships between density	2	9,44183625827	42,9020163508	428,067450137	4,0	28,0	 
curvature dependence	curvature dependence	curvature dependence	2	4,72091812914	21,4510081754	438,884100631	3,0	29,0	 
change population	population change	population change|&|population changes	2	9,44183625827	40,1857693283	440,953797005	4,0	15,0	 
family size	family size	family size	2	6,29455750551	31,1535676734	466,103591865	2,0	6,0	 
annual variability	annual variability	annual variability	2	6,29455750551	35,5166224612	284,413196949	1,0	6,0	 
metabolic rate	metabolic rates	metabolic rates|&|metabolic rate	2	6,29455750551	28,6013442339	423,907049669	3,0	26,0	 
dynamics population	population dynamics	population dynamics|&|dynamics of this population	2	25,1782300221	89,7098323909	309,106490628	8,0	54,0	 
density measure population	measure of population density	measure of population density|&|population density as a measure	4	3,9714236158	18,7320135248	293,61974193	2,0	6,0	 
World population	World population	World population	2	6,29455750551	26,7905128855	437,670666877	4,0	32,0	 
patch size	patch size	patch size	2	4,72091812914	23,365175755	289,282244902	2,0	10,0	 
home range	home range	home range|&|home ranges|&|Home range	2	40,9146237858	151,241864328	590,479953766	9,0	55,0	 
body mass	body mass	body mass	2	20,4573118929	82,5042496519	645,46949854	6,0	33,0	 
growth population	population growth	population growth|&|Population growth	2	40,9146237858	112,599572922	382,988783661	29,0	206,0	 
datum population	population data	population data|&|data on population	2	6,29455750551	28,6013442339	436,368303636	4,0	25,0	 
dilatation rate	dilatation rate	dilatation rate	2	4,72091812914	23,365175755	342,540549608	2,0	23,0	 
area census	census area	census area	2	7,86819688189	38,9419595917	338,334817093	2,0	9,0	 
context equation transport	transport equation in the context	transport equation in the context	5	5,95713542369	28,0980202872	297,407533892	2,0	19,0	 
deer red	red deer	red deer	2	11,0154756347	54,5187434284	293,833420883	2,0	9,0	 
number total	total number	total number	2	6,29455750551	26,7905128855	322,72027642	4,0	27,0	 
growth population rate	population growth rate	population growth rate|&|population growth rates|&|rate of population growth	3	21,8428298869	70,1727676721	276,613266774	9,0	72,0	 
body size	body size	body size|&|body sizes	2	33,046426904	110,370057955	576,162518347	12,0	67,0	 
population world	world population	world population	2	9,44183625827	38,0788844547	475,660475169	7,0	30,0	 
characteristic demographic	demographic characteristics	demographic characteristics|&|Demographic characteristics	2	4,72091812914	21,4510081754	692,95586481	3,0	4,0	 
crown width	crown width	crown width	2	4,72091812914	26,6374668459	578,303787535	1,0	3,0	 
body weight	body weight	body weight	2	11,0154756347	50,0523524093	259,903361733	3,0	17,0	 
density grid	density grid	density grid|&|density grids	2	4,72091812914	23,365175755	313,74648474	3,0	21,0	 
child woman	women and children	women and children	3	4,72091812914	23,365175755	296,141048063	2,0	17,0	 
food resource	food resources	food resources	2	6,29455750551	26,7905128855	320,842478029	4,0	32,0	 
density maximum population	maximum population density	maximum population density	3	7,94284723159	34,2434796382	318,511753541	3,0	29,0	 
growth population rapid	rapid population growth	rapid population growth	3	13,8999826553	48,1486638036	264,122302875	7,0	71,0	 
animal density population	animal population density	animal population density|&|population density animals	3	9,92855903949	37,7325871833	298,563657262	5,0	19,0	 
period time	time period	time period|&|time periods	2	7,86819688189	35,7516802924	257,831397621	3,0	37,0	 
age structure	age structure	age structure	2	6,29455750551	26,7905128855	327,325240429	4,0	31,0	 
density relation	density in relation	density in relation|&|relation between density|&|density or the relation	3	4,72091812914	21,4510081754	731,947678191	3,0	11,0	 
group size	group size	group size|&|size group	2	7,86819688189	38,9419595917	437,437133476	2,0	8,0	 
density gradient population	gradient of population density	gradient of population density|&|population density gradient	4	5,95713542369	28,0980202872	286,203300936	2,0	12,0	 
body density population size	population density and body size	population density and body size|&|Population density and body size|&|body size population density|&|population density with body size	5	13,8999826553	48,1486638036	535,073596306	7,0	43,0	 
density low population	low population density	low population density	3	9,92855903949	46,8300338121	385,305976959	2,0	8,0	 
development economic	economic development	economic development	2	7,86819688189	31,7324037123	352,275678177	5,0	20,0	 
combustion premixed turbulent	turbulent premixed combustion	turbulent premixed combustion	3	3,9714236158	18,7320135248	268,183229924	2,0	23,0	 
density increase	density increases	density increases|&|density increase|&|increase in density	2	6,29455750551	26,7905128855	316,490440784	6,0	41,0	 
FSD transport	FSD transport	FSD transport	2	9,44183625827	46,73035151	268,183229924	2,0	23,0	 
density population relationship	relationship between population density	relationship between population density|&|population density relationship	4	9,92855903949	37,7325871833	259,173510569	5,0	31,0	 
estimate population	population estimates	population estimates|&|estimates of the population	2	7,86819688189	33,4881411069	946,516049193	6,0	31,0	 
density low	low densities	low densities	2	4,72091812914	23,365175755	454,238716037	2,0	8,0	 
rate strain	strain rate	strain rate	2	7,86819688189	33,4881411069	437,251399701	4,0	44,0	 
density population	population density	population density|&|Population density|&|population densities|&|density population|&|density populations|&|density of populations	2	325,74335091	398,577265643	437,117778065	100,0	506,0	 
home range size	home range size	home range size	3	13,8999826553	65,5620473369	373,108531239	3,0	17,0	 
equality gender	gender equality	gender equality	2	4,72091812914	23,365175755	250,659152287	2,0	19,0	 
bird population	bird population	bird population|&|Bird population	2	6,29455750551	28,6013442339	304,373291349	3,0	17,0	 
density function	density functions	density functions|&|density function|&|function of density	2	6,29455750551	28,6013442339	887,69602299	8,0	24,0	 
inverse relationship	inverse relationship	inverse relationship	2	4,72091812914	21,4510081754	312,322765141	3,0	19,0	 
level national	national levels	national levels	2	4,72091812914	21,4510081754	586,859306876	3,0	24,0	 
change population size	change in population size	change in population size|&|population size and change|&|change of population size	4	7,94284723159	37,4640270497	250,961634086	2,0	19,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	9,44183625827	46,73035151	466,28161114	3,0	30,0	 
domestic violence	domestic violence	domestic violence	2	4,72091812914	23,365175755	442,69239446	2,0	15,0	 
international migration	international migration	international migration	2	4,72091812914	23,365175755	332,822148582	2,0	20,0	 
age group	age groups	age groups	2	7,86819688189	35,7516802924	369,175488222	3,0	13,0	 
pattern similar	similar pattern	similar pattern	2	4,72091812914	23,365175755	323,487531417	2,0	20,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	7,94284723159	34,2434796382	410,743667711	3,0	34,0	 
growth population world	world population growth	world population growth	3	5,95713542369	28,0980202872	296,328384052	2,0	18,0	 
area urban	urban areas	urban areas|&|urban area	2	18,8836725165	65,0581980198	371,563138734	9,0	63,0	 
adolescent girl	adolescent girls	adolescent girls	2	4,72091812914	23,365175755	1111,98731521	2,0	4,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	23,365175755	398,779532354	2,0	21,0	 
density model population	population density model	population density model|&|population density models|&|model of population density	3	11,9142708474	47,9376973282	401,953054765	4,0	8,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	34,2434796382	437,251399701	4,0	44,0	 
heat release	heat release	heat release	2	7,86819688189	38,9419595917	342,540549608	2,0	23,0	 
cover land	land cover	land cover	2	9,44183625827	42,9020163508	335,064566784	4,0	23,0	 
density grid population	population density grid	population density grid	3	7,94284723159	37,4640270497	505,739191611	2,0	15,0	 
factor important	important factor	important factor	2	4,72091812914	21,4510081754	383,181113083	3,0	18,0	 
series time	time series	time series	2	6,29455750551	26,7905128855	296,595831494	7,0	55,0	 
