stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
family planning service	family planning services	family planning services	3	5,95713542369	27,6234307803	453,27788552	2,0	19,0	 
density population size	population size and density	population size and density|&|size population density|&|density and population size|&|population density and the size	4	9,92855903949	39,1570985953	278,238044581	5,0	29,0	 
case new	new cases	new cases	2	4,72091812914	22,9890724692	656,558465114	2,0	5,0	 
birth rate	birth rates	birth rates	2	11,0154756347	49,1747780756	231,570557855	3,0	28,0	 
numerous population specialized survey	numerous specialized population surveys	numerous specialized population surveys	4	3,9714236158	18,4156205202	707,811114124	2,0	20,0	 
health professional public	public health professionals	public health professionals	3	3,9714236158	21,1684016023	438,675552989	1,0	10,0	 
density population scale	population density scaling	population density scaling|&|scaling of population density	3	3,9714236158	18,4156205202	398,584806905	2,0	19,0	 
analysis regression	regression analysis	regression analysis	2	6,29455750551	28,0998731861	259,2430094	3,0	21,0	 
center distance urban	distance from urban center	distance from urban center|&|distance from the urban center	4	3,9714236158	18,4156205202	418,676522371	2,0	8,0	 
indicator key many other	many other key indicators	many other key indicators	4	3,9714236158	18,4156205202	707,811114124	2,0	20,0	 
family planning	family planning	family planning	2	17,3100331402	65,2762505952	443,180365664	7,0	50,0	 
density dependence	density dependence	density dependence	2	31,4727875276	109,629935249	361,63231041	8,0	59,0	 
health service	health services	health services	2	4,72091812914	21,0749048896	262,466260615	5,0	47,0	 
density population relationship	relationship between population density	relationship between population density|&|population density relationship	4	9,92855903949	36,9416046718	266,859210551	5,0	31,0	 
density function population	population density functions	population density functions|&|population density function|&|population as a function of density	3	17,8714062711	63,2365457957	927,916298023	6,0	21,0	 
cover datum land	land cover data	land cover data	3	7,94284723159	36,8312410404	521,933276814	2,0	17,0	 
population size	population size	population size|&|Population size|&|Population Size|&|size of the population|&|size population	2	48,7828206677	136,112725031	344,167410787	20,0	100,0	 
datum set	data sets	data sets|&|sets of data	2	6,29455750551	26,2890418377	337,770979719	4,0	28,0	 
rate strain tangential term	tangential strain rate term	tangential strain rate term	4	9,92855903949	46,0390513005	230,131289261	2,0	24,0	 
area rural	rural areas	rural areas|&|rural area	2	12,589115011	47,4736367965	528,332459738	6,0	30,0	 
rate survival	survival rate	survival rate	2	6,29455750551	26,2890418377	300,73040477	4,0	19,0	 
curvature propagation term	propagation and curvature terms	propagation and curvature terms|&|curvature and propagation terms	4	9,92855903949	42,0133670362	361,509750611	3,0	30,0	 
child health	child health	child health	2	6,29455750551	28,0998731861	353,078645077	3,0	20,0	 
density mammal population terrestrial	population density in terrestrial mammals	population density in terrestrial mammals|&|population density of terrestrial mammals	5	5,95713542369	31,7526024035	509,250014442	1,0	7,0	 
agricultural production	agricultural production	agricultural production	2	4,72091812914	22,9890724692	255,402586292	2,0	15,0	 
dynamics population	population dynamics	population dynamics|&|dynamics of this population	2	25,1782300221	87,7039481996	361,772848838	8,0	51,0	 
energy use	energy use	energy use	2	4,72091812914	22,9890724692	343,934487668	2,0	18,0	 
age child	children under age	children under age	3	4,72091812914	21,0749048896	664,003890016	3,0	24,0	 
control population	population control	population control|&|control population|&|population on the control	2	4,72091812914	22,9890724692	274,850455407	2,0	7,0	 
growth rate	growth rates	growth rates|&|growth rate	2	9,44183625827	35,6052275974	292,224283318	10,0	80,0	 
country develop	developed countries	developed countries	2	7,86819688189	31,1055649025	348,804295868	5,0	54,0	 
density estimate	density estimate	density estimate|&|density estimates|&|estimates of the density	2	6,29455750551	26,2890418377	466,689739337	4,0	12,0	 
