stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
model network traffic	network traffic model	network traffic model|&|traffic network model|&|network traffic models|&|traffic network models|&|model under a traffic network	3	31,7713889264	103,077148401	529,135729861	15,0	99,0	 
demand model	demand model	demand model	2	6,29455750551	31,1156485376	248,031409924	3,0	24,0	 
length path	path length	path length	2	6,29455750551	33,667871977	560,69955337	2,0	10,0	 
engineering traffic	traffic engineering	traffic engineering	2	9,44183625827	41,8503409102	284,234581004	6,0	59,0	 
control traffic	traffic control	traffic control	2	20,4573118929	74,5460205036	217,043464822	11,0	103,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	29,3048171892	367,44149109	5,0	47,0	 
flow forecasting traffic	traffic flow forecasting	traffic flow forecasting	3	7,94284723159	37,4161784277	317,133733189	3,0	28,0	 
equilibrium network	network equilibrium	network equilibrium|&|equilibrium network	2	7,86819688189	36,6310214865	284,815864574	9,0	92,0	 
signal timing	signal timing	signal timing	2	14,1627543874	65,9358386757	203,012216337	4,0	32,0	 
network neural	neural network	neural network	2	12,589115011	53,5051874995	387,428130503	6,0	34,0	 
design network problem transportation	transportation network design problem	transportation network design problem|&|transportation network design problems	4	31,7713889264	114,760275408	267,697259593	10,0	120,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	31,1156485376	249,226638881	3,0	28,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	52,6967455124	352,119303038	4,0	32,0	 
management traffic	traffic management	traffic management	2	15,7363937638	64,4557085777	237,280979481	8,0	91,0	 
network road urban	urban road network	urban road network	3	7,94284723159	37,4161784277	252,649314983	3,0	42,0	 
development urban	urban development	urban development	2	11,0154756347	51,2834300811	679,311998893	4,0	16,0	 
network optimization problem	network optimization problems	network optimization problems	3	7,94284723159	40,6367258391	243,653224761	2,0	15,0	 
model traffic	traffic model	traffic model|&|traffic models|&|model of the traffic	2	18,8836725165	72,6011109308	527,982747993	17,0	103,0	 
network public transportation	public transportation network	public transportation network	3	5,95713542369	28,0621338207	409,780417262	4,0	16,0	 
network performance	network performance	network performance	2	25,1782300221	89,5581558477	267,631988192	12,0	111,0	 
growth relationship urban	relationship between urban growth	relationship between urban growth|&|relationship with urban growth	4	5,95713542369	30,4775443793	494,171325659	2,0	11,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	58,9187759598	443,117631224	2,0	4,0	 
design model network	network design model	network design model|&|network design models	3	7,94284723159	35,1311636749	324,646234407	6,0	62,0	 
design network	network design	network design|&|design network|&|Network design	2	51,9300994205	158,186471007	310,33667061	60,0	652,0	 
measurement traffic	traffic measurements	traffic measurements|&|traffic measurement	2	9,44183625827	41,8503409102	481,960581968	5,0	28,0	 
demand uncertainty	demand uncertainty	demand uncertainty|&|uncertainty demand|&|Demand Uncertainty	2	36,1937056567	123,160564699	206,414040123	16,0	183,0	 
datum traffic	traffic data	traffic data|&|data traffic	2	18,8836725165	74,8252872042	250,983838448	8,0	61,0	 
column generation	column generation	column generation	2	6,29455750551	31,1156485376	225,284967666	3,0	30,0	 
network traffic	network traffic	network traffic|&|traffic network|&|traffic networks|&|Network traffic	2	141,627543874	288,1470957	431,989196853	85,0	570,0	 
network transport	transport network	transport network	2	7,86819688189	36,6310214865	257,468652191	4,0	28,0	 
article full	Full article	Full article	2	9,44183625827	40,1288906246	1028,72122681	6,0	13,0	 
application system	systems applications	systems applications|&|systems and applications	2	6,29455750551	33,667871977	235,226982088	2,0	12,0	 
growth management	growth management	growth management	2	11,0154756347	54,4523849407	777,473182781	3,0	11,0	 
model simulation	simulation model	simulation model|&|simulation models	2	9,44183625827	41,8503409102	328,090762131	7,0	61,0	 
network urban	urban network	urban network|&|urban networks|&|network and urban	2	7,86819688189	36,6310214865	208,668454911	5,0	37,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	40,6367258391	845,808596568	2,0	10,0	 
assignment traffic	traffic assignment	traffic assignment	2	62,9455750551	188,670052038	300,48393919	59,0	588,0	 
guidance route	route guidance	route guidance	2	14,1627543874	60,1933359369	261,754597088	7,0	69,0	 
flow network traffic	network traffic flow	network traffic flow	3	9,92855903949	46,7702230346	210,294623887	3,0	22,0	 
choice travel	travel choice	travel choice	2	6,29455750551	31,1156485376	240,04617003	3,0	23,0	 
infrastructure transportation	transportation infrastructure	transportation infrastructure	2	7,86819688189	42,0848399713	231,21197023	2,0	24,0	 
network simulation traffic	network traffic simulation	network traffic simulation|&|traffic network simulation	3	5,95713542369	30,4775443793	248,844224359	2,0	11,0	 
design network transportation	transportation network design	transportation network design	3	17,8714062711	66,6576033991	290,345681002	16,0	182,0	 
assignment problem traffic	traffic assignment problem	traffic assignment problem	3	23,8285416948	86,0702065561	411,379630789	13,0	111,0	 
model network	network model	network model|&|network models	2	15,7363937638	62,3544060035	336,8901057	14,0	111,0	 
equilibrium model multicriteria network traffic	multicriteria traffic network equilibrium model	multicriteria traffic network equilibrium model	5	7,94284723159	40,6367258391	369,69124013	2,0	26,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	40,6367258391	877,034929225	2,0	11,0	 
quality service	service quality	service quality|&|quality of service	2	9,44183625827	43,9572257838	288,167900812	4,0	15,0	 
design network problem	network design problem	network design problem|&|network design problems	3	75,4570487001	195,464866155	288,093542317	45,0	573,0	 
model network neural	neural network model	neural network model	3	9,92855903949	50,7959072989	497,029440236	2,0	19,0	 
freight transportation	freight transportation	freight transportation	2	6,29455750551	33,667871977	276,006691116	3,0	15,0	 
prediction traffic	traffic prediction	traffic prediction	2	6,29455750551	33,667871977	514,977883802	2,0	4,0	 
growth urban	urban growth	urban growth|&|Urban growth	2	39,3409844095	133,87017902	783,090415105	19,0	51,0	 
land use	land use	land use	2	20,4573118929	76,4958105784	221,452930588	11,0	78,0	 
choice model	choice model	choice model|&|choice models	2	12,589115011	53,5051874995	298,28951958	11,0	107,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	33,667871977	487,578749336	2,0	14,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	9,44183625827	41,8503409102	391,203637493	17,0	142,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	29,7856771185	99,0189528723	246,718070895	12,0	96,0	 
method solution	solution methods	solution methods	2	9,44183625827	41,8503409102	238,250399286	5,0	44,0	 
system traffic	traffic system	traffic system|&|traffic systems	2	12,589115011	51,5645668621	401,200676158	10,0	85,0	 
modeling network traffic	network traffic modeling	network traffic modeling|&|traffic network modeling	3	7,94284723159	35,1311636749	295,485537589	4,0	16,0	 
network problem	network problem	network problem	2	6,29455750551	33,667871977	250,803764357	3,0	13,0	 
area urban	urban areas	urban areas|&|urban area	2	20,4573118929	72,7660016263	218,95828652	12,0	98,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	65,4783122484	1107,09662145	3,0	16,0	 
guidance system	guidance system	guidance system|&|guidance systems	2	11,0154756347	51,2834300811	251,445270914	6,0	79,0	 
measurement performance	performance measurement	performance measurement	2	11,0154756347	58,9187759598	241,173665458	2,0	28,0	 
efficiency network	network efficiency	network efficiency	2	6,29455750551	29,3048171892	471,254761135	5,0	37,0	 
public transportation	public transportation	public transportation	2	7,86819688189	38,894560672	297,387346649	3,0	11,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	55,5999306211	153,720779711	251,479242129	31,0	372,0	 
series time	time series	time series	2	7,86819688189	36,6310214865	290,362290535	4,0	25,0	 
capacity constraint	capacity constraint	capacity constraint|&|capacity constraints	2	9,44183625827	41,8503409102	205,885501852	7,0	81,0	 
macroscopic model	macroscopic model	macroscopic model|&|macroscopic models	2	7,86819688189	36,6310214865	310,805681457	4,0	39,0	 
