stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
complex network	complex networks	complex networks|&|complex network	2	7,86819688189	36,1152920408	300,523693269	5,0	22,0	 
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks	3	33,7571007343	107,306824622	232,678424533	13,0	100,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	99,7849611882	1769,62935394	3,0	9,0	 
flow traffic	traffic flow	traffic flow|&|traffic flows|&|Traffic flow	2	45,635541915	143,437761943	253,714163456	24,0	220,0	 
21st century	21st century	21st century	2	7,86819688189	34,3595546461	806,592432618	5,0	21,0	 
management strategy	management strategy	management strategy|&|management strategies	2	6,29455750551	28,8922336326	338,822076172	4,0	30,0	 
model two-fluid	two-fluid model	two-fluid model	2	6,29455750551	33,2552884204	308,256959558	2,0	27,0	 
result simulation	simulation results	simulation results|&|result of simulation	2	12,589115011	49,0583576896	247,531965765	8,0	75,0	 
path planning	path planning	path planning	2	6,29455750551	33,2552884204	229,544277675	2,0	7,0	 
assignment flow	flow assignment	flow assignment	2	9,44183625827	46,0545974715	201,032449379	3,0	23,0	 
period time	time periods	time periods|&|time period	2	6,29455750551	30,703064981	274,159278409	4,0	37,0	 
condition equilibrium	equilibrium conditions	equilibrium conditions|&|equilibrium condition	2	6,29455750551	28,8922336326	203,159163042	4,0	70,0	 
Urban growth	Urban growth	Urban growth	2	7,86819688189	36,1152920408	370,977334282	4,0	4,0	 
multiple period time	multiple time periods	multiple time periods	3	9,92855903949	46,1194449304	254,135962622	3,0	29,0	 
flow link	link flows	link flows	2	9,44183625827	41,2314655753	210,724286521	5,0	58,0	 
network planning transportation	transportation network planning	transportation network planning	3	7,94284723159	40,1161033557	404,937182914	2,0	7,0	 
choice model route	route choice model	route choice model	3	33,7571007343	123,696160866	316,967713443	8,0	85,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	41,5691105256	1329,2180151	2,0	3,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	30,703064981	1140,01737821	3,0	9,0	 
flow network	network flow	network flow|&|network flows	2	11,0154756347	44,3969747803	222,575184724	7,0	52,0	 
assignment model	assignment model	assignment model|&|assignment models	2	22,0309512693	83,2572536379	214,234047109	37,0	434,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	40,1161033557	228,542970865	2,0	29,0	 
network topology	network topology	network topology	2	7,86819688189	34,3595546461	262,979485722	5,0	37,0	 
demand network traffic	network traffic demand	network traffic demand|&|traffic demand across the network	3	5,95713542369	30,0870775168	306,93703149	2,0	13,0	 
congestion traffic	traffic congestion	traffic congestion	2	23,6045906457	84,4674507054	277,650276738	11,0	110,0	 
development regional	regional development	regional development	2	9,44183625827	49,8829326307	475,510553862	2,0	7,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	40,1161033557	229,745586671	2,0	9,0	 
model network traffic	network traffic model	network traffic model|&|traffic network model|&|network traffic models|&|traffic network models|&|model under a traffic network	3	25,8142535027	88,8308976377	524,344140112	12,0	86,0	 
demand model	demand model	demand model	2	6,29455750551	30,703064981	250,533462281	3,0	24,0	 
cost function	cost function	cost function|&|cost functions	2	6,29455750551	28,8922336326	221,198120982	4,0	51,0	 
length path	path length	path length	2	6,29455750551	33,2552884204	544,619444994	2,0	10,0	 
engineering traffic	traffic engineering	traffic engineering	2	11,0154756347	48,1033765046	278,785213482	5,0	53,0	 
control traffic	traffic control	traffic control	2	17,3100331402	67,4552418232	336,859907215	8,0	75,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	28,8922336326	371,480485287	5,0	46,0	 
flow forecasting traffic	traffic flow forecasting	traffic flow forecasting	3	7,94284723159	36,8955559443	288,418387118	3,0	28,0	 
equilibrium network	network equilibrium	network equilibrium|&|equilibrium network	2	7,86819688189	36,1152920408	265,946992702	9,0	95,0	 
signal timing	signal timing	signal timing	2	14,1627543874	65,0075256734	243,200858314	4,0	30,0	 
network neural	neural network	neural network	2	12,589115011	52,6800203863	393,656370118	6,0	33,0	 
design network problem transportation	transportation network design problem	transportation network design problem|&|transportation network design problems	4	31,7713889264	112,677785475	272,773124247	10,0	121,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	30,703064981	211,36202212	3,0	28,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	51,9158117873	342,373331115	4,0	33,0	 
management traffic	traffic management	traffic management	2	7,86819688189	36,1152920408	214,011509111	5,0	54,0	 
network road urban	urban road network	urban road network	3	7,94284723159	36,8955559443	266,906241449	3,0	43,0	 
development urban	urban development	urban development	2	11,0154756347	50,5614088571	579,217522743	4,0	17,0	 
network optimization problem	network optimization problems	network optimization problems	3	7,94284723159	40,1161033557	200,296962338	2,0	14,0	 
model traffic	traffic model	traffic model|&|traffic models|&|model of the traffic	2	12,589115011	52,6800203863	603,846989244	11,0	60,0	 
assignment equilibrium model traffic	equilibrium traffic assignment model	equilibrium traffic assignment model|&|traffic equilibrium assignment model	4	13,8999826553	57,4667555923	206,475105526	6,0	116,0	 
simulation traffic	traffic simulation	traffic simulation	2	6,29455750551	28,8922336326	325,724331183	8,0	74,0	 
network public transportation	public transportation network	public transportation network	3	5,95713542369	27,6716669582	398,013968929	4,0	16,0	 
network performance	network performance	network performance	2	22,0309512693	80,9360612518	251,983473611	10,0	98,0	 
growth relationship urban	relationship between urban growth	relationship between urban growth|&|relationship with urban growth	4	5,95713542369	30,0870775168	406,950771962	2,0	12,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	58,1967547358	995,915378157	2,0	4,0	 
assignment equilibrium traffic user	user equilibrium traffic assignment	user equilibrium traffic assignment	4	9,92855903949	41,0476825659	210,277394021	7,0	128,0	 
design network problem	network design problem	network design problem|&|network design problems	3	75,4570487001	190,518952563	253,694827609	45,0	587,0	 
