stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
design network	network design	network design|&|design network|&|Network design	2	51,9300994205	154,782656665	271,840506805	60,0	669,0	 
demand uncertainty	demand uncertainty	demand uncertainty|&|uncertainty demand|&|Demand Uncertainty	2	34,6200662803	118,102170884	215,154983066	15,0	171,0	 
control system	control system	control system|&|control systems	2	7,86819688189	38,3788312262	248,707248871	3,0	28,0	 
datum traffic	traffic data	traffic data|&|data traffic	2	18,8836725165	73,5875365344	306,786833475	8,0	57,0	 
network traffic	traffic network	traffic network|&|network traffic|&|traffic networks|&|Network traffic	2	132,185707616	270,25405389	467,639933653	76,0	502,0	 
network transport	transport network	transport network	2	7,86819688189	36,1152920408	212,393282983	4,0	28,0	 
article full	Full article	Full article	2	9,44183625827	39,5100152897	2275,8962072	6,0	15,0	 
application system	systems applications	systems applications|&|systems and applications	2	6,29455750551	33,2552884204	260,72875829	2,0	11,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	40,1161033557	617,759064427	2,0	12,0	 
growth management	growth management	growth management	2	11,0154756347	53,7303637167	726,403927921	3,0	11,0	 
model simulation	simulation model	simulation model|&|simulation models	2	7,86819688189	36,1152920408	274,222749853	6,0	51,0	 
network urban	urban network	urban network|&|urban networks|&|network and urban	2	7,86819688189	36,1152920408	238,044335598	5,0	34,0	 
network road transportation	road transportation network	road transportation network|&|road network transportation	3	11,9142708474	55,3433339164	207,357643523	3,0	28,0	 
assignment traffic	traffic assignment	traffic assignment	2	48,7828206677	150,541672736	279,53909277	50,0	522,0	 
guidance route	route guidance	route guidance	2	14,1627543874	59,2650229346	279,218271856	7,0	67,0	 
choice travel	travel choice	travel choice	2	6,29455750551	30,703064981	238,922327665	3,0	23,0	 
design network transportation	transportation network design	transportation network design	3	17,8714062711	65,4862028115	279,167396535	16,0	186,0	 
assignment problem traffic	traffic assignment problem	traffic assignment problem	3	21,8428298869	80,0386923252	368,692942146	12,0	108,0	 
model network	network model	network model|&|network models	2	15,7363937638	61,322947112	343,315665095	14,0	110,0	 
equilibrium model multicriteria network traffic	multicriteria traffic network equilibrium model	multicriteria traffic network equilibrium model	5	7,94284723159	40,1161033557	340,825419583	2,0	27,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	40,1161033557	852,046823252	2,0	11,0	 
quality service	service quality	service quality|&|quality of service	2	9,44183625827	43,3383504489	330,84157296	4,0	15,0	 
design model network	network design model	network design model|&|network design models	3	7,94284723159	34,6105411915	318,368641082	6,0	63,0	 
model network neural	neural network model	neural network model	3	9,92855903949	50,1451291947	486,946100039	2,0	20,0	 
freight transportation	freight transportation	freight transportation	2	6,29455750551	33,2552884204	227,463313036	3,0	17,0	 
prediction traffic	traffic prediction	traffic prediction	2	6,29455750551	33,2552884204	528,519771025	2,0	4,0	 
growth urban	urban growth	urban growth	2	31,4727875276	109,884777027	1027,75109944	17,0	60,0	 
delay intersection	intersection delays	intersection delays	2	11,0154756347	58,1967547358	206,706985467	2,0	22,0	 
land use	land use	land use	2	20,4573118929	75,1549140195	206,092292697	11,0	80,0	 
choice model	choice model	choice model|&|choice models	2	11,0154756347	48,1033765046	313,10978371	10,0	102,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	33,2552884204	471,70489758	2,0	14,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	9,44183625827	41,2314655753	349,268023684	16,0	138,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	29,7856771185	97,0666185596	245,012041262	12,0	97,0	 
method solution	solution methods	solution methods	2	9,44183625827	41,2314655753	206,008697417	5,0	47,0	 
system traffic	traffic system	traffic system|&|traffic systems	2	11,0154756347	46,095017838	381,509182066	9,0	70,0	 
modeling network traffic	network traffic modeling	network traffic modeling|&|traffic network modeling	3	7,94284723159	34,6105411915	255,281791919	4,0	16,0	 
measurement traffic	traffic measurements	traffic measurements|&|traffic measurement	2	7,86819688189	36,1152920408	545,701346925	4,0	21,0	 
area urban	urban areas	urban areas|&|urban area	2	15,7363937638	57,8114723227	237,018157118	10,0	79,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	64,5672229025	1080,52584194	3,0	16,0	 
guidance system	guidance system	guidance system|&|guidance systems	2	11,0154756347	50,5614088571	271,860156696	6,0	78,0	 
measurement performance	performance measurement	performance measurement	2	11,0154756347	58,1967547358	249,008208369	2,0	28,0	 
efficiency network	network efficiency	network efficiency	2	6,29455750551	28,8922336326	491,37083086	5,0	37,0	 
demand traffic	traffic demand	traffic demand	2	20,4573118929	77,3103069495	200,794360101	10,0	106,0	 
public transportation	public transportation	public transportation	2	7,86819688189	38,3788312262	288,838109407	3,0	11,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	47,6570833896	135,983305227	239,806328274	27,0	339,0	 
series time	time series	time series	2	7,86819688189	36,1152920408	287,6459344	4,0	26,0	 
