stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
complex network	complex networks	complex networks|&|complex network	2	7,86819688189	36,462839883	299,409775346	5,0	22,0	 
large network	large networks	large networks	2	6,29455750551	29,1702719064	209,561336569	4,0	32,0	 
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks	3	33,7571007343	108,797916888	270,042710405	13,0	102,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	100,688585578	2352,39188685	3,0	8,0	 
flow traffic	traffic flow	traffic flow|&|traffic flows|&|Traffic flow|&|flows of traffic	2	53,5037387969	161,836365528	295,555692938	29,0	273,0	 
design network problem road	road network design problem	road network design problem	4	11,9142708474	55,8696017751	203,418440632	3,0	45,0	 
21st century	21st century	21st century	2	7,86819688189	34,7071024883	800,806627445	5,0	21,0	 
management strategy	management strategy	management strategy|&|management strategies	2	6,29455750551	29,1702719064	333,951936984	4,0	29,0	 
model two-fluid	two-fluid model	two-fluid model	2	6,29455750551	33,5333266942	304,067061515	2,0	27,0	 
result simulation	simulation results	simulation results|&|result of simulation	2	12,589115011	49,6144342371	262,724966715	8,0	75,0	 
layout network	network layout	network layout	2	7,86819688189	38,7263790684	206,571288332	5,0	35,0	 
state steady	steady state	steady state	2	6,29455750551	30,9811032547	254,168681921	3,0	19,0	 
path planning	path planning	path planning	2	6,29455750551	33,5333266942	238,881519862	2,0	7,0	 
period time	time periods	time periods|&|time period	2	6,29455750551	30,9811032547	292,313358336	4,0	36,0	 
level problem upper	upper level problem	upper level problem	3	13,8999826553	58,0807347607	201,274917539	5,0	77,0	 
Urban growth	Urban growth	Urban growth	2	7,86819688189	36,462839883	546,102509563	4,0	3,0	 
multiple period time	multiple time periods	multiple time periods	3	9,92855903949	46,5580014792	271,342402105	3,0	28,0	 
flow link	link flows	link flows	2	9,44183625827	41,648522986	201,62690465	5,0	59,0	 
network planning transportation	transportation network planning	transportation network planning	3	7,94284723159	40,4669485948	415,881399525	2,0	7,0	 
choice model route	route choice model	route choice model	3	33,7571007343	125,187253132	314,217914563	8,0	85,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	41,9166583678	2328,61720248	2,0	2,0	 
computational result	computational results	computational results	2	6,29455750551	29,1702719064	226,969848375	4,0	26,0	 
consumer surplus	consumer surplus	consumer surplus	2	6,29455750551	30,9811032547	223,276502931	3,0	44,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	30,9811032547	1118,1988356	3,0	8,0	 
dynamics traffic	traffic dynamics	traffic dynamics	2	12,589115011	58,3405438128	217,89954658	4,0	44,0	 
flow network	network flow	network flow|&|network flows	2	11,0154756347	44,8835417594	203,826114603	7,0	54,0	 
assignment model	assignment model	assignment model|&|assignment models	2	23,6045906457	87,7598520106	225,968200971	42,0	475,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	40,4669485948	212,293481846	2,0	29,0	 
network topology	network topology	network topology	2	7,86819688189	34,7071024883	229,086204914	5,0	37,0	 
congestion traffic	traffic congestion	traffic congestion	2	23,6045906457	85,510094232	271,037931417	11,0	110,0	 
development regional	regional development	regional development	2	9,44183625827	50,2999900413	477,949601964	2,0	7,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	40,4669485948	327,540722633	2,0	9,0	 
model network traffic	network traffic model	network traffic model|&|traffic network model|&|network traffic models|&|traffic network models|&|model under a traffic network	3	25,8142535027	89,9711446648	494,147268934	12,0	87,0	 
demand model	demand model	demand model	2	6,29455750551	30,9811032547	238,470401903	3,0	25,0	 
