stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
length path	path length	path length	2	6,29455750551	33,5333266942	559,707043604	2,0	10,0	 
capacity reliability	capacity reliability	capacity reliability	2	9,44183625827	50,2999900413	201,22890132	2,0	24,0	 
engineering traffic	traffic engineering	traffic engineering	2	9,44183625827	41,648522986	308,603693781	6,0	57,0	 
control traffic	traffic control	traffic control	2	15,7363937638	60,1645625686	305,222802666	9,0	94,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	29,1702719064	369,198187356	5,0	47,0	 
flow forecasting traffic	traffic flow forecasting	traffic flow forecasting	3	7,94284723159	37,2464011834	315,839329	3,0	27,0	 
equilibrium network	network equilibrium	network equilibrium|&|equilibrium network	2	7,86819688189	36,462839883	264,121377066	9,0	95,0	 
signal timing	signal timing	signal timing	2	14,1627543874	65,6331117894	212,745982954	4,0	31,0	 
network neural	neural network	neural network	2	12,589115011	53,2360969338	397,054553895	6,0	32,0	 
design network problem transportation	transportation network design problem	transportation network design problem|&|transportation network design problems	4	31,7713889264	114,081166431	260,187560875	10,0	121,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	30,9811032547	252,285266125	3,0	28,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	52,4420796459	355,621469018	4,0	32,0	 
management traffic	traffic management	traffic management	2	12,589115011	53,2360969338	206,338080536	7,0	83,0	 
network road urban	urban road network	urban road network	3	7,94284723159	37,2464011834	257,147126079	3,0	42,0	 
development urban	urban development	urban development	2	11,0154756347	51,0479758362	612,342977589	4,0	17,0	 
network optimization problem	network optimization problems	network optimization problems	3	7,94284723159	40,4669485948	241,841800893	2,0	15,0	 
model traffic	traffic model	traffic model|&|traffic models|&|model of the traffic	2	15,7363937638	64,1193453706	481,264602265	12,0	78,0	 
network performance	network performance	network performance	2	22,0309512693	81,9091952099	242,150147107	10,0	99,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	58,6833217149	442,309943	2,0	4,0	 
design model network	network design model	network design model|&|network design models	3	7,94284723159	34,9613864306	322,479592014	6,0	62,0	 
design network	network design	network design|&|design network|&|Network design	2	51,9300994205	157,076472424	295,743263683	60,0	660,0	 
measurement traffic	traffic measurements	traffic measurements|&|traffic measurement	2	9,44183625827	41,648522986	571,852276559	5,0	25,0	 
demand uncertainty	demand uncertainty	demand uncertainty|&|uncertainty demand|&|Demand Uncertainty	2	36,1937056567	122,386929322	201,40132285	16,0	185,0	 
datum traffic	traffic data	traffic data|&|data traffic	2	18,8836725165	74,4216513557	271,38915649	8,0	59,0	 
column generation	column generation	column generation	2	6,29455750551	30,9811032547	213,395028308	3,0	31,0	 
network traffic	traffic network	traffic network|&|network traffic|&|traffic networks|&|Network traffic	2	130,612068239	272,806037905	439,252341107	80,0	538,0	 
network transport	transport network	transport network	2	7,86819688189	36,462839883	254,815227229	4,0	28,0	 
article full	Full article	Full article	2	9,44183625827	39,9270727004	1026,84014561	6,0	13,0	 
application system	systems applications	systems applications|&|systems and applications	2	6,29455750551	33,5333266942	238,352079716	2,0	12,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	40,4669485948	838,670844659	2,0	10,0	 
growth management	growth management	growth management	2	11,0154756347	54,2169306958	752,97470029	3,0	11,0	 
model simulation	simulation model	simulation model|&|simulation models	2	9,44183625827	41,648522986	334,778004928	7,0	61,0	 
network urban	urban network	urban network|&|urban networks|&|network and urban	2	7,86819688189	36,462839883	218,132812331	5,0	36,0	 
network road transportation	road transportation network	road transportation network|&|road network transportation	3	11,9142708474	55,8696017751	204,536613238	3,0	28,0	 
assignment traffic	traffic assignment	traffic assignment	2	62,9455750551	187,324599209	299,121280132	59,0	588,0	 
guidance route	route guidance	route guidance	2	14,1627543874	59,8906090506	282,138592058	7,0	67,0	 
flow network traffic	network traffic flow	network traffic flow	3	7,94284723159	40,4669485948	228,084565251	2,0	16,0	 
choice travel	travel choice	travel choice	2	6,29455750551	30,9811032547	238,967856576	3,0	23,0	 
infrastructure transportation	transportation infrastructure	transportation infrastructure	2	7,86819688189	41,9166583678	216,73555823	2,0	25,0	 
macroscopic model	macroscopic model	macroscopic model|&|macroscopic models	2	7,86819688189	36,462839883	331,309506211	4,0	38,0	 
design network transportation	transportation network design	transportation network design	3	17,8714062711	66,2756045995	277,958062138	16,0	185,0	 
assignment problem traffic	traffic assignment problem	traffic assignment problem	3	23,8285416948	85,5608748232	391,175696395	13,0	114,0	 
model network	network model	network model|&|network models	2	15,7363937638	62,0180427964	347,030127525	14,0	108,0	 
equilibrium model multicriteria network traffic	multicriteria traffic network equilibrium model	multicriteria traffic network equilibrium model	5	7,94284723159	40,4669485948	326,315450724	2,0	28,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	40,4669485948	875,460629294	2,0	11,0	 
quality service	service quality	service quality|&|quality of service	2	9,44183625827	43,7554078596	290,784027167	4,0	15,0	 
design network problem	network design problem	network design problem|&|network design problems	3	75,4570487001	193,851982334	275,511307095	45,0	580,0	 
model network neural	neural network model	neural network model	3	9,92855903949	50,5836857435	505,822805838	2,0	19,0	 
freight transportation	freight transportation	freight transportation	2	6,29455750551	33,5333266942	269,476632991	3,0	15,0	 
prediction traffic	traffic prediction	traffic prediction	2	6,29455750551	33,5333266942	523,203576122	2,0	4,0	 
growth urban	urban growth	urban growth	2	31,4727875276	111,274968396	1238,27091423	17,0	56,0	 
land use	land use	land use	2	20,4573118929	76,0585384092	206,715757706	11,0	80,0	 
choice model	choice model	choice model|&|choice models	2	12,589115011	53,2360969338	307,596091667	11,0	105,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	9,44183625827	41,648522986	371,137793989	17,0	144,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	29,7856771185	98,3822882062	249,012414323	12,0	96,0	 
method solution	solution methods	solution methods	2	9,44183625827	41,648522986	239,553714254	5,0	45,0	 
system traffic	traffic system	traffic system|&|traffic systems	2	12,589115011	51,2954762965	406,970898693	10,0	84,0	 
modeling network traffic	network traffic modeling	network traffic modeling|&|traffic network modeling	3	7,94284723159	34,9613864306	314,224866325	4,0	16,0	 
network problem	network problem	network problem	2	6,29455750551	33,5333266942	206,969492158	3,0	15,0	 
area urban	urban areas	urban areas|&|urban area	2	20,4573118929	72,3287294571	208,887170384	12,0	101,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	65,1812020709	1240,0458087	3,0	15,0	 
guidance system	guidance system	guidance system|&|guidance systems	2	11,0154756347	51,0479758362	265,626076961	6,0	78,0	 
measurement performance	performance measurement	performance measurement	2	11,0154756347	58,6833217149	246,533650403	2,0	28,0	 
public transportation	public transportation	public transportation	2	7,86819688189	38,7263790684	297,083710974	3,0	11,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	55,5999306211	152,532339001	252,242910315	31,0	370,0	 
series time	time series	time series	2	7,86819688189	36,462839883	287,222177825	4,0	26,0	 
