stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
development recent	recent developments	recent developments|&|recent development	2	4,72091812914	21,4296947391	247,589716329	3,0	12,0	 
service transportation	transportation services	transportation services|&|transportation service	2	9,44183625827	38,036257582	198,766182833	5,0	28,0	 
application transportation	transportation applications	transportation applications	2	4,72091812914	21,4296947391	249,186515107	3,0	12,0	 
model network	network model	network model|&|network models	2	7,86819688189	31,6968813184	275,082449034	5,0	26,0	 
air system transportation	air transportation system	air transportation system|&|air transportation as a system	3	7,94284723159	37,4281676333	336,1328783	2,0	16,0	 
network neural wavelet	wavelet neural network	wavelet neural network	3	5,95713542369	28,071125725	308,978995119	2,0	8,0	 
quality service	service quality	service quality|&|quality of service	2	6,29455750551	28,5729263188	294,867390638	3,0	14,0	 
industry transportation	transportation industry	transportation industry	2	4,72091812914	23,3438623187	240,007268633	2,0	17,0	 
network technology	network technology	network technology	2	4,72091812914	21,4296947391	303,326653485	3,0	23,0	 
private sector	private sector	private sector	2	4,72091812914	23,3438623187	226,944040314	2,0	10,0	 
choice model route	route choice model	route choice model	3	3,9714236158	18,7140838167	269,069575634	2,0	23,0	 
mode other transport	other modes of transport	other modes of transport	4	3,9714236158	18,7140838167	437,804121901	2,0	13,0	 
agent-based approach model	agent-based modeling approach	agent-based modeling approach	3	3,9714236158	21,4668648988	278,287928783	1,0	8,0	 
growth urban	urban growth	urban growth	2	7,86819688189	38,9064371978	343,362152142	2,0	16,0	 
design system transportation	design of a transportation system	design of a transportation system|&|transportation system design	5	3,9714236158	18,7140838167	370,761259736	2,0	8,0	 
activity centre	activity centres	activity centres	2	4,72091812914	23,3438623187	490,109591763	2,0	16,0	 
freight network	freight network	freight network	2	9,44183625827	40,1431424556	272,228658559	4,0	33,0	 
choice model	choice models	choice models|&|choice model	2	4,72091812914	23,3438623187	285,342678703	3,0	29,0	 
development sustainable	sustainable development	sustainable development	2	4,72091812914	23,3438623187	281,995268045	2,0	13,0	 
choice realistic route traveler	realistic traveler route choices	realistic traveler route choices	4	3,9714236158	21,4668648988	224,301688993	1,0	13,0	 
analysis performance	performance analysis	performance analysis	2	4,72091812914	23,3438623187	385,79127332	2,0	8,0	 
economic growth	economic growth	economic growth	2	6,29455750551	28,5729263188	207,70323878	3,0	27,0	 
growth rate	growth rates	growth rates|&|growth rate	2	6,29455750551	31,1251497582	770,020823827	2,0	9,0	 
population urban	urban population	urban population	2	4,72091812914	23,3438623187	1084,88857579	2,0	6,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	179,394888907	259,811182558	245,470557573	98,0	575,0	 
freight railway transportation	railway freight transportation	railway freight transportation	3	5,95713542369	32,2002973481	227,216471325	1,0	5,0	 
network road	road network	road network|&|road networks	2	18,8836725165	67,1971205478	210,736084068	10,0	67,0	 
optimization problem	optimization problem	optimization problem	2	7,86819688189	31,6968813184	209,749917913	5,0	40,0	 
city network transportation	city transportation network	city transportation network|&|transportation network of the city	3	7,94284723159	37,4281676333	446,916741359	2,0	11,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	59,8633353883	545,446234775	3,0	14,0	 
demand traffic	traffic demand	traffic demand	2	11,0154756347	44,3756338457	212,483058122	5,0	44,0	 
public transportation	public transportation	public transportation	2	9,44183625827	46,6877246374	1234,70050829	2,0	5,0	 
first stage	first stage	first stage	2	4,72091812914	23,3438623187	327,257300979	2,0	14,0	 
model simulation traffic	traffic simulation model	traffic simulation model	3	3,9714236158	18,7140838167	254,230783539	2,0	12,0	 
