evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,feedbackWeight,feedbackGamma,feedbackDecay,logmse,mselog
100,0.023863342819208953,0.0011873369694325691,1.9872669469481585,9.887410629146887,0.06969878242384503,99.13612021357157,1000.0,25.59549801590009,6.703404380697868
100,0.02533069012475351,3.8106921920836055E-4,4.635818101304261,987.9091428608824,0.002051445024342677,33.38497377930221,729.1435665209939,24.147052311834546,6.884033984717313
100,0.024871580944811355,3.940914957327169E-4,5.141946554874696,991.8166222709344,0.13449867428941226,49.80923160467064,0.8110732091775041,24.149952294651033,6.859843161152448
100,0.02533469580311533,3.824986065102358E-4,4.767557309698664,997.8157257311277,0.001114110680772621,15.640028711026114,455.4212994400223,24.147134656628797,6.883748518841963
100,0.025192713641034283,3.8786908775357524E-4,4.544408212197428,998.2024183473291,0.015494841108456137,55.42287988919157,936.8737014051549,24.147325985898295,6.882079392485664
100,0.025200363493040792,3.8665260903590404E-4,4.549567725102974,994.398018919449,5.0E-5,29.411125417307638,882.9007333419862,24.147198448292485,6.882305840033563
100,0.025344324335950394,3.814961918351182E-4,4.732397851632639,996.9437531900894,0.0036033881906055868,31.239831926960026,722.6725738967399,24.147069878349058,6.884011814687613
100,0.02515888598872437,3.896890888872456E-4,4.735423818641517,1000.0,5.0E-5,61.232321495651554,691.2531046392581,24.1473862745663,6.881417436863822
100,0.025187315878972983,3.8653666836049053E-4,4.8510599381843775,997.6304158569034,5.0E-5,57.46721162739294,732.7495535818491,24.147375036012708,6.881525005099767
100,0.02507340252762365,3.9159542487533425E-4,4.709546732630639,998.9083088710953,5.0E-5,31.236419015651013,798.2197278494767,24.147533964023204,6.8809800399162695
100,0.02515333478624048,3.8816784907647994E-4,4.804937154391784,995.6594985758777,0.0030991221016781058,40.93426422713053,808.1797751255299,24.147426220219916,6.881266108009844
100,0.025070746133155675,3.918760889704452E-4,4.835753856928118,999.7045034754768,0.030532050712217047,29.70641478746495,869.351010460687,24.14785042121585,6.880342587088452
100,0.025098181465390553,3.9093702871283934E-4,4.77364843678213,999.6166519964329,0.007643630088044115,55.23580391605775,790.9178245656582,24.14755790411173,6.880863679929461
100,0.02499698375764792,3.945426998830062E-4,4.747759092869529,998.1984297276015,0.08732946438273734,46.990693940088164,769.207900661954,24.148383510626413,6.879643335354671
100,0.025018948509573515,3.9347835058871155E-4,4.7653776104775485,1000.0,0.0457417660612792,45.17311872925013,773.7531999409897,24.148044164990424,6.880110848451008
100,0.025135466304576345,3.9048618985608756E-4,4.783581463637203,997.0953510238512,5.0E-5,42.8760799503324,634.3305924580803,24.147494216267024,6.88115554226531
100,0.02502731262353188,3.939746447419687E-4,4.7899471196182,994.640947983019,0.0703990070196527,26.76722040437755,730.1342520377215,24.148244064111203,6.879860233970731
100,0.025107184259339995,3.894428805322949E-4,4.879647080933269,998.2570348395426,0.0061106369058510504,61.30373904819479,676.6776036566432,24.14767011328548,6.8807884331468205
100,0.025049790927143763,3.922897952495012E-4,4.821489887420528,1000.0,5.0E-5,67.31042338438483,752.090797751586,24.147712857320446,6.880703217499591
100,0.025049460390813683,3.926710498567649E-4,4.831386118274311,1000.0,0.05156674546186972,55.435130201713804,842.6525382910544,24.14804484038035,6.880021843784522
100,0.025000227608134314,3.9410971043980043E-4,4.871816177207726,996.6556556520407,0.05601084706783847,60.15025505864989,998.03373420302,24.148297831894652,6.879733044928894
100,0.025102628987914745,3.9173078631887955E-4,4.734742561728442,999.9045990648181,5.0E-5,58.842473511502625,721.2498455661896,24.147515222211062,6.881029541051389
100,0.02500814145394678,3.949531376805261E-4,4.870014762212394,992.6358032910341,0.084448431340205,67.61223530401715,921.6110798386327,24.14849590608335,6.879448743643431
100,0.02500762686084071,3.9375945999938394E-4,4.854534503294984,991.308094335327,0.04863988419390303,31.934281898126958,875.7447230914814,24.148241318672728,6.8799102844980276
100,0.024980282616977524,3.9547968984051887E-4,4.863460179197004,995.2643720835025,0.09906564106142486,37.65843417280581,881.2256088548803,24.148644187698864,6.879236271369079
