stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
angle phase	phase angle	phase angle	2	6,29455750551	30,4545633351	249,016643878	3,0	26,0	 
blood flow	blood flow	blood flow	2	31,4727875276	114,380436416	561,622269976	11,0	57,0	 
result simulation	simulation results	simulation results|&|results of the simulation	2	7,86819688189	34,0489275887	230,89118807	7,0	55,0	 
flow mean	mean flow	mean flow	2	6,29455750551	28,6437319867	257,71081332	4,0	37,0	 
boundary flow layer	boundary layer flow	boundary layer flow	3	17,8714062711	73,1802867486	336,01420174	5,0	41,0	 
numerical solution	Numerical solutions	Numerical solutions|&|numerical solutions	2	7,86819688189	35,8046649834	228,296220319	4,0	22,0	 
heat transfer	heat transfer	heat transfer|&|Heat transfer	2	77,1083294426	212,726137402	279,412795383	30,0	251,0	 
flow velocity	flow velocity	flow velocity|&|flow velocities|&|velocity of flow	2	11,0154756347	43,9620969	296,035461571	11,0	109,0	 
bulk velocity	bulk velocity	bulk velocity	2	9,44183625827	39,1372628209	246,330143143	6,0	54,0	 
coaxial jet	coaxial jet	coaxial jet|&|coaxial jets	2	6,29455750551	33,0067867745	238,556998744	2,0	17,0	 
drop pressure	pressure drop	pressure drop	2	34,6200662803	119,506495677	225,190044638	12,0	93,0	 
entrance region tube	entrance region of a tube	entrance region of a tube|&|tube entrance region	5	5,95713542369	29,8518968935	288,279569583	2,0	15,0	 
dispersion pollutant	pollutant dispersion	pollutant dispersion|&|dispersion of a pollutant	2	7,86819688189	41,2584834682	1015,38446549	2,0	7,0	 
flow visualization	flow visualization	flow visualization	2	9,44183625827	40,8587131065	505,514347621	6,0	36,0	 
channel flow	channel flow	channel flow|&|channel flows	2	70,813771937	172,809828543	300,874218315	64,0	525,0	 
energy kinetic turbulent	turbulent kinetic energy	turbulent kinetic energy	3	7,94284723159	36,5819817798	491,354964379	3,0	15,0	 
tunnel wind	wind tunnel	wind tunnel	2	7,86819688189	34,0489275887	233,871976653	5,0	42,0	 
flow linear shear	linear shear flow	linear shear flow	3	13,8999826553	60,0196922974	243,604686679	4,0	28,0	 
bubble laminar separation	laminar separation bubble	laminar separation bubble	3	5,95713542369	27,4364863349	315,061611418	3,0	22,0	 
numerical simulation	Numerical simulation	Numerical simulation|&|numerical simulation|&|numerical simulations|&|Numerical simulations	2	26,7518693984	88,2221096231	251,27994021	15,0	76,0	 
channel flow turbulent	turbulent channel flow	turbulent channel flow|&|turbulent flow in a channel	3	71,4856250843	180,587657585	237,241292468	31,0	267,0	 
characteristic flow	flow characteristics	flow characteristics|&|characteristics of the flow	2	6,29455750551	28,6437319867	527,538441176	4,0	22,0	 
flux heat turbulent	turbulent heat fluxes	turbulent heat fluxes|&|turbulent heat flux	3	13,8999826553	60,0196922974	347,926221151	4,0	58,0	 
element finite method	finite element method	finite element method	3	13,8999826553	60,0196922974	252,824840679	4,0	41,0	 
gas turbine	gas turbine	gas turbine	2	6,29455750551	33,0067867745	267,135716995	2,0	15,0	 
datum experimental	experimental data	experimental data	2	33,046426904	100,67520918	231,511551892	18,0	129,0	 
diameter pipe	pipe diameter	pipe diameter	2	6,29455750551	28,6437319867	261,314815639	4,0	35,0	 
flat plate	flat plate	flat plate	2	20,4573118929	76,5026766003	262,779957782	9,0	98,0	 
numerical result	numerical results	numerical results	2	14,1627543874	54,6315236975	274,057439527	8,0	46,0	 
dissipation rate	dissipation rate	dissipation rate	2	7,86819688189	38,0682041688	288,42727056	5,0	54,0	 
flow two-phase	two-phase flow	two-phase flow|&|two-phase flows	2	7,86819688189	35,8046649834	256,913382279	4,0	33,0	 
flow fluid	fluid flow	fluid flow	2	9,44183625827	39,1372628209	249,879417949	6,0	41,0	 
flow uniform	uniform flow	uniform flow	2	17,3100331402	69,0832951285	264,018114805	7,0	55,0	 
flow study	flow studies	flow studies	2	9,44183625827	45,6818450026	301,012764569	3,0	6,0	 
flow shear	shear flow	shear flow|&|shear flows|&|flow in the shear	2	67,6664931843	189,557898804	271,711649207	28,0	179,0	 
flow model	flow models	flow models|&|flow model	2	6,29455750551	33,0067867745	272,998164564	2,0	11,0	 
force lift	lift force	lift force|&|lift forces	2	22,0309512693	87,9241937999	226,577073513	9,0	71,0	 
temperature variance	temperature variance	temperature variance	2	7,86819688189	38,0682041688	432,287260044	3,0	38,0	 
corporation development urban	urban development corporations	urban development corporations|&|Urban development corporations	3	11,9142708474	51,4454505406	10297,203492	4,0	6,0	 
channel flow heat transfer turbulent	turbulent heat transfer in a channel flow	turbulent heat transfer in a channel flow|&|turbulent heat transfer in channel flow|&|turbulent channel flow with heat transfer|&|heat transfer in a turbulent channel flow	7	7,94284723159	34,2969670271	438,633781387	5,0	70,0	 
film thickness	film thickness	film thickness	2	6,29455750551	33,0067867745	276,801943877	2,0	14,0	 
development flow	flow development	flow development|&|development of the flow	2	86,5501657008	203,681163567	394,019001776	39,0	188,0	 
present result	present results	present results	2	6,29455750551	28,6437319867	239,748560712	4,0	34,0	 
shear stress wall	wall shear stress	wall shear stress|&|wall shear stresses	3	45,6713715817	143,376770101	270,857882964	14,0	137,0	 
ratio velocity	velocity ratio	velocity ratio	2	6,29455750551	33,0067867745	312,156832853	2,0	16,0	 
aorta root	root of the aorta	root of the aorta	4	7,86819688189	41,2584834682	241,6447354	2,0	16,0	 
shear wall	wall shear	wall shear	2	7,86819688189	35,8046649834	269,079704354	18,0	165,0	 
heat transfer turbulent	turbulent heat transfer	turbulent heat transfer	3	9,92855903949	42,8712087839	370,67128153	6,0	82,0	 
entrance flow	entrance flow	entrance flow|&|flows near the entrance|&|entrance flows|&|flow entrance|&|flow near the entrance	2	12,589115011	54,4782841419	257,153450289	7,0	53,0	 
convection velocity	convection velocity	convection velocity	2	6,29455750551	33,0067867745	244,314712609	2,0	12,0	 
policy urban	urban policy	urban policy	2	7,86819688189	38,0682041688	7893,72320102	3,0	5,0	 
depth flow	flow depth	flow depth	2	6,29455750551	30,4545633351	297,988395846	3,0	23,0	 
streamwise vorticity	streamwise vorticity	streamwise vorticity	2	7,86819688189	41,2584834682	261,553427772	2,0	20,0	 
energy equation momentum	momentum and energy equations	momentum and energy equations	4	7,94284723159	34,2969670271	282,185127039	4,0	30,0	 
length scale	length scale	length scale|&|length scales	2	9,44183625827	42,9655979801	229,740738168	4,0	31,0	 
flow rate	flow rate	flow rate|&|flow rates	2	25,1782300221	86,9138150377	275,38059233	13,0	69,0	 
disc valve	disc valves	disc valves	2	7,86819688189	41,2584834682	292,549607103	2,0	18,0	 
flux heat	heat flux	heat flux|&|heat fluxes	2	7,86819688189	34,0489275887	302,934519116	8,0	84,0	 
gradient pressure	pressure gradient	pressure gradient|&|pressure gradients	2	33,046426904	106,700285179	306,695579227	15,0	99,0	 
flow plate	plate flow	plate flow	2	7,86819688189	38,0682041688	272,591363433	3,0	24,0	 
flow phenomenon	flow phenomenon	flow phenomenon|&|flow phenomena	2	7,86819688189	38,0682041688	358,635855978	3,0	15,0	 
section test	test section	test section	2	7,86819688189	35,8046649834	287,379820202	4,0	40,0	 
equation momentum	momentum equations	momentum equations|&|momentum equation	2	7,86819688189	38,0682041688	251,014685051	4,0	32,0	 
layer separated shear	separated shear layer	separated shear layer	3	9,92855903949	42,8712087839	228,523334081	4,0	40,0	 
entrance region	entrance region	entrance region	2	22,0309512693	80,066305491	277,690701488	13,0	100,0	 
boundary condition	boundary conditions	boundary conditions|&|boundary condition	2	28,3255087748	97,7780419174	276,38793129	17,0	111,0	 
eddy large simulation	large eddy simulation	large eddy simulation|&|Large eddy simulation	3	17,8714062711	67,167054709	290,346547746	7,0	69,0	 
exchanger heat	heat exchangers	heat exchangers	2	6,29455750551	30,4545633351	287,693455808	3,0	29,0	 
circular tube	circular tube	circular tube	2	6,29455750551	28,6437319867	240,088474718	4,0	36,0	 
Flow development	Flow development	Flow development	2	14,1627543874	52,9633914925	304,488634115	9,0	51,0	 
channel flow open	open channel flow	open channel flow|&|flow in an open channel	3	7,94284723159	36,5819817798	328,813179434	3,0	12,0	 
