stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
flow traffic	traffic flow	traffic flow	2	3,14727875276	12,0329125137	149,217170561	3,0	14,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	3,14727875276	12,0329125137	285,16056178	2,0	5,0	 
logistic park urban	urban logistics park	urban logistics park	3	9,92855903949	42,5323172149	368,680977937	1,0	2,0	 
forecasting method modeling	modeling and forecasting method	modeling and forecasting method	4	7,94284723159	28,5202916077	100,578072767	2,0	16,0	 
assignment flow ratio traffic	traffic flow assignment ratios	traffic flow assignment ratios	4	3,9714236158	17,012926886	198,397797938	1,0	4,0	 
location logistic park selection urban	urban logistics park location selection	urban logistics park location selection|&|location selection of urban logistics park	5	3,9714236158	17,012926886	368,680977937	1,0	2,0	 
analysis network	network analysis	network analysis	2	3,14727875276	12,0329125137	586,916354963	2,0	3,0	 
empirical evidence	empirical evidence	empirical evidence	2	3,14727875276	12,0329125137	216,615461494	2,0	6,0	 
metric spatial	spatial metrics	spatial metrics	2	4,72091812914	21,3216598615	63,1105011724	1,0	8,0	 
biodiversity conservation	biodiversity conservation	biodiversity conservation	2	3,14727875276	14,2144399076	93,7937876077	1,0	4,0	 
network-level status traffic	network-level traffic status	network-level traffic status	3	3,9714236158	17,012926886	198,397797938	1,0	4,0	 
network planning transportation	transportation network planning	transportation network planning	3	5,95713542369	25,519390329	191,152170079	1,0	3,0	 
development graphical integrated	integrated development and a graphical	integrated development and a graphical	5	3,9714236158	14,2601458039	51,3491353608	2,0	24,0	 
issue special	special issue	special issue	2	3,14727875276	12,0329125137	64,8036806509	2,0	6,0	 
online service	online services	online services	2	3,14727875276	14,2144399076	415,260733453	1,0	2,0	 
emulation network	network emulation	network emulation	2	3,14727875276	12,0329125137	51,3491353608	2,0	24,0	 
dynamics urban	urban dynamics	urban dynamics	2	4,72091812914	18,0493687706	80,8634704692	2,0	13,0	 
actor private sector	private sector actors	private sector actors|&|actors from the private sector	3	3,9714236158	17,012926886	233,176559874	1,0	2,0	 
development regional	regional development	regional development	2	7,86819688189	35,5360997691	163,226232509	1,0	4,0	 
network wireless	wireless networks	wireless networks	2	3,14727875276	14,2144399076	322,095855695	1,0	2,0	 
modeling pipeline	modeling pipeline	modeling pipeline	2	3,14727875276	14,2144399076	184,33870006	1,0	1,0	 
logistic system	logistics system	logistics system	2	3,14727875276	12,0329125137	100,578072767	2,0	16,0	 
application interface programming	application programming interface	application programming interface|&|application programming interfaces	3	3,9714236158	14,2601458039	145,092803476	2,0	5,0	 
network space	space network	space network|&|space networks	2	12,589115011	48,1316500549	142,244528308	2,0	11,0	 
method traditional	traditional methods	traditional methods|&|Traditional methods|&|traditional method	2	6,29455750551	19,7027702396	98,6702316559	4,0	24,0	 
time travel	travel time	travel time	2	4,72091812914	21,3216598615	294,147644603	1,0	2,0	 
system urban	urban systems	urban systems	2	3,14727875276	12,0329125137	101,783440926	2,0	8,0	 
extension real-time simulation	extensions for real-time simulation	extensions for real-time simulation	4	3,9714236158	14,2601458039	51,3491353608	2,0	24,0	 
decision support	decision support	decision support	2	3,14727875276	12,0329125137	105,312265663	2,0	8,0	 
demand logistic urban	urban logistics demand	urban logistics demand	3	7,94284723159	28,5202916077	100,578072767	2,0	16,0	 
flow forecasting traffic	traffic flow forecasting	traffic flow forecasting	3	3,9714236158	17,012926886	115,345051159	1,0	3,0	 
area research	research area	research area	2	3,14727875276	14,2144399076	87,5822531881	1,0	2,0	 
analysis modeling urban	urban modeling and analysis	urban modeling and analysis|&|urban analysis and modeling	4	3,9714236158	14,2601458039	80,8814584759	2,0	9,0	 
aerial image	aerial images	aerial images|&|aerial image	2	9,44183625827	36,0987375412	150,815647746	2,0	3,0	 
change land use	land use change	land use change	3	5,95713542369	21,3902187058	92,1597349015	2,0	12,0	 
ecosystem service	ecosystem services	ecosystem services	2	3,14727875276	12,0329125137	155,774372969	2,0	7,0	 
basin drainage	drainage basin	drainage basin	2	3,14727875276	14,2144399076	212,918708768	1,0	3,0	 
analysis method	analysis method	analysis method	2	4,72091812914	18,0493687706	132,765615193	2,0	10,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	9,44183625827	29,5541553595	405,684805196	4,0	6,0	 
Integrated modeling	Integrated modeling	Integrated modeling	2	3,14727875276	12,0329125137	170,885239357	2,0	7,0	 
status traffic	traffic status	traffic status	2	6,29455750551	28,4288798153	198,397797938	1,0	4,0	 
alternative language programming support	support for alternative programming languages	support for alternative programming languages	5	3,9714236158	14,2601458039	51,3491353608	2,0	24,0	 
replaced-dns undirected vertices	vertices of an undirected replaced-dns	vertices of an undirected replaced-dns	5	3,9714236158	14,2601458039	360,76326774	2,0	6,0	 
combinatorial concept important optimization	important concept in combinatorial optimization	important concept in combinatorial optimization	5	3,9714236158	14,2601458039	360,76326774	2,0	6,0	 
framework library simulation	simulation library and framework	simulation library and framework	4	3,9714236158	14,2601458039	51,3491353608	2,0	24,0	 
design network problem	network design problem	network design problem	3	7,94284723159	28,5202916077	627,554800239	2,0	3,0	 
3D modeling urban	3D urban modeling	3D urban modeling	3	3,9714236158	14,2601458039	162,988656945	2,0	8,0	 
model programming	programming model	programming model	2	3,14727875276	14,2144399076	125,505269435	1,0	3,0	 
analysis empirical	empirical analysis	empirical analysis	2	3,14727875276	12,0329125137	370,66935003	2,0	1,0	 
network pipe	pipe network	pipe network	2	3,14727875276	14,2144399076	140,015259934	1,0	2,0	 
model theoretical	theoretical model	theoretical model	2	4,72091812914	21,3216598615	163,226232509	1,0	4,0	 
evaluation performance	performance evaluation	performance evaluation	2	3,14727875276	12,0329125137	51,3491353608	2,0	24,0	 
modeling urban year	years of urban modeling	years of urban modeling	4	5,95713542369	21,3902187058	164,782621277	2,0	4,0	 
independent project	independent projects	independent projects	2	3,14727875276	12,0329125137	51,3491353608	2,0	24,0	 
Urban modeling	Urban modeling	Urban modeling	2	3,14727875276	12,0329125137	129,183353148	2,0	7,0	 
modeling simulation	modeling and simulation	modeling and simulation	3	3,14727875276	14,2144399076	370,66935003	1,0	1,0	 
behavior characteristic modeling	behavior characteristics modeling	behavior characteristics modeling	3	3,9714236158	17,012926886	86,3227513467	1,0	7,0	 
development policy	policy development	policy development|&|development policy	2	3,14727875276	12,0329125137	349,745856572	2,0	4,0	 
actual forecasting result	actual forecasting results	actual forecasting results	3	3,9714236158	14,2601458039	100,578072767	2,0	16,0	 
modeling technology	modeling technologies	modeling technologies	2	3,14727875276	12,0329125137	158,225739606	2,0	8,0	 
model simulation	simulation models	simulation models	2	4,72091812914	18,0493687706	457,219729108	2,0	3,0	 
network urban	urban network	urban network|&|network and urban	2	4,72091812914	18,0493687706	183,643905423	2,0	7,0	 
current research	current research	current research	2	3,14727875276	12,0329125137	143,467155888	2,0	6,0	 
resolution satellite	resolution satellite	resolution satellite	2	3,14727875276	12,0329125137	162,988656945	2,0	8,0	 
