stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
environment graphical runtime	graphical runtime environment	graphical runtime environment	3	3,9714236158	14,2601458039	51,3491353608	2,0	24,0	 
simulator traffic	traffic simulator	traffic simulator|&|Traffic simulators	2	3,14727875276	14,2144399076	370,66935003	1,0	1,0	 
element road	road element	road element|&|road elements	2	3,14727875276	14,2144399076	143,873960987	1,0	4,0	 
atmosphere environmental simulation	atmosphere environmental simulation	atmosphere environmental simulation	3	3,9714236158	17,012926886	175,926445891	1,0	3,0	 
design practice urban	urban design practice	urban design practice	3	7,94284723159	34,0258537719	114,700585078	1,0	5,0	 
function other several	several other functions	several other functions	3	3,9714236158	14,2601458039	51,3491353608	2,0	24,0	 
demand logistic	logistics demand	logistics demand	2	3,14727875276	12,0329125137	100,578072767	2,0	16,0	 
framework model	model frameworks	model frameworks	2	3,14727875276	12,0329125137	51,3491353608	2,0	24,0	 
demand forecasting logistic method urban	forecasting method of urban logistics demand	forecasting method of urban logistics demand	6	3,9714236158	14,2601458039	100,578072767	2,0	16,0	 
complicated shape	complicated shape	complicated shape	2	3,14727875276	14,2144399076	175,926445891	1,0	3,0	 
development recent	recent developments	recent developments	2	3,14727875276	12,0329125137	91,5112724818	2,0	13,0	 
planning urban	urban planning	urban planning	2	3,14727875276	12,0329125137	106,33433046	2,0	9,0	 
land value	land values	land values	2	4,72091812914	21,3216598615	105,679399488	1,0	2,0	 
certain connectivity requirement	certain connectivity requirements	certain connectivity requirements	3	3,9714236158	14,2601458039	360,76326774	2,0	6,0	 
chain design network supply	supply chain network design	supply chain network design	4	3,9714236158	17,012926886	370,66935003	1,0	1,0	 
green network space	green space network	green space network	3	3,9714236158	14,2601458039	142,244528308	2,0	11,0	 
network reliability	network reliability	network reliability	2	6,29455750551	28,4288798153	86,3227513467	1,0	7,0	 
model urban	urban models	urban models	2	4,72091812914	16,135201191	115,994573028	3,0	10,0	 
analysis policy	policy analysis	policy analysis	2	6,29455750551	24,0658250275	349,745856572	2,0	4,0	 
communication network simulation support	support for simulation of communication networks	support for simulation of communication networks	6	3,9714236158	14,2601458039	51,3491353608	2,0	24,0	 
modeling system	modeling system	modeling system|&|modeling systems	2	6,29455750551	21,513601588	248,890471725	3,0	9,0	 
land use	land use	land use|&|land uses	2	4,72091812914	18,0493687706	100,162851235	3,0	15,0	 
connectivity pair vertices	connectivity between each pair of vertices	connectivity between each pair of vertices	6	3,9714236158	14,2601458039	360,76326774	2,0	6,0	 
growth modeling tree urban	urban tree growth modeling	urban tree growth modeling	4	3,9714236158	17,012926886	155,988890309	1,0	3,0	 
network transportation	transportation network	transportation network	2	12,589115011	36,5963606478	186,595151292	5,0	19,0	 
network road	road network	road network	2	9,44183625827	36,0987375412	119,252957222	2,0	11,0	 
analysis least-cost path	least-cost path analysis	least-cost path analysis	3	3,9714236158	14,2601458039	142,244528308	2,0	11,0	 
information system	information systems	information systems|&|information system	2	6,29455750551	19,7027702396	108,539742688	6,0	23,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	27,4472704859	211,749443211	5,0	11,0	 
area urban	urban area	urban area	2	9,44183625827	27,4472704859	94,6025879964	5,0	23,0	 
graph gravity model theory	graph theory and the gravity model	graph theory and the gravity model|&|graph theory and gravity model	6	5,95713542369	21,3902187058	142,244528308	2,0	11,0	 
modeling urban	urban modeling	urban modeling	2	14,1627543874	34,5143597666	159,39029354	10,0	34,0	 
cover land	land cover	land cover	2	6,29455750551	24,0658250275	180,162644259	2,0	7,0	 
modeling network	network modeling	network modeling	2	7,86819688189	26,892001985	203,976304239	3,0	9,0	 
management practice	management practices	management practices	2	4,72091812914	18,0493687706	149,371766351	2,0	6,0	 
geographic information system	geographic information system	geographic information system|&|Geographic information systems|&|geographic information systems	3	5,95713542369	18,9748081472	106,893942876	3,0	15,0	 
