stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
age child	children under age	children under age	3	4,72091812914	21,4082846428	614,3537498	3,0	24,0	 
control population	population control	population control|&|control population|&|population on the control	2	4,72091812914	23,3224522224	293,932834401	2,0	7,0	 
growth rate	growth rate	growth rate|&|growth rates|&|rate of growth	2	15,7363937638	58,0275360432	337,196684443	13,0	102,0	 
high-density population	high-density population	high-density population	2	14,1627543874	54,4079806559	287,921885378	8,0	87,0	 
country develop	developed countries	developed countries	2	7,86819688189	31,6611978246	351,262873897	5,0	58,0	 
home individual range	individual home ranges	individual home ranges	3	3,9714236158	18,6960727943	350,36995869	2,0	17,0	 
availability resource	resource availability	resource availability	2	4,72091812914	23,3224522224	256,162372629	2,0	17,0	 
density relationship	density relationship	density relationship|&|density relationships|&|relationships between density	2	9,44183625827	42,8165692857	423,835428961	4,0	28,0	 
curvature dependence	curvature dependence	curvature dependence	2	4,72091812914	21,4082846428	433,963901261	3,0	29,0	 
change population	population change	population change|&|population changes	2	9,44183625827	40,1003222632	436,371516611	4,0	15,0	 
family size	family size	family size	2	6,29455750551	31,0966029633	462,984374583	2,0	6,0	 
annual variability	annual variability	annual variability	2	6,29455750551	35,4596577511	281,4209502	1,0	6,0	 
metabolic rate	metabolic rates	metabolic rates|&|metabolic rate	2	6,29455750551	28,5443795238	419,137898201	3,0	26,0	 
dynamics population	population dynamics	population dynamics|&|dynamics of this population	2	25,1782300221	89,4819735505	319,120214896	8,0	53,0	 
density measure population	measure of population density	measure of population density|&|population density as a measure	4	3,9714236158	18,6960727943	290,512782605	2,0	6,0	 
World population	World population	World population	2	6,29455750551	26,7335481754	543,957052144	4,0	31,0	 
patch size	patch size	patch size	2	4,72091812914	23,3224522224	286,082686423	2,0	10,0	 
home range	home range	home range|&|home ranges|&|Home range	2	40,9146237858	150,871593712	583,680454797	9,0	55,0	 
body mass	body mass	body mass	2	20,4573118929	82,3191143441	638,720707598	6,0	33,0	 
growth population	population growth	population growth|&|Population growth	2	45,635541915	125,178837188	386,542843871	28,0	197,0	 
datum population	population data	population data|&|data on population	2	6,29455750551	28,5443795238	431,566926477	4,0	25,0	 
dilatation rate	dilatation rate	dilatation rate	2	4,72091812914	23,3224522224	338,723030007	2,0	23,0	 
area census	census area	census area	2	7,86819688189	38,8707537041	334,722465635	2,0	9,0	 
context equation transport	transport equation in the context	transport equation in the context	5	5,95713542369	28,0441091915	294,089511144	2,0	19,0	 
deer red	red deer	red deer	2	11,0154756347	54,4190551857	290,805101391	2,0	9,0	 
density low	low densities	low densities	2	4,72091812914	23,3224522224	449,652554228	2,0	8,0	 
growth population rate	population growth rate	population growth rate|&|population growth rates|&|rate of population growth	3	21,8428298869	69,9750936543	294,123935682	9,0	70,0	 
body size	body size	body size|&|body sizes	2	33,046426904	110,070993227	569,575364294	12,0	67,0	 
population world	world population	world population	2	12,589115011	48,362649472	555,863413481	6,0	23,0	 
characteristic demographic	demographic characteristics	demographic characteristics|&|Demographic characteristics	2	4,72091812914	21,4082846428	685,775853836	3,0	4,0	 
crown width	crown width	crown width	2	4,72091812914	26,5947433133	572,333578294	1,0	3,0	 
body weight	body weight	body weight	2	11,0154756347	49,9526641666	257,243840201	3,0	17,0	 
density grid	density grid	density grid|&|density grids	2	4,72091812914	23,3224522224	310,246475521	3,0	21,0	 
child woman	women and children	women and children	3	4,72091812914	23,3224522224	293,106550128	2,0	17,0	 
food resource	food resources	food resources	2	6,29455750551	26,7335481754	317,472170496	4,0	32,0	 
health reproductive	reproductive health	reproductive health	2	11,0154756347	44,3256769545	248,222017797	5,0	22,0	 
growth population rapid	rapid population growth	rapid population growth	3	13,8999826553	48,0228712469	263,227246083	7,0	71,0	 
animal density population	animal population density	animal population density|&|population density animals	3	9,92855903949	37,6427353571	295,177619923	5,0	19,0	 
period time	time period	time period|&|time periods	2	7,86819688189	35,6804744047	255,311491575	3,0	37,0	 
age structure	age structure	age structure	2	6,29455750551	26,7335481754	381,348164114	4,0	30,0	 
density relation	density in relation	density in relation|&|relation between density|&|density or the relation	3	4,72091812914	21,4082846428	724,212387144	3,0	11,0	 
group size	group size	group size|&|size group	2	7,86819688189	38,8707537041	432,786696719	2,0	8,0	 
density gradient population	gradient of population density	gradient of population density|&|population density gradient	4	5,95713542369	28,0441091915	283,09342174	2,0	12,0	 
body density population size	population density and body size	population density and body size|&|Population density and body size|&|body size population density|&|population density with body size	5	13,8999826553	48,0228712469	528,954373651	7,0	43,0	 
density low population	low population density	low population density	3	9,92855903949	46,7401819858	381,159999183	2,0	8,0	 
development economic	economic development	economic development	2	6,29455750551	26,7335481754	327,659533322	4,0	14,0	 
density increase	density increases	density increases|&|density increase|&|increase in density	2	6,29455750551	26,7335481754	312,834046058	6,0	41,0	 
FSD transport	FSD transport	FSD transport	2	9,44183625827	46,6449044449	265,166694353	2,0	23,0	 
density population relationship	relationship between population density	relationship between population density|&|population density relationship	4	9,92855903949	37,6427353571	256,265030759	5,0	31,0	 
estimate population	population estimates	population estimates|&|estimates of the population	2	7,86819688189	33,4169352193	1004,0203342	6,0	31,0	 
number total	total number	total number	2	6,29455750551	26,7335481754	319,341112462	4,0	27,0	 
rate strain	strain rate	strain rate	2	7,86819688189	33,4169352193	432,236416375	4,0	44,0	 
density population	population density	population density|&|Population density|&|population densities|&|density population|&|density populations|&|density of populations	2	325,74335091	395,629341896	429,210377086	100,0	507,0	 
home range size	home range size	home range size	3	13,8999826553	65,4362547801	369,129733249	3,0	17,0	 
equality gender	gender equality	gender equality	2	4,72091812914	23,3224522224	248,533935281	2,0	19,0	 
bird population	bird population	bird population|&|Bird population	2	6,29455750551	28,5443795238	296,303286374	3,0	17,0	 
density function	density functions	density functions|&|density function|&|function of density	2	6,29455750551	28,5443795238	878,153538316	8,0	24,0	 
inverse relationship	inverse relationship	inverse relationship	2	4,72091812914	21,4082846428	308,903590337	3,0	19,0	 
level national	national levels	national levels	2	4,72091812914	21,4082846428	673,775485796	3,0	24,0	 
density maximum population	maximum population density	maximum population density	3	7,94284723159	34,1715981772	314,891891763	3,0	29,0	 
change population size	change in population size	change in population size|&|population size and change|&|change of population size	4	7,94284723159	37,3921455887	250,400801603	2,0	19,0	 
curvature term	curvature term	curvature term|&|curvature terms	2	9,44183625827	46,6449044449	461,080383398	3,0	30,0	 
domestic violence	domestic violence	domestic violence	2	4,72091812914	23,3224522224	438,121608209	2,0	15,0	 
international migration	international migration	international migration	2	4,72091812914	23,3224522224	330,494687758	2,0	20,0	 
age group	age groups	age groups	2	7,86819688189	35,6804744047	382,096413119	3,0	13,0	 
pattern similar	similar pattern	similar pattern	2	4,72091812914	23,3224522224	319,98176686	2,0	20,0	 
density flame surface transport	flame surface density transport	flame surface density transport|&|transport of flame surface density	4	7,94284723159	34,1715981772	406,075708694	3,0	34,0	 
area urban	urban areas	urban areas|&|urban area	2	18,8836725165	64,8873038895	367,930662392	9,0	63,0	 
adolescent girl	adolescent girls	adolescent girls	2	4,72091812914	23,3224522224	1100,54423725	2,0	4,0	 
displacement speed	displacement speed	displacement speed	2	4,72091812914	23,3224522224	394,346739301	2,0	21,0	 
density model population	population density model	population density model|&|population density models|&|model of population density	3	11,9142708474	47,8298751367	397,605903466	4,0	8,0	 
FSD equation transport	FSD transport equation	FSD transport equation	3	7,94284723159	34,1715981772	432,236416375	4,0	44,0	 
heat release	heat release	heat release	2	7,86819688189	38,8707537041	338,723030007	2,0	23,0	 
cover land	land cover	land cover	2	9,44183625827	42,8165692857	331,546726214	4,0	23,0	 
density grid population	population density grid	population density grid	3	7,94284723159	37,3921455887	500,347192692	2,0	15,0	 
factor important	important factor	important factor	2	4,72091812914	21,4082846428	379,038111689	3,0	18,0	 
series time	time series	time series	2	6,29455750551	26,7335481754	311,804447148	7,0	54,0	 
