stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
development length	development length	development length	2	9,44183625827	45,4086153558	326,337216379	4,0	31,0	 
aorta human model	model human aorta	model human aorta	3	11,9142708474	57,9557173714	252,563819255	3,0	25,0	 
angle phase	phase angle	phase angle	2	7,86819688189	37,8405127965	235,385920305	4,0	30,0	 
blood flow	blood flow	blood flow	2	42,4882631622	157,660641067	474,356920546	14,0	77,0	 
flow near-wall	near-wall flow	near-wall flow	2	7,86819688189	40,1040519819	235,08564755	3,0	29,0	 
result simulation	simulation results	simulation results|&|results of the simulation|&|results from the simulations|&|results of the simulations|&|results of simulations	2	14,1627543874	58,2960497611	217,237346422	10,0	86,0	 
flow velocity	flow velocity	flow velocity|&|flow velocities|&|velocity of flow	2	17,3100331402	65,7382828465	491,788896869	16,0	111,0	 
friction velocity	friction velocity	friction velocity	2	11,0154756347	46,8122838383	271,247821214	16,0	183,0	 
coaxial jet	coaxial jet	coaxial jet|&|coaxial jets	2	6,29455750551	34,635465025	271,046534277	2,0	15,0	 
drop pressure	pressure drop	pressure drop	2	37,7673450331	134,320930147	229,954540892	15,0	123,0	 
flow inlet	inlet flow	inlet flow|&|inlet the flow	2	7,86819688189	37,8405127965	208,259525972	4,0	47,0	 
field flow turbulent	turbulent flow field	turbulent flow field|&|turbulent flow fields	3	9,92855903949	43,2246687784	220,485238187	10,0	113,0	 
flow visualization	flow visualization	flow visualization	2	11,0154756347	48,510326896	638,528790703	7,0	40,0	 
channel flow	channel flow	channel flow|&|channel flows	2	121,170231981	269,640314199	220,885309247	98,0	879,0	 
energy kinetic turbulent	turbulent kinetic energy	turbulent kinetic energy	3	13,8999826553	57,9802698127	282,588265114	7,0	56,0	 
image particle	particle image	particle image	2	6,29455750551	30,2724102372	200,706016644	4,0	30,0	 
flow laminar	laminar flow	laminar flow	2	23,6045906457	85,6998696883	267,26177468	13,0	80,0	 
boundary condition inlet	inlet boundary conditions	inlet boundary conditions	3	7,94284723159	36,3521301615	212,883355327	4,0	21,0	 
tunnel wind	wind tunnel	wind tunnel	2	7,86819688189	36,0847754018	259,191702565	5,0	41,0	 
flow linear shear	linear shear flow	linear shear flow	3	13,8999826553	63,6162277827	287,791964336	4,0	25,0	 
heat surface transfer	surface heat transfer	surface heat transfer	3	7,94284723159	38,6371449143	196,14550254	3,0	23,0	 
numerical simulation	numerical simulations	numerical simulations|&|numerical simulation	2	12,589115011	51,8187108987	213,841400149	10,0	70,0	 
gas liquid	gas and liquid	gas and liquid|&|liquid and gas	3	7,86819688189	37,8405127965	203,634736464	4,0	43,0	 
channel flow turbulent	turbulent channel flow	turbulent channel flow|&|turbulent flow in a channel	3	107,228437626	249,351254975	209,071670971	48,0	463,0	 
Direct channel flow numerical simulation turbulent	Direct numerical simulation of turbulent channel flow	Direct numerical simulation of turbulent channel flow|&|Direct numerical simulation of the turbulent channel flow|&|Direct numerical simulation of a turbulent channel flow	7	11,9142708474	49,6973741251	196,819195775	6,0	45,0	 
flux heat turbulent	turbulent heat fluxes	turbulent heat fluxes|&|turbulent heat flux	3	21,8428298869	84,8280619927	212,880868803	8,0	115,0	 
element finite method	finite element method	finite element method	3	13,8999826553	63,6162277827	273,442591237	4,0	30,0	 
distribution velocity	velocity distributions	velocity distributions|&|velocity distribution	2	12,589115011	57,7356406429	232,735012586	5,0	53,0	 
density function probability	probability density functions	probability density functions|&|Probability density functions	3	9,92855903949	43,2246687784	251,419351695	5,0	59,0	 
flat plate	flat plate	flat plate	2	28,3255087748	105,107094045	237,844562505	12,0	130,0	 
annulus concentric	concentric annulus	concentric annulus	2	7,86819688189	37,8405127965	227,792333043	4,0	27,0	 
numerical result	numerical results	numerical results	2	14,1627543874	58,2960497611	199,917661911	11,0	87,0	 
flow separation	flow separation	flow separation	2	12,589115011	51,8187108987	232,165581791	8,0	90,0	 
boundary flow layer	boundary layer flow	boundary layer flow	3	27,7999653106	107,962987991	357,455706506	11,0	104,0	 
backward-facing step	backward-facing step	backward-facing step	2	6,29455750551	32,0832415855	234,622906129	3,0	29,0	 
flow fluid	fluid flow	fluid flow	2	9,44183625827	41,5802801966	247,752720331	6,0	48,0	 
flow uniform	uniform flow	uniform flow	2	17,3100331402	73,5621603174	289,32073972	7,0	50,0	 
function wall	wall function	wall function	2	7,86819688189	40,1040519819	203,172832809	3,0	33,0	 
flow study	flow studies	flow studies	2	9,44183625827	48,1248623783	298,262772062	3,0	6,0	 
flow jet	jet flow	jet flow|&|jet flows	2	9,44183625827	41,5802801966	230,807397642	6,0	48,0	 
flow shear	shear flow	shear flow|&|shear flows|&|flow in the shear	2	72,3874113134	218,431888054	263,243324589	28,0	172,0	 
flow model	flow models	flow models|&|flow model	2	6,29455750551	34,635465025	264,423231349	2,0	11,0	 
force lift	lift force	lift force|&|lift forces	2	22,0309512693	93,6245676766	259,593619275	9,0	66,0	 
fraction volume	volume fraction	volume fraction|&|volume fractions	2	11,0154756347	48,510326896	216,121024784	6,0	48,0	 
channel flow heat transfer turbulent	turbulent heat transfer in a channel flow	turbulent heat transfer in a channel flow|&|turbulent heat transfer in channel flow|&|turbulent channel flow with heat transfer|&|heat transfer of turbulent channel flow|&|heat transfer in a turbulent channel flow	7	11,9142708474	49,6973741251	250,827703093	9,0	123,0	 
development flow	flow development	flow development|&|development of the flow	2	92,8447232063	239,973493119	394,145209279	39,0	171,0	 
flow pipe turbulent	turbulent pipe flow	turbulent pipe flow	3	17,8714062711	74,5460611877	210,5236927	8,0	90,0	 
present result	present results	present results	2	9,44183625827	41,5802801966	255,367938238	6,0	54,0	 
channel friction half velocity width	friction velocity and the channel half width	friction velocity and the channel half width	7	11,9142708474	49,6973741251	295,283889296	6,0	64,0	 
shear stress wall	wall shear stress	wall shear stress|&|wall shear stresses	3	129,071267513	326,423804354	351,206987082	34,0	346,0	 
aorta root	root of the aorta	root of the aorta	4	7,86819688189	43,2943312813	254,157564802	2,0	17,0	 
level turbulence	turbulence levels	turbulence levels	2	6,29455750551	32,0832415855	234,036734024	3,0	23,0	 
shear wall	wall shear	wall shear	2	11,0154756347	48,510326896	355,010276351	38,0	373,0	 
heat transfer turbulent	turbulent heat transfer	turbulent heat transfer	3	25,8142535027	92,0307006474	242,311106707	16,0	207,0	 
entrance flow	entrance flow	entrance flow|&|flows near the entrance|&|entrance flows|&|flow entrance|&|flow near the entrance	2	15,7363937638	66,8746911976	311,913896516	7,0	47,0	 
policy urban	urban policy	urban policy	2	7,86819688189	40,1040519819	7327,2012273	3,0	5,0	 
component velocity	velocity components	velocity components|&|velocity component|&|components of velocity|&|components of the velocity	2	26,7518693984	97,1265189801	214,679060881	15,0	115,0	 
