stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
gestation week	weeks of gestation	weeks of gestation	3	4,72091812914	22,4272676702	298,8111603	2,0	9,0	 
fluctuation velocity	velocity fluctuations	velocity fluctuations	2	4,72091812914	20,5131000906	257,385940553	3,0	22,0	 
law power	power law	power law	2	4,72091812914	22,4272676702	275,311337044	2,0	11,0	 
aorta human model	model human aorta	model human aorta	3	7,94284723159	32,6654686601	406,660543502	3,0	29,0	 
air-water flow	air-water flow	air-water flow	2	4,72091812914	22,4272676702	370,650306458	2,0	16,0	 
element finite mixed-Galerkin	mixed-Galerkin finite element	mixed-Galerkin finite element	3	3,9714236158	17,9430080358	424,578385316	2,0	8,0	 
blood flow	blood flow	blood flow	2	29,8991481512	97,0687289944	381,167708256	9,0	49,0	 
control flow	flow control	flow control	2	6,29455750551	25,5399687725	386,265679377	4,0	16,0	 
flow urban	urban flow	urban flow|&|Urban flow	2	15,7363937638	57,4693633326	424,302104776	6,0	22,0	 
flow mean	mean flow	mean flow	2	4,72091812914	20,5131000906	284,587150122	3,0	24,0	 
numerical solution	numerical solutions	numerical solutions|&|Numerical solutions	2	6,29455750551	27,3508001208	227,769241842	3,0	17,0	 
heat transfer	heat transfer	heat transfer	2	15,7363937638	55,0435875358	380,015789427	7,0	25,0	 
previous study	previous studies	previous studies	2	4,72091812914	20,5131000906	299,883983426	3,0	21,0	 
type various	various types	various types	2	4,72091812914	20,5131000906	405,959297509	3,0	15,0	 
coaxial jet	coaxial jet	coaxial jet|&|coaxial jets	2	6,29455750551	29,9030235603	231,84422702	2,0	17,0	 
free surface	free surface	free surface	2	4,72091812914	22,4272676702	281,618844075	2,0	22,0	 
drop pressure	pressure drop	pressure drop	2	14,1627543874	51,7224269993	350,4099815	6,0	42,0	 
entrance region tube	entrance region of a tube	entrance region of a tube|&|entrance region of tubes|&|tube entrance region	5	7,94284723159	32,6654686601	240,192590971	3,0	20,0	 
dispersion pollutant	pollutant dispersion	pollutant dispersion|&|dispersion of a pollutant	2	7,86819688189	37,3787794504	278,242502635	2,0	18,0	 
flow visualization	flow visualization	flow visualization	2	9,44183625827	36,2030682851	518,548300318	6,0	30,0	 
thickness trailing-edge	trailing-edge thickness	trailing-edge thickness	2	4,72091812914	25,6995587611	328,97575056	1,0	8,0	 
flow laminar	laminar flow	laminar flow	2	18,8836725165	57,5171659839	220,987215018	11,0	74,0	 
flow rate volume	volume flow rate	volume flow rate	3	3,9714236158	17,9430080358	606,037704444	2,0	8,0	 
jet wall	wall jet	wall jet|&|jet wall	2	4,72091812914	20,5131000906	338,638001937	3,0	22,0	 
cytometry flow	flow cytometry	flow cytometry	2	4,72091812914	22,4272676702	1365,08947193	2,0	3,0	 
regeneration urban	urban regeneration	urban regeneration	2	4,72091812914	20,5131000906	3472,76716787	3,0	7,0	 
development effect flow onset	effect of flow development on the onset	effect of flow development on the onset	7	3,9714236158	17,9430080358	921,561273184	2,0	12,0	 
head nerve optic	optic nerve head	optic nerve head	3	5,95713542369	26,9145120536	376,820594719	2,0	12,0	 
bubble laminar separation	laminar separation bubble	laminar separation bubble	3	3,9714236158	17,9430080358	281,135008165	2,0	16,0	 
roughness surface	surface roughness	surface roughness	2	4,72091812914	22,4272676702	342,279764079	2,0	15,0	 
datum experimental	experimental data	experimental data	2	14,1627543874	47,6480564655	325,913203293	8,0	62,0	 
flat plate	flat plate	flat plate	2	7,86819688189	30,1692235709	269,31196132	5,0	50,0	 
numerical result	numerical results	numerical results	2	6,29455750551	27,3508001208	411,528247532	3,0	11,0	 
boundary flow layer	boundary layer flow	boundary layer flow	3	13,8999826553	57,1645701551	261,246955628	3,0	19,0	 
flow turbulent	turbulent flow	turbulent flow	2	9,44183625827	36,2030682851	305,885409823	5,0	35,0	 
laser speckle	laser speckle	laser speckle|&|Laser speckle	2	4,72091812914	25,6995587611	421,136871284	1,0	7,0	 
flow uniform	uniform flow	uniform flow	2	12,589115011	48,2707577135	372,772112173	5,0	40,0	 
flow structure	flow structure	flow structure|&|flow structures|&|structure of the flow	2	11,0154756347	42,2369129993	271,358802913	5,0	39,0	 
flow reversal	flow reversal	flow reversal	2	6,29455750551	29,9030235603	231,770513731	2,0	12,0	 
element method	element method	element method	2	9,44183625827	41,0262001813	382,238588178	3,0	15,0	 
flow shear	shear flow	shear flow|&|shear flows|&|flow in the shear	2	23,6045906457	79,4134274425	379,888851471	8,0	47,0	 
flow model	flow models	flow models|&|flow model	2	6,29455750551	29,9030235603	317,506610296	2,0	14,0	 
speed wind	wind speed	wind speed	2	4,72091812914	25,6995587611	217,085373514	1,0	11,0	 
Les result	LES results	LES results	2	4,72091812914	22,4272676702	291,628313649	2,0	14,0	 
aorta ascending	ascending aorta	ascending aorta	2	4,72091812914	22,4272676702	282,875814164	2,0	18,0	 
feature flow	flow features	flow features	2	6,29455750551	25,5399687725	313,564763107	4,0	32,0	 
corporation development urban	urban development corporations	urban development corporations|&|Urban development corporations	3	11,9142708474	45,570680861	4387,82330744	4,0	8,0	 
behaviour flow	flow behaviour	flow behaviour	2	6,29455750551	27,3508001208	269,406722379	3,0	34,0	 
approach flow	flow approach	flow approach	2	4,72091812914	22,4272676702	409,129000453	2,0	16,0	 
shear stress wall	wall shear stress	wall shear stress	3	5,95713542369	24,499101495	308,081173075	3,0	30,0	 
ratio velocity	velocity ratio	velocity ratio	2	6,29455750551	29,9030235603	230,104791538	2,0	18,0	 
aorta root	root of the aorta	root of the aorta	4	7,86819688189	37,3787794504	415,769494118	2,0	20,0	 
shear wall	wall shear	wall shear	2	4,72091812914	20,5131000906	278,813058385	6,0	55,0	 
entrance flow	entrance flow	entrance flow|&|entrance flows|&|flows near the entrance|&|flow near the entrance	2	7,86819688189	34,1885001511	475,035938594	5,0	40,0	 
development flow	flow development	flow development|&|development of the flow	2	78,6819688189	150,864990509	399,870294354	38,0	193,0	 
policy urban	urban policy	urban policy	2	7,86819688189	34,1885001511	3429,39673559	3,0	6,0	 
artery brachio-cephalic	brachio-cephalic artery	brachio-cephalic artery	2	4,72091812914	22,4272676702	415,769494118	2,0	20,0	 
component velocity	velocity components	velocity components	2	6,29455750551	25,5399687725	262,089885581	4,0	28,0	 
mass transfer	mass transfer	mass transfer	2	4,72091812914	20,5131000906	375,976215543	3,0	10,0	 
flow rate	flow rate	flow rate|&|flow rates	2	20,4573118929	66,4154461541	427,065327887	10,0	45,0	 
model simulation	model simulation	model simulation	2	4,72091812914	22,4272676702	278,242502635	2,0	18,0	 
disc valve	disc valves	disc valves	2	7,86819688189	37,3787794504	285,876300246	2,0	20,0	 
area ratio	area ratio	area ratio	2	4,72091812914	22,4272676702	241,746534273	2,0	20,0	 
flow phenomenon	flow phenomenon	flow phenomenon|&|flow phenomena	2	7,86819688189	34,1885001511	522,694593989	3,0	18,0	 
flow regime	flow regimes	flow regimes|&|flow regime	2	15,7363937638	52,9422849617	335,580943013	8,0	58,0	 
section test	test section	test section	2	4,72091812914	20,5131000906	244,715773712	3,0	34,0	 
eddy simulation	eddy simulation	eddy simulation	2	4,72091812914	20,5131000906	525,597689648	3,0	17,0	 
flow parameter	flow parameters	flow parameters|&|flow parameter	2	4,72091812914	20,5131000906	333,4710543	3,0	16,0	 
channel flow	channel flow	channel flow|&|channel flows	2	20,4573118929	60,5302442719	377,396721706	14,0	90,0	 
entrance region	entrance region	entrance region	2	15,7363937638	55,0435875358	338,475761242	11,0	81,0	 
boundary condition	boundary conditions	boundary conditions	2	14,1627543874	47,6480564655	259,398595424	10,0	59,0	 
flow unsteadiness	flow unsteadiness	flow unsteadiness	2	4,72091812914	22,4272676702	360,529156424	2,0	16,0	 
Flow development	Flow development	Flow development	2	14,1627543874	45,9799242605	357,866631302	9,0	45,0	 
entrance length	entrance length	entrance length	2	25,1782300221	88,0697400573	250,631069268	7,0	63,0	 
development sustainable urban	sustainable urban development	sustainable urban development	3	5,95713542369	26,9145120536	1583,83590497	2,0	4,0	 
profile velocity	velocity profile	velocity profile|&|velocity profiles	2	31,4727875276	84,0692959842	291,180922815	18,0	130,0	 
Direct numerical simulation	Direct numerical simulation	Direct numerical simulation	3	5,95713542369	24,499101495	278,907829024	3,0	27,0	 
flow technique visualization	flow visualization technique	flow visualization technique|&|technique of flow visualization	3	7,94284723159	30,3804539073	548,012620012	4,0	24,0	 
gradient pressure	pressure gradient	pressure gradient|&|pressure gradients	2	25,1782300221	79,0892962757	331,783700551	10,0	71,0	 
field velocity	velocity field	velocity field|&|velocity fields	2	18,8836725165	68,9632359991	234,630274795	6,0	45,0	 
channel inlet	inlet of the channel	inlet of the channel|&|channel inlet	4	4,72091812914	20,5131000906	780,933724196	3,0	16,0	 
gradient velocity	velocity gradients	velocity gradients|&|velocity gradient	2	6,29455750551	25,5399687725	258,280811961	4,0	32,0	 
mean velocity	mean velocity	mean velocity|&|mean velocities	2	11,0154756347	42,2369129993	242,229110381	6,0	57,0	 
flow unsteady	unsteady flow	unsteady flow	2	4,72091812914	22,4272676702	263,55749105	2,0	23,0	 
cross section	cross section	cross section	2	6,29455750551	25,5399687725	291,095145581	4,0	42,0	 
energy transfer	energy transfer	energy transfer	2	6,29455750551	27,3508001208	313,829153272	3,0	14,0	 
development length	development length	development length	2	9,44183625827	38,3099531587	365,307846642	4,0	42,0	 
blood velocity	blood velocity	blood velocity	2	4,72091812914	22,4272676702	385,710248614	2,0	14,0	 
flow secondary	secondary flow	secondary flow	2	7,86819688189	34,1885001511	278,978313186	3,0	28,0	 
bubble separation	separation bubble	separation bubble	2	6,29455750551	27,3508001208	329,860711866	4,0	42,0	 
shear stress	shear stress	shear stress|&|shear stresses	2	14,1627543874	45,9799242605	250,075955486	12,0	91,0	 
gas velocity	gas velocity	gas velocity	2	6,29455750551	29,9030235603	651,510777952	2,0	6,0	 
duct square	square duct	square duct	2	6,29455750551	29,9030235603	380,221738567	4,0	30,0	 
eddy viscosity	eddy viscosity	eddy viscosity	2	6,29455750551	29,9030235603	293,076579481	2,0	10,0	 
flow material	material flow	material flow	2	9,44183625827	44,8545353405	1838,90992349	2,0	2,0	 
conditioner flow	flow conditioners	flow conditioners	2	6,29455750551	29,9030235603	269,997786695	2,0	21,0	 
bundle tube	tube bundle	tube bundle	2	6,29455750551	29,9030235603	269,997786695	2,0	21,0	 
flow primary	primary flow	primary flow	2	4,72091812914	20,5131000906	375,138090848	3,0	33,0	 
layer shear	shear layer	shear layer	2	22,0309512693	74,1191989463	325,210959754	9,0	81,0	 
blood cell red	red blood cells	red blood cells	3	3,9714236158	17,9430080358	281,164308392	2,0	19,0	 
