stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
blood flow	blood flow	blood flow	2	31,4727875276	115,316885953	463,262010169	11,0	55,0	 
result simulation	simulation results	simulation results|&|results of the simulation	2	7,86819688189	34,283039973	215,324096223	7,0	55,0	 
boundary flow layer	boundary layer flow	boundary layer flow	3	17,8714062711	73,7120372367	341,454571975	5,0	41,0	 
numerical solution	Numerical solutions	Numerical solutions|&|numerical solutions	2	7,86819688189	36,0387773676	240,76021696	4,0	23,0	 
heat transfer	heat transfer	heat transfer|&|Heat transfer	2	86,5501657008	231,155330834	253,577425648	37,0	339,0	 
flow velocity	flow velocity	flow velocity|&|flow velocities|&|velocity of flow	2	11,0154756347	44,2898542379	279,279456539	11,0	97,0	 
bulk velocity	bulk velocity	bulk velocity	2	9,44183625827	39,418197682	213,211883241	6,0	56,0	 
coaxial jet	coaxial jet	coaxial jet|&|coaxial jets	2	6,29455750551	33,1940766819	208,966524457	2,0	17,0	 
drop pressure	pressure drop	pressure drop	2	34,6200662803	120,536590168	243,421362456	12,0	90,0	 
entrance region tube	entrance region of a tube	entrance region of a tube|&|tube entrance region	5	5,95713542369	30,0291470562	291,319572637	2,0	15,0	 
dispersion pollutant	pollutant dispersion	pollutant dispersion|&|dispersion of a pollutant	2	7,86819688189	41,4925958524	1039,06174227	2,0	7,0	 
flow visualization	flow visualization	flow visualization	2	9,44183625827	41,1396479676	516,845175316	6,0	36,0	 
channel flow	channel flow	channel flow|&|channel flows	2	84,9765263245	204,900146702	248,409160226	68,0	581,0	 
energy kinetic turbulent	turbulent kinetic energy	turbulent kinetic energy	3	9,92855903949	43,1666257217	309,351322319	4,0	28,0	 
tunnel wind	wind tunnel	wind tunnel	2	7,86819688189	34,283039973	238,251832612	5,0	41,0	 
flow linear shear	linear shear flow	linear shear flow	3	13,8999826553	60,4332760104	250,222591888	4,0	27,0	 
bubble laminar separation	laminar separation bubble	laminar separation bubble	3	5,95713542369	27,6137364976	319,260087135	3,0	22,0	 
numerical simulation	Numerical simulation	Numerical simulation|&|numerical simulation|&|numerical simulations|&|Numerical simulations	2	29,8991481512	97,4279803177	210,521720402	16,0	88,0	 
channel flow turbulent	turbulent channel flow	turbulent channel flow|&|turbulent flow in a channel	3	73,4713368922	184,790820235	213,395424342	35,0	321,0	 
characteristic flow	flow characteristics	flow characteristics|&|characteristics of the flow	2	6,29455750551	28,8310218941	470,004089483	4,0	22,0	 
flux heat turbulent	turbulent heat flux	turbulent heat flux|&|turbulent heat fluxes	3	15,8856944632	65,5218108771	229,554199499	5,0	71,0	 
gas turbine	gas turbine	gas turbine	2	6,29455750551	33,1940766819	277,00981063	2,0	15,0	 
datum experimental	experimental data	experimental data	2	33,046426904	101,658481194	232,201069169	18,0	128,0	 
diameter pipe	pipe diameter	pipe diameter	2	6,29455750551	28,8310218941	226,272457659	4,0	37,0	 
flat plate	flat plate	flat plate	2	20,4573118929	77,1113687993	267,51336981	9,0	97,0	 
numerical result	numerical results	numerical results	2	14,1627543874	55,0529259892	284,436803993	8,0	47,0	 
dissipation rate	dissipation rate	dissipation rate	2	7,86819688189	38,3023165531	229,962400482	5,0	52,0	 
flow two-phase	two-phase flows	two-phase flows|&|two-phase flow	2	9,44183625827	41,1396479676	221,750036084	5,0	44,0	 
flow fluid	fluid flow	fluid flow	2	9,44183625827	39,418197682	301,618633544	6,0	45,0	 
flow uniform	uniform flow	uniform flow	2	17,3100331402	69,5983423739	228,585561365	7,0	57,0	 
flow reversal	flow reversal	flow reversal	2	6,29455750551	33,1940766819	294,784873006	2,0	12,0	 
flow study	flow studies	flow studies	2	9,44183625827	45,9627798637	313,0785241	3,0	6,0	 
flow shear	shear flow	shear flow|&|shear flows|&|flow in the shear	2	67,6664931843	191,571265308	269,118587835	28,0	179,0	 
flow model	flow models	flow models|&|flow model	2	6,29455750551	33,1940766819	282,934917432	2,0	11,0	 
force lift	lift force	lift force|&|lift forces	2	22,0309512693	88,5797084759	241,307414167	9,0	70,0	 
temperature variance	temperature variance	temperature variance	2	6,29455750551	30,6418532425	307,543319907	4,0	48,0	 
corporation development urban	urban development corporations	urban development corporations|&|Urban development corporations	3	11,9142708474	51,799950866	10546,8034095	4,0	6,0	 
channel flow heat transfer turbulent	turbulent heat transfer in a channel flow	turbulent heat transfer in a channel flow|&|turbulent heat transfer in channel flow|&|turbulent channel flow with heat transfer|&|heat transfer in a turbulent channel flow	7	7,94284723159	34,5333005773	299,714902772	7,0	101,0	 
film thickness	film thickness	film thickness	2	6,29455750551	33,1940766819	281,224127042	2,0	15,0	 
development flow	flow development	flow development|&|development of the flow	2	86,5501657008	206,256399794	354,389072515	39,0	190,0	 
channel friction half velocity width	friction velocity and the channel half width	friction velocity and the channel half width	7	9,92855903949	40,9511317982	303,186920212	5,0	66,0	 
shear stress wall	wall shear stress	wall shear stress|&|wall shear stresses	3	45,6713715817	144,735688015	278,26725121	14,0	139,0	 
aorta root	root of the aorta	root of the aorta	4	7,86819688189	41,4925958524	262,880302569	2,0	17,0	 
shear wall	wall shear	wall shear	2	7,86819688189	36,0387773676	272,783346682	18,0	167,0	 
heat transfer turbulent	turbulent heat transfer	turbulent heat transfer	3	15,8856944632	60,1767157308	287,74627905	11,0	148,0	 
entrance flow	entrance flow	entrance flow|&|flows near the entrance|&|entrance flows|&|flow entrance|&|flow near the entrance	2	12,589115011	54,8528639568	261,517929323	7,0	55,0	 
convection velocity	convection velocity	convection velocity	2	6,29455750551	33,1940766819	249,621000525	2,0	12,0	 
degree high	high degree	high degree	2	6,29455750551	28,8310218941	227,199013318	4,0	24,0	 
policy urban	urban policy	urban policy	2	7,86819688189	38,3023165531	8085,08312536	3,0	5,0	 
depth flow	flow depth	flow depth	2	6,29455750551	30,6418532425	308,005667068	3,0	24,0	 
streamwise vorticity	streamwise vorticity	streamwise vorticity	2	7,86819688189	41,4925958524	257,770392892	2,0	20,0	 
energy equation momentum	momentum and energy equations	momentum and energy equations	4	7,94284723159	34,5333005773	368,963245655	4,0	31,0	 
length scale	length scale	length scale|&|length scales	2	9,44183625827	43,2465328412	212,680718243	4,0	31,0	 
flow rate	flow rate	flow rate|&|flow rates	2	25,1782300221	87,6629746673	254,116376613	13,0	70,0	 
field temperature	temperature field	temperature field|&|temperature fields	2	12,589115011	52,5575969093	214,163443257	7,0	82,0	 
disc valve	disc valves	disc valves	2	7,86819688189	41,4925958524	310,072354759	2,0	19,0	 
flux heat	heat flux	heat flux|&|heat fluxes	2	12,589115011	48,9359342126	247,936131873	13,0	147,0	 
