stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
problem upper-level	upper-level problem	upper-level problem	2	4,72091812914	20,7161816437	221,917264012	3,0	46,0	 
complex network	complex networks	complex networks	2	4,72091812914	22,6303492233	520,131790451	2,0	4,0	 
flow traffic	traffic flow	traffic flow	2	4,72091812914	22,6303492233	265,472170807	2,0	31,0	 
network optimization problem	network optimization problems	network optimization problems	3	7,94284723159	36,2276965895	371,724115285	2,0	15,0	 
21st century	21st century	21st century	2	7,86819688189	30,5076928261	502,701910523	5,0	22,0	 
management strategy	management strategy	management strategy|&|management strategies	2	6,29455750551	25,8107441766	510,121471687	4,0	28,0	 
model two-fluid	two-fluid model	two-fluid model	2	6,29455750551	30,1737989645	285,667244619	2,0	27,0	 
exit motorway	motorway exit	motorway exit	2	4,72091812914	25,9026403142	765,297625438	1,0	5,0	 
path planning	path planning	path planning	2	6,29455750551	30,1737989645	316,305119211	2,0	8,0	 
period time	time periods	time periods|&|time period	2	6,29455750551	27,621575525	314,13027333	4,0	39,0	 
Urban growth	Urban growth	Urban growth	2	7,86819688189	32,2634302208	301,813731578	4,0	8,0	 
area central urban	urban central area	urban central area	3	5,95713542369	31,2999440653	258,754071793	1,0	7,0	 
flow link	link flows	link flows|&|link and flow	2	7,86819688189	32,2634302208	369,765373415	4,0	41,0	 
network planning transportation	transportation network planning	transportation network planning	3	7,94284723159	36,2276965895	396,900836241	2,0	7,0	 
freight transportation	freight transportation	freight transportation	2	6,29455750551	30,1737989645	227,385925008	3,0	20,0	 
pricing problem	pricing problem	pricing problem	2	4,72091812914	22,6303492233	231,062354245	2,0	14,0	 
design toll	toll design	toll design	2	4,72091812914	25,9026403142	224,293875074	1,0	6,0	 
path problem	path problem	path problem|&|path problems	2	6,29455750551	30,1737989645	361,932752542	3,0	23,0	 
