stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
choice route	route choice	route choice|&|route choices	2	18,8836725165	62,1188918931	185,786076299	15,0	199,0	 
consumer surplus	consumer surplus	consumer surplus	2	6,29455750551	27,621575525	198,725386561	3,0	46,0	 
algorithm path	path algorithm	path algorithm|&|path algorithms	2	6,29455750551	27,621575525	217,094538342	3,0	24,0	 
link travel	link travel	link travel|&|travel along a link	2	4,72091812914	20,7161816437	376,290464816	3,0	27,0	 
assignment model	assignment model	assignment model	2	4,72091812914	22,6303492233	211,814026698	7,0	102,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	36,2276965895	231,46586795	2,0	26,0	 
network topology	network topology	network topology	2	4,72091812914	20,7161816437	188,566317923	3,0	22,0	 
congestion traffic	traffic congestion	traffic congestion	2	7,86819688189	32,2634302208	287,563931647	4,0	48,0	 
development regional	regional development	regional development	2	9,44183625827	45,2606984467	222,908985955	2,0	10,0	 
cost travel	travel cost	travel cost|&|cost of travel	2	11,0154756347	39,0043682323	171,401426738	10,0	122,0	 
control traffic	traffic control	traffic control	2	7,86819688189	37,7172487056	271,496124645	2,0	30,0	 
length path	path length	path length	2	6,29455750551	30,1737989645	633,563275128	2,0	10,0	 
network street	street network	street network	2	4,72091812914	22,6303492233	285,667244619	2,0	27,0	 
capacity reliability	capacity reliability	capacity reliability	2	9,44183625827	45,2606984467	252,184952125	2,0	24,0	 
level low	lower level	lower level	2	6,29455750551	25,8107441766	173,11366762	4,0	42,0	 
system transportation	transportation system	transportation system|&|transportation systems	2	51,9300994205	129,360368653	246,321164912	20,0	158,0	 
engineering traffic	traffic engineering	traffic engineering	2	4,72091812914	20,7161816437	197,246999082	3,0	44,0	 
growth sprawl urban	urban growth and sprawl	urban growth and sprawl	4	5,95713542369	27,1707724421	726,523556027	2,0	20,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	25,8107441766	299,912076886	4,0	45,0	 
signal timing	signal timing	signal timing	2	6,29455750551	30,1737989645	279,791372779	2,0	16,0	 
network performance transportation	transportation network performance	transportation network performance|&|performance of a transportation network	3	5,95713542369	24,7553618836	1020,89826619	3,0	15,0	 
guidance system	guidance system	guidance system|&|guidance systems	2	11,0154756347	48,3377571687	231,313467283	3,0	46,0	 
network road urban	urban road network	urban road network	3	5,95713542369	27,1707724421	216,61089309	2,0	31,0	 
development urban	urban development	urban development	2	11,0154756347	45,1688023091	546,995630886	4,0	23,0	 
route transit	transit route	transit route|&|transit routes	2	4,72091812914	20,7161816437	181,847923433	4,0	72,0	 
mode transportation	transportation modes	transportation modes	2	4,72091812914	22,6303492233	218,978030925	2,0	24,0	 
lower-level problem	lower-level problem	lower-level problem	2	4,72091812914	20,7161816437	221,917264012	3,0	46,0	 
algorithm model	model and algorithm	model and algorithm|&|model and the algorithm	3	7,86819688189	30,5076928261	201,036013123	5,0	66,0	 
cost transportation	transportation cost	transportation cost	2	4,72091812914	22,6303492233	355,793283345	2,0	13,0	 
optimization problem	optimization problem	optimization problem|&|optimization problems	2	12,589115011	46,5170414743	213,879000816	8,0	86,0	 
network public transportation	public transportation network	public transportation network	3	5,95713542369	24,7553618836	732,998653027	4,0	16,0	 
network performance	network performance	network performance	2	15,7363937638	58,1463018429	210,302462312	6,0	71,0	 
growth relationship urban	relationship between urban growth	relationship between urban growth|&|relationship with urban growth	4	5,95713542369	27,1707724421	371,254803639	2,0	13,0	 
design model network	network design model	network design model|&|network design models	3	7,94284723159	30,7221344253	235,138901697	6,0	69,0	 
mean transport	means of transport	means of transport	3	4,72091812914	22,6303492233	342,774324699	2,0	3,0	 
growth management urban	urban growth management	urban growth management	3	5,95713542369	27,1707724421	861,87233574	2,0	11,0	 
condition traffic	traffic condition	traffic condition|&|traffic conditions	2	11,0154756347	40,70241129	216,176132149	6,0	71,0	 
choice mode	mode choice	mode choice	2	4,72091812914	20,7161816437	198,871431753	3,0	34,0	 
traffic volume	traffic volume	traffic volume	2	4,72091812914	22,6303492233	185,885803807	2,0	18,0	 
network traffic	traffic network	traffic network|&|network traffic	2	15,7363937638	58,1463018429	269,169124044	12,0	114,0	 
network transport	transport network	transport network	2	6,29455750551	27,621575525	194,329899534	3,0	24,0	 
application system	systems applications	systems applications|&|systems and applications	2	6,29455750551	30,1737989645	369,067582648	2,0	13,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	30,1737989645	567,031779179	2,0	16,0	 
network optimization transportation	transportation network optimization	transportation network optimization	3	5,95713542369	24,7553618836	188,175654656	3,0	32,0	 
growth management	growth management	growth management	2	11,0154756347	48,3377571687	561,564329842	3,0	13,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	36,2276965895	357,891180898	2,0	13,0	 
consumption energy	energy consumption	energy consumption	2	11,0154756347	45,1688023091	226,31282503	4,0	31,0	 
assignment traffic	traffic assignment	traffic assignment	2	15,7363937638	61,0153856523	219,658156943	11,0	137,0	 
congestion toll	congestion tolls	congestion tolls	2	4,72091812914	22,6303492233	317,82848061	2,0	16,0	 
choice travel	travel choice	travel choice	2	6,29455750551	27,621575525	290,496613596	3,0	24,0	 
linear mixed-integer programming	mixed-integer linear programming	mixed-integer linear programming	3	5,95713542369	27,1707724421	196,614748249	2,0	33,0	 
design network transportation	transportation network design	transportation network design	3	17,8714062711	56,7372875876	170,94983951	16,0	198,0	 
path problem short	shortest path problem	shortest path problem	3	5,95713542369	31,2999440653	256,12355373	1,0	8,0	 
origin-destination pair	origin-destination pair	origin-destination pair	2	4,72091812914	22,6303492233	184,177620116	2,0	32,0	 
service transportation	transportation service	transportation service	2	4,72091812914	20,7161816437	273,764171565	3,0	18,0	 
multiple period time	multiple time periods	multiple time periods	3	9,92855903949	41,2589364726	351,473754914	3,0	31,0	 
model network	network model	network model	2	9,44183625827	41,4323632875	222,876789302	3,0	26,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	36,2276965895	806,259921282	2,0	10,0	 
quality service	service quality	service quality|&|quality of service	2	4,72091812914	22,6303492233	686,802551009	2,0	8,0	 
constraint equilibrium	equilibrium constraints	equilibrium constraints	2	6,29455750551	30,1737989645	207,985672941	2,0	18,0	 
optimization system	system optimization	system optimization	2	4,72091812914	22,6303492233	181,610240518	2,0	26,0	 
growth urban	urban growth	urban growth	2	31,4727875276	94,4773297467	798,669232893	17,0	77,0	 
land use	land use	land use|&|land uses	2	22,0309512693	70,1508481558	232,512383173	11,0	92,0	 
effectiveness model	effectiveness of the model	effectiveness of the model|&|effectiveness of this model	4	6,29455750551	25,8107441766	209,819133412	4,0	50,0	 
choice model	choice models	choice models|&|choice model	2	6,29455750551	27,621575525	218,245584546	4,0	40,0	 
development sustainable	sustainable development	sustainable development	2	4,72091812914	20,7161816437	220,712292345	3,0	45,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	125,89115011	190,912459775	250,056248886	79,0	595,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	29,7856771185	82,4850931863	240,775987608	12,0	97,0	 
degree distribution	degree distribution	degree distribution	2	4,72091812914	22,6303492233	833,880309218	2,0	8,0	 
infrastructure transportation	transportation infrastructure	transportation infrastructure	2	7,86819688189	37,7172487056	218,406040422	2,0	27,0	 
method solution	solution methods	solution methods	2	9,44183625827	36,6092313914	191,112494107	5,0	58,0	 
level service	service levels	service levels|&|service level|&|level of service	2	7,86819688189	30,5076928261	175,919839721	5,0	36,0	 
information system	information systems	information systems	2	7,86819688189	32,2634302208	344,055924788	4,0	19,0	 
area urban	urban areas	urban areas|&|urban area	2	9,44183625827	34,8877811058	443,94418796	6,0	54,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	13,8999826553	57,7625110616	1209,52788451	3,0	17,0	 
decision support	decision support	decision support	2	4,72091812914	20,7161816437	330,860643289	3,0	27,0	 
capacity network	network capacity	network capacity|&|capacity of the network	2	22,0309512693	75,0669128609	210,050718838	8,0	89,0	 
growth model	growth modeling	growth modeling|&|growth models	2	4,72091812914	20,7161816437	302,75606572	3,0	14,0	 
demand traffic	traffic demand	traffic demand	2	18,8836725165	64,3430681664	240,764385807	8,0	90,0	 
public transportation	public transportation	public transportation	2	7,86819688189	34,5269694062	337,963575446	3,0	10,0	 
assignment model traffic	traffic assignment model	traffic assignment model	3	13,8999826553	50,6620437514	208,713900344	5,0	72,0	 
information traffic	traffic information	traffic information|&|information traffic	2	4,72091812914	22,6303492233	255,695025509	2,0	14,0	 
