evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,feedbackWeight,feedbackGamma,feedbackDecay,mselog
4957,0.013308671523745924,2.1527963897450273E-4,6.049927843718148,2.207932093963387,0.06647811196005424,9.993359452083805,0.01,298.5073155839319
4957,0.013307350588576822,2.1539065908684755E-4,6.059494184464457,2.204207632134682,0.06633997302924752,9.993577085623103,0.01,298.50784589686054
4957,0.013307483196188156,2.1477708739278567E-4,6.052505512034611,2.207998748442404,0.06679638144132376,9.992969203988546,0.01,298.50785180255076
4957,0.013306554674912258,2.1467344669412166E-4,6.053712851763355,2.207603247269983,0.06675764113790317,9.992736873264956,0.01,298.508048749914
4957,0.013311002288890698,2.1562291361337802E-4,6.088217414390247,2.1942964338282445,0.06587816595354276,10.0,0.01,298.5085520282823
4957,0.013310801103408482,2.1557681565780135E-4,6.0871213082821045,2.1941981232399734,0.06576817670878858,9.999759347336102,0.01,298.50861686385645
4957,0.013313748284495995,2.1456375963099943E-4,6.082640808835245,2.195783649345684,0.06515371818580389,9.998149072376162,0.01,298.5087464262025
4957,0.01331496066947002,2.147046991275237E-4,6.079484797112944,2.1973911591645425,0.0662799986600983,9.9974360234901,0.01,298.50875947546604
4957,0.01331125012023238,2.158937489686566E-4,6.089825783268654,2.1940096658165777,0.06607681302509351,9.996558930760946,0.01,298.50884577856766
4957,0.01331362301082171,2.1445135016876011E-4,6.080190271815532,2.1965746943312845,0.06511050729143383,9.992187144616615,0.01,298.5089066703296
4957,0.013308433717416211,2.1428694780738341E-4,6.078378811204659,2.197371760050428,0.06691092455260918,10.0,0.01,298.50895333238424
4957,0.013313636774934577,2.150904421728763E-4,6.08584440693455,2.1942359056618392,0.06451056927928395,9.99587510934561,0.01,298.50897478572534
4957,0.013309425589528393,2.160581857872793E-4,6.087784219985494,2.1949234209284447,0.06684551463661687,9.996878679168889,0.01,298.5089992409192
4957,0.013313672461944008,2.1440253307330247E-4,6.085883758184757,2.1948689782768094,0.06641517840361402,9.998372867545239,0.01,298.5090291330611
4957,0.01331316565681428,2.163925191754613E-4,6.092236092698885,2.192895995865611,0.06550606585766118,9.996714497269387,0.01,298.50906634566854
4957,0.01331168206472378,2.1560724475176577E-4,6.091134400010056,2.1928791957704177,0.06597437931025638,9.994349165487606,0.01,298.509072351833
4957,0.01331244308102813,2.1511862858353227E-4,6.099649706600589,2.190007901696506,0.06552946946421659,10.0,0.01,298.50912942829615
4957,0.013311270385156563,2.145297917109484E-4,6.092353434478361,2.1925137629220552,0.066350180642501,9.998108909695745,0.01,298.50913321054463
4957,0.013314486874802321,2.1470146638896887E-4,6.089751566812156,2.193626382085132,0.06624605611578384,9.997090701794152,0.01,298.50915737413624
4957,0.013312107006185972,2.1498632018408884E-4,6.100178443253727,2.189743589929818,0.06574242323032892,10.0,0.01,298.50916827405644
4957,0.013311478477958789,2.149909554468977E-4,6.098587624360121,2.190647879973427,0.06556852909073135,9.998839496370755,0.01,298.50917848966844
4957,0.013312855599321364,2.1623014950671396E-4,6.087269471294516,2.1939047224527366,0.06575735448123572,9.99880759233772,0.01,298.5091810405218
4957,0.013314115491382828,2.1520702363567315E-4,6.095172324248276,2.1920529711644954,0.06610623433623877,9.999064590932061,0.01,298.50921556399396
4957,0.013308137089201031,2.1571947163282441E-4,6.101790432058649,2.18892410034999,0.06542577288606012,9.998730600875218,0.01,298.5092176312257
4957,0.013311679057644405,2.1509688167632322E-4,6.101723586990979,2.189360577647426,0.0656239811260241,9.998914588448443,0.01,298.5092287710582
4957,0.01331236729036611,2.1482513873592848E-4,6.079665092161043,2.1958781609073323,0.06362299648414999,9.997760635988346,0.01,298.50923698604834
4957,0.013315202187090196,2.1446583852288088E-4,6.089817248428502,2.193581621505796,0.06608582389709307,9.997251543196406,0.01,298.50923977341535
4957,0.013313574098500473,2.146629217265939E-4,6.085928845412814,2.1942913811825777,0.06589576630648536,9.994813168196092,0.01,298.5092408295056
4957,0.013313325152321668,2.1482190774641934E-4,6.091313065888216,2.192300544586668,0.0647864263657241,9.994618998189917,0.01,298.5092410246124
4957,0.013308631425091273,2.156740749838415E-4,6.1053957288557035,2.187901573912625,0.06529113030070817,10.0,0.01,298.509244589414
4957,0.013312814626197428,2.1524867706710968E-4,6.098817789469394,2.1900566301779625,0.06546559888024064,9.996737221920098,0.01,298.5092450454393
4957,0.0133100053056344,2.151550623595107E-4,6.0994918634591855,2.190465371588011,0.06578095618324914,9.99623419501163,0.01,298.50925389119124
4957,0.013311874711824807,2.1455823674028244E-4,6.087430221531283,2.1952522469788405,0.0667888998596387,9.994889136289979,0.01,298.50925404022917
4957,0.013314631255257756,2.1490430268736142E-4,6.0945005671519,2.1921597162337534,0.0655115436635279,10.0,0.01,298.50926002887365
4957,0.013310120124457377,2.1456640861511664E-4,6.096562405584768,2.191174440945689,0.06626378873950373,9.996204801021152,0.01,298.50926128608637
4957,0.013313770409569083,2.1482035381130082E-4,6.091808045632928,2.1932340234888037,0.06644453904697183,9.99556827829006,0.01,298.5092624657381
4957,0.013313252114062788,2.1455771062343367E-4,6.096496228744431,2.190599180317181,0.0652765458693017,9.99949659159308,0.01,298.50927121282547
4957,0.013306918634807771,2.144614458855399E-4,6.095857786930974,2.1917685055606095,0.0663726786353149,9.999086759161925,0.01,298.50927233521395
4957,0.013308175623380773,2.156583190647818E-4,6.1060374457516335,2.1877183268704914,0.06535061291302138,9.999943211511635,0.01,298.50928215337274
4957,0.013313855757919983,2.1511689803783873E-4,6.095626060015561,2.1909651173304416,0.06486179498906905,9.99534969450226,0.01,298.5093040305377
4957,0.01330990674086016,2.1584137190223333E-4,6.098374294791268,2.1911999894125405,0.06608829070263489,9.995452239886093,0.01,298.5093053772476
4957,0.013311775396193527,2.150592708450015E-4,6.102404974660221,2.1887013447711388,0.0656536079445415,9.99981170933605,0.01,298.5093100356814
4957,0.01331311965769155,2.1489859687145535E-4,6.099957542074449,2.189711888320842,0.06502354001956961,9.999488792941563,0.01,298.5093122260868
4957,0.013309340864452408,2.1547097141151733E-4,6.105924835434851,2.187948961911134,0.06597888983879285,9.999891902304151,0.01,298.50931292755115
4957,0.013308497153220692,2.147941143126963E-4,6.102750095683611,2.189235915292998,0.06602010662983296,10.0,0.01,298.50931878768904
4957,0.013310397993664964,2.1567614348461038E-4,6.106534403656563,2.1875356373026023,0.06510267494999392,10.0,0.01,298.5093269711939
4957,0.013309946932495032,2.155518856112035E-4,6.097557949161218,2.1909354164436405,0.0664044304264975,9.994236354760899,0.01,298.5093271917926
4957,0.01330356421837444,2.147417755320771E-4,6.085997469386637,2.1946373754560438,0.06657868494398644,10.0,0.01,298.5093298478842
4957,0.01331134536154697,2.1556794142671187E-4,6.104666959471829,2.1880021583626084,0.06532522822152616,9.998274807920437,0.01,298.50933011806
4957,0.013310761648096015,2.1481871508736603E-4,6.102084394111358,2.1891268927804526,0.06622530687865136,10.0,0.01,298.50933082196747
4957,0.013309605222748988,2.1474455078361945E-4,6.103392922176713,2.1888532552312916,0.0660959678074678,9.999696215979064,0.01,298.509332249849
4957,0.013309172725194452,2.1523394381642042E-4,6.106077376905657,2.187598280788388,0.06543572454608944,9.99944969168429,0.01,298.5093322914816
4957,0.013306847922725552,2.1458236899977862E-4,6.09841029409988,2.1902662298610163,0.06606785339904071,9.999633247330749,0.01,298.50933308268935
