evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,logmse
41,0.06905947872429945,1.1077345795860945E-4,3.8159794875109805,745.6654356567233,24.471096494623765
41,0.0,0.06093912298125932,0.04222791528985357,9205.232193369291,24.4590546312032
41,0.08800018192426429,0.0,0.4807517304352482,6608.4844773104105,25.70362069408998
41,0.005311044671552133,0.05674642683599936,0.03883161487550682,9251.543732552716,24.46077779613434
41,0.010270332451214455,0.05151968492809348,0.04522870380883853,10000.0,24.458634835094305
41,0.05633245314200261,0.006837002959088606,0.23150294916105463,10000.0,24.457213762372543
41,0.04266974148806324,0.01961956746596628,0.10704436873593916,9935.881494092719,24.456824036866486
41,0.02452643252011344,0.03661430675262051,0.06671950993188884,9317.126982942731,24.45797060254864
41,0.037219273081704134,0.025270960320358905,0.08392149438626434,9621.226985683357,24.457130724180455
41,0.02584173402892964,0.036391922781965146,0.06278354449461092,9386.773337649303,24.457846064929097
41,0.0524613213695725,0.009683953329850704,0.1909640192929832,10000.0,24.456807543189772
41,0.014799527521073847,0.04633331072329553,0.05529915046008201,10000.0,24.45812423536303
41,0.020366226192767047,0.040810852000674795,0.06069095012228594,9144.024708656654,24.45794822158926
41,0.04689426606910003,0.01565637913999353,0.12589118126630672,6314.879652208141,24.45732450328305
41,0.09300008826733719,0.0,0.24080230570232616,663.8691582334295,26.109093285131284
41,0.05786189526634981,0.004999460251286272,0.29144779421215494,9434.027879841058,24.457153134155313
41,0.07800034851491942,0.0,0.28933245851587464,6656.265081753961,24.801810996224653
41,0.029512135719181612,0.03191335506487675,0.07584707471998282,10000.0,24.457343347437565
41,0.08400047730615773,0.0,0.3702268120759529,3517.9690608882843,25.345074949311464
41,0.06196207776752736,3.912630511366423E-4,4.0,7763.414080220915,24.45488048093397
41,0.08900068620763033,0.0,0.08848024160081745,9150.888197120208,25.788848384723106
41,0.0013233599397311944,0.059622897194330615,0.04305990995651078,7724.960705619057,24.459646345949096
41,0.07400279121577547,0.0,0.11712063305198792,6886.599605689043,24.543610199943345
41,0.006778322674344962,0.05471125645309531,0.044639437209979226,10000.0,24.458316798460572
41,0.06076450138293954,4.450638407530932E-4,4.0,6127.141428775971,24.45627870130882
41,0.08500003176835741,0.0,0.0022969797845081843,8831.633822646843,25.436934238412924
41,0.028900152651810326,0.033527889259079575,0.06581708509458105,8168.370233548195,24.457928560188105
41,0.03868366019202472,0.024485507007823638,0.08185664281522337,9295.68428465568,24.45773047421146
41,0.07000832680168015,7.729788885469307E-5,3.4761251468621492,9892.31810458648,24.47644857442634
41,0.021803572779775956,0.03964312636445317,0.06049289090565157,10000.0,24.457807211221283
41,0.03312583537404256,0.02952204638062482,0.07230996043896434,9632.538896523254,24.45741147670984
41,0.09200075686539504,0.0,0.09875273931844991,3057.561439322403,26.032148249262512
41,0.06506226812325781,2.750859613597083E-4,3.8792718967361877,7213.863353660452,24.456353169635506
41,0.09700044730119405,0.0,4.0,7232.635187234839,26.397567831866013
41,0.009081415007557608,0.05196925252485449,0.049775462341257584,9693.356193249645,24.458457702462248
41,0.05387959734001944,0.008280510122815351,0.214884895200509,4714.423220212456,24.457579999803723
41,0.07700045272071662,0.0,3.769233107946132,9038.73475697468,24.723186750716206
41,0.09600052709237808,0.0,0.4458962440435112,2338.453899022158,26.328283531981064
41,0.013265709435062306,0.0491155257057492,0.04447978382879236,9859.628387751109,24.458760932589563
41,0.04107738318408417,0.021400111521821325,0.0973655507193153,6467.35872108578,24.45765831710447
41,0.07300176583871536,0.0,0.4323985017540913,6562.046409884741,24.50929774918995
41,0.002628502405088204,0.05779601459567196,0.04483658183864398,10000.0,24.46130022193128
41,0.03203795953296761,0.030220055405406763,0.07297135343683046,9037.283743262597,24.457366452642688
41,0.03497860910378903,0.02740537323515714,0.07937760964770645,10000.0,24.457136046375698
41,0.04509855205505315,0.01747200371117744,0.11565966557244538,10000.0,24.456855391608425
41,0.06400580685748218,3.203839912011067E-4,3.823025170153941,3163.5593960620727,24.455134675359446
41,0.01756162177457618,0.04331199558403531,0.060274731400209565,9302.929945690961,24.45840841708033
41,0.022037249032009872,0.03951757038659025,0.06151474645722129,9346.347801000586,24.457790508869543
41,0.04497895327347092,0.016729636397404525,0.1276289722190261,8399.71273497902,24.457005891484624
41,0.05949876261683922,0.0041510140502643775,0.307107685625986,8649.185430890462,24.457621395199133
41,0.027642988308503893,0.03401440265499169,0.07054811932989642,9823.699029469159,24.457582715211334
41,0.07101640867677465,3.313707956160989E-5,3.4680150657270463,5118.729874705647,24.48303290915263
41,0.012902168502046353,0.04818673624359739,0.052322976591924614,7644.8899014648305,24.458895314294267
41,0.05422287420153668,0.008942949906762133,0.18744457298921546,9941.904052387816,24.45697875524705
41,0.04916895511272379,0.013460747009774933,0.14226775194201852,8030.112954596679,24.45697353671979
41,0.08600029346278953,0.0,0.03726173528913015,10000.0,25.527535610463037
41,0.0810017464290964,0.0,0.032993449119242256,3049.282579784795,25.066520003681468
41,0.07600053541609927,0.0,4.0,10000.0,24.652498778545787
41,0.007605800559646714,0.053507964282608025,0.046996025653954394,9999.999389648438,24.458480028448513
41,0.039998049241715766,0.021851106390515747,0.10185017254598627,9875.002757275792,24.456894855422217
41,0.09800042786901746,0.0,0.16891007084547152,3224.0109447236036,26.46507734727665
41,0.09100029306018395,0.0,2.329831694605807,5275.565764014527,25.9530739127838
41,0.06602280407981283,2.4360204168084057E-4,4.0,7400.881806477847,24.45887428501208
41,0.00344528022067431,0.06028623323896372,0.03220976380406171,9348.730544227126,24.460032572491638
41,0.08000037663343335,0.0,0.12531899182131453,6826.562205583306,24.975066509252535
41,0.03540577880198091,0.02598508329886391,0.09164879137304045,10000.0,24.45721692841722
41,0.04856993046494092,0.01330241981973775,0.1516653959151429,8757.048264072333,24.456925639211455
41,0.06301903062603492,3.533534000481926E-4,4.0,4784.290018967007,24.45432456697079
41,0.01899990744678315,0.044483941351127446,0.04445624304418726,10000.0,24.45875403629703
41,0.09500003375830966,0.0,0.46733114499371237,1607.1870592197813,26.25711622281707
41,0.050028157987623195,0.012327810084151609,0.1567434592059416,9307.126473318049,24.45677804353028
41,0.06706585183691874,1.9371015437518417E-4,3.6027919815687928,7368.162340060599,24.461999776333165
41,0.016690172286045406,0.045755393199298035,0.04937168624078363,9589.820929565167,24.458230926582697
41,0.03196608011280515,0.03090933010796783,0.06775409972862262,9049.64236579502,24.457748139416196
41,0.0117355571074007,0.04960093253993934,0.0496453425015434,7722.07236674488,24.458840270970477
41,0.07200171538005883,0.0,3.54040457169427,1869.5423379913502,24.49059958366733
41,0.04389242923459682,0.017427952567441615,0.12916984550862443,10000.0,24.457011717461754
41,0.09900042533377246,0.0,0.3425798556116524,8839.317404092428,26.530873083567307
