evolution$generation,growthRate,feedbackWeight,feedbackGamma,feedbackDecay,logmse,mselog
366,0.07054396043636586,0.09975141897613925,4.867262757430249,0.06642637337751882,32.411710664835645,310.87072414123764
366,0.08680871828656682,0.1,0.3522050990249236,1.3426792744811167,31.2527839879711,417.21406942376285
366,0.08667013250271478,0.09977738817461652,0.2386222900369951,1.477270952479347,31.253078874496182,415.4343755489535
366,0.0860095104998802,0.1,0.3205764912892603,1.3123578312491662,31.260027404883417,407.0583781623721
366,0.08428525530083783,0.09970901295005857,0.26129838878390493,1.473413890803771,31.320365747744514,386.87976198226653
366,0.08605753263477921,0.09996256996168917,0.2927512308468167,1.3818149045403554,31.259183616331217,407.66110408896213
366,0.08041704636782039,0.0992278206217373,0.268606404120208,1.362407092800371,31.59712980294797,350.1762491649409
366,0.08433827528166657,0.09968765518924998,0.20118562802593803,1.4095166973360487,31.31767727795386,387.4694659252247
366,0.08649187676268977,0.09993139769573087,0.10612835286679695,1.5776630592477712,31.254194959599012,413.1714291915345
366,0.07960109532716234,0.1,0.20490914083234837,1.2383569417789104,31.66673742521332,343.96971133258444
366,0.08238522502991887,0.09999225710280342,0.038288407240956335,1.535334875130841,31.439953224398277,367.40450033077
366,0.08423649517941326,0.09963444877469672,0.3335618118726194,1.1758970716328894,31.32302558876622,386.31680931367254
366,0.07952961904865846,0.09908866298062582,0.2761651471063874,1.3554115620451817,31.673201387342424,343.44525196223816
366,0.08268719329374125,0.09935125158254367,0.16881652205673342,1.468433122859741,31.41819906899817,370.28280651587363
366,0.08062106280228219,0.09969656445297043,0.30433006068062346,1.3537998978633305,31.579939673258068,351.8106344085581
366,0.07973783149083578,0.09918699212054621,0.23296564866778838,1.3038828432379714,31.655113879524144,344.96978862839376
366,0.07967001676522924,0.09991916476262068,0.14628002087956068,1.1387687575736487,31.660940964044695,344.4761411959504
366,0.07444593451499569,0.09993878927206463,0.2538534333195703,1.2867514356802663,32.1048126964822,317.1550250027716
366,0.08560469800750192,0.09977811300819335,0.30437771531175084,1.271275530863036,31.269059404729067,402.10357154751904
366,0.08442802010354085,0.09964952729068602,0.2495924676883483,1.324697564826156,31.31332407441029,388.45450585876404
366,0.07793462828482713,0.09992996087244649,0.2840274469492716,1.1549413298234164,31.811913366311817,332.9339745865647
366,0.07492992617276809,0.09992105032484382,0.3666575165506813,1.4601916572688995,32.06615828058503,318.7536772083073
366,0.07749737431969109,0.09965357562876588,0.21932400869170843,1.287913279467793,31.84962902829542,330.4294256792946
366,0.08644453851884021,0.09988892087162582,0.2547196358362118,1.3324331467701662,31.25433206520301,412.53178413432056
366,0.08243927504606723,0.1,0.15063053561595352,1.5321179849594015,31.43586591714535,367.8992223292836
366,0.08205786407025702,0.09967536644524479,0.2426620715769648,1.278644348116993,31.464336565709797,364.28232370961143
366,0.08456857375187077,0.09934050547941226,0.2660406384741033,1.5159868823831495,31.306840040860315,390.03475328665706
366,0.08263884672099131,0.09980611608709873,0.2620579630063362,1.4222628798830195,31.421587816294274,369.80000046110047
366,0.08327517341760313,0.0997153351714051,0.3057908680187077,1.3932812881031613,31.378586879651778,376.13754554060273
366,0.08274131795252737,0.09873204792281451,0.014826007463154406,1.2773292983550952,31.414809934055533,370.82582961089383
366,0.07929886870907832,0.09946015035824107,0.14650347190950835,1.201166695892083,31.693060476213443,341.8094387139801
366,0.0851609572202564,0.09999999999999998,0.2733672579803478,1.341014053881684,31.28267942222376,396.83369400953836
366,0.07828290615562249,0.09994216318265171,0.19479007273424803,1.3444982219021326,31.78131623517824,335.0752666871335
366,0.0836750011838685,0.09974838936516274,0.2741735831902893,1.5090893611137084,31.353881932475744,380.29914605963444
366,0.0848061807224063,0.09841268077370041,0.3435651057718378,1.321737334171957,31.296643041491794,392.70452412322885
366,0.0815666463497093,0.09923110243524426,0.2901551194702283,1.3662626989408757,31.502670333013185,359.8306567202568
366,0.08405381086158303,0.09863588015675354,0.27176670110653284,1.510230495830227,31.33264799628404,384.34181528808665
366,0.08511376063783882,0.09966571145011954,0.23207349648247116,1.4042421594351688,31.284396676033253,396.2873534643905
366,0.08258801416225973,0.1,0.15029814970501496,1.4581206197438648,31.425102720454927,369.3257657806106
366,0.07945630949525201,0.1,0.10251373007914545,1.3770317017477403,31.679188977888398,342.9482765631137
366,0.08447730911473676,0.09995234019387972,0.2566033058100314,1.3444660975127718,31.31092657211223,389.0071865733588
366,0.08502029662031438,0.0998229760132481,0.25745741484356516,1.4517607218874193,31.287838920904512,395.1996034873979
366,0.08034241965115557,0.09980631480164696,0.0900238590909451,1.3972424306763431,31.603213294340183,349.6176217652484
366,0.08284717734214597,0.1,0.2816257993319169,1.2499543473630126,31.407029517555305,371.8303319536957
366,0.08372323940296575,0.099878157500843,0.03881505978627339,1.36581782296515,31.351123576293226,380.8389879841177
366,0.07461796575668021,0.1,0.2313473530991102,1.4315949367097198,32.090950000340634,317.7131779908105
366,0.08452040321869798,0.09982699154949183,0.2305023541093199,1.3337627004058688,31.30891932266116,389.49136911793676
366,0.07895865357809898,0.09995758100291276,0.2879866713939713,1.3005095812405005,31.722625799176246,339.44945512014726
366,0.08677806332495396,0.0999679664775682,0.33618346151024425,1.3570903066020266,31.252797046207657,416.81719010462785
366,0.07980693005059733,0.09978715605214941,0.22862134448047666,1.262418102553396,31.649041388527163,345.4833373313551
366,0.08618709982633581,0.09996309597208325,0.2551544787233373,1.3967380367158424,31.257189325573396,409.2834664338486
366,0.07920559078930237,0.09854612916893084,0.17327654520004188,1.7643886001485678,31.70154068645588,341.1785241341584
366,0.08377511767728428,0.09983728324449853,0.005958690884275203,1.3795125710744693,31.348208525746468,381.3965859854822
366,0.08209963805302066,0.09980167597763866,0.203589413340555,1.285757007061016,31.46110469701619,364.675975886746
366,0.08055331567376328,0.09977090961673775,0.2541483572049861,1.4796323176099158,31.585525068616448,351.27667943217193
366,0.08233380151895292,0.0998392299149587,0.34677434768277937,1.4484654544116138,31.443906523509828,366.8661850660397
366,0.08460618838138761,0.09976983053628162,0.15582545465982023,1.2205101646600869,31.30512333328252,390.4598591810697
366,0.07738320697149961,0.1,0.2469991259064424,1.503215608810879,31.85950318775673,329.8067956760591
366,0.08199244896643475,0.09992245740803817,0.16331298829360116,1.5386559665790458,31.469246150182148,363.7060716119109
366,0.0788397403981148,0.09958706343251057,0.1908459585356578,1.3638568371751827,31.732874358998707,338.66516020683474
366,0.08399415227355207,0.09944638552785486,0.2677929839186291,1.3636363580794544,31.335687747339836,383.6944576513074
366,0.07903237982357099,0.09948394255230411,0.2047246830297603,1.2689458145916732,31.716170499090502,339.95712989333987
366,0.08662263269097188,0.1,0.3414918951686281,1.4299298866277854,31.253186589300782,414.81032609730784
366,0.0867200025894603,0.1,0.26546730871049484,1.3451465052269282,31.252905014616267,416.07062394618765
366,0.08393811198426095,0.09993343914886633,0.241165912474263,1.5840984286285327,31.338765057544272,383.1096439118592
366,0.08654012461286106,0.1,0.22939758464737378,1.5345306652120614,31.253684932923736,413.7683522056058
366,0.08419288897433602,0.1,0.3525000153282858,1.2627565597395676,31.325171718227608,385.84498418147024
366,0.08334921574340792,0.0999040622015779,0.21578861968623644,1.2298193006450469,31.373773894505007,376.8988325683664
366,0.08609944047511846,0.09926681642216223,0.2381728986197803,1.4684098451997207,31.258594601618448,408.18791597550063
366,0.0865783790665653,0.09996799769667637,0.274643626293496,1.370077961309712,31.253405942282154,414.2441144199055
366,0.0863523882371699,0.09995847859006922,0.24994968942884116,1.4009456993389255,31.255180040220903,411.3666737480558
366,0.08161771357268684,0.09980412101626888,0.20914349185223166,1.4112597919588041,31.498368290826935,360.2999014653582
366,0.08333334297125135,0.09993392443955906,0.2342648271609482,1.2883580765622678,31.37473652503517,376.73704867225007
366,0.08311984503203675,0.09946394721315373,0.3747564313349382,1.2444570142680622,31.38896974398612,374.54202463131105
366,0.0841494042878429,0.0998507993182844,0.34652441643275644,1.1878807735315668,31.327509724003892,385.36397405993034
366,0.07820324634840609,0.1,0.29421855824201143,1.1390149086586814,31.788586532347665,334.5568734174184
366,0.08295831496634717,0.09988421337459585,0.2247321813111944,1.4242199870935095,31.399351889556705,372.9502096044564
366,0.07892192625843253,0.09978906026954072,0.20408601883936056,1.4341576449360391,31.72569711104701,339.2190645709356
366,0.08383910486915438,0.09977610208525885,0.18257336033571214,1.3073215599658772,31.344264533192735,382.0404239431746
366,0.08596305140020859,0.09992672654586761,0.2398191497512511,1.412304320803219,31.26088848198365,406.49770144018123
366,0.08048423976707125,0.09983276343557607,0.1585392899356463,1.479450439086794,31.591209519012658,350.73605791645883
