stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
body relationship size	body size relationships	body size relationships	3	3,9714236158	16,9010483999	174,862822538	2,0	17,0	 
density population size	population density and the size	population density and the size|&|size and population density	5	3,9714236158	16,9010483999	221,272214933	2,0	6,0	 
crown width	crown width	crown width	2	4,72091812914	24,4609585485	195,857320472	1,0	4,0	 
case new	new cases	new cases	2	4,72091812914	21,1886674577	386,811231817	2,0	4,0	 
density distribution population	population density distribution	population density distribution	3	3,9714236158	16,9010483999	692,14394535	2,0	6,0	 
land planning transport use	land use and transport planning	land use and transport planning	5	3,9714236158	19,653829482	758,998452737	1,0	4,0	 
density high population	high population density	high population density|&|higher population densities|&|high population densities	3	19,857118079	56,9774311785	218,850364638	8,0	42,0	 
detection probability	detection probability	detection probability	2	7,86819688189	40,7682642476	506,253072574	1,0	4,0	 
availability prey	prey availability	prey availability	2	9,44183625827	42,3773349153	247,191368339	2,0	17,0	 
family planning	family planning	family planning	2	4,72091812914	21,1886674577	778,95082127	2,0	6,0	 
community convergent pattern	convergent pattern of communities	convergent pattern of communities	4	3,9714236158	16,9010483999	230,629701391	2,0	34,0	 
density population relationship	relationship between population density	relationship between population density	4	7,94284723159	28,2965346356	323,437810499	4,0	19,0	 
attendant birth traditional	traditional birth attendants	traditional birth attendants	3	3,9714236158	16,9010483999	913,113757798	2,0	8,0	 
density function population	population density functions	population density functions|&|population density function|&|population as a function of density	3	13,8999826553	46,4172441194	694,815521699	5,0	14,0	 
cover datum land	land cover data	land cover data	3	7,94284723159	33,8020967998	370,001931796	2,0	14,0	 
pregnant teen	pregnant teens	pregnant teens	2	6,29455750551	32,614611398	329,753696377	1,0	7,0	 
habitat large patch	large habitat patches	large habitat patches	3	3,9714236158	16,9010483999	223,536652406	2,0	14,0	 
deer population	deer population	deer population	2	4,72091812914	21,1886674577	466,365351028	2,0	11,0	 
population size	population size	population size|&|size of the population	2	17,3100331402	53,6949793451	711,057899618	8,0	25,0	 
datum set	data sets	data sets|&|sets of data	2	4,72091812914	19,2744998781	208,136118957	5,0	55,0	 
density population variation	variation in population density	variation in population density|&|variation in the population density	4	3,9714236158	16,9010483999	232,59149585	2,0	11,0	 
area rural	rural areas	rural areas|&|rural area	2	11,0154756347	39,3468458367	391,870369694	5,0	23,0	 
commune datum population	population data per commune	population data per commune	4	3,9714236158	16,9010483999	546,028175158	2,0	13,0	 
body mass negative relationship	negative relationship between body mass	negative relationship between body mass	5	3,9714236158	16,9010483999	285,615707647	2,0	10,0	 
curvature propagation term	propagation and curvature terms	propagation and curvature terms|&|curvature and propagation terms	4	9,92855903949	38,2269367355	348,384901216	3,0	29,0	 
event fragmentation habitat	habitat fragmentation events	habitat fragmentation events	3	3,9714236158	16,9010483999	48,9850082517	2,0	71,0	 
air transport	air transport	air transport	2	4,72091812914	24,4609585485	215,115717048	1,0	3,0	 
band extra guard	extra guard band	extra guard band	3	5,95713542369	29,480744223	492,038669706	1,0	2,0	 
mortality rate	mortality rates	mortality rates	2	6,29455750551	28,2515566102	1029,10657808	2,0	8,0	 
