stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks|&|Urban network traffic|&|Urban traffic network	3	51,6285070053	147,315247329	232,731950401	18,0	156,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	99,7849611882	1779,06897669	3,0	9,0	 
21st century	21st century	21st century	2	6,29455750551	28,8922336326	589,090435115	4,0	20,0	 
mode traffic	traffic mode	traffic mode|&|traffic modes	2	11,0154756347	50,5614088571	329,736426317	4,0	34,0	 
control flow	flow control	flow control	2	6,29455750551	33,2552884204	276,99068028	2,0	8,0	 
layout network	network layout	network layout	2	6,29455750551	33,2552884204	206,053548556	4,0	22,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	51,9158117873	276,273785135	4,0	33,0	 
assignment flow	flow assignment	flow assignment	2	7,86819688189	38,3788312262	289,577526915	3,0	29,0	 
information real-time traffic	real-time traffic information	real-time traffic information	3	5,95713542369	27,6716669582	216,366314896	3,0	31,0	 
flow link	link flows	link flows|&|link and flow	2	7,86819688189	36,1152920408	189,092224604	4,0	39,0	 
control signal	signal control	signal control|&|control signal	2	31,4727875276	109,884777027	212,368924549	28,0	336,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	41,5691105256	1367,46743667	2,0	3,0	 
reliability time travel	travel time reliability	travel time reliability	3	9,92855903949	50,1451291947	396,847849675	2,0	18,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	30,703064981	1168,80676807	3,0	8,0	 
experiment simulation	simulation experiments	simulation experiments|&|simulation experiment	2	7,86819688189	36,1152920408	195,576622984	4,0	36,0	 
flow network	network flow	network flow|&|network flows	2	6,29455750551	28,8922336326	240,156891786	5,0	44,0	 
link travel	link travel	link travel|&|travel along a link	2	6,29455750551	28,8922336326	210,508419521	4,0	32,0	 
assignment model	assignment model	assignment model|&|assignment models	2	12,589115011	52,6800203863	330,927907465	35,0	350,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	40,1161033557	245,984476284	2,0	24,0	 
