stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
large network	large networks	large networks	2	4,72091812914	22,3223540609	238,117026372	3,0	24,0	 
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks|&|Urban network traffic|&|Urban traffic network	3	51,6285070053	139,605890783	231,624655887	18,0	155,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	96,7302009306	1632,0866966	3,0	10,0	 
optimal solution	optimal solution	optimal solution	2	7,86819688189	33,1846468547	213,011522936	5,0	42,0	 
21st century	21st century	21st century	2	6,29455750551	27,9523073995	617,328811796	4,0	21,0	 
network street	street network	street network	2	6,29455750551	29,7631387479	205,51183338	5,0	70,0	 
capacity link	link capacity	link capacity	2	6,29455750551	27,9523073995	281,424443469	4,0	37,0	 
surveillance traffic	traffic surveillance	traffic surveillance	2	4,72091812914	24,2365216405	352,639141195	2,0	12,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	50,1367295074	206,238578179	4,0	33,0	 
network system	network system	network system|&|system network	2	4,72091812914	24,2365216405	223,474682758	3,0	13,0	 
information real-time traffic	real-time traffic information	real-time traffic information	3	5,95713542369	26,7821258183	230,817728906	3,0	33,0	 
choice problem route	route choice problem	route choice problem	3	5,95713542369	29,1975363768	213,826472293	2,0	22,0	 
optimization system	system optimization	system optimization	2	9,44183625827	39,8215762257	198,806047324	5,0	64,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	40,3942027342	2210,57420343	2,0	3,0	 
reliability time travel	travel time reliability	travel time reliability	3	9,92855903949	48,6625606281	335,694127425	2,0	21,0	 
collection datum	data collection	data collection	2	7,86819688189	33,1846468547	200,305918644	5,0	76,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	29,7631387479	1215,27678992	3,0	9,0	 
link travel	link travel	link travel|&|travel along a link	2	4,72091812914	22,3223540609	293,403313413	3,0	23,0	 
assignment model	assignment model	assignment model|&|assignment models	2	11,0154756347	46,4585055966	318,089698416	28,0	284,0	 
network topology	network topology	network topology	2	7,86819688189	33,1846468547	255,988517383	5,0	52,0	 
network public transportation	public transportation network	public transportation network	3	5,95713542369	26,7821258183	227,284402449	3,0	12,0	 
algorithm solution	solution algorithm	solution algorithm	2	14,1627543874	54,9669906931	201,333490955	7,0	68,0	 
algorithm genetic	genetic algorithm	genetic algorithm	2	12,589115011	50,8001679201	262,769660278	6,0	50,0	 
development regional	regional development	regional development	2	9,44183625827	48,473043281	230,928894653	2,0	9,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	38,9300485025	227,689036894	2,0	11,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	29,1975363768	883,877001034	2,0	6,0	 
model network traffic	network traffic model	network traffic model|&|traffic network model|&|model under a traffic network	3	11,9142708474	47,4781367992	316,362922082	9,0	77,0	 
pattern traffic	traffic patterns	traffic patterns	2	6,29455750551	27,9523073995	251,283135302	4,0	31,0	 
experimental result	experimental results	experimental results	2	6,29455750551	27,9523073995	201,344402644	4,0	33,0	 
numerical result	Numerical results	Numerical results|&|numerical results	2	9,44183625827	39,8215762257	196,979882068	5,0	59,0	 
growth sprawl urban	urban growth and sprawl	urban growth and sprawl	4	5,95713542369	29,1975363768	308,609571988	2,0	16,0	 
traffic urban	urban traffic	urban traffic	2	7,86819688189	33,1846468547	240,677034604	7,0	76,0	 
consequence growth urban	consequences of urban growth	consequences of urban growth	4	5,95713542369	26,7821258183	201,2759922	3,0	22,0	 
plan signal timing	signal timing plan	signal timing plan|&|signal timing plans	3	11,9142708474	47,4781367992	441,050926143	5,0	52,0	 
