stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks|&|Urban network traffic|&|Urban traffic network	3	51,6285070053	145,449975244	229,66942545	18,0	155,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	99,0458646112	1736,4104777	3,0	9,0	 
optimal solution	optimal solution	optimal solution	2	7,86819688189	34,0752867319	196,492270041	5,0	42,0	 
21st century	21st century	21st century	2	6,29455750551	28,6648193013	609,365244785	4,0	19,0	 
mode traffic	traffic mode	traffic mode|&|traffic modes	2	11,0154756347	50,1634337772	324,467491686	4,0	34,0	 
control flow	flow control	flow control	2	6,29455750551	33,0278740891	269,887302001	2,0	8,0	 
layout network	network layout	network layout	2	6,29455750551	33,0278740891	219,320965726	4,0	22,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	51,4853643831	280,309435104	4,0	32,0	 
assignment flow	flow assignment	flow assignment	2	7,86819688189	38,094563312	285,324484896	3,0	29,0	 
information real-time traffic	real-time traffic information	real-time traffic information	3	5,95713542369	27,4564432561	204,482378837	3,0	31,0	 
control signal	signal control	signal control|&|control signal	2	31,4727875276	108,74770537	199,805984324	28,0	339,0	 
bus priority	bus priority	bus priority	2	6,29455750551	33,0278740891	191,074640477	2,0	32,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	41,2848426113	1334,72941849	2,0	3,0	 
reliability time travel	travel time reliability	travel time reliability	3	9,92855903949	49,7864230245	362,128990942	2,0	19,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	30,4756506496	1156,54039421	3,0	8,0	 
flow network	network flow	network flow|&|network flows	2	6,29455750551	28,6648193013	291,542684044	5,0	44,0	 
link travel	link travel	link travel|&|travel along a link	2	6,29455750551	28,6648193013	218,97792415	4,0	32,0	 
assignment model	assignment model	assignment model|&|assignment models	2	11,0154756347	47,7054014247	331,122776749	32,0	326,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	39,8291384196	227,459718662	2,0	25,0	 
system transportation urban	urban transportation system	urban transportation system	3	7,94284723159	36,6085910082	205,678937799	3,0	46,0	 
network topology	network topology	network topology	2	9,44183625827	39,1688937927	250,234692668	6,0	53,0	 
algorithm genetic	genetic algorithm	genetic algorithm	2	12,589115011	52,2251917236	233,988446776	6,0	48,0	 
development regional	regional development	regional development	2	9,44183625827	49,5418111336	275,575389997	2,0	8,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	39,8291384196	211,360270789	2,0	9,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	29,8718538147	952,334261981	2,0	6,0	 
model network traffic	network traffic model	network traffic model|&|traffic network model|&|network traffic models|&|traffic network models|&|model under a traffic network	3	15,8856944632	59,7572670869	344,06994099	11,0	88,0	 
pattern traffic	traffic patterns	traffic patterns	2	7,86819688189	34,0752867319	276,365799876	5,0	32,0	 
length path	path length	path length	2	6,29455750551	33,0278740891	302,187240091	2,0	7,0	 
demand travel	travel demand	travel demand|&|demand for travel	2	11,0154756347	45,6970427581	192,331068507	6,0	46,0	 
traffic urban	urban traffic	urban traffic	2	7,86819688189	34,0752867319	206,049403886	7,0	77,0	 
consequence growth urban	consequences of urban growth	consequences of urban growth	4	5,95713542369	27,4564432561	276,15445478	3,0	22,0	 
plan signal timing	signal timing plan	signal timing plan|&|signal timing plans	3	11,9142708474	48,8267716749	459,063881706	5,0	53,0	 
signal timing	signal timing	signal timing|&|signal timings	2	18,8836725165	68,6915237931	290,890464029	12,0	124,0	 
network neural	neural network	neural network	2	7,86819688189	34,0752867319	401,113323561	5,0	21,0	 
jam traffic	traffic jams	traffic jams|&|traffic jam	2	6,29455750551	28,6648193013	296,922629559	4,0	17,0	 
model optimization	optimization model	optimization model|&|optimization models	2	20,4573118929	74,4158174425	246,053200329	10,0	76,0	 
management traffic	traffic management	traffic management	2	17,3100331402	64,7910241614	228,271091658	15,0	174,0	 
development urban	urban development	urban development	2	11,0154756347	50,1634337772	409,969018182	4,0	18,0	 
model traffic	traffic model	traffic model|&|traffic models|&|model of the traffic|&|model for the traffic	2	14,1627543874	58,753340689	268,389185261	9,0	50,0	 
algorithm model	model and algorithm	model and algorithm	3	7,86819688189	34,0752867319	216,073145772	5,0	60,0	 
assignment dynamic problem traffic	dynamic traffic assignment problem	dynamic traffic assignment problem|&|problem of dynamic traffic assignment	4	13,8999826553	54,430300477	240,054688274	6,0	64,0	 
level service	service level	service level|&|level of service	2	6,29455750551	28,6648193013	189,05028765	4,0	36,0	 
control time	time control	time control	2	7,86819688189	35,8310241266	204,222849376	4,0	34,0	 
capacity network road	road network capacity	road network capacity|&|capacity of the road network	3	5,95713542369	29,8718538147	331,726900142	2,0	16,0	 
growth relationship urban	relationship between urban growth	relationship between urban growth|&|relationship with urban growth	4	5,95713542369	29,8718538147	284,715077566	2,0	12,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	57,7987796559	929,056086959	2,0	4,0	 
road safety	road safety	road safety	2	14,1627543874	68,5702139616	255,71966407	3,0	16,0	 
design network	network design	network design	2	12,589115011	50,2845710862	667,421744659	10,0	73,0	 
control signal traffic	traffic signal control	traffic signal control|&|traffic control signal	3	41,6999479659	127,958624741	211,528735936	21,0	270,0	 
model programming	programming model	programming model|&|programming models	2	11,0154756347	45,6970427581	243,352300064	11,0	112,0	 
growth management urban	urban growth management	urban growth management	3	5,95713542369	29,8718538147	821,347009838	2,0	10,0	 
network sensor	sensor network	sensor network	2	11,0154756347	53,3323886368	235,478511553	3,0	6,0	 
system time total travel	total system travel time	total system travel time|&|total travel time of the system	4	7,94284723159	36,6085910082	200,239543376	3,0	29,0	 
signal traffic	traffic signal	traffic signal|&|traffic signals|&|Traffic signals|&|Traffic signal	2	34,6200662803	116,851392062	205,493809648	32,0	369,0	 
network traffic	traffic network	traffic network|&|network traffic|&|traffic networks|&|Network traffic	2	100,712920088	214,874766895	276,573833305	68,0	538,0	 
article full	Full article	Full article	2	9,44183625827	39,1688937927	2264,57370101	6,0	14,0	 
application system	systems applications	systems applications|&|systems and applications	2	6,29455750551	33,0278740891	300,955801364	2,0	12,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	39,8291384196	373,837343284	2,0	10,0	 
growth management	growth management	growth management	2	15,7363937638	71,6620482531	564,347338215	4,0	15,0	 
model simulation	simulation model	simulation model|&|simulation models|&|model through simulation	2	12,589115011	50,2845710862	355,28051563	13,0	123,0	 
network urban	urban network	urban network|&|urban networks|&|network and urban	2	26,7518693984	92,4355495643	201,049450669	14,0	107,0	 
network road transportation	road transportation network	road transportation network|&|road network transportation	3	9,92855903949	49,7864230245	197,712965951	2,0	19,0	 
macroscopic model	macroscopic model	macroscopic model|&|macroscopic models	2	7,86819688189	35,8310241266	215,715713325	4,0	45,0	 
consumption energy	energy consumption	energy consumption	2	12,589115011	54,520458771	213,734477877	5,0	36,0	 
assignment traffic	traffic assignment	traffic assignment|&|Traffic assignment	2	62,9455750551	173,864862861	295,174779973	53,0	527,0	 
