stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network simulation traffic	network traffic simulation	network traffic simulation|&|traffic network simulation	3	5,95713542369	29,8718538147	284,691950681	2,0	10,0	 
design network transportation	transportation network design	transportation network design	3	9,92855903949	42,9044703193	491,372925315	4,0	25,0	 
path problem short	shortest path problem	shortest path problem	3	5,95713542369	34,0010254379	254,379463081	1,0	7,0	 
light traffic	traffic lights	traffic lights|&|traffic light	2	20,4573118929	78,9807346686	291,286242784	8,0	45,0	 
assignment problem traffic	traffic assignment problem	traffic assignment problem	3	7,94284723159	36,6085910082	323,048995401	7,0	69,0	 
flow model traffic	traffic flow models	traffic flow models|&|traffic flow model|&|model of traffic flow	3	15,8856944632	59,7572670869	197,754634429	7,0	72,0	 
bi-level model programming	bi-level programming model	bi-level programming model	3	13,8999826553	54,430300477	208,586141975	6,0	71,0	 
modeling traffic	traffic modeling	traffic modeling	2	6,29455750551	30,4756506496	201,173680821	3,0	29,0	 
network street urban	urban street network	urban street network	3	5,95713542369	29,8718538147	188,711387582	2,0	51,0	 
simulation traffic	traffic simulation	traffic simulation|&|Traffic simulation	2	23,6045906457	88,3513965837	311,379575216	21,0	178,0	 
management system traffic	traffic management system	traffic management system	3	5,95713542369	27,4564432561	260,385536559	3,0	17,0	 
quality service	quality of service	quality of service|&|service quality	3	6,29455750551	30,4756506496	258,657835574	3,0	24,0	 
example numerical	numerical example	numerical example	2	18,8836725165	65,2486232219	226,852146224	12,0	137,0	 
design network problem	network design problem	network design problem	3	17,8714062711	69,981814899	476,647704545	6,0	52,0	 
assignment dynamic model traffic	dynamic traffic assignment model	dynamic traffic assignment model	4	15,8856944632	59,7572670869	240,120217072	7,0	70,0	 
model network neural	neural network model	neural network model	3	9,92855903949	49,7864230245	532,255300359	2,0	17,0	 
growth urban	urban growth	urban growth|&|Urban growth	2	51,9300994205	161,346112598	736,006799447	22,0	76,0	 
land use	land use	land use	2	15,7363937638	65,2814896545	422,324206293	6,0	37,0	 
modeling network	network modeling	network modeling	2	6,29455750551	33,0278740891	301,165930744	2,0	9,0	 
assignment problem	assignment problem	assignment problem|&|assignment problems	2	6,29455750551	28,6648193013	317,921035902	10,0	94,0	 
assignment solution	assignment solution	assignment solution	2	6,29455750551	33,0278740891	222,831726188	2,0	22,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	125,89115011	265,826508774	303,114091164	60,0	362,0	 
method solution	solution methods	solution methods	2	6,29455750551	30,4756506496	354,114702609	3,0	15,0	 
system traffic	traffic system	traffic system|&|traffic systems|&|Traffic system	2	20,4573118929	72,4660273677	256,120300177	15,0	131,0	 
information system	information systems	information systems|&|information system	2	17,3100331402	64,7910241614	232,329645487	11,0	70,0	 
measurement traffic	traffic measurements	traffic measurements	2	6,29455750551	30,4756506496	751,202150984	3,0	12,0	 
model result	model results	model results|&|model on the results	2	7,86819688189	35,8310241266	222,739876549	4,0	38,0	 
area urban	urban areas	urban areas|&|urban area	2	22,0309512693	72,7273076435	196,599982478	14,0	128,0	 
equilibrium model network	network equilibrium model	network equilibrium model	3	5,95713542369	29,8718538147	201,606284547	2,0	25,0	 
transportation urban	urban transportation	urban transportation	2	9,44183625827	42,9972289519	211,475231437	5,0	52,0	 
assignment model traffic	traffic assignment model	traffic assignment model|&|traffic assignment models	3	49,6427951974	137,171697435	325,846574355	26,0	260,0	 
optimization particle swarm	particle swarm optimization	particle swarm optimization	3	5,95713542369	27,4564432561	268,346626273	3,0	18,0	 
series time	time series	time series	2	7,86819688189	35,8310241266	244,319274547	4,0	33,0	 
information traffic	traffic information	traffic information|&|information traffic	2	20,4573118929	76,5712103725	219,267949644	12,0	90,0	 
model simulation traffic	traffic simulation model	traffic simulation model|&|traffic simulation models	3	13,8999826553	54,430300477	333,776938774	6,0	56,0	 
