stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
plan signal timing	signal timing plan	signal timing plan|&|signal timing plans	3	11,9142708474	46,0580925226	379,069333388	5,0	43,0	 
measurement network	network measurement	network measurement	2	4,72091812914	21,759674829	393,723028473	3,0	14,0	 
intersection real	real intersection	real intersection	2	4,72091812914	21,759674829	380,869191803	3,0	21,0	 
network traffic	traffic network	traffic network|&|network traffic|&|traffic networks|&|Network traffic	2	89,6974444536	178,878612311	235,653097121	57,0	429,0	 
signal timing	signal timing	signal timing	2	14,1627543874	51,3877806805	250,100330305	10,0	99,0	 
capacity network	network capacity	network capacity	2	15,7363937638	64,4936962696	200,80469393	5,0	52,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	48,7166852308	186,840941581	4,0	33,0	 
management traffic	traffic management	traffic management	2	11,0154756347	43,1372287222	250,428718626	12,0	114,0	 
system traffic	traffic system	traffic system|&|traffic systems	2	14,1627543874	53,2789529972	240,832332832	11,0	98,0	 
development urban	urban development	urban development	2	11,0154756347	47,6036197413	352,223114988	4,0	28,0	 
model traffic	traffic model	traffic model|&|model of the traffic	2	7,86819688189	36,2661247149	272,927561309	5,0	27,0	 
maker policy	policy makers	policy makers	2	4,72091812914	21,759674829	222,061904739	3,0	22,0	 
optimization problem	optimization problem	optimization problem	2	4,72091812914	23,6738424086	270,792915418	2,0	13,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	55,23896562	526,115346431	2,0	7,0	 
road safety	road safety	road safety	2	12,589115011	63,1302464228	213,336546185	2,0	13,0	 
network operation	network operation	network operation	2	4,72091812914	21,759674829	392,618235835	3,0	19,0	 
design network	network design	network design	2	11,0154756347	43,1372287222	465,05637163	10,0	77,0	 
control signal traffic	traffic signal control	traffic signal control|&|traffic control signal	3	39,714236158	122,213993265	287,379406189	16,0	177,0	 
model programming	programming model	programming model|&|programming models	2	11,0154756347	43,1372287222	246,360812462	11,0	116,0	 
growth management urban	urban growth management	urban growth management	3	5,95713542369	28,4875142385	739,557056416	2,0	10,0	 
growth management	growth management	growth management	2	15,7363937638	68,005171059	475,544488665	4,0	16,0	 
control system	control system	control system|&|control systems	2	14,1627543874	53,2789529972	234,243863079	12,0	129,0	 
application network	network applications	network applications	2	4,72091812914	23,6738424086	199,830836676	2,0	3,0	 
role vital	vital role	vital role	2	4,72091812914	23,6738424086	526,756713834	2,0	9,0	 
network sensor	sensor network	sensor network	2	11,0154756347	50,7725746009	284,745381119	3,0	8,0	 
traffic volume	traffic volume	traffic volume|&|traffic volumes	2	7,86819688189	34,0025855295	197,702094314	4,0	32,0	 
management network traffic	traffic network management	traffic network management|&|network traffic management	3	5,95713542369	26,07210368	195,72287874	3,0	29,0	 
control problem	control problem	control problem|&|control problems	2	6,29455750551	27,2020684236	241,617666189	4,0	43,0	 
article full	Full article	Full article	2	9,44183625827	36,9747674762	1207,54663605	6,0	22,0	 
application system	systems applications	systems applications|&|systems and applications	2	6,29455750551	31,5651232114	248,620582993	2,0	15,0	 
freight network transportation	freight transportation network	freight transportation network	3	7,94284723159	37,9833523181	390,655517483	2,0	11,0	 
network optimization transportation	transportation network optimization	transportation network optimization	3	5,95713542369	26,07210368	213,40632415	3,0	28,0	 
optimization strategy	optimization strategies	optimization strategies|&|optimization strategy	2	6,29455750551	29,0128997719	204,693756416	3,0	28,0	 
model simulation	simulation model	simulation model|&|simulation models|&|model through simulation	2	12,589115011	47,3590693309	254,624316788	10,0	98,0	 
network road transportation	road transportation network	road transportation network|&|road network transportation	3	9,92855903949	47,4791903976	203,787015257	2,0	19,0	 
assignment traffic	traffic assignment	traffic assignment	2	44,0619025386	135,215359143	206,620136181	25,0	249,0	 
simulator traffic	traffic simulator	traffic simulator	2	4,72091812914	21,759674829	210,473084062	3,0	25,0	 
infrastructure transportation	transportation infrastructure	transportation infrastructure	2	7,86819688189	39,4564040143	245,015688992	2,0	21,0	 
design network transportation	transportation network design	transportation network design	3	9,92855903949	40,5972376923	320,15609115	4,0	30,0	 
path problem short	shortest path problem	shortest path problem	3	5,95713542369	32,6166858617	355,059720345	1,0	6,0	 
light traffic	traffic lights	traffic lights|&|traffic light	2	20,4573118929	74,2267943162	216,815543006	8,0	45,0	 
flow model traffic	traffic flow model	traffic flow model|&|model of traffic flow	3	5,95713542369	26,07210368	219,0976204	3,0	25,0	 
network signal	signal network	signal network	2	4,72091812914	23,6738424086	214,922343232	4,0	29,0	 
safety traffic	traffic safety	traffic safety	2	4,72091812914	23,6738424086	242,851693979	2,0	19,0	 
simulation traffic	traffic simulation	traffic simulation	2	14,1627543874	55,4621512143	262,941262798	15,0	146,0	 
management system traffic	traffic management system	traffic management system	3	5,95713542369	26,07210368	223,183314784	3,0	18,0	 
behavior choice route	route choice behavior	route choice behavior	3	9,92855903949	38,3817437688	207,020546006	5,0	56,0	 
control signal system traffic	traffic signal control system	traffic signal control system	4	13,8999826553	53,7344412764	282,305357688	6,0	59,0	 
design network problem	network design problem	network design problem	3	17,8714062711	65,8287961705	333,184269659	6,0	58,0	 
model network neural	neural network model	neural network model	3	9,92855903949	47,4791903976	313,068120775	2,0	20,0	 
trafficking wildlife	wildlife trafficking	wildlife trafficking	2	4,72091812914	23,6738424086	1119,70687188	2,0	11,0	 
choice model route	route choice model	route choice model	3	21,8428298869	74,1736269716	187,905554534	8,0	90,0	 
growth urban	urban growth	urban growth|&|Urban growth	2	51,9300994205	149,278417857	479,61218853	22,0	103,0	 
means transport	means of transport	means of transport	3	4,72091812914	23,6738424086	751,49664471	2,0	3,0	 
land use	land use	land use	2	15,7363937638	61,6246124603	346,268635072	6,0	49,0	 
analysis result	analysis results	analysis results	2	4,72091812914	21,759674829	184,899141238	3,0	22,0	 
choice route	route choice	route choice|&|route choices	2	28,3255087748	91,2905558834	197,591253198	20,0	215,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	121,170231981	230,363249526	259,465155841	58,0	362,0	 
degree distribution	degree distribution	degree distribution	2	4,72091812914	23,6738424086	207,731459271	2,0	10,0	 
method solution	solution methods	solution methods	2	6,29455750551	29,0128997719	366,729423202	3,0	14,0	 
level service	service level	service level|&|level of service	2	4,72091812914	21,759674829	209,595579202	3,0	23,0	 
information system	information systems	information systems|&|information system	2	17,3100331402	60,7684592478	262,939229196	11,0	69,0	 
signal traffic	traffic signal	traffic signal|&|traffic signals	2	22,0309512693	71,0037656871	274,203599706	26,0	275,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	9,92855903949	47,4791903976	204,829205912	2,0	13,0	 
illicit trade	illicit trade	illicit trade	2	4,72091812914	23,6738424086	515,170803858	2,0	5,0	 
assignment model traffic	traffic assignment model	traffic assignment model	3	25,8142535027	81,8994567653	207,132098004	12,0	134,0	 
optimization particle swarm	particle swarm optimization	particle swarm optimization	3	5,95713542369	26,07210368	240,442779079	3,0	18,0	 
series time	time series	time series	2	7,86819688189	34,0025855295	197,689304882	4,0	40,0	 
model simulation traffic	traffic simulation model	traffic simulation model	3	7,94284723159	32,4777901539	225,502479937	4,0	33,0	 
