stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks|&|Urban network traffic|&|Urban traffic network	3	51,6285070053	133,452365584	197,972903633	18,0	158,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	94,2919242588	890,005424606	3,0	12,0	 
optimal solution	optimal solution	optimal solution	2	6,29455750551	27,2020684236	267,972772828	4,0	27,0	 
21st century	21st century	21st century	2	6,29455750551	27,2020684236	463,183355604	4,0	21,0	 
capacity link	link capacity	link capacity	2	6,29455750551	27,2020684236	245,488495933	4,0	37,0	 
surveillance traffic	traffic surveillance	traffic surveillance	2	4,72091812914	23,6738424086	251,632411146	2,0	13,0	 
model optimization	optimization model	optimization model|&|optimization models	2	20,4573118929	69,6618770901	203,517335995	10,0	76,0	 
network system	network system	network system|&|system network	2	4,72091812914	23,6738424086	212,840156245	3,0	16,0	 
assignment dynamic traffic	dynamic traffic assignment	dynamic traffic assignment	3	17,8714062711	63,0739067443	187,564766459	7,0	72,0	 
hybrid model	hybrid model	hybrid model	2	4,72091812914	23,6738424086	211,187537117	2,0	18,0	 
control signal	signal control	signal control|&|control signal	2	28,3255087748	93,7551974058	266,146211888	22,0	234,0	 
information transportation	transportation information	transportation information	2	4,72091812914	21,759674829	185,383703298	3,0	23,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	39,4564040143	425,602557542	2,0	8,0	 
path problem	path problem	path problem|&|path problems	2	6,29455750551	31,5651232114	184,308772151	3,0	15,0	 
reliability time travel	travel time reliability	travel time reliability	3	9,92855903949	47,4791903976	272,18501958	2,0	22,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	29,0128997719	627,740398811	3,0	13,0	 
assignment model	assignment model	assignment model|&|assignment models	2	11,0154756347	45,1455873887	205,154800733	15,0	158,0	 
network topology	network topology	network topology	2	4,72091812914	21,759674829	212,319948785	3,0	28,0	 
algorithm genetic	genetic algorithm	genetic algorithm	2	11,0154756347	45,1455873887	192,499281539	5,0	46,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	28,4875142385	455,102060733	2,0	8,0	 
car private	private car	private car	2	4,72091812914	21,759674829	209,532316747	3,0	26,0	 
cost travel	travel cost	travel cost|&|cost of travel	2	6,29455750551	27,2020684236	260,968606292	4,0	15,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	37,9833523181	215,409072538	2,0	9,0	 
model network traffic	network traffic model	network traffic model|&|traffic network model|&|model under a traffic network	3	11,9142708474	46,0580925226	326,668390675	9,0	79,0	 
bi-level model programming	bi-level programming model	bi-level programming model	3	13,8999826553	51,2001747992	212,488661977	6,0	73,0	 
control strategy	control strategy	control strategy|&|control strategies	2	14,1627543874	53,2789529972	217,431309708	10,0	106,0	 
behavior choice	choice behavior	choice behavior|&|choice behaviors|&|behavior choice	2	4,72091812914	21,759674829	239,362328506	8,0	89,0	 
demand travel	travel demand	travel demand|&|demand for travel	2	4,72091812914	21,759674829	213,48573528	3,0	27,0	 
system urban	urban system	urban system	2	4,72091812914	21,759674829	333,751562243	3,0	24,0	 
numerical result	Numerical results	Numerical results|&|numerical results	2	7,86819688189	34,0025855295	247,345885422	4,0	39,0	 
network simulation traffic	network traffic simulation	network traffic simulation|&|traffic network simulation	3	5,95713542369	28,4875142385	263,444351847	2,0	12,0	 
