stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
design network problem	network design problem	network design problem	3	15,8856944632	50,8620678331	176,805414959	5,0	44,0	 
organization traffic	traffic organization	traffic organization	2	4,72091812914	23,8112592908	163,4324675	1,0	9,0	 
macroscopic model network traffic urban	macroscopic urban traffic network model	macroscopic urban traffic network model	5	3,9714236158	16,3544956098	189,283753415	2,0	20,0	 
model programming	programming model	programming model|&|programming models	2	9,44183625827	32,4264693445	157,703206474	8,0	71,0	 
path short	shortest path	shortest path|&|shortest paths	2	4,72091812914	18,6248006203	314,225761276	3,0	13,0	 
condition traffic	traffic condition	traffic condition|&|traffic conditions	2	7,86819688189	28,7777951817	107,579726086	4,0	42,0	 
demand supply uncertainty	demand and supply uncertainty	demand and supply uncertainty	4	3,9714236158	19,1072766919	135,361283395	1,0	13,0	 
system transportation	transportation system	transportation system|&|transportation systems	2	34,6200662803	78,6286961336	123,564447157	19,0	123,0	 
system time total travel	total system travel time	total system travel time|&|total travel time of the system	4	5,95713542369	24,5317434147	115,943840757	2,0	20,0	 
network traffic	traffic network	traffic network|&|traffic networks|&|network traffic	2	20,4573118929	63,3740327585	163,94558547	10,0	84,0	 
application system	systems applications	systems applications|&|systems and applications	2	6,29455750551	27,3852909332	221,227904736	2,0	11,0	 
freight network transportation	freight transportation network	freight transportation network	3	3,9714236158	19,1072766919	265,712457366	2,0	8,0	 
layout network planning	network layout planning	network layout planning	3	3,9714236158	19,1072766919	753,113638404	1,0	3,0	 
network optimization transportation	transportation network optimization	transportation network optimization	3	5,95713542369	22,1163328561	153,214142076	3,0	24,0	 
growth management	growth management	growth management	2	15,7363937638	57,5555903634	321,167771096	4,0	18,0	 
network urban	urban network	urban network|&|urban networks|&|network and urban	2	9,44183625827	34,5333542181	296,300617444	5,0	30,0	 
network road transportation	road transportation network	road transportation network|&|road network transportation	3	5,95713542369	24,5317434147	111,480534566	2,0	19,0	 
assignment traffic	traffic assignment	traffic assignment	2	12,589115011	46,0444722908	178,149173354	5,0	39,0	 
network performance	network performance	network performance	2	6,29455750551	23,0222361454	101,147842942	4,0	45,0	 
control traffic	traffic control	traffic control	2	11,0154756347	40,2889132544	104,662094462	4,0	53,0	 
clearance network time	network clearance time	network clearance time|&|network clearance times	3	5,95713542369	24,5317434147	285,399458928	2,0	12,0	 
design network transportation	transportation network design	transportation network design	3	9,92855903949	34,0042863192	187,70317131	4,0	29,0	 
bi-level model programming	bi-level programming model	bi-level programming model	3	9,92855903949	34,0042863192	131,814412743	4,0	39,0	 
analysis system	system analysis	system analysis	2	4,72091812914	18,6248006203	101,658007739	3,0	9,0	 
groundwater level	groundwater levels	groundwater levels	2	4,72091812914	23,8112592908	315,801276328	1,0	2,0	 
analysis method	analysis method	analysis method	2	7,86819688189	31,0413343672	106,751651682	4,0	46,0	 
model network	network model	network model	2	9,44183625827	37,2496012406	205,258890408	4,0	33,0	 
quality service	service quality	service quality|&|quality of service	2	4,72091812914	20,5389681999	221,817631706	2,0	8,0	 
example numerical	numerical example	numerical example	2	4,72091812914	18,6248006203	141,267109578	3,0	25,0	 
design network	network design	network design	2	11,0154756347	35,8225222353	228,148659193	9,0	61,0	 
congestion traffic	traffic congestion	traffic congestion	2	12,589115011	43,2352924593	118,991072448	5,0	54,0	 
growth urban	urban growth	urban growth	2	39,3409844095	94,6040474963	369,154725904	20,0	102,0	 
means transport	means of transport	means of transport	3	4,72091812914	20,5389681999	329,54853361	2,0	3,0	 
land use	land use	land use	2	15,7363937638	51,1750317648	220,739650155	6,0	43,0	 
congestion pricing	congestion pricing	congestion pricing	2	4,72091812914	23,8112592908	242,20067422	1,0	2,0	 
assignment problem	assignment problem	assignment problem	2	4,72091812914	18,6248006203	117,70539745	3,0	23,0	 
equilibrium user	user equilibrium	user equilibrium	2	7,86819688189	39,6854321513	164,53326133	3,0	30,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	110,154756347	152,037309628	167,905861375	53,0	267,0	 
degree distribution	degree distribution	degree distribution	2	4,72091812914	20,5389681999	381,586208828	2,0	10,0	 
method solution	solution methods	solution methods	2	6,29455750551	24,8330674937	247,319869278	3,0	11,0	 
level service	service level	service level|&|level of service	2	4,72091812914	18,6248006203	106,021767633	3,0	20,0	 
information system	information systems	information systems|&|information system	2	11,0154756347	37,8308809019	184,571265918	5,0	24,0	 
area urban	urban area	urban area|&|urban areas	2	11,0154756347	34,1244791776	251,687672409	7,0	55,0	 
efficiency network transportation	transportation network efficiency	transportation network efficiency|&|efficiency of the transportation network	3	9,92855903949	40,8862390244	244,171072577	2,0	11,0	 
choice route	route choice	route choice|&|route choices	2	11,0154756347	37,8308809019	126,578321459	6,0	59,0	 
growth model	growth modeling	growth modeling|&|growth models	2	4,72091812914	18,6248006203	211,633882883	3,0	18,0	 
efficiency network	network efficiency	network efficiency	2	4,72091812914	18,6248006203	228,584965318	3,0	23,0	 
transportation urban	urban transportation	urban transportation	2	7,86819688189	31,0413343672	118,46415591	4,0	44,0	 
growth management urban	urban growth management	urban growth management	3	5,95713542369	24,5317434147	317,91448485	2,0	10,0	 
