stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
network traffic urban	urban traffic network	urban traffic network|&|urban traffic networks|&|traffic in urban networks|&|Urban network traffic|&|Urban traffic network	3	51,6285070053	147,14843456	239,495934386	18,0	153,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	99,7188631924	1763,20001376	3,0	9,0	 
21st century	21st century	21st century	2	6,29455750551	28,8718957878	618,651214082	4,0	19,0	 
mode traffic	traffic mode	traffic mode|&|traffic modes	2	11,0154756347	50,5258176286	328,235311604	4,0	34,0	 
control flow	flow control	flow control	2	6,29455750551	33,2349505756	272,322266682	2,0	8,0	 
layout network	network layout	network layout	2	6,29455750551	33,2349505756	204,075639349	4,0	22,0	 
system traffic urban	urban traffic system	urban traffic system	3	11,9142708474	51,877316533	285,771656658	4,0	32,0	 
assignment flow	flow assignment	flow assignment	2	7,86819688189	38,3534089202	288,666111511	3,0	29,0	 
information real-time traffic	real-time traffic information	real-time traffic information	3	5,95713542369	27,6524193311	215,27458957	3,0	31,0	 
hybrid model	hybrid model	hybrid model	2	7,86819688189	38,3534089202	222,538119806	3,0	25,0	 
control signal	signal control	signal control|&|control signal	2	31,4727875276	109,783087802	209,469243164	28,0	336,0	 
aromatic plant	aromatic plants	aromatic plants	2	7,86819688189	41,5436882195	1355,28889348	2,0	3,0	 
reliability time travel	travel time reliability	travel time reliability	3	9,92855903949	50,1130498161	393,81063819	2,0	18,0	 
enforcement law	law enforcement	law enforcement	2	6,29455750551	30,6827271361	1165,94437104	3,0	8,0	 
experiment simulation	simulation experiments	simulation experiments|&|simulation experiment	2	7,86819688189	36,0898697347	200,833392235	4,0	35,0	 
flow network	network flow	network flow|&|network flows	2	6,29455750551	28,8718957878	237,885848009	5,0	44,0	 
link travel	link travel	link travel|&|travel along a link	2	6,29455750551	28,8718957878	206,794778733	4,0	32,0	 
assignment model	assignment model	assignment model|&|assignment models	2	12,589115011	52,6393446966	322,414715287	35,0	352,0	 
multimodal network traffic urban	urban multimodal traffic network	urban multimodal traffic network	4	7,94284723159	40,0904398529	229,884970069	2,0	25,0	 
system transportation urban	urban transportation system	urban transportation system	3	7,94284723159	36,8698924414	215,899291847	3,0	45,0	 
network topology	network topology	network topology	2	9,44183625827	39,4795085225	228,664152047	6,0	53,0	 
network public transportation	public transportation network	public transportation network	3	5,95713542369	27,6524193311	271,901584135	3,0	11,0	 
algorithm solution	solution algorithm	solution algorithm	2	18,8836725165	71,3023467265	200,830178339	9,0	93,0	 
algorithm genetic	genetic algorithm	genetic algorithm	2	12,589115011	52,6393446966	215,847266735	6,0	47,0	 
development regional	regional development	regional development	2	9,44183625827	49,8524258634	278,537051449	2,0	8,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	40,0904398529	215,401539851	2,0	9,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	30,0678298896	903,317481387	2,0	6,0	 
model network traffic	network traffic model	network traffic model|&|traffic network model|&|network traffic models|&|traffic network models|&|model under a traffic network	3	15,8856944632	60,2798699534	341,722151705	11,0	86,0	 
pattern traffic	traffic patterns	traffic patterns	2	7,86819688189	34,3341323401	278,838310562	5,0	32,0	 
demand travel	travel demand	travel demand|&|demand for travel	2	11,0154756347	46,0594266095	200,976799342	6,0	44,0	 
traffic urban	urban traffic	urban traffic	2	7,86819688189	34,3341323401	235,465901344	7,0	75,0	 
consequence growth urban	consequences of urban growth	consequences of urban growth	4	5,95713542369	27,6524193311	280,240110319	3,0	22,0	 
plan signal timing	signal timing plan	signal timing plan|&|signal timing plans	3	11,9142708474	49,2187238248	443,739164812	5,0	53,0	 
flow forecasting traffic	traffic flow forecasting	traffic flow forecasting	3	11,9142708474	49,2187238248	226,076445006	5,0	32,0	 
signal timing	signal timing	signal timing|&|signal timings	2	20,4573118929	73,1390259489	295,454541298	13,0	133,0	 
network neural	neural network	neural network	2	7,86819688189	34,3341323401	407,186373559	5,0	21,0	 
jam traffic	traffic jams	traffic jams|&|traffic jam	2	6,29455750551	28,8718957878	283,973394383	4,0	17,0	 
model optimization	optimization model	optimization model|&|optimization models	2	20,4573118929	75,0888160237	246,99087041	10,0	75,0	 
management traffic	traffic management	traffic management	2	17,3100331402	65,3604844993	235,346854728	15,0	175,0	 
development urban	urban development	urban development	2	11,0154756347	50,5258176286	419,392267137	4,0	18,0	 
model traffic	traffic model	traffic model|&|traffic models|&|model of the traffic|&|model for the traffic	2	20,4573118929	79,6537332499	252,989092738	11,0	59,0	 
algorithm model	model and algorithm	model and algorithm	3	7,86819688189	34,3341323401	206,27634384	5,0	60,0	 
assignment dynamic problem traffic	dynamic traffic assignment problem	dynamic traffic assignment problem|&|problem of dynamic traffic assignment	4	13,8999826553	54,8875779851	206,249699303	6,0	64,0	 
control time	time control	time control	2	7,86819688189	36,0898697347	193,709259307	4,0	35,0	 
capacity network road	road network capacity	road network capacity|&|capacity of the road network	3	5,95713542369	30,0678298896	332,983301213	2,0	16,0	 
growth relationship urban	relationship between urban growth	relationship between urban growth|&|relationship with urban growth	4	5,95713542369	30,0678298896	320,689065481	2,0	11,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	58,1611635073	943,38538398	2,0	4,0	 
design network problem	network design problem	network design problem	3	17,8714062711	70,5697431237	497,39892331	6,0	51,0	 
design network	network design	network design	2	12,589115011	50,6987240592	605,153860934	10,0	73,0	 
control signal traffic	traffic signal control	traffic signal control|&|traffic control signal	3	41,6999479659	129,330457266	218,060781332	21,0	269,0	 
model programming	programming model	programming model|&|programming models	2	11,0154756347	46,0594266095	265,785519812	11,0	110,0	 
growth management urban	urban growth management	urban growth management	3	5,95713542369	30,0678298896	833,809900399	2,0	10,0	 
network sensor	sensor network	sensor network	2	11,0154756347	53,6947724882	239,243943132	3,0	6,0	 
