evolution$generation,growthRate,gravityWeight,gravityGamma,gravityDecay,mselog
65,0.0,0.3450079041001495,0.0,10000.0,86.01769206145576
65,0.06147182330051686,6.444593604721526E-4,3.4453741921662813,7817.965914021009,2.025102482588452
65,1.001098322603216E-5,0.44000389978049503,0.0,5336.143799520334,141.4563382399396
65,0.03242474655110779,0.029169748044286417,0.0,981.7112882996636,2.030668300638592
65,0.006735089470566832,0.05485754808599273,0.0,7401.734897649571,2.0306683199154456
65,0.0,0.2800032278593227,0.0,6726.657737977364,54.533353127397945
65,0.0,0.21000076278030488,0.0,8123.573335998846,27.71171320152587
65,0.0,0.12000444275389198,0.0,4686.836312920711,6.333324493013089
65,0.0,0.18500087800925236,0.0,8280.312272430961,20.17031418703206
65,0.0,0.1250011323891443,0.0,8250.882611815032,7.078266182664941
65,0.0,0.26000140863554494,0.0,6850.033597398427,46.06568340006658
65,0.0,0.07000155158466484,0.0,4328.1982637682295,2.1239346521833484
65,0.0,0.10000253465544674,0.0,10000.0,3.9250541513887764
65,0.0,0.23000135569091834,0.0,10000.0,34.550249525897
65,0.0,0.46500662008959587,0.0,10000.0,157.63853286588238
65,0.0,0.28500131970131326,0.0,6309.961832261308,56.74345683905188
65,0.0,0.39000012605909623,0.0,9952.377856490124,110.99936257447891
65,0.0,0.1450030207953666,0.0,4056.756278261683,10.61105887226441
65,0.0,0.42000254474489906,0.0,3898.341357163702,128.95061912325866
65,0.0,0.3050016565105256,0.0,3421.386468584253,65.95028390601477
65,5.477834942414885E-6,0.44500717628554015,0.0,3732.200420784125,144.6438321131624
65,0.05355305523071339,0.008044685856731897,0.0,5289.65588294894,2.0306682889911745
65,0.0,0.3700006182230659,0.0,6714.777495376073,99.59586544847167
65,0.027230577374544058,0.034362216225770806,0.0,9576.43929385968,2.0306683179423595
65,0.0,0.30000372815886406,0.0,8993.658879298642,63.596052850008974
65,0.0,0.4250018351399554,0.0,5795.176519259046,132.0360218486446
65,0.0,0.14000212978828255,0.0,10000.0,9.646636730988078
65,0.0,0.19000310627465933,0.0,10000.0,21.5866257674424
65,0.0,0.3500042428647855,0.0,10000.0,88.67041856932035
65,0.0,0.1050046326169707,0.0,10000.0,4.439638343057284
65,0.0,0.16500235423474222,0.0,8500.565876284487,14.989726658753437
65,0.0,0.46000010735356345,0.0,9926.624169690096,154.34838097920536
65,2.081220529789242E-6,0.32500194990833153,0.0,9734.689954540523,75.71745749682415
65,0.0,0.48500208850711135,0.0,4810.352102314391,171.0131353367311
65,0.012458445427569326,0.04912883422717824,0.0,7228.722003865242,2.030668426985164
65,0.0,0.2650003428354136,0.0,5503.253466370877,48.124464337254345
65,0.0,0.38500245279349493,0.0,9817.166432960314,108.1063552566148
65,0.0,0.480008407617405,0.0,10000.0,167.6384254085031
65,0.0,0.0650041909238333,0.0,6150.959060327814,2.0460658974105153
65,0.0,0.20500007885681357,0.0,10000.0,26.11179929062598
65,0.0,0.3650024154902436,0.0,5854.734051331403,96.81943902664251
65,0.04981701192970296,0.011806047454846164,0.0,4421.680659342928,2.030669160715132
65,0.0,0.16000059061816985,0.0,8923.061220650045,13.817740642547639
65,0.0,0.17000280040397955,0.0,2168.5827057699025,16.211543712343545
65,0.0,0.22500147271902612,0.0,235.6286761523462,32.775908038353286
65,0.0,0.3200043083222561,0.0,5559.6387616320135,73.22516030243163
65,0.0,0.0850041185070566,0.0,1151.70519751433,2.7441137197000183
65,0.0,0.11000609653319078,0.0,9860.10343008095,5.013158425931872
65,1.6424059799798864E-8,0.22000254291405752,0.0,9993.315584041227,31.04472048434832
65,0.0,0.2950040431629503,0.0,8910.476092130371,61.27637192807562
65,0.0,0.13500493791830667,0.0,6424.246355604682,8.73648603844517
65,0.0,0.35500268845302474,0.0,7539.731698776341,91.35549983039722
65,0.0,0.06159789910199978,0.0,4700.366765310241,2.0306682891402863
65,0.0,0.2700000255665157,0.0,3348.820553812082,50.22219876255266
65,0.0,0.245005111955361,0.0,6822.295655034101,40.126333012040334
65,5.993061698957063E-6,0.43000427636912947,0.0,6132.415419251459,135.15319309745405
65,0.0,0.40500070525829857,0.0,10000.0,119.85152541181232
65,0.0,0.38000120517045766,0.0,1409.835774557886,105.23998452191945
65,0.024642573438380593,0.03695774089409817,0.0,8205.306082750889,2.030668299691368
65,0.0,0.19500472360227455,0.0,5942.8811101987485,23.049713178327668
65,0.0,0.49001136653435584,0.0,6963.182182179933,174.4210292322332
65,0.0,0.4550034151034949,0.0,8463.594357404367,151.0886475645443
65,0.0,0.33000325141079856,0.0,3952.896521576428,78.24274713432723
65,0.04428538757113092,0.017308046129961178,0.0,810.2207008679605,2.0306683105269334
65,0.0,0.4000048252009277,0.0,3572.7457211371957,116.87556967384994
65,0.0,0.17500809226868308,0.0,6529.806827905052,17.484087243550842
65,0.0,0.24000137793984613,0.0,9594.622790782658,38.22530671305364
65,0.0,0.315000032600557,0.0,1711.2305047217549,70.76430266022058
65,0.0,0.09000191686798271,0.0,8.409415153704664,3.076474088228359
65,9.81965742059896E-8,0.47500381647704415,0.0,6555.715915113552,164.27928850175766
65,0.0,0.25000025756666777,0.0,5949.943506425994,42.064728157031425
65,0.0,0.33500309405588513,0.0,10000.0,80.8011894759723
65,0.0,0.08000443893345614,0.0,2920.1231283368857,2.47392902209239
65,0.0,0.1550037993297748,0.0,3380.752082669222,12.697676693148898
65,0.0026813375183060394,0.05891781039945747,0.0,4081.807491843809,2.0306682926570745
65,0.0,0.3600017746686525,0.0,7152.43398858175,94.07179299761333
